timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/23 07:41:04.698, 2422 MHz, 49, 317.50 W, 76 %, 17491 MiB
2026/09/23 07:41:04.948, 2422 MHz, 53, 317.54 W, 100 %, 17491 MiB
2026/09/23 07:41:05.198, 2422 MHz, 54, 398.20 W, 100 %, 17491 MiB
2026/09/23 07:41:05.448, 2422 MHz, 45, 355.39 W, 39 %, 17491 MiB
2026/09/23 07:41:05.698, 2422 MHz, 48, 348.88 W, 95 %, 17491 MiB
2026/09/23 07:41:05.948, 2422 MHz, 48, 314.65 W, 95 %, 17491 MiB
2026/09/23 07:41:06.198, 2415 MHz, 54, 313.33 W, 99 %, 17491 MiB
2026/09/23 07:41:06.449, 2415 MHz, 55, 386.75 W, 97 %, 17491 MiB
2026/09/23 07:41:06.699, 2422 MHz, 45, 345.59 W, 2 %, 17491 MiB
2026/09/23 07:41:06.949, 2422 MHz, 48, 348.89 W, 96 %, 17491 MiB
2026/09/23 07:41:07.199, 2422 MHz, 52, 311.50 W, 96 %, 18901 MiB
2026/09/23 07:41:07.449, 2422 MHz, 54, 315.13 W, 100 %, 18901 MiB
2026/09/23 07:41:07.699, 2422 MHz, 55, 413.00 W, 100 %, 18901 MiB
2026/09/23 07:41:07.949, 2422 MHz, 56, 449.93 W, 100 %, 18901 MiB
2026/09/23 07:41:08.199, 2422 MHz, 56, 492.54 W, 100 %, 18901 MiB
2026/09/23 07:41:08.449, 2422 MHz, 56, 492.84 W, 100 %, 18901 MiB
2026/09/23 07:41:08.699, 2422 MHz, 56, 493.89 W, 100 %, 18901 MiB
2026/09/23 07:41:08.949, 2422 MHz, 47, 414.75 W, 2 %, 18901 MiB
2026/09/23 07:41:09.200, 2422 MHz, 49, 358.64 W, 97 %, 18901 MiB
2026/09/23 07:41:09.450, 2422 MHz, 49, 319.85 W, 96 %, 18933 MiB
2026/09/23 07:41:09.700, 2422 MHz, 55, 318.26 W, 100 %, 18933 MiB
2026/09/23 07:41:09.950, 2422 MHz, 56, 390.97 W, 100 %, 18933 MiB
2026/09/23 07:41:10.200, 2422 MHz, 56, 456.54 W, 100 %, 18933 MiB
2026/09/23 07:41:10.450, 2422 MHz, 57, 489.57 W, 96 %, 18933 MiB
2026/09/23 07:41:10.700, 2422 MHz, 57, 495.18 W, 100 %, 18933 MiB
2026/09/23 07:41:10.950, 2422 MHz, 56, 495.05 W, 100 %, 18933 MiB
2026/09/23 07:41:11.200, 2422 MHz, 47, 406.46 W, 30 %, 18933 MiB
2026/09/23 07:41:11.450, 2422 MHz, 54, 394.92 W, 43 %, 18933 MiB
2026/09/23 07:41:11.700, 2415 MHz, 56, 385.77 W, 99 %, 18933 MiB
2026/09/23 07:41:11.950, 2415 MHz, 52, 369.72 W, 97 %, 18933 MiB
2026/09/23 07:41:12.201, 2422 MHz, 51, 411.82 W, 93 %, 18933 MiB
2026/09/23 07:41:12.451, 2422 MHz, 55, 407.82 W, 90 %, 18933 MiB
2026/09/23 07:41:12.701, 2422 MHz, 56, 414.69 W, 100 %, 18933 MiB
2026/09/23 07:41:12.951, 2422 MHz, 50, 394.18 W, 66 %, 18933 MiB
2026/09/23 07:41:13.201, 2422 MHz, 54, 387.15 W, 15 %, 19541 MiB
2026/09/23 07:41:13.451, 2422 MHz, 57, 404.87 W, 100 %, 19541 MiB
2026/09/23 07:41:13.701, 2422 MHz, 58, 410.61 W, 100 %, 19541 MiB
2026/09/23 07:41:13.951, 2422 MHz, 57, 446.21 W, 100 %, 19541 MiB
2026/09/23 07:41:14.201, 2422 MHz, 54, 490.96 W, 100 %, 19541 MiB
2026/09/23 07:41:14.451, 2422 MHz, 51, 458.72 W, 94 %, 19541 MiB
2026/09/23 07:41:14.701, 2422 MHz, 48, 379.48 W, 49 %, 0 MiB
2026/09/23 07:41:14.981, 2422 MHz, 47, 308.44 W, 30 %, 22 MiB
2026/09/23 07:41:15.232, 2422 MHz, 46, 196.26 W, 2 %, 595 MiB
2026/09/23 07:41:15.482, 2422 MHz, 46, 147.38 W, 0 %, 1811 MiB
2026/09/23 07:41:15.733, 2422 MHz, 45, 92.05 W, 7 %, 2739 MiB
2026/09/23 07:41:15.983, 2422 MHz, 45, 89.04 W, 7 %, 3603 MiB
2026/09/23 07:41:16.233, 2422 MHz, 45, 87.93 W, 7 %, 4467 MiB
2026/09/23 07:41:16.483, 2422 MHz, 45, 87.92 W, 7 %, 5235 MiB
2026/09/23 07:41:16.733, 2422 MHz, 45, 87.66 W, 5 %, 6003 MiB
2026/09/23 07:41:16.983, 2422 MHz, 45, 87.88 W, 5 %, 6803 MiB
2026/09/23 07:41:17.234, 2422 MHz, 44, 88.45 W, 5 %, 7571 MiB
2026/09/23 07:41:17.484, 2422 MHz, 44, 88.85 W, 5 %, 8339 MiB
2026/09/23 07:41:17.734, 2422 MHz, 44, 89.43 W, 6 %, 9107 MiB
2026/09/23 07:41:17.984, 2422 MHz, 44, 89.56 W, 6 %, 9875 MiB
2026/09/23 07:41:18.234, 2377 MHz, 44, 90.83 W, 6 %, 10643 MiB
2026/09/23 07:41:18.484, 2355 MHz, 44, 91.80 W, 6 %, 11411 MiB
2026/09/23 07:41:18.735, 2355 MHz, 44, 93.37 W, 6 %, 12179 MiB
2026/09/23 07:41:18.985, 2355 MHz, 44, 94.32 W, 6 %, 12947 MiB
2026/09/23 07:41:19.235, 2355 MHz, 44, 94.76 W, 6 %, 13715 MiB
2026/09/23 07:41:19.485, 2355 MHz, 43, 94.79 W, 6 %, 14483 MiB
2026/09/23 07:41:19.735, 2355 MHz, 43, 94.59 W, 3 %, 14739 MiB
2026/09/23 07:41:19.985, 2347 MHz, 43, 118.79 W, 10 %, 19539 MiB
2026/09/23 07:41:20.235, 2415 MHz, 53, 236.66 W, 100 %, 19539 MiB
2026/09/23 07:41:20.486, 2422 MHz, 55, 320.80 W, 100 %, 19539 MiB
2026/09/23 07:41:20.736, 2422 MHz, 56, 435.90 W, 100 %, 19539 MiB
2026/09/23 07:41:20.986, 2422 MHz, 55, 500.04 W, 100 %, 19573 MiB
2026/09/23 07:41:21.236, 2415 MHz, 50, 453.66 W, 95 %, 19573 MiB
2026/09/23 07:41:21.486, 2415 MHz, 50, 423.83 W, 96 %, 17429 MiB
2026/09/23 07:41:21.736, 2422 MHz, 49, 350.17 W, 98 %, 18293 MiB
2026/09/23 07:41:21.986, 2415 MHz, 49, 316.96 W, 96 %, 18293 MiB
2026/09/23 07:41:22.236, 2415 MHz, 48, 302.34 W, 96 %, 18325 MiB
2026/09/23 07:41:22.486, 2415 MHz, 49, 296.26 W, 96 %, 18325 MiB
2026/09/23 07:41:22.736, 2407 MHz, 48, 312.75 W, 86 %, 18325 MiB
2026/09/23 07:41:22.987, 2422 MHz, 48, 304.24 W, 96 %, 18901 MiB
2026/09/23 07:41:23.237, 2415 MHz, 49, 319.84 W, 95 %, 18901 MiB
2026/09/23 07:41:23.487, 2415 MHz, 49, 309.88 W, 96 %, 18901 MiB
2026/09/23 07:41:23.737, 2415 MHz, 50, 316.03 W, 95 %, 18901 MiB
2026/09/23 07:41:23.987, 2415 MHz, 48, 313.23 W, 68 %, 19349 MiB
2026/09/23 07:41:24.237, 2415 MHz, 46, 275.80 W, 95 %, 19341 MiB
2026/09/23 07:41:24.492, 2415 MHz, 45, 244.97 W, 0 %, 595 MiB
2026/09/23 07:41:24.742, 2422 MHz, 44, 173.40 W, 0 %, 595 MiB
2026/09/23 07:41:24.992, 2392 MHz, 44, 137.66 W, 13 %, 2003 MiB
2026/09/23 07:41:25.242, 2355 MHz, 44, 95.88 W, 7 %, 2931 MiB
2026/09/23 07:41:25.492, 2355 MHz, 44, 94.14 W, 6 %, 3859 MiB
2026/09/23 07:41:25.742, 2355 MHz, 44, 95.06 W, 8 %, 4755 MiB
2026/09/23 07:41:25.993, 2355 MHz, 44, 95.10 W, 6 %, 5555 MiB
2026/09/23 07:41:26.243, 2355 MHz, 43, 94.92 W, 6 %, 6355 MiB
2026/09/23 07:41:26.493, 2355 MHz, 43, 94.74 W, 6 %, 7123 MiB
2026/09/23 07:41:26.744, 2355 MHz, 43, 94.56 W, 6 %, 7891 MiB
2026/09/23 07:41:26.994, 2355 MHz, 43, 94.52 W, 6 %, 8691 MiB
2026/09/23 07:41:27.244, 2355 MHz, 43, 94.40 W, 6 %, 9459 MiB
2026/09/23 07:41:27.494, 2355 MHz, 43, 94.42 W, 6 %, 10259 MiB
2026/09/23 07:41:27.744, 2355 MHz, 43, 94.40 W, 6 %, 11059 MiB
2026/09/23 07:41:27.994, 2355 MHz, 43, 94.33 W, 6 %, 11827 MiB
2026/09/23 07:41:28.245, 2355 MHz, 43, 94.26 W, 6 %, 12595 MiB
2026/09/23 07:41:28.495, 2355 MHz, 43, 94.19 W, 6 %, 13363 MiB
2026/09/23 07:41:28.745, 2355 MHz, 42, 94.07 W, 6 %, 14163 MiB
2026/09/23 07:41:28.995, 2355 MHz, 42, 94.09 W, 6 %, 14739 MiB
2026/09/23 07:41:29.245, 2355 MHz, 42, 93.65 W, 2 %, 14739 MiB
2026/09/23 07:41:29.495, 2355 MHz, 44, 109.76 W, 0 %, 16083 MiB
2026/09/23 07:41:29.745, 2422 MHz, 46, 169.95 W, 97 %, 16083 MiB
2026/09/23 07:41:29.995, 2422 MHz, 46, 211.91 W, 97 %, 16083 MiB
2026/09/23 07:41:30.246, 2422 MHz, 47, 283.62 W, 97 %, 16083 MiB
2026/09/23 07:41:30.496, 2422 MHz, 47, 300.34 W, 97 %, 16077 MiB
2026/09/23 07:41:30.776, 2422 MHz, 43, 245.20 W, 33 %, 595 MiB
2026/09/23 07:41:31.026, 2355 MHz, 43, 180.54 W, 2 %, 595 MiB
2026/09/23 07:41:31.276, 2355 MHz, 42, 135.82 W, 0 %, 2067 MiB
2026/09/23 07:41:31.526, 2355 MHz, 42, 98.45 W, 7 %, 2995 MiB
2026/09/23 07:41:31.777, 2355 MHz, 42, 95.19 W, 8 %, 3859 MiB
2026/09/23 07:41:32.027, 2355 MHz, 42, 94.28 W, 7 %, 4787 MiB
2026/09/23 07:41:32.277, 2355 MHz, 42, 94.06 W, 6 %, 5555 MiB
2026/09/23 07:41:32.527, 2355 MHz, 42, 93.89 W, 6 %, 6355 MiB
2026/09/23 07:41:32.777, 2355 MHz, 42, 93.84 W, 6 %, 7123 MiB
2026/09/23 07:41:33.027, 2355 MHz, 42, 93.74 W, 6 %, 7891 MiB
2026/09/23 07:41:33.277, 2355 MHz, 42, 93.66 W, 6 %, 8691 MiB
2026/09/23 07:41:33.527, 2355 MHz, 42, 93.47 W, 6 %, 9459 MiB
2026/09/23 07:41:33.777, 2355 MHz, 42, 93.42 W, 5 %, 10227 MiB
2026/09/23 07:41:34.027, 2355 MHz, 41, 93.29 W, 6 %, 10995 MiB
2026/09/23 07:41:34.278, 2355 MHz, 41, 93.25 W, 6 %, 11827 MiB
2026/09/23 07:41:34.528, 2355 MHz, 41, 93.24 W, 6 %, 12595 MiB
2026/09/23 07:41:34.778, 2355 MHz, 41, 93.29 W, 7 %, 13363 MiB
2026/09/23 07:41:35.028, 2355 MHz, 41, 93.29 W, 7 %, 14163 MiB
2026/09/23 07:41:35.278, 2355 MHz, 41, 93.30 W, 6 %, 14739 MiB
2026/09/23 07:41:35.528, 2355 MHz, 41, 102.45 W, 0 %, 19539 MiB
2026/09/23 07:41:35.778, 2370 MHz, 50, 183.46 W, 100 %, 19539 MiB
2026/09/23 07:41:36.028, 2422 MHz, 52, 303.62 W, 100 %, 19539 MiB
2026/09/23 07:41:36.278, 2422 MHz, 53, 384.59 W, 100 %, 19539 MiB
2026/09/23 07:41:36.528, 2422 MHz, 53, 496.02 W, 100 %, 19539 MiB
2026/09/23 07:41:36.779, 2422 MHz, 47, 469.62 W, 96 %, 19573 MiB
2026/09/23 07:41:37.029, 2415 MHz, 48, 424.57 W, 96 %, 19573 MiB
2026/09/23 07:41:37.279, 2415 MHz, 44, 368.88 W, 96 %, 17749 MiB
2026/09/23 07:41:37.529, 2422 MHz, 47, 312.84 W, 96 %, 18325 MiB
2026/09/23 07:41:37.779, 2415 MHz, 48, 309.82 W, 96 %, 18325 MiB
2026/09/23 07:41:38.029, 2407 MHz, 48, 314.15 W, 96 %, 18325 MiB
2026/09/23 07:41:38.279, 2407 MHz, 48, 338.99 W, 95 %, 18325 MiB
2026/09/23 07:41:38.529, 2407 MHz, 48, 359.36 W, 96 %, 18325 MiB
2026/09/23 07:41:38.779, 2407 MHz, 48, 359.93 W, 96 %, 18325 MiB
2026/09/23 07:41:39.029, 2407 MHz, 48, 360.54 W, 96 %, 18325 MiB
2026/09/23 07:41:39.279, 2407 MHz, 48, 360.27 W, 96 %, 18325 MiB
2026/09/23 07:41:39.530, 2407 MHz, 48, 359.57 W, 96 %, 18325 MiB
2026/09/23 07:41:39.780, 2415 MHz, 49, 357.75 W, 96 %, 18325 MiB
2026/09/23 07:41:40.030, 2415 MHz, 47, 334.24 W, 97 %, 18325 MiB
2026/09/23 07:41:40.280, 2415 MHz, 48, 333.52 W, 96 %, 18325 MiB
2026/09/23 07:41:40.530, 2407 MHz, 49, 334.76 W, 96 %, 18325 MiB
2026/09/23 07:41:40.780, 2407 MHz, 49, 334.46 W, 96 %, 18325 MiB
2026/09/23 07:41:41.030, 2407 MHz, 49, 359.77 W, 95 %, 18325 MiB
2026/09/23 07:41:41.280, 2407 MHz, 49, 361.23 W, 96 %, 18325 MiB
2026/09/23 07:41:41.530, 2407 MHz, 49, 361.12 W, 96 %, 18325 MiB
2026/09/23 07:41:41.780, 2407 MHz, 49, 361.48 W, 96 %, 18325 MiB
2026/09/23 07:41:42.031, 2415 MHz, 49, 360.86 W, 95 %, 18325 MiB
2026/09/23 07:41:42.281, 2415 MHz, 49, 360.86 W, 96 %, 18325 MiB
2026/09/23 07:41:42.531, 2415 MHz, 48, 331.92 W, 96 %, 18933 MiB
2026/09/23 07:41:42.781, 2415 MHz, 49, 328.38 W, 96 %, 18933 MiB
2026/09/23 07:41:43.031, 2407 MHz, 49, 328.68 W, 96 %, 18933 MiB
2026/09/23 07:41:43.281, 2407 MHz, 49, 327.89 W, 96 %, 18933 MiB
2026/09/23 07:41:43.531, 2407 MHz, 49, 356.64 W, 96 %, 18933 MiB
2026/09/23 07:41:43.781, 2407 MHz, 49, 359.59 W, 96 %, 18933 MiB
2026/09/23 07:41:44.031, 2407 MHz, 49, 360.26 W, 96 %, 18933 MiB
2026/09/23 07:41:44.281, 2407 MHz, 49, 360.04 W, 96 %, 18933 MiB
2026/09/23 07:41:44.531, 2415 MHz, 49, 360.28 W, 96 %, 18933 MiB
2026/09/23 07:41:44.782, 2415 MHz, 50, 360.21 W, 96 %, 18933 MiB
2026/09/23 07:41:45.032, 2415 MHz, 45, 305.77 W, 59 %, 0 MiB
2026/09/23 07:41:45.282, 2422 MHz, 44, 255.20 W, 38 %, 595 MiB
2026/09/23 07:41:45.532, 2422 MHz, 44, 172.61 W, 0 %, 1459 MiB
2026/09/23 07:41:45.782, 2355 MHz, 44, 119.94 W, 13 %, 2323 MiB
2026/09/23 07:41:46.032, 2355 MHz, 44, 96.37 W, 7 %, 3187 MiB
2026/09/23 07:41:46.282, 2355 MHz, 43, 94.01 W, 7 %, 4051 MiB
2026/09/23 07:41:46.532, 2355 MHz, 43, 95.12 W, 7 %, 4979 MiB
2026/09/23 07:41:46.782, 2355 MHz, 43, 94.76 W, 7 %, 5907 MiB
2026/09/23 07:41:47.032, 2355 MHz, 43, 94.62 W, 7 %, 6835 MiB
2026/09/23 07:41:47.283, 2355 MHz, 43, 94.59 W, 6 %, 7699 MiB
2026/09/23 07:41:47.533, 2355 MHz, 43, 94.54 W, 6 %, 8595 MiB
2026/09/23 07:41:47.783, 2355 MHz, 43, 94.48 W, 6 %, 9459 MiB
2026/09/23 07:41:48.033, 2355 MHz, 43, 94.49 W, 6 %, 10323 MiB
2026/09/23 07:41:48.283, 2355 MHz, 43, 94.33 W, 7 %, 11251 MiB
2026/09/23 07:41:48.533, 2355 MHz, 42, 94.27 W, 7 %, 12179 MiB
2026/09/23 07:41:48.783, 2355 MHz, 42, 94.28 W, 6 %, 13043 MiB
2026/09/23 07:41:49.033, 2355 MHz, 42, 94.19 W, 7 %, 13971 MiB
2026/09/23 07:41:49.283, 2355 MHz, 42, 94.42 W, 6 %, 15667 MiB
2026/09/23 07:41:49.533, 2370 MHz, 46, 153.18 W, 95 %, 15699 MiB
2026/09/23 07:41:49.783, 2422 MHz, 46, 193.10 W, 96 %, 15699 MiB
2026/09/23 07:41:50.034, 2422 MHz, 46, 252.87 W, 94 %, 15699 MiB
2026/09/23 07:41:50.284, 2422 MHz, 46, 291.17 W, 94 %, 16341 MiB
2026/09/23 07:41:50.534, 2422 MHz, 47, 296.53 W, 95 %, 16341 MiB
2026/09/23 07:41:50.784, 2422 MHz, 47, 299.36 W, 95 %, 16341 MiB
2026/09/23 07:41:51.034, 2422 MHz, 47, 314.55 W, 95 %, 17397 MiB
2026/09/23 07:41:51.284, 2422 MHz, 53, 352.28 W, 98 %, 17397 MiB
2026/09/23 07:41:51.534, 2415 MHz, 54, 399.48 W, 99 %, 17397 MiB
2026/09/23 07:41:51.784, 2415 MHz, 54, 435.89 W, 99 %, 19157 MiB
2026/09/23 07:41:52.034, 2422 MHz, 55, 480.37 W, 99 %, 19157 MiB
2026/09/23 07:41:52.284, 2422 MHz, 55, 483.32 W, 100 %, 19157 MiB
2026/09/23 07:41:52.534, 2422 MHz, 54, 490.62 W, 100 %, 19157 MiB
2026/09/23 07:41:52.785, 2422 MHz, 54, 491.80 W, 99 %, 19157 MiB
2026/09/23 07:41:53.035, 2422 MHz, 55, 493.58 W, 100 %, 19157 MiB
2026/09/23 07:41:53.285, 2422 MHz, 56, 493.50 W, 100 %, 19157 MiB
2026/09/23 07:41:53.535, 2422 MHz, 55, 490.70 W, 99 %, 19157 MiB
2026/09/23 07:41:53.785, 2415 MHz, 55, 488.36 W, 99 %, 19157 MiB
2026/09/23 07:41:54.035, 2415 MHz, 55, 481.47 W, 99 %, 19157 MiB
2026/09/23 07:41:54.285, 2415 MHz, 55, 477.79 W, 99 %, 19157 MiB
2026/09/23 07:41:54.535, 2415 MHz, 56, 476.56 W, 99 %, 19157 MiB
2026/09/23 07:41:54.785, 2415 MHz, 56, 477.06 W, 99 %, 19157 MiB
2026/09/23 07:41:55.035, 2415 MHz, 56, 478.91 W, 99 %, 19157 MiB
2026/09/23 07:41:55.285, 2422 MHz, 57, 483.63 W, 99 %, 19157 MiB
2026/09/23 07:41:55.536, 2422 MHz, 57, 488.58 W, 100 %, 19157 MiB
2026/09/23 07:41:55.786, 2422 MHz, 56, 492.17 W, 100 %, 19157 MiB
2026/09/23 07:41:56.036, 2422 MHz, 56, 497.33 W, 99 %, 19157 MiB
2026/09/23 07:41:56.286, 2422 MHz, 57, 497.48 W, 100 %, 19157 MiB
2026/09/23 07:41:56.536, 2422 MHz, 57, 496.83 W, 100 %, 19157 MiB
2026/09/23 07:41:56.786, 2422 MHz, 57, 494.23 W, 99 %, 19157 MiB
2026/09/23 07:41:57.036, 2415 MHz, 57, 489.69 W, 99 %, 19157 MiB
2026/09/23 07:41:57.286, 2415 MHz, 56, 485.90 W, 99 %, 19157 MiB
2026/09/23 07:41:57.536, 2415 MHz, 57, 481.99 W, 99 %, 19157 MiB
2026/09/23 07:41:57.786, 2415 MHz, 57, 480.89 W, 99 %, 19157 MiB
2026/09/23 07:41:58.036, 2415 MHz, 57, 481.26 W, 99 %, 19157 MiB
2026/09/23 07:41:58.287, 2415 MHz, 57, 480.86 W, 99 %, 19157 MiB
2026/09/23 07:41:58.537, 2422 MHz, 58, 486.46 W, 100 %, 19157 MiB
2026/09/23 07:41:58.787, 2422 MHz, 58, 491.17 W, 100 %, 19157 MiB
2026/09/23 07:41:59.037, 2422 MHz, 57, 490.16 W, 100 %, 19157 MiB
2026/09/23 07:41:59.287, 2422 MHz, 49, 414.31 W, 79 %, 0 MiB
2026/09/23 07:41:59.537, 2422 MHz, 47, 298.00 W, 0 %, 595 MiB
2026/09/23 07:41:59.787, 2422 MHz, 47, 211.20 W, 0 %, 1459 MiB
2026/09/23 07:42:00.038, 2422 MHz, 46, 97.15 W, 17 %, 2323 MiB
2026/09/23 07:42:00.288, 2422 MHz, 46, 92.77 W, 7 %, 3187 MiB
2026/09/23 07:42:00.538, 2422 MHz, 46, 88.39 W, 7 %, 4051 MiB
2026/09/23 07:42:00.788, 2422 MHz, 46, 88.65 W, 7 %, 4979 MiB
2026/09/23 07:42:01.038, 2422 MHz, 45, 88.30 W, 7 %, 5843 MiB
2026/09/23 07:42:01.288, 2422 MHz, 45, 88.17 W, 7 %, 6771 MiB
2026/09/23 07:42:01.538, 2422 MHz, 45, 88.12 W, 7 %, 7699 MiB
2026/09/23 07:42:01.788, 2422 MHz, 45, 87.89 W, 6 %, 8563 MiB
2026/09/23 07:42:02.038, 2422 MHz, 45, 87.76 W, 7 %, 9459 MiB
2026/09/23 07:42:02.289, 2422 MHz, 45, 87.78 W, 7 %, 10323 MiB
2026/09/23 07:42:02.539, 2422 MHz, 44, 88.33 W, 7 %, 11187 MiB
2026/09/23 07:42:02.789, 2422 MHz, 44, 88.85 W, 7 %, 12115 MiB
2026/09/23 07:42:03.039, 2422 MHz, 44, 89.44 W, 7 %, 12979 MiB
2026/09/23 07:42:03.289, 2422 MHz, 44, 89.87 W, 7 %, 13843 MiB
2026/09/23 07:42:03.539, 2422 MHz, 44, 92.26 W, 7 %, 15667 MiB
2026/09/23 07:42:03.789, 2422 MHz, 47, 132.89 W, 96 %, 15667 MiB
2026/09/23 07:42:04.039, 2422 MHz, 48, 195.75 W, 94 %, 15699 MiB
2026/09/23 07:42:04.289, 2422 MHz, 48, 235.67 W, 94 %, 15699 MiB
2026/09/23 07:42:04.539, 2422 MHz, 48, 291.14 W, 96 %, 16341 MiB
2026/09/23 07:42:04.790, 2422 MHz, 48, 296.54 W, 95 %, 16341 MiB
2026/09/23 07:42:05.040, 2422 MHz, 48, 300.07 W, 95 %, 16341 MiB
2026/09/23 07:42:05.290, 2422 MHz, 48, 304.26 W, 95 %, 17397 MiB
2026/09/23 07:42:05.540, 2422 MHz, 55, 361.34 W, 99 %, 17397 MiB
2026/09/23 07:42:05.790, 2415 MHz, 55, 394.00 W, 99 %, 17397 MiB
2026/09/23 07:42:06.040, 2415 MHz, 56, 444.73 W, 99 %, 19157 MiB
2026/09/23 07:42:06.290, 2415 MHz, 55, 480.82 W, 99 %, 19157 MiB
2026/09/23 07:42:06.540, 2422 MHz, 56, 485.68 W, 100 %, 19157 MiB
2026/09/23 07:42:06.790, 2422 MHz, 56, 488.92 W, 100 %, 19157 MiB
2026/09/23 07:42:07.040, 2422 MHz, 57, 494.01 W, 100 %, 19157 MiB
2026/09/23 07:42:07.290, 2422 MHz, 56, 495.80 W, 100 %, 19157 MiB
2026/09/23 07:42:07.540, 2422 MHz, 57, 497.41 W, 100 %, 19157 MiB
2026/09/23 07:42:07.791, 2422 MHz, 57, 496.08 W, 99 %, 19157 MiB
2026/09/23 07:42:08.041, 2415 MHz, 56, 492.63 W, 99 %, 19157 MiB
2026/09/23 07:42:08.291, 2415 MHz, 57, 488.79 W, 99 %, 19157 MiB
2026/09/23 07:42:08.541, 2415 MHz, 57, 482.17 W, 99 %, 19157 MiB
2026/09/23 07:42:08.791, 2415 MHz, 57, 481.34 W, 99 %, 19157 MiB
2026/09/23 07:42:09.041, 2415 MHz, 57, 480.49 W, 99 %, 19157 MiB
2026/09/23 07:42:09.291, 2415 MHz, 57, 479.59 W, 99 %, 19157 MiB
2026/09/23 07:42:09.541, 2422 MHz, 58, 485.41 W, 100 %, 19157 MiB
2026/09/23 07:42:09.791, 2422 MHz, 58, 487.46 W, 100 %, 19157 MiB
2026/09/23 07:42:10.041, 2422 MHz, 57, 492.44 W, 100 %, 19157 MiB
2026/09/23 07:42:10.291, 2422 MHz, 58, 496.45 W, 99 %, 19157 MiB
2026/09/23 07:42:10.541, 2422 MHz, 58, 497.02 W, 100 %, 19157 MiB
2026/09/23 07:42:10.791, 2422 MHz, 58, 497.62 W, 100 %, 19157 MiB
2026/09/23 07:42:11.042, 2422 MHz, 58, 495.51 W, 99 %, 19157 MiB
2026/09/23 07:42:11.292, 2415 MHz, 58, 492.65 W, 99 %, 19157 MiB
2026/09/23 07:42:11.542, 2415 MHz, 58, 488.01 W, 99 %, 19157 MiB
2026/09/23 07:42:11.792, 2415 MHz, 58, 485.03 W, 99 %, 19157 MiB
2026/09/23 07:42:12.042, 2415 MHz, 58, 482.52 W, 99 %, 19157 MiB
2026/09/23 07:42:12.292, 2415 MHz, 58, 482.89 W, 99 %, 19157 MiB
2026/09/23 07:42:12.542, 2415 MHz, 58, 483.15 W, 99 %, 19157 MiB
2026/09/23 07:42:12.792, 2422 MHz, 59, 486.62 W, 100 %, 19157 MiB
2026/09/23 07:42:13.042, 2422 MHz, 58, 492.19 W, 100 %, 19157 MiB
2026/09/23 07:42:13.292, 2422 MHz, 59, 495.48 W, 100 %, 19157 MiB
2026/09/23 07:42:13.542, 2422 MHz, 49, 398.17 W, 6 %, 0 MiB
2026/09/23 07:42:13.793, 2422 MHz, 48, 319.69 W, 2 %, 595 MiB
2026/09/23 07:42:14.043, 2422 MHz, 48, 201.80 W, 0 %, 1459 MiB
2026/09/23 07:42:14.293, 2422 MHz, 47, 121.28 W, 15 %, 2323 MiB
2026/09/23 07:42:14.543, 2422 MHz, 47, 92.89 W, 7 %, 3251 MiB
2026/09/23 07:42:14.793, 2422 MHz, 47, 89.29 W, 6 %, 4179 MiB
2026/09/23 07:42:15.043, 2422 MHz, 47, 89.39 W, 7 %, 5043 MiB
2026/09/23 07:42:15.293, 2422 MHz, 46, 89.09 W, 6 %, 5971 MiB
2026/09/23 07:42:15.543, 2422 MHz, 46, 88.95 W, 7 %, 6867 MiB
2026/09/23 07:42:15.793, 2422 MHz, 46, 88.83 W, 7 %, 7731 MiB
2026/09/23 07:42:16.044, 2422 MHz, 46, 88.61 W, 7 %, 8659 MiB
2026/09/23 07:42:16.294, 2422 MHz, 46, 88.48 W, 7 %, 9555 MiB
2026/09/23 07:42:16.544, 2422 MHz, 45, 88.34 W, 7 %, 10483 MiB
2026/09/23 07:42:16.794, 2422 MHz, 45, 88.21 W, 7 %, 11347 MiB
2026/09/23 07:42:17.044, 2422 MHz, 45, 88.08 W, 7 %, 12275 MiB
2026/09/23 07:42:17.294, 2422 MHz, 45, 88.04 W, 7 %, 13203 MiB
2026/09/23 07:42:17.544, 2422 MHz, 45, 87.85 W, 7 %, 14067 MiB
2026/09/23 07:42:17.794, 2422 MHz, 45, 90.27 W, 40 %, 15667 MiB
2026/09/23 07:42:18.044, 2422 MHz, 48, 153.79 W, 95 %, 15699 MiB
2026/09/23 07:42:18.294, 2422 MHz, 49, 197.40 W, 95 %, 15699 MiB
2026/09/23 07:42:18.544, 2422 MHz, 49, 259.67 W, 94 %, 15699 MiB
2026/09/23 07:42:18.795, 2422 MHz, 49, 296.01 W, 96 %, 16341 MiB
2026/09/23 07:42:19.045, 2422 MHz, 49, 299.95 W, 95 %, 16341 MiB
2026/09/23 07:42:19.295, 2422 MHz, 49, 301.99 W, 95 %, 16341 MiB
2026/09/23 07:42:19.545, 2422 MHz, 52, 322.13 W, 99 %, 17397 MiB
2026/09/23 07:42:19.795, 2415 MHz, 55, 361.58 W, 99 %, 17397 MiB
2026/09/23 07:42:20.045, 2415 MHz, 56, 410.58 W, 99 %, 17397 MiB
2026/09/23 07:42:20.295, 2415 MHz, 56, 446.08 W, 99 %, 19157 MiB
