2026/08/12 02:23:51.154, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P8, 52, 10.87, [N/A], 180, 157, 0
2026/08/12 02:23:51.675, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 52, 32.35, [N/A], 180, 1252, 0
2026/08/12 02:23:52.176, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 53, 29.46, [N/A], 1620, 2628, 14
2026/08/12 02:23:52.677, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 53, 29.71, [N/A], 1605, 6020, 25
2026/08/12 02:23:53.179, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 61, 64.68, [N/A], 1755, 6020, 96
2026/08/12 02:23:53.681, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 62, 132.71, [N/A], 2167, 6020, 96
2026/08/12 02:23:54.183, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 62, 171.50, [N/A], 1882, 6020, 96
2026/08/12 02:23:54.685, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 63, 171.56, [N/A], 2137, 6116, 96
2026/08/12 02:23:55.186, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 66, 173.19, [N/A], 1957, 6116, 100
2026/08/12 02:23:55.688, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 64, 164.77, [N/A], 1972, 6116, 93
2026/08/12 02:23:56.189, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 64, 163.52, [N/A], 1980, 6116, 93
2026/08/12 02:23:56.691, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 65, 164.60, [N/A], 1980, 6116, 94
2026/08/12 02:23:57.192, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 65, 164.68, [N/A], 1980, 6116, 94
2026/08/12 02:23:57.694, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 69, 167.48, [N/A], 1980, 6340, 100
2026/08/12 02:23:58.195, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 66, 170.38, [N/A], 1980, 6340, 92
2026/08/12 02:23:58.697, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 67, 166.24, [N/A], 1965, 6340, 90
2026/08/12 02:23:59.198, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 67, 160.24, [N/A], 1972, 6340, 89
2026/08/12 02:23:59.699, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 67, 160.97, [N/A], 1965, 6340, 90
2026/08/12 02:24:00.201, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 67, 160.94, [N/A], 1972, 6340, 90
2026/08/12 02:24:00.702, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 68, 160.89, [N/A], 1965, 6340, 89
2026/08/12 02:24:01.203, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 73, 169.39, [N/A], 2032, 6692, 100
2026/08/12 02:24:01.705, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 72, 173.20, [N/A], 1920, 6820, 100
2026/08/12 02:24:02.206, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 161.20, [N/A], 1890, 6820, 86
2026/08/12 02:24:02.707, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 69, 155.95, [N/A], 1995, 6820, 86
2026/08/12 02:24:03.208, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 154.80, [N/A], 1987, 6820, 86
2026/08/12 02:24:03.710, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 153.93, [N/A], 1987, 6820, 86
2026/08/12 02:24:04.211, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 154.70, [N/A], 1987, 6820, 87
2026/08/12 02:24:04.712, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 155.18, [N/A], 1995, 6820, 87
