#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    07:11:27       0     29     27      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    07:11:27       1     30     28      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    07:11:28       0     64     29      -      0      0      0      0      0      0  12481   2407    595    594      0 
 20260812    07:11:28       1     53     29      -      0      0      0      0      0      0  12481   2325   1043   1042      0 
 20260812    07:11:29       0     89     29      -      5      0      0      0      0      0  12481   2407   3027   3026      0 
 20260812    07:11:29       1     86     29      -      8      1      0      0      0      0  12481   2325   3799   3798      0 
 20260812    07:11:30       0     88     29      -      4      0      0      0      0      0  12481   2407   5267   5266      0 
 20260812    07:11:30       1     86     30      -      8      1      0      0      0      0  12481   2325   6557   6556      0 
 20260812    07:11:31       0     89     30      -      4      0      0      0      0      0  12481   2407   7571   7570      0 
 20260812    07:11:31       1     86     30      -      8      1      0      0      0      0  12481   2325   9345   9344      0 
 20260812    07:11:32       0     89     30      -      4      0      0      0      0      0  12481   2407   9811   9810      0 
 20260812    07:11:32       1     86     30      -      8      1      0      0      0      0  12481   2325  12103  12102      0 
 20260812    07:11:33       0     89     30      -      5      0      0      0      0      0  12481   2407  11859  11858      0 
 20260812    07:11:33       1     86     30      -      1      0      0      0      0      0  12481   2325  14475  14474      0 
 20260812    07:11:34       0     89     30      -      5      0      0      0      0      0  12481   2407  14163  14162      0 
 20260812    07:11:34       1     86     30      -     11      1      0      0      0      0  12481   2325  17455  17454      0 
 20260812    07:11:35       0     88     30      -      0      0      0      0      0      0  12481   2407  14739  14738      0 
 20260812    07:11:35       1     85     30      -      0      0      0      0      0      0  12481   2325  17455  17454      0 
 20260812    07:11:36       0    370     45      -    100     39      0      0      0      0  12481   2392  19507  19506      0 
 20260812    07:11:36       1    288     37      -     97     45      0      0      0      0  12481   2287  19727  19726      0 
 20260812    07:11:37       0    456     41      -    100     88      0      0      0      0  12481   2385  19507  19506      0 
 20260812    07:11:37       1    371     39      -     95     33      0      0      0      0  12481   2310  19727  19726      0 
 20260812    07:11:38       0    428     46      -    100     33      0      0      0      0  12481   2415  19507  19506      0 
