timestamp, uuid, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/20 01:51:53.769, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 33 %, 162.13 W, 2340 MHz, 36
2026/09/20 01:51:53.769, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 116.07 W, 2355 MHz, 33
2026/09/20 01:51:53.769, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 15 %, 141.37 W, 2310 MHz, 34
2026/09/20 01:51:54.020, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 53.90 W, 2392 MHz, 30
2026/09/20 01:51:54.020, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 156.78 W, 2332 MHz, 34
2026/09/20 01:51:54.020, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 103.52 W, 2355 MHz, 32
2026/09/20 01:51:54.020, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 121.79 W, 2310 MHz, 34
2026/09/20 01:51:54.270, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 78.18 W, 2392 MHz, 30
2026/09/20 01:51:54.270, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 172.06 W, 2332 MHz, 34
2026/09/20 01:51:54.270, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 90.67 W, 2355 MHz, 32
2026/09/20 01:51:54.270, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 105.94 W, 2310 MHz, 34
2026/09/20 01:51:54.520, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 87.78 W, 2392 MHz, 30
2026/09/20 01:51:54.521, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 181.92 W, 2332 MHz, 34
2026/09/20 01:51:54.521, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 90.21 W, 2355 MHz, 32
2026/09/20 01:51:54.521, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 102.21 W, 2310 MHz, 34
2026/09/20 01:51:54.771, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 755 MiB, 0 %, 87.85 W, 2392 MHz, 30
2026/09/20 01:51:54.771, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 149.64 W, 2332 MHz, 34
2026/09/20 01:51:54.771, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 89.98 W, 2355 MHz, 32
2026/09/20 01:51:54.771, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 91.76 W, 2310 MHz, 34
2026/09/20 01:51:55.021, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 883 MiB, 1 %, 87.97 W, 2392 MHz, 30
2026/09/20 01:51:55.021, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 148.81 W, 2332 MHz, 34
2026/09/20 01:51:55.021, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 89.98 W, 2355 MHz, 32
2026/09/20 01:51:55.021, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 91.76 W, 2310 MHz, 34
2026/09/20 01:51:55.271, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1043 MiB, 1 %, 87.94 W, 2392 MHz, 30
2026/09/20 01:51:55.271, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 147.83 W, 2332 MHz, 34
2026/09/20 01:51:55.271, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 89.98 W, 2355 MHz, 32
2026/09/20 01:51:55.271, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 91.76 W, 2310 MHz, 34
2026/09/20 01:51:55.521, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1619 MiB, 1 %, 88.03 W, 2392 MHz, 30
2026/09/20 01:51:55.521, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 147.13 W, 2332 MHz, 34
2026/09/20 01:51:55.521, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 89.98 W, 2355 MHz, 32
2026/09/20 01:51:55.521, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 91.76 W, 2310 MHz, 34
2026/09/20 01:51:55.771, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1619 MiB, 0 %, 90.86 W, 2392 MHz, 30
2026/09/20 01:51:55.771, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 146.30 W, 2332 MHz, 34
2026/09/20 01:51:55.772, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 86.70 W, 2355 MHz, 32
2026/09/20 01:51:55.772, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 85.82 W, 2310 MHz, 34
2026/09/20 01:51:56.022, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1779 MiB, 0 %, 90.62 W, 2392 MHz, 30
2026/09/20 01:51:56.022, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 62547 MiB, 100 %, 151.02 W, 2332 MHz, 34
2026/09/20 01:51:56.022, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 73107 MiB, 0 %, 86.70 W, 2355 MHz, 32
2026/09/20 01:51:56.022, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 81653 MiB, 0 %, 85.82 W, 2310 MHz, 34
