timestamp, index, utilization.gpu [%], utilization.memory [%], clocks.current.sm [MHz], power.draw [W], memory.used [MiB]
2026/08/08 20:58:18.118, 0, 91, 46, 2362, 183.84, 47025
2026/08/08 20:58:18.118, 1, 5, 2, 2295, 285.81, 57139
2026/08/08 20:58:18.218, 0, 91, 46, 2347, 216.61, 47025
2026/08/08 20:58:18.218, 1, 5, 2, 2317, 251.03, 57139
2026/08/08 20:58:18.318, 0, 92, 42, 2347, 244.96, 47025
2026/08/08 20:58:18.318, 1, 0, 0, 2317, 210.69, 57139
2026/08/08 20:58:18.418, 0, 92, 42, 2347, 275.63, 47025
2026/08/08 20:58:18.418, 1, 0, 0, 2325, 183.89, 57139
2026/08/08 20:58:18.518, 0, 0, 0, 2347, 275.10, 47025
2026/08/08 20:58:18.518, 1, 85, 52, 2325, 197.05, 57139
2026/08/08 20:58:18.618, 0, 0, 0, 2347, 262.35, 47025
2026/08/08 20:58:18.618, 1, 85, 52, 2325, 218.41, 57139
2026/08/08 20:58:18.718, 0, 0, 0, 2407, 252.41, 47025
2026/08/08 20:58:18.718, 1, 93, 60, 2287, 238.74, 57139
2026/08/08 20:58:18.818, 0, 0, 0, 2407, 240.59, 47025
2026/08/08 20:58:18.818, 1, 93, 60, 2287, 258.08, 57139
2026/08/08 20:58:18.918, 0, 0, 0, 2407, 228.60, 47025
2026/08/08 20:58:18.918, 1, 93, 44, 2302, 265.35, 57139
2026/08/08 20:58:19.018, 0, 0, 0, 2407, 228.84, 47025
2026/08/08 20:58:19.018, 1, 93, 44, 2302, 266.30, 57139
2026/08/08 20:58:19.119, 0, 48, 13, 2407, 207.33, 47025
2026/08/08 20:58:19.119, 1, 53, 25, 2302, 282.10, 57139
2026/08/08 20:58:19.219, 0, 48, 13, 2362, 182.33, 47025
2026/08/08 20:58:19.219, 1, 53, 25, 2295, 298.42, 57139
2026/08/08 20:58:19.319, 0, 37, 11, 2362, 168.15, 47025
2026/08/08 20:58:19.319, 1, 45, 22, 2295, 312.13, 57139
2026/08/08 20:58:19.419, 0, 37, 11, 2362, 146.56, 47025
2026/08/08 20:58:19.419, 1, 45, 22, 2295, 322.04, 57139
2026/08/08 20:58:19.519, 0, 81, 36, 2362, 174.71, 47025
2026/08/08 20:58:19.519, 1, 17, 7, 2295, 294.26, 57139
2026/08/08 20:58:19.619, 0, 81, 36, 2362, 207.88, 47025
2026/08/08 20:58:19.619, 1, 17, 7, 2295, 258.46, 57139
2026/08/08 20:58:19.719, 0, 92, 43, 2340, 238.86, 47025
2026/08/08 20:58:19.719, 1, 0, 0, 2317, 223.23, 57139
2026/08/08 20:58:19.819, 0, 92, 43, 2340, 275.60, 47025
2026/08/08 20:58:19.819, 1, 0, 0, 2317, 190.29, 57139
2026/08/08 20:58:19.919, 0, 14, 7, 2340, 281.71, 47025
2026/08/08 20:58:19.919, 1, 64, 39, 2310, 196.73, 57139
2026/08/08 20:58:20.019, 0, 14, 7, 2362, 271.21, 47025
2026/08/08 20:58:20.019, 1, 64, 39, 2310, 218.26, 57139
2026/08/08 20:58:20.119, 0, 0, 0, 2362, 258.03, 47025
2026/08/08 20:58:20.119, 1, 93, 60, 2310, 238.40, 57139
2026/08/08 20:58:20.219, 0, 0, 0, 2407, 247.14, 47025
2026/08/08 20:58:20.219, 1, 93, 60, 2287, 254.21, 57139
2026/08/08 20:58:20.320, 0, 0, 0, 2407, 235.34, 47025
2026/08/08 20:58:20.320, 1, 93, 52, 2287, 263.95, 57139
2026/08/08 20:58:20.420, 0, 0, 0, 2407, 231.46, 47025
2026/08/08 20:58:20.420, 1, 93, 52, 2302, 266.50, 57139
2026/08/08 20:58:20.520, 0, 36, 10, 2392, 216.72, 47025
2026/08/08 20:58:20.520, 1, 45, 21, 2302, 279.47, 57139
2026/08/08 20:58:20.620, 0, 36, 10, 2392, 199.13, 47025
2026/08/08 20:58:20.620, 1, 45, 21, 2302, 295.71, 57139
2026/08/08 20:58:20.720, 0, 44, 13, 2362, 174.06, 47025
2026/08/08 20:58:20.720, 1, 55, 25, 2295, 307.05, 57139
2026/08/08 20:58:20.820, 0, 44, 13, 2362, 149.72, 47025
2026/08/08 20:58:20.820, 1, 55, 25, 2295, 325.07, 57139
2026/08/08 20:58:20.920, 0, 49, 15, 2362, 156.79, 47025
2026/08/08 20:58:20.920, 1, 54, 27, 2295, 310.37, 57139
2026/08/08 20:58:21.020, 0, 49, 15, 2362, 170.91, 47025
2026/08/08 20:58:21.020, 1, 54, 27, 2295, 288.83, 57139
2026/08/08 20:58:21.120, 0, 41, 12, 2362, 182.25, 47025
2026/08/08 20:58:21.120, 1, 46, 22, 2295, 268.99, 57139
2026/08/08 20:58:21.220, 0, 41, 12, 2362, 194.00, 47025
2026/08/08 20:58:21.220, 1, 46, 22, 2295, 252.65, 57139
2026/08/08 20:58:21.320, 0, 37, 12, 2362, 205.63, 47025
2026/08/08 20:58:21.320, 1, 47, 21, 2295, 238.70, 57139
2026/08/08 20:58:21.420, 0, 37, 12, 2362, 200.18, 47025
2026/08/08 20:58:21.420, 1, 47, 21, 2302, 225.72, 57139
2026/08/08 20:58:21.521, 0, 0, 0, 2377, 188.34, 47025
2026/08/08 20:58:21.521, 1, 0, 0, 2302, 211.52, 57139
2026/08/08 20:58:21.621, 0, 0, 0, 2377, 175.77, 47025
2026/08/08 20:58:21.621, 1, 0, 0, 2302, 197.05, 57139
2026/08/08 20:58:21.721, 0, 0, 0, 2415, 164.30, 47025
2026/08/08 20:58:21.721, 1, 0, 0, 2317, 180.58, 57139
2026/08/08 20:58:21.821, 0, 0, 0, 2415, 153.04, 47025
2026/08/08 20:58:21.821, 1, 0, 0, 2317, 166.29, 57139
2026/08/08 20:58:21.921, 0, 0, 0, 2415, 139.63, 47025
2026/08/08 20:58:21.921, 1, 0, 0, 2325, 153.48, 57139
2026/08/08 20:58:22.021, 0, 0, 0, 2415, 129.08, 47025
2026/08/08 20:58:22.021, 1, 0, 0, 2325, 137.57, 57139
2026/08/08 20:58:22.121, 0, 0, 0, 2415, 117.10, 47025
2026/08/08 20:58:22.121, 1, 0, 0, 2325, 122.66, 57139
2026/08/08 20:58:22.221, 0, 0, 0, 2415, 103.50, 47185
2026/08/08 20:58:22.221, 1, 0, 0, 2325, 108.42, 57267
2026/08/08 20:58:22.321, 0, 3, 0, 2415, 94.60, 47185
2026/08/08 20:58:22.321, 1, 0, 0, 2325, 92.99, 57267
2026/08/08 20:58:22.421, 0, 3, 0, 2415, 122.15, 47185
2026/08/08 20:58:22.421, 1, 0, 0, 2325, 85.87, 57267
2026/08/08 20:58:22.521, 0, 91, 44, 2377, 158.64, 47185
2026/08/08 20:58:22.521, 1, 0, 0, 2325, 85.69, 57267
2026/08/08 20:58:22.621, 0, 91, 44, 2377, 196.58, 47185
2026/08/08 20:58:22.621, 1, 0, 0, 2325, 85.66, 57331
2026/08/08 20:58:22.722, 0, 91, 44, 2340, 228.30, 47185
2026/08/08 20:58:22.722, 1, 0, 0, 2325, 91.40, 57331
2026/08/08 20:58:22.822, 0, 91, 44, 2340, 229.30, 47185
2026/08/08 20:58:22.822, 1, 0, 0, 2325, 127.07, 57331
2026/08/08 20:58:22.922, 0, 0, 0, 2340, 226.70, 47185
2026/08/08 20:58:22.922, 1, 92, 60, 2295, 161.44, 57331
2026/08/08 20:58:23.022, 0, 0, 0, 2392, 229.49, 47185
2026/08/08 20:58:23.022, 1, 92, 60, 2295, 193.38, 57331
2026/08/08 20:58:23.122, 0, 0, 0, 2392, 229.56, 47185
2026/08/08 20:58:23.122, 1, 92, 60, 2295, 227.62, 57331
2026/08/08 20:58:23.222, 0, 0, 0, 2415, 226.79, 47633
2026/08/08 20:58:23.222, 1, 92, 60, 2287, 250.00, 57779
2026/08/08 20:58:23.322, 0, 60, 26, 2415, 250.24, 47633
2026/08/08 20:58:23.322, 1, 45, 17, 2287, 257.53, 57779
2026/08/08 20:58:23.422, 0, 60, 26, 2415, 257.93, 47633
2026/08/08 20:58:23.422, 1, 45, 17, 2317, 254.42, 57779
2026/08/08 20:58:23.522, 0, 93, 42, 2355, 258.18, 47633
2026/08/08 20:58:23.522, 1, 0, 0, 2317, 257.76, 57779
2026/08/08 20:58:23.622, 0, 93, 42, 2355, 259.97, 47633
2026/08/08 20:58:23.622, 1, 0, 0, 2317, 254.58, 57843
2026/08/08 20:58:23.722, 0, 38, 18, 2347, 235.19, 47633
2026/08/08 20:58:23.722, 1, 39, 24, 2317, 276.97, 57843
2026/08/08 20:58:23.822, 0, 38, 18, 2347, 234.84, 47633
2026/08/08 20:58:23.822, 1, 39, 24, 2317, 273.62, 57843
2026/08/08 20:58:23.923, 0, 0, 0, 2347, 234.91, 47633
2026/08/08 20:58:23.923, 1, 90, 57, 2287, 275.48, 57843
2026/08/08 20:58:24.023, 0, 0, 0, 2400, 234.95, 47633
2026/08/08 20:58:24.023, 1, 90, 57, 2287, 279.52, 57843
2026/08/08 20:58:24.123, 0, 0, 0, 2400, 232.18, 47633
2026/08/08 20:58:24.123, 1, 92, 62, 2287, 274.47, 57843
2026/08/08 20:58:24.223, 0, 0, 0, 2415, 237.99, 47633
2026/08/08 20:58:24.223, 1, 92, 62, 2302, 267.13, 57843
2026/08/08 20:58:24.323, 0, 40, 11, 2415, 231.43, 47633
2026/08/08 20:58:24.323, 1, 49, 23, 2302, 278.01, 57843
2026/08/08 20:58:24.423, 0, 40, 11, 2415, 198.78, 47633
2026/08/08 20:58:24.423, 1, 49, 23, 2295, 289.46, 57843
2026/08/08 20:58:24.523, 0, 48, 14, 2362, 179.65, 47633
2026/08/08 20:58:24.523, 1, 57, 27, 2295, 305.78, 57843
2026/08/08 20:58:24.623, 0, 48, 14, 2362, 154.25, 47633
2026/08/08 20:58:24.623, 1, 57, 27, 2295, 324.41, 57843
2026/08/08 20:58:24.723, 0, 58, 19, 2362, 162.19, 47633
2026/08/08 20:58:24.723, 1, 46, 21, 2295, 311.46, 57843
2026/08/08 20:58:24.823, 0, 58, 19, 2362, 195.57, 47633
2026/08/08 20:58:24.823, 1, 46, 21, 2295, 279.74, 57843
2026/08/08 20:58:24.923, 0, 92, 43, 2362, 231.49, 47633
2026/08/08 20:58:24.923, 1, 0, 0, 2317, 248.18, 57843
2026/08/08 20:58:25.023, 0, 92, 43, 2340, 260.38, 47633
2026/08/08 20:58:25.023, 1, 0, 0, 2317, 207.31, 57843
2026/08/08 20:58:25.124, 0, 63, 30, 2340, 283.74, 47633
2026/08/08 20:58:25.124, 1, 14, 9, 2317, 192.87, 57843
2026/08/08 20:58:25.224, 0, 63, 30, 2362, 278.70, 47633
2026/08/08 20:58:25.224, 1, 14, 9, 2310, 205.18, 57843
2026/08/08 20:58:25.324, 0, 0, 0, 2362, 268.58, 47633
2026/08/08 20:58:25.324, 1, 91, 58, 2310, 225.25, 57843
2026/08/08 20:58:25.424, 0, 0, 0, 2362, 257.68, 47633
2026/08/08 20:58:25.424, 1, 91, 58, 2287, 246.56, 57843
2026/08/08 20:58:25.524, 0, 0, 0, 2400, 246.39, 47633
2026/08/08 20:58:25.524, 1, 93, 62, 2287, 264.68, 57843
2026/08/08 20:58:25.624, 0, 0, 0, 2400, 233.63, 47633
2026/08/08 20:58:25.624, 1, 93, 62, 2287, 268.37, 57843
2026/08/08 20:58:25.724, 0, 44, 12, 2385, 229.11, 47633
2026/08/08 20:58:25.724, 1, 53, 25, 2310, 274.52, 57843
2026/08/08 20:58:25.824, 0, 44, 12, 2385, 203.44, 47633
2026/08/08 20:58:25.824, 1, 53, 25, 2310, 289.83, 57843
2026/08/08 20:58:25.924, 0, 38, 11, 2385, 187.61, 47633
2026/08/08 20:58:25.924, 1, 46, 22, 2295, 303.92, 57843
2026/08/08 20:58:26.024, 0, 38, 11, 2362, 167.54, 47633
2026/08/08 20:58:26.024, 1, 46, 22, 2295, 320.12, 57843
2026/08/08 20:58:26.124, 0, 44, 10, 2362, 157.59, 47633
2026/08/08 20:58:26.124, 1, 52, 23, 2295, 318.04, 57843
2026/08/08 20:58:26.224, 0, 44, 10, 2355, 193.90, 47633
2026/08/08 20:58:26.224, 1, 52, 23, 2302, 289.66, 57843
2026/08/08 20:58:26.325, 0, 91, 44, 2355, 227.25, 47633
2026/08/08 20:58:26.325, 1, 0, 0, 2302, 254.26, 57843
2026/08/08 20:58:26.425, 0, 91, 44, 2355, 256.20, 47633
2026/08/08 20:58:26.425, 1, 0, 0, 2317, 218.03, 57843
2026/08/08 20:58:26.525, 0, 82, 39, 2340, 285.65, 47633
2026/08/08 20:58:26.525, 1, 0, 0, 2317, 187.10, 57843
2026/08/08 20:58:26.625, 0, 82, 39, 2340, 285.14, 47633
2026/08/08 20:58:26.625, 1, 0, 0, 2317, 199.51, 57843
2026/08/08 20:58:26.725, 0, 0, 0, 2385, 270.63, 47633
2026/08/08 20:58:26.725, 1, 91, 58, 2302, 222.24, 57843
2026/08/08 20:58:26.825, 0, 0, 0, 2385, 258.80, 47633
2026/08/08 20:58:26.825, 1, 91, 58, 2302, 241.73, 57843
2026/08/08 20:58:26.925, 0, 0, 0, 2385, 245.67, 47633
2026/08/08 20:58:26.925, 1, 92, 61, 2295, 259.44, 57843
2026/08/08 20:58:27.025, 0, 0, 0, 2400, 231.81, 47633
2026/08/08 20:58:27.025, 1, 92, 61, 2295, 265.61, 57843
2026/08/08 20:58:27.125, 0, 35, 11, 2400, 232.76, 47633
2026/08/08 20:58:27.125, 1, 61, 25, 2295, 264.44, 57843
2026/08/08 20:58:27.225, 0, 35, 11, 2370, 206.81, 47633
2026/08/08 20:58:27.225, 1, 61, 25, 2325, 283.13, 57843
2026/08/08 20:58:27.325, 0, 46, 13, 2370, 186.20, 47633
2026/08/08 20:58:27.325, 1, 56, 26, 2325, 295.41, 57843
2026/08/08 20:58:27.425, 0, 46, 13, 2370, 167.77, 47633
2026/08/08 20:58:27.425, 1, 56, 26, 2295, 315.10, 57843
2026/08/08 20:58:27.525, 0, 46, 13, 2362, 154.12, 47633
2026/08/08 20:58:27.526, 1, 51, 24, 2295, 325.11, 57843
2026/08/08 20:58:27.626, 0, 46, 13, 2362, 164.77, 47633
2026/08/08 20:58:27.626, 1, 51, 24, 2295, 310.47, 57843
2026/08/08 20:58:27.726, 0, 38, 11, 2355, 178.77, 47633
2026/08/08 20:58:27.726, 1, 45, 21, 2295, 285.65, 57843
2026/08/08 20:58:27.826, 0, 38, 11, 2355, 189.08, 47633
2026/08/08 20:58:27.826, 1, 45, 21, 2295, 266.10, 57843
2026/08/08 20:58:27.926, 0, 41, 12, 2355, 199.32, 47633
2026/08/08 20:58:27.926, 1, 51, 23, 2295, 247.65, 57843
2026/08/08 20:58:28.026, 0, 41, 12, 2362, 214.11, 47633
2026/08/08 20:58:28.026, 1, 51, 23, 2295, 243.46, 57843
2026/08/08 20:58:28.126, 0, 48, 14, 2362, 212.47, 47633
2026/08/08 20:58:28.126, 1, 56, 26, 2295, 245.01, 57843
2026/08/08 20:58:28.226, 0, 48, 14, 2362, 212.41, 47633
2026/08/08 20:58:28.226, 1, 56, 26, 2295, 244.40, 57843
2026/08/08 20:58:28.326, 0, 39, 12, 2362, 212.81, 47633
2026/08/08 20:58:28.326, 1, 46, 21, 2295, 243.13, 57843
2026/08/08 20:58:28.426, 0, 39, 12, 2362, 211.35, 47633
2026/08/08 20:58:28.426, 1, 46, 21, 2295, 243.51, 57843
2026/08/08 20:58:28.526, 0, 41, 11, 2362, 210.22, 47633
2026/08/08 20:58:28.526, 1, 51, 23, 2295, 243.90, 57843
2026/08/08 20:58:28.626, 0, 41, 11, 2362, 209.80, 47633
2026/08/08 20:58:28.626, 1, 51, 23, 2295, 243.11, 57843
2026/08/08 20:58:28.726, 0, 48, 14, 2362, 210.62, 47633
2026/08/08 20:58:28.726, 1, 56, 26, 2302, 245.29, 57843
2026/08/08 20:58:28.827, 0, 48, 14, 2362, 211.65, 47633
2026/08/08 20:58:28.827, 1, 56, 26, 2302, 245.66, 57843
2026/08/08 20:58:28.927, 0, 39, 12, 2362, 212.55, 47633
2026/08/08 20:58:28.927, 1, 46, 21, 2302, 244.23, 57843
2026/08/08 20:58:29.027, 0, 39, 12, 2362, 212.39, 47633
2026/08/08 20:58:29.027, 1, 46, 21, 2302, 245.68, 57843
2026/08/08 20:58:29.127, 0, 41, 11, 2362, 212.50, 47633
2026/08/08 20:58:29.127, 1, 51, 23, 2302, 244.74, 57843
2026/08/08 20:58:29.227, 0, 41, 11, 2362, 214.00, 47633
2026/08/08 20:58:29.227, 1, 51, 23, 2295, 244.34, 57843
2026/08/08 20:58:29.327, 0, 48, 14, 2362, 213.29, 47633
2026/08/08 20:58:29.327, 1, 56, 26, 2295, 246.47, 57843
2026/08/08 20:58:29.427, 0, 48, 14, 2362, 214.28, 47633
2026/08/08 20:58:29.427, 1, 56, 26, 2302, 245.24, 57843
2026/08/08 20:58:29.527, 0, 39, 12, 2362, 216.22, 47633
2026/08/08 20:58:29.527, 1, 46, 21, 2302, 244.17, 57843
2026/08/08 20:58:29.627, 0, 39, 12, 2362, 216.04, 47633
2026/08/08 20:58:29.627, 1, 46, 21, 2302, 244.58, 57843
2026/08/08 20:58:29.727, 0, 41, 12, 2362, 213.72, 47633
2026/08/08 20:58:29.727, 1, 52, 23, 2295, 244.82, 57843
2026/08/08 20:58:29.827, 0, 41, 12, 2362, 213.31, 47633
2026/08/08 20:58:29.827, 1, 52, 23, 2295, 243.42, 57843
2026/08/08 20:58:29.927, 0, 48, 14, 2362, 214.14, 47633
2026/08/08 20:58:29.927, 1, 55, 26, 2295, 245.24, 57843
2026/08/08 20:58:30.028, 0, 48, 14, 2362, 214.24, 47633
2026/08/08 20:58:30.028, 1, 55, 26, 2295, 244.42, 57843
2026/08/08 20:58:30.128, 0, 38, 12, 2362, 212.84, 47633
2026/08/08 20:58:30.128, 1, 46, 21, 2295, 243.20, 57843
2026/08/08 20:58:30.228, 0, 38, 12, 2362, 212.35, 47633
2026/08/08 20:58:30.228, 1, 46, 21, 2302, 245.95, 57843
2026/08/08 20:58:30.328, 0, 42, 12, 2362, 212.20, 47633
2026/08/08 20:58:30.328, 1, 52, 23, 2302, 244.50, 57843
2026/08/08 20:58:30.428, 0, 42, 12, 2362, 213.70, 47633
2026/08/08 20:58:30.428, 1, 52, 23, 2295, 242.85, 57843
2026/08/08 20:58:30.528, 0, 48, 13, 2362, 211.91, 47633
2026/08/08 20:58:30.528, 1, 55, 23, 2295, 243.76, 57843
2026/08/08 20:58:30.628, 0, 48, 13, 2362, 211.48, 47633
2026/08/08 20:58:30.628, 1, 55, 23, 2295, 245.99, 57843
2026/08/08 20:58:30.728, 0, 37, 11, 2362, 214.06, 47633
2026/08/08 20:58:30.728, 1, 46, 21, 2295, 244.03, 57843
2026/08/08 20:58:30.828, 0, 37, 11, 2362, 213.17, 47633
2026/08/08 20:58:30.828, 1, 46, 21, 2295, 244.12, 57843
2026/08/08 20:58:30.928, 0, 43, 12, 2362, 214.50, 47633
2026/08/08 20:58:30.928, 1, 53, 24, 2302, 246.21, 57843
2026/08/08 20:58:31.028, 0, 43, 12, 2362, 214.41, 47633
2026/08/08 20:58:31.028, 1, 53, 24, 2302, 245.26, 57843
2026/08/08 20:58:31.128, 0, 48, 13, 2362, 215.30, 47633
2026/08/08 20:58:31.128, 1, 54, 23, 2302, 244.77, 57843
2026/08/08 20:58:31.228, 0, 48, 13, 2362, 216.35, 47633
2026/08/08 20:58:31.228, 1, 54, 23, 2295, 245.59, 57843
2026/08/08 20:58:31.329, 0, 37, 11, 2362, 216.94, 47633
2026/08/08 20:58:31.329, 1, 46, 21, 2295, 242.56, 57843
2026/08/08 20:58:31.429, 0, 37, 11, 2362, 215.40, 47633
2026/08/08 20:58:31.429, 1, 46, 21, 2295, 245.01, 57843
2026/08/08 20:58:31.529, 0, 43, 12, 2362, 213.59, 47633
2026/08/08 20:58:31.529, 1, 53, 25, 2295, 244.32, 57843
2026/08/08 20:58:31.629, 0, 43, 12, 2362, 214.73, 47633
2026/08/08 20:58:31.629, 1, 53, 25, 2295, 242.04, 57843
2026/08/08 20:58:31.729, 0, 48, 14, 2362, 214.51, 47633
2026/08/08 20:58:31.729, 1, 54, 24, 2295, 243.38, 57843
2026/08/08 20:58:31.829, 0, 48, 14, 2362, 215.61, 47633
2026/08/08 20:58:31.829, 1, 54, 24, 2295, 244.72, 57843
2026/08/08 20:58:31.929, 0, 37, 11, 2362, 214.11, 47633
2026/08/08 20:58:31.929, 1, 46, 22, 2302, 243.10, 57843
2026/08/08 20:58:32.029, 0, 37, 11, 2362, 214.03, 47633
2026/08/08 20:58:32.029, 1, 46, 22, 2302, 244.57, 57843
2026/08/08 20:58:32.129, 0, 43, 12, 2362, 213.27, 47633
2026/08/08 20:58:32.129, 1, 53, 24, 2302, 243.96, 57843
2026/08/08 20:58:32.229, 0, 43, 12, 2362, 212.59, 47633
2026/08/08 20:58:32.229, 1, 53, 24, 2295, 242.63, 57843
2026/08/08 20:58:32.329, 0, 48, 14, 2362, 210.34, 47633
2026/08/08 20:58:32.329, 1, 54, 24, 2295, 243.37, 57843
2026/08/08 20:58:32.429, 0, 48, 14, 2362, 210.82, 47633
2026/08/08 20:58:32.429, 1, 54, 24, 2295, 245.33, 57843
2026/08/08 20:58:32.530, 0, 37, 11, 2362, 211.91, 47633
2026/08/08 20:58:32.530, 1, 46, 21, 2295, 243.71, 57843
2026/08/08 20:58:32.630, 0, 37, 11, 2362, 211.47, 47633
2026/08/08 20:58:32.630, 1, 46, 21, 2295, 244.58, 57843
2026/08/08 20:58:32.730, 0, 43, 13, 2362, 210.17, 47633
2026/08/08 20:58:32.730, 1, 54, 24, 2302, 245.57, 57843
2026/08/08 20:58:32.830, 0, 43, 13, 2362, 210.17, 47633
2026/08/08 20:58:32.830, 1, 54, 24, 2302, 243.97, 57843
2026/08/08 20:58:32.930, 0, 48, 14, 2362, 210.82, 47633
2026/08/08 20:58:32.930, 1, 54, 25, 2295, 245.44, 57843
2026/08/08 20:58:33.030, 0, 48, 14, 2362, 202.85, 47633
2026/08/08 20:58:33.030, 1, 54, 25, 2295, 236.29, 57843
2026/08/08 20:58:33.130, 0, 0, 0, 2362, 192.82, 47633
2026/08/08 20:58:33.130, 1, 0, 0, 2295, 221.12, 57843
2026/08/08 20:58:33.230, 0, 0, 0, 2392, 181.95, 47633
2026/08/08 20:58:33.230, 1, 0, 0, 2310, 204.34, 57843
2026/08/08 20:58:33.330, 0, 0, 0, 2392, 168.26, 47633
2026/08/08 20:58:33.330, 1, 0, 0, 2310, 190.52, 57843
2026/08/08 20:58:33.430, 0, 0, 0, 2392, 157.95, 47633
2026/08/08 20:58:33.430, 1, 0, 0, 2317, 174.90, 57843
2026/08/08 20:58:33.530, 0, 0, 0, 2400, 146.19, 47633
2026/08/08 20:58:33.530, 1, 0, 0, 2317, 157.66, 57843
2026/08/08 20:58:33.630, 0, 0, 0, 2400, 131.41, 47633
2026/08/08 20:58:33.630, 1, 0, 0, 2317, 143.23, 57843
2026/08/08 20:58:33.731, 0, 0, 0, 2400, 121.46, 47633
2026/08/08 20:58:33.731, 1, 0, 0, 2317, 127.93, 57843
2026/08/08 20:58:33.831, 0, 0, 0, 2400, 107.68, 47921
2026/08/08 20:58:33.831, 1, 0, 0, 2317, 111.62, 58003
2026/08/08 20:58:33.931, 0, 0, 0, 2400, 96.28, 47985
2026/08/08 20:58:33.931, 1, 0, 0, 2317, 96.56, 58131
2026/08/08 20:58:34.031, 0, 0, 0, 2400, 119.09, 47985
2026/08/08 20:58:34.031, 1, 0, 0, 2317, 87.08, 58131
2026/08/08 20:58:34.131, 0, 93, 47, 2400, 155.46, 47985
