#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    16:35:00       0     31     26      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    16:35:01       0     78     29      -      2      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:02       0     87     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:03       0     87     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:04       0     86     28      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:05       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:06       0     87     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:07       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:08       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:09       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:10       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:11       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:12       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:13       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:14       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:15       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:16       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:17       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:18       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:19       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:20       0     85     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:21       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:22       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:23       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:24       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:25       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:26       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:27       0     85     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:35:28       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:29       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:30       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:31       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:32       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:33       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:34       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:35       0     85     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:36       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:37       0     86     31      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:38       0     88     31      -      1      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:35:39       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:40       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:41       0     85     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:42       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:43       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    16:35:44       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:45       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:46       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:47       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:48       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:49       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:50       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:51       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:52       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:53       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:54       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:55       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:56       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:57       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:35:58       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
