name, memory.used [MiB], temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pstate
NVIDIA GeForce RTX 5090 Laptop GPU, 15 MiB, 58, 33.93 W, [N/A], 1635 MHz, 14001 MHz, P8
