name, memory.used [MiB], temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pstate
NVIDIA GeForce RTX 5090 Laptop GPU, 15 MiB, 58, 15.41 W, [N/A], 180 MHz, 405 MHz, P8
