name, memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], power.limit [W]
NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 0 MiB, 97887 MiB, 69, 94.59 W, 600.00 W
