Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
37.5,839412917,4128,203346.2,222685.0,158462,229598,29094.5,"void moe_kq_sktail_kernel<(int)108, (bool)0, (bool)0>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
14.4,322521748,21312,15133.3,8800.0,6816,66399,14775.2,"void dsv4_dense_fast_fp8_kernel<(int)2>(const unsigned char *, const float *, int, const unsigned short *, float *, int, int, int, int, int, int)"
7.2,161261122,2752,58597.8,58592.0,58079,61087,197.9,dsv4_hc_sinkhorn_m_kernel
5.5,122643731,672,182505.6,182558.0,181597,183038,250.8,dsv4_topk_idx_numeric_kernel
5.1,113037627,1376,82149.4,40544.0,27711,128190,44070.8,dsv4_sink_out_mq_f32acc_kernel
4.2,94859708,672,141160.3,141150.0,140286,142238,275.2,dsv4_indexer_score_f32acc_kernel
4.1,91601704,5872,15599.7,9120.0,4544,25440,8622.0,dsv4_rmsnorm_f32acc_kernel
3.1,68581431,5408,12681.5,7200.0,6304,647224,49003.2,"void dsv4_dense_fast_dots_kernel<(int)1>(const float *, const void *, int, float *, int, int)"
2.5,55448649,1376,40297.0,39232.0,38559,43424,1445.4,dsv4_sink_scores_mq_f32acc_kernel
2.1,47313388,1376,34384.7,36064.0,10559,37280,6249.2,dsv4_route_m_kernel
1.9,43592144,2752,15840.2,15968.0,11552,20288,3982.8,dsv4_fp8_gather_half_kernel
1.9,42473976,1376,30867.7,30880.0,30688,30976,47.0,"dsv4_grouped_prefix_kernel(const int *, int *, int *, int *, int, int)"
1.2,27183303,2784,9764.1,9760.0,9472,10367,71.9,dsv4_rowsq_scale_f32acc_kernel
1.0,22859582,10304,2218.5,2208.0,2144,2528,22.6,dsv4_cvt_bf16_kernel
0.7,15680525,1376,11395.7,7712.0,6208,15680,3979.3,dsv4_sink_soft_mq_f32acc_kernel
0.7,15510515,672,23081.1,23072.0,22976,23232,44.2,"dsv4_c4_gather_kernel(const float *, const float *, const int *, float *, int *, int, int, int, int, int)"
0.7,15420376,4800,3212.6,3136.0,3008,3807,177.0,dsv4_rope_kernel
0.6,13251756,2752,4815.3,4800.0,4704,5120,64.8,dsv4_act_quant_fp8_kernel
0.5,11288993,2752,4102.1,4096.0,3936,4512,65.2,"void dsv4_hc_dot_split_partial_kernel<(int)16>(const float *, const float *, float *)"
0.5,10167071,4128,2463.0,2464.0,2368,2688,28.1,dsv4_scale_rows_kernel
0.4,9671555,2752,3514.4,3520.0,3328,3904,85.3,dsv4_hc_post_kernel
0.4,8206752,2752,2982.1,2976.0,2879,3488,79.6,dsv4_scatter_rows_kernel
0.4,8059078,2752,2928.4,2895.5,2527,3552,357.3,dsv4_swiglu_kernel
0.4,7856152,2752,2854.7,2848.0,2815,3168,37.8,"void dsv4_hc_dot_split_reduce_kernel<(int)16>(const float *, float *)"
0.3,7572962,2784,2720.2,2752.0,2528,2976,60.3,dsv4_hc_collapse_kernel
0.3,7472464,2048,3648.7,3712.0,3423,3840,121.3,dsv4_q_transpose_m_kernel
0.3,6943080,1376,5045.8,5056.0,4991,5120,21.1,dsv4_headrms_f32acc_kernel
0.3,6131416,336,18248.3,18303.5,17119,19232,630.7,dsv4_compressor_pool_kernel
0.3,5704994,1376,4146.1,4160.0,3584,4576,216.7,"void dsv4_grouped_scatter_kernel<(bool)0>(const int *, const float *, const float *, const int *, int *, int *, float *, float *, float *, float *, int, int, int)"
0.2,5528533,840,6581.6,6592.0,6432,6624,39.6,dsv4_hadamard_kernel
0.2,5470407,1544,3543.0,3552.0,3487,3584,17.3,dsv4_act_quant_kernel
0.2,5437675,1376,3951.8,3968.0,3712,4192,59.6,dsv4_combine_rows_m_kernel
0.2,4264557,1376,3099.2,3104.0,3040,3296,26.0,"void dsv4_grouped_count_kernel<(bool)0>(const int *, int *, int, int *, int *, float *, float *, float *, float *, int)"
0.2,4105075,672,6108.7,6080.0,5920,6464,109.7,"void dsv4_gemv_bf16_m_kernel<(int)1>(const unsigned short *, const unsigned short *, float *, int, int, int, int)"
0.2,3471960,840,4133.3,4128.0,4064,4288,26.7,dsv4_fp4_act_quant_kernel
0.1,3109465,1376,2259.8,2272.0,2208,2304,18.6,dsv4_add_inplace_kernel
0.1,2086894,704,2964.3,2944.0,2911,3104,40.2,dsv4_build_idx_redirect_m_kernel
0.1,1793068,672,2668.3,2656.0,2624,2688,16.1,dsv4_build_idx_redirect_kernel
0.0,913750,336,2719.5,2704.0,2527,3104,158.8,dsv4_rope_at_kernel
0.0,113693,32,3552.9,3520.0,3231,4320,232.5,dsv4_embed_rows_kernel
0.0,95615,32,2988.0,2976.0,2944,3104,27.9,dsv4_hc_head_pre_m_kernel
0.0,92351,32,2886.0,2848.0,2720,3040,119.1,dsv4_repeat_hc_kernel
