ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-31T16:56:35Z,49306,48698,48698,63962
2026-08-31T16:56:40Z,49306,48698,48698,63962
2026-08-31T16:56:45Z,49306,48698,48698,63962
2026-08-31T16:56:50Z,49306,48698,48698,63962
2026-08-31T16:56:55Z,49306,48698,48698,63962
2026-08-31T16:57:00Z,49306,48698,48698,63962
2026-08-31T16:57:05Z,49306,48698,48698,63962
2026-08-31T16:57:10Z,49306,48698,48698,63962
2026-08-31T16:57:15Z,49306,48698,48698,63962
2026-08-31T16:57:20Z,49306,48698,48698,63962
2026-08-31T16:57:25Z,49306,48698,48698,63962
2026-08-31T16:57:30Z,49306,48698,48698,63962
2026-08-31T16:57:35Z,49306,48698,48698,63962
2026-08-31T16:57:40Z,49306,48698,48698,63962
2026-08-31T16:57:45Z,49370,48698,48698,63962
2026-08-31T16:57:51Z,49370,48698,48698,63962
2026-08-31T16:57:56Z,49370,48698,48698,63962
2026-08-31T16:58:01Z,49370,48698,48698,63962
2026-08-31T16:58:06Z,49370,48698,48698,63962
2026-08-31T16:58:11Z,49370,48698,48698,63962
2026-08-31T16:58:16Z,49370,48698,48698,63962
2026-08-31T16:58:21Z,49370,48698,48698,63962
2026-08-31T16:58:26Z,49370,48698,48698,63962
2026-08-31T16:58:31Z,49370,48698,48698,63962
2026-08-31T16:58:36Z,49370,48698,48698,63962
2026-08-31T16:58:41Z,49370,48698,48698,63962
2026-08-31T16:58:46Z,49370,48698,48698,63962
2026-08-31T16:58:51Z,49370,48698,48698,63962
2026-08-31T16:58:56Z,49370,48698,48698,63962
2026-08-31T16:59:01Z,49370,48698,48698,63962
2026-08-31T16:59:06Z,49466,48698,48698,63962
2026-08-31T16:59:11Z,49466,48698,48698,63962
2026-08-31T16:59:16Z,49466,48698,48698,63962
2026-08-31T16:59:21Z,49466,48698,48698,63962
2026-08-31T16:59:27Z,49466,48698,48698,63962
2026-08-31T16:59:32Z,49466,48698,48698,63962
2026-08-31T16:59:37Z,49466,48698,48698,63962
2026-08-31T16:59:42Z,49466,48698,48698,63962
2026-08-31T16:59:47Z,49466,48698,48698,63962
2026-08-31T16:59:52Z,49466,48698,48698,63962
2026-08-31T16:59:57Z,49466,48698,48698,63962
2026-08-31T17:00:02Z,49466,48698,48698,63962
2026-08-31T17:00:07Z,49466,48698,48698,63962
2026-08-31T17:00:12Z,49466,48698,48698,63962
2026-08-31T17:00:17Z,49466,48698,48698,63962
2026-08-31T17:00:22Z,49466,48698,48698,63962
2026-08-31T17:00:27Z,49466,48698,48698,63962
2026-08-31T17:00:32Z,49466,48698,48698,63962
2026-08-31T17:00:37Z,49466,48698,48698,63962
2026-08-31T17:00:42Z,49466,48698,48698,63962
2026-08-31T17:00:47Z,49466,48698,48698,63962
2026-08-31T17:00:52Z,49466,48698,48698,63962
2026-08-31T17:00:57Z,49466,48698,48698,63962
2026-08-31T17:01:03Z,49466,48698,48730,63962
2026-08-31T17:01:08Z,49562,48698,48730,63994
2026-08-31T17:01:13Z,49562,48730,48730,63994
2026-08-31T17:01:18Z,49562,48730,48730,63994
2026-08-31T17:01:23Z,49562,48730,48730,63994
2026-08-31T17:01:28Z,49562,48730,48730,63994
2026-08-31T17:01:33Z,49562,48730,48730,63994
2026-08-31T17:01:38Z,49562,48730,48730,63994
2026-08-31T17:01:43Z,49562,48730,48762,63994
2026-08-31T17:01:48Z,49562,48730,48762,63994
2026-08-31T17:01:53Z,49562,48762,48762,63994
2026-08-31T17:01:58Z,49562,48762,48762,63994
2026-08-31T17:02:03Z,49562,48762,48762,63994
2026-08-31T17:02:08Z,49562,48762,48762,64026
2026-08-31T17:02:13Z,49562,48762,48762,64026
2026-08-31T17:02:18Z,49562,48762,48762,64026
2026-08-31T17:02:23Z,49562,48762,48794,64026
2026-08-31T17:02:28Z,49562,48762,48794,64026
2026-08-31T17:02:33Z,49562,48794,48794,64026
2026-08-31T17:02:38Z,49562,48794,48794,64026
2026-08-31T17:02:44Z,49562,48794,48794,64026
2026-08-31T17:02:49Z,49562,48794,48794,64058
2026-08-31T17:02:54Z,49562,48794,48794,64058
2026-08-31T17:02:59Z,49562,48794,48794,64058
2026-08-31T17:03:04Z,49562,48794,48794,64058
2026-08-31T17:03:09Z,49562,48794,48794,64058
2026-08-31T17:03:14Z,49562,48794,48794,64058
2026-08-31T17:03:19Z,49562,48794,48794,64058
2026-08-31T17:03:24Z,49562,48794,48794,64058
2026-08-31T17:03:29Z,49594,48794,48794,64058
2026-08-31T17:03:34Z,49594,48794,48794,64058
2026-08-31T17:03:39Z,49594,48794,48794,64058
2026-08-31T17:03:44Z,49594,48794,48794,64058
2026-08-31T17:03:49Z,49594,48794,48794,64058
2026-08-31T17:03:54Z,49594,48794,48794,64058
2026-08-31T17:03:59Z,49594,48794,48794,64058
2026-08-31T17:04:04Z,49594,48794,48794,64058
2026-08-31T17:04:09Z,49626,48794,48794,64058
2026-08-31T17:04:14Z,49626,48794,48794,64058
2026-08-31T17:04:20Z,49626,48794,48794,64058
2026-08-31T17:04:25Z,49626,48794,48794,64058
2026-08-31T17:04:30Z,49626,48794,48794,64058
2026-08-31T17:04:35Z,49626,48794,48794,64058
2026-08-31T17:04:40Z,49626,48794,48794,64058
2026-08-31T17:04:45Z,49626,48794,48794,64058
2026-08-31T17:04:50Z,49658,48794,48794,64058
2026-08-31T17:04:55Z,49658,48794,48794,64058
2026-08-31T17:05:00Z,49658,48794,48794,64058
2026-08-31T17:05:05Z,49658,48794,48794,64058
2026-08-31T17:05:10Z,49658,48794,48794,64058
2026-08-31T17:05:15Z,49658,48794,48794,64058
2026-08-31T17:05:20Z,49658,48794,48794,64058
2026-08-31T17:05:25Z,49658,48794,48794,64058
2026-08-31T17:05:30Z,49690,48794,48794,64058
2026-08-31T17:05:35Z,49690,48794,48794,64058
2026-08-31T17:05:40Z,49690,48794,48794,64058
2026-08-31T17:05:45Z,49690,48794,48794,64058
2026-08-31T17:05:50Z,49690,48794,48794,64058
2026-08-31T17:05:55Z,49690,48794,48794,64058
2026-08-31T17:06:01Z,49690,48794,48794,64058
2026-08-31T17:06:06Z,49690,48794,48794,64058
2026-08-31T17:06:11Z,49690,48794,48794,64058
2026-08-31T17:06:16Z,49722,48794,48794,64058
2026-08-31T17:06:21Z,49722,48794,48794,64058
2026-08-31T17:06:26Z,49722,48794,48794,64058
2026-08-31T17:06:31Z,49722,48794,48794,64058
2026-08-31T17:06:36Z,49722,48794,48794,64058
2026-08-31T17:06:41Z,49722,48794,48794,64058
2026-08-31T17:06:46Z,49722,48794,48794,64058
2026-08-31T17:06:51Z,49722,48794,48794,64058
2026-08-31T17:06:56Z,49754,48794,48794,64058
2026-08-31T17:07:01Z,49754,48794,48794,64058
2026-08-31T17:07:06Z,49754,48794,48794,64058
2026-08-31T17:07:11Z,49754,48794,48794,64058
2026-08-31T17:07:16Z,49754,48794,48794,64058
2026-08-31T17:07:21Z,49754,48794,48794,64058
2026-08-31T17:07:26Z,49754,48794,48794,64058
2026-08-31T17:07:31Z,49754,48794,48794,64058
2026-08-31T17:07:37Z,49786,48794,48794,64058
2026-08-31T17:07:42Z,49786,48794,48794,64058
2026-08-31T17:07:47Z,49786,48794,48794,64058
2026-08-31T17:07:52Z,49786,48794,48794,64058
2026-08-31T17:07:57Z,49786,48794,48794,64058
2026-08-31T17:08:02Z,49786,48794,48794,64058
2026-08-31T17:08:07Z,49786,48794,48794,64058
2026-08-31T17:08:12Z,49786,48794,48794,64058
2026-08-31T17:08:17Z,49818,48794,48794,64058
2026-08-31T17:08:22Z,49818,48794,48794,64058
2026-08-31T17:08:27Z,49818,48794,48794,64058
2026-08-31T17:08:32Z,49818,48794,48826,64058
2026-08-31T17:08:37Z,49818,48794,48826,64090
2026-08-31T17:08:42Z,49818,48826,48826,64090
2026-08-31T17:08:47Z,49818,48826,48826,64090
2026-08-31T17:08:52Z,49818,48826,48826,64090
2026-08-31T17:08:57Z,49850,48826,48826,64090
2026-08-31T17:09:02Z,49850,48826,48826,64090
2026-08-31T17:09:07Z,49850,48826,48826,64090
2026-08-31T17:09:13Z,49850,48826,48858,64090
2026-08-31T17:09:18Z,49850,48826,48858,64090
2026-08-31T17:09:23Z,49850,48858,48858,64090
2026-08-31T17:09:28Z,49850,48858,48858,64090
2026-08-31T17:09:33Z,49850,48858,48858,64090
2026-08-31T17:09:38Z,49882,48858,48858,64122
2026-08-31T17:09:43Z,49882,48858,48858,64122
2026-08-31T17:09:48Z,49882,48858,48858,64122
2026-08-31T17:09:53Z,49882,48858,48858,64122
2026-08-31T17:09:58Z,49882,48858,48890,64122
2026-08-31T17:10:03Z,49882,48858,48890,64122
2026-08-31T17:10:08Z,49882,48858,48890,64122
2026-08-31T17:10:13Z,49882,48858,48890,64122
2026-08-31T17:10:18Z,49882,48858,48890,64122
2026-08-31T17:10:23Z,49914,48858,48890,64122
2026-08-31T17:10:28Z,49914,48858,48890,64122
2026-08-31T17:10:33Z,49914,48858,48890,64122
2026-08-31T17:10:38Z,49914,48858,48890,64122
2026-08-31T17:10:43Z,49914,48858,48890,64122
2026-08-31T17:10:48Z,49914,48858,48890,64122
2026-08-31T17:10:54Z,49914,48858,48890,64122
2026-08-31T17:10:59Z,49914,48858,48890,64122
2026-08-31T17:11:04Z,49946,48858,48890,64122
2026-08-31T17:11:09Z,49946,48858,48890,64122
2026-08-31T17:11:14Z,49946,48858,48890,64122
2026-08-31T17:11:19Z,49946,48858,48890,64122
2026-08-31T17:11:24Z,49946,48858,48890,64122
2026-08-31T17:11:29Z,49946,48858,48890,64122
2026-08-31T17:11:34Z,49946,48858,48890,64122
2026-08-31T17:11:39Z,49946,48858,48890,64122
2026-08-31T17:11:44Z,49978,48858,48890,64122
2026-08-31T17:11:49Z,49978,48858,48890,64122
2026-08-31T17:11:54Z,49978,48858,48890,64122
2026-08-31T17:11:59Z,49978,48858,48890,64122
2026-08-31T17:12:04Z,49978,48858,48890,64122
2026-08-31T17:12:09Z,49978,48858,48890,64122
2026-08-31T17:12:14Z,49978,48858,48890,64122
2026-08-31T17:12:19Z,49978,48858,48890,64122
2026-08-31T17:12:24Z,50010,48858,48890,64122
2026-08-31T17:12:30Z,50010,48858,48890,64122
2026-08-31T17:12:35Z,50010,48858,48890,64122
2026-08-31T17:12:40Z,50010,48858,48890,64122
2026-08-31T17:12:45Z,50010,48858,48890,64122
2026-08-31T17:12:50Z,50010,48858,48890,64122
2026-08-31T17:12:55Z,50010,48858,48890,64122
2026-08-31T17:13:00Z,50010,48858,48890,64122
2026-08-31T17:13:05Z,50042,48858,48890,64122
2026-08-31T17:13:10Z,50042,48858,48890,64122
2026-08-31T17:13:15Z,50042,48858,48890,64122
2026-08-31T17:13:20Z,50042,48858,48890,64122
2026-08-31T17:13:25Z,50042,48858,48890,64122
2026-08-31T17:13:30Z,50042,48858,48890,64122
2026-08-31T17:13:35Z,50042,48858,48890,64122
2026-08-31T17:13:40Z,50042,48858,48890,64122
2026-08-31T17:13:45Z,50042,48858,48890,64122
2026-08-31T17:13:50Z,50074,48858,48890,64122
2026-08-31T17:13:55Z,50074,48858,48890,64122
2026-08-31T17:14:00Z,50074,48858,48890,64122
2026-08-31T17:14:06Z,50074,48858,48890,64122
2026-08-31T17:14:11Z,50074,48858,48890,64122
2026-08-31T17:14:16Z,50074,48858,48890,64122
2026-08-31T17:14:21Z,50074,48858,48890,64122
2026-08-31T17:14:26Z,50074,48858,48890,64122
2026-08-31T17:14:31Z,50106,48858,48890,64122
2026-08-31T17:14:36Z,50106,48858,48890,64122
2026-08-31T17:14:41Z,50106,48858,48890,64122
2026-08-31T17:14:46Z,50106,48858,48890,64122
2026-08-31T17:14:51Z,50106,48858,48890,64122
2026-08-31T17:14:56Z,50106,48858,48890,64122
2026-08-31T17:15:01Z,50106,48858,48890,64122
2026-08-31T17:15:06Z,50106,48858,48890,64122
2026-08-31T17:15:11Z,50138,48858,48890,64122
2026-08-31T17:15:16Z,50138,48858,48890,64122
2026-08-31T17:15:21Z,50138,48858,48890,64122
2026-08-31T17:15:26Z,50138,48858,48890,64122
2026-08-31T17:15:31Z,50138,48858,48890,64122
2026-08-31T17:15:36Z,50138,48858,48890,64122
2026-08-31T17:15:41Z,50138,48890,48890,64122
2026-08-31T17:15:47Z,50138,48890,48890,64122
2026-08-31T17:15:52Z,50170,48890,48922,64122
2026-08-31T17:15:57Z,50170,48890,48922,64122
2026-08-31T17:16:02Z,50170,48890,48922,64122
2026-08-31T17:16:07Z,50170,48890,48922,64122
2026-08-31T17:16:12Z,50170,48890,48922,64186
2026-08-31T17:16:17Z,50170,48890,48922,64186
2026-08-31T17:16:22Z,50170,48922,48922,64186
2026-08-31T17:16:27Z,50170,48922,48922,64186
2026-08-31T17:16:32Z,50170,48922,48954,64186
2026-08-31T17:16:37Z,50202,48922,48954,64186
2026-08-31T17:16:42Z,50202,48922,48954,64186
2026-08-31T17:16:47Z,50202,48922,48954,64186
2026-08-31T17:16:52Z,50202,48922,48954,64186
2026-08-31T17:16:57Z,50202,48922,48954,64186
2026-08-31T17:17:02Z,50202,48954,48954,64186
2026-08-31T17:17:07Z,50202,48954,48954,64186
2026-08-31T17:17:12Z,50202,48954,48986,64186
2026-08-31T17:17:17Z,50234,48954,48986,64186
2026-08-31T17:17:23Z,50234,48954,48986,64186
2026-08-31T17:17:28Z,50234,48954,48986,64186
2026-08-31T17:17:33Z,50234,48954,48986,64186
2026-08-31T17:17:38Z,50234,48954,48986,64186
2026-08-31T17:17:43Z,50234,48986,48986,64186
