Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
35.0,383031879,141,2716538.1,2997748.0,410202,7450644,2242914.0,"void mmq_iq4xs_dense_kernel<(int)64, (bool)0>(const unsigned char *, const int *, float *, int, int, int, long)"
18.2,199012218,120,1658435.1,1636360.5,1462155,2050531,125003.8,"void moe_kq_sk128v_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
4.0,43845310,120,365377.6,380698.5,154974,443225,60812.8,"void moe_kq_sktail_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
4.0,43709766,10,4370976.6,4188771.0,4134884,5471761,420191.0,fa_prefill_qw_db
3.4,37298086,30,1243269.5,1232414.5,1205967,1351917,33409.4,gdn_chunk_state_f32
3.1,34328912,40,858222.8,851795.0,830868,974738,27226.8,router_gemv_f32_w8_batch
2.7,29836335,5,5967267.0,5564943.0,5561168,7091417,663903.4,qmatvec_gemm_q6_K
2.5,27060668,40,676516.7,676086.0,670231,685494,3464.9,rows_permute_f32
2.2,24440841,2256,10833.7,10879.5,2880,25248,6845.4,qmatvec_iq4_XS_dp4a
1.9,20336184,30,677872.8,675158.0,655286,706677,10688.4,gdn_chunk_output_f32
1.7,18398770,80,229984.6,223165.0,140766,346235,84716.8,"gather_act_f16_kernel(const float *, const int *, __half *, float *, int, int)"
1.6,17062536,30,568751.2,564247.5,553304,610008,14024.5,ssm_conv1d_gdn_state_f32
1.4,15731290,94,167354.1,92223.0,81183,635575,180501.8,"void mul_mat_q_q8_0<(int)128, (bool)0>(const char *, const int *, float *, int, int, int, int, int, int)"
1.3,14384553,40,359613.8,356458.5,353115,405498,9895.5,moe_pairs_scatter
1.2,12937412,30,431247.1,425146.0,417178,487545,17339.4,gdn_chunk_attn_f32
1.1,11754582,60,195909.7,192701.0,180574,230268,9927.1,qmatvec_q8_0_dp4a
