Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
11.8,114384729,60,1906412.1,1866381.5,1514321,2258250,151772.1,"void mmq_iq_experts_kernel<(int)64, (bool)1>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
9.5,91878616,129,712237.3,710745.0,709881,727992,3740.2,qmatvec_q6_K_mmvq
9.5,91744500,3840,23891.8,23872.0,23136,25664,313.8,moe_gate_up_gelu8_dev_q8
7.1,68675534,3840,17884.3,17664.0,16672,20416,697.2,moe_down8_fma_dev_q8_w8r2
6.3,61016795,7680,7944.9,7327.5,5280,17696,3076.8,qmatvec_q4_0_mmvq_rp
6.0,58250817,30,1941693.9,1931549.0,1824206,2133003,63988.5,"void mmq_iq_experts_kernel<(int)64, (bool)0>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
5.7,54970392,3200,17178.2,17088.0,16416,19680,410.5,qmatvec_q4_0_mmvq_fused3_rp
5.6,54368581,3200,16990.2,16704.0,15552,19551,720.4,fa_decode_vec_q_rows_v4_w_sp
5.1,49020320,4480,10942.0,9632.0,9055,19584,3236.5,qmatvec_q4_0_mmvq_fused2_rp
4.0,38884865,110,353498.8,321180.5,108607,851159,164394.5,"void mul_mat_q_q4_0<(int)128, (bool)0, (bool)0>(const char *, const char *, const int *, float *, int, int, int, int, int, int)"
2.7,26178856,3840,6817.4,6816.0,5664,8192,361.7,moe_router_topk_scaled_f32
2.1,20109132,640,31420.5,31103.5,29984,34784,957.5,fa_decode_vec_q_rows_v4_512_tb
1.8,16976670,3840,4421.0,4384.0,4128,5152,136.3,add_rms_norm3_q8z_f32
1.7,16819993,30,560666.4,562074.5,534107,573146,8209.0,qmatvec_gemm_q4_0
1.7,16726166,3870,4322.0,3072.0,2816,163039,13830.5,rms_norm2x_f32
1.7,16313918,3870,4215.5,3360.0,3072,112191,9243.4,add_rms_norm_f32
1.6,15551028,4029,3859.8,2976.0,2720,73215,7105.5,rms_norm_f32
1.4,13947067,60,232451.1,232766.0,221086,239102,3854.9,"void mul_mat_q_q4_0<(int)128, (bool)1, (bool)0>(const char *, const char *, const int *, float *, int, int, int, int, int, int)"
1.3,12473315,3840,3248.3,3232.0,2880,3968,164.1,router_gemv_f32_w8
1.3,12326761,7839,1572.5,1376.0,1216,54752,3222.6,quantize_q8_1
1.2,11845188,3200,3701.6,3616.0,3328,4608,260.2,fa_decode_combine_rows_w_q8_1
1.1,10990678,3712,2960.9,2912.0,2688,3456,120.3,add_scale_rms_norm_q8_1
1.1,10846357,25,433854.3,433596.0,413084,447900,8408.2,fa_prefill_w_bf16_p1h2
1.1,10641971,3840,2771.3,2592.0,2368,4032,349.1,rms_norm_qkv_rope_append_dc_f32
1.1,10268443,5,2053688.6,2060491.0,2037612,2067372,14363.9,fa_prefill_bf16_hd512_sp16h2
0.9,8765050,640,13695.4,13600.0,12640,15488,504.1,fa_decode_combine_rows_dc_q8_1
0.8,7756757,30,258558.6,258525.0,254366,263390,1943.1,moe_pairs_scatter
0.6,5822633,30,194087.8,178830.0,176383,272701,34849.3,rope_neox2_bf16e_f32
0.6,5789894,30,192996.5,186414.0,184382,228894,15794.7,rms_norm_qkv_w4b_f32
0.6,5444170,30,181472.3,181518.0,177086,187678,2484.4,add_rms_norm3_f32
0.5,5212743,3870,1347.0,992.0,928,46079,3782.0,gelu_tanh_mul_f32
0.4,4351674,3968,1096.7,1056.0,928,2048,157.1,inc_i32
0.4,4182870,5,836574.0,843928.0,814136,844183,12965.2,"void mul_mat_q_q4_0_sk<(int)128, (bool)0, (bool)0>(const char *, const char *, const int *, float *, float *, int, int, int, int, int, int)"
0.4,3915961,30,130532.0,130559.0,127615,134655,1592.6,"void fused_act_quant_mmq_q8_1_d4_kernel<(int)1>(const float *, const float *, void *, long, long, long, int)"
0.3,3280449,158,20762.3,1216.0,1120,108735,40515.8,add_scale_f32
0.3,2425511,30,80850.4,88095.0,43392,91167,16835.5,append_quantize_kv_q8_0_q5_1_rows
0.2,2305765,90,25619.6,20383.5,11680,95903,18304.5,"quantize_mmq_q8_1_d4_q4_0(const float *, void *, long, long, long, int)"
0.2,1624306,30,54143.5,54639.5,46431,56448,2266.5,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_32x6_tn_align4>(T1::Params)
0.1,1018744,30,33958.1,33887.5,32832,35040,543.8,"quantize_mmq_q8_1_d4_kernel(const float *, void *, long, long, long, int)"
0.1,810421,30,27014.0,27184.0,21984,28416,1343.0,moe_router_topk_f32
0.0,448668,128,3505.2,3488.0,3200,3840,126.8,argmax_partial_f32
0.0,303104,128,2368.0,2336.0,2272,2592,77.3,rms_norm_q8_1
0.0,254653,128,1989.5,1984.0,1504,2208,85.8,argmax_final_f32
0.0,218430,128,1706.5,1696.0,1568,2016,75.8,embed_gather_u32
0.0,161631,129,1253.0,960.0,896,39135,3361.6,scale_f32
0.0,69982,5,13996.4,14560.0,12416,15039,1186.1,"void mul_mat_q_q4_0_sk_fixup<(int)128, (bool)0>(float *, const float *, int, int, int, int, int)"
0.0,50976,1,50976.0,50976.0,50976,50976,0.0,embed_gather_u32_t
0.0,3680,1,3680.0,3680.0,3680,3680,0.0,softcap_f32
