timestamp, uuid, name, index, memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/21 14:05:53.146, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 36.35 W, 180 MHz, 34
2026/09/21 14:05:53.157, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 35.77 W, 180 MHz, 33
2026/09/21 14:05:53.167, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 34.92 W, 180 MHz, 32
2026/09/21 14:05:53.194, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 34.42 W, 180 MHz, 32
2026/09/21 14:05:53.468, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 37.22 W, 180 MHz, 34
2026/09/21 14:05:53.468, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 35.89 W, 180 MHz, 33
2026/09/21 14:05:53.468, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 37.73 W, 180 MHz, 32
2026/09/21 14:05:53.468, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 3 MiB, 0 %, 35.08 W, 180 MHz, 32
2026/09/21 14:05:53.725, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 37.88 W, 180 MHz, 34
2026/09/21 14:05:53.725, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.12 W, 180 MHz, 33
2026/09/21 14:05:53.725, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 37.53 W, 180 MHz, 32
2026/09/21 14:05:53.725, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 627 MiB, 2 %, 42.78 W, 1432 MHz, 33
2026/09/21 14:05:53.975, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 37.68 W, 172 MHz, 34
2026/09/21 14:05:53.975, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.23 W, 180 MHz, 33
2026/09/21 14:05:53.975, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 37.45 W, 180 MHz, 32
2026/09/21 14:05:53.975, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 627 MiB, 9 %, 51.68 W, 2325 MHz, 33
2026/09/21 14:05:54.225, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 37.61 W, 180 MHz, 34
2026/09/21 14:05:54.225, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.97 W, 180 MHz, 33
2026/09/21 14:05:54.225, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 37.34 W, 180 MHz, 32
2026/09/21 14:05:54.225, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 56.40 W, 2325 MHz, 33
2026/09/21 14:05:54.475, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 0 MiB, 0 %, 37.53 W, 180 MHz, 34
2026/09/21 14:05:54.475, GPU-9aac15ee-fcda-a1e3-367f-f9517f7376ff, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 0 MiB, 0 %, 36.97 W, 180 MHz, 33
2026/09/21 14:05:54.475, GPU-0ef61756-6a47-f49f-7c77-4ea56a37dd41, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 0 MiB, 0 %, 36.81 W, 180 MHz, 32
2026/09/21 14:05:54.475, GPU-09f40640-fcd1-6793-8acf-5fef0a021ddf, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 0 MiB, 0 %, 84.09 W, 2325 MHz, 33
