timestamp, uuid, memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/22 17:52:56.935, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 1, 97250, 0, 34.20, 29
2026/09/22 17:52:57.202, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 1, 97250, 0, 34.44, 29
2026/09/22 17:52:57.468, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 627, 96624, 0, 41.15, 29
2026/09/22 17:52:57.718, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 629, 96622, 6, 46.59, 30
2026/09/22 17:52:57.969, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 629, 96622, 0, 70.70, 30
2026/09/22 17:52:58.219, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 661, 96590, 0, 73.56, 30
2026/09/22 17:52:58.469, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 15, 94.84, 30
2026/09/22 17:52:58.719, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 94.61, 30
2026/09/22 17:52:58.969, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 94.59, 30
2026/09/22 17:52:59.220, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 94.65, 30
2026/09/22 17:52:59.470, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.80, 30
2026/09/22 17:52:59.720, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.76, 30
2026/09/22 17:52:59.970, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.75, 30
2026/09/22 17:53:00.220, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.75, 30
2026/09/22 17:53:00.471, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.82, 30
2026/09/22 17:53:00.721, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.85, 30
2026/09/22 17:53:00.971, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.82, 30
2026/09/22 17:53:01.221, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.82, 30
2026/09/22 17:53:01.471, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.81, 30
2026/09/22 17:53:01.722, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.81, 30
2026/09/22 17:53:01.972, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.81, 30
2026/09/22 17:53:02.222, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.81, 31
2026/09/22 17:53:02.472, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.91, 31
2026/09/22 17:53:02.722, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.91, 31
2026/09/22 17:53:02.973, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.91, 31
2026/09/22 17:53:03.223, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.60, 31
2026/09/22 17:53:03.473, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.68, 31
2026/09/22 17:53:03.723, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.84, 31
2026/09/22 17:53:03.973, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.04, 31
2026/09/22 17:53:04.224, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:04.474, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:04.724, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:04.974, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:05.224, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.41, 31
2026/09/22 17:53:05.475, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.41, 31
2026/09/22 17:53:05.725, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.41, 31
2026/09/22 17:53:05.975, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.41, 31
2026/09/22 17:53:06.225, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.88, 31
2026/09/22 17:53:06.475, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.88, 31
2026/09/22 17:53:06.726, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.88, 31
2026/09/22 17:53:06.976, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.88, 31
2026/09/22 17:53:07.226, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:07.476, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:07.726, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:07.977, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:08.227, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:08.477, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:08.727, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:08.977, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.13, 31
2026/09/22 17:53:09.228, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 31
2026/09/22 17:53:09.478, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 31
2026/09/22 17:53:09.728, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 31
2026/09/22 17:53:09.978, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 31
2026/09/22 17:53:10.228, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:10.479, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:10.729, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:10.979, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:11.229, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:11.479, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:11.730, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:11.980, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 86.85, 31
2026/09/22 17:53:12.230, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.11, 32
2026/09/22 17:53:12.480, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.11, 32
2026/09/22 17:53:12.730, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.11, 32
2026/09/22 17:53:12.981, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.11, 32
2026/09/22 17:53:13.231, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.86, 32
2026/09/22 17:53:13.481, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.86, 32
2026/09/22 17:53:13.731, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.86, 32
2026/09/22 17:53:13.981, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.86, 32
2026/09/22 17:53:14.232, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 32
2026/09/22 17:53:14.482, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 32
2026/09/22 17:53:14.732, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 32
2026/09/22 17:53:14.982, GPU-9c18c8af-0aa5-0157-3722-ef6957a4c9a6, 725, 96526, 0, 87.36, 32
