epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790370946436,70,88.85,1477,8780,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370946686,74,94.93,1485,8780,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370946936,74,95.57,1372,8844,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370947186,76,94.91,1590,9660,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370947436,73,90.99,1155,9948,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370947686,74,93.67,1335,9948,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370947936,75,95.21,1410,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370948186,75,95.17,1500,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370948436,74,92.76,1237,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370948686,75,94.87,1342,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370948936,75,94.70,1410,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370949186,75,94.85,1552,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370949436,75,94.70,1132,10012,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370949686,75,94.81,1365,10300,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370949936,75,94.98,1365,10428,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370950186,75,94.46,1477,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370950436,74,93.83,1050,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370950686,74,93.77,1072,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370950936,74,94.32,1177,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370951186,74,93.87,1155,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370951436,74,93.09,1005,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370951686,74,93.88,1057,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370951936,75,94.31,1177,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370952186,74,93.62,1117,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370952436,74,93.31,1012,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370952686,75,94.01,1065,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370952936,75,93.71,1155,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370953186,75,93.62,1110,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370953436,75,93.32,1005,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370953686,75,94.00,1065,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370953936,75,94.08,1147,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370954186,75,93.60,1080,10480,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370954436,75,93.68,1020,10480,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370954686,75,93.82,1072,10480,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370954936,76,93.73,1132,10480,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370955186,75,93.62,1065,10480,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370955436,75,93.39,1012,10480,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370955686,75,93.80,1087,10480,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370955936,75,93.67,1117,10498,14160560128,10420404224,10502537216,82132992,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370956186,77,93.85,1147,11014,14141685760,10420404224,10502537216,82132992,6,603029504,188743680,226492416,37748736,0,36,54,0
1790370956436,77,94.24,1372,11014,14141685760,10420404224,10502537216,82132992,6,603029504,188743680,226492416,37748736,0,36,54,0
1790370956686,77,94.89,1380,11016,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370956936,78,94.28,1402,11050,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370957186,78,94.81,1395,11178,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370957436,77,94.28,1350,11178,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370957686,78,93.46,1342,11178,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370957936,77,94.63,1537,11178,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370958186,76,94.31,1222,11178,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370958436,76,93.88,1035,11196,13600620544,10314294840,11005853696,691558856,6,603029504,226492416,283115520,56623104,0,45,63,0
1790370958686,76,93.17,1027,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370958936,76,93.58,1117,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370959186,76,93.47,1087,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370959436,76,93.69,1042,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370959686,76,93.85,1042,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370959936,76,93.89,1110,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370960186,76,93.59,1057,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370960436,76,93.56,1042,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370960686,76,93.58,1065,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370960936,76,93.93,1110,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370961186,76,93.50,1050,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370961436,76,93.54,1042,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
