[spec-pp-anatomy] t=1 reverse=0.018ms stage0=5.557ms tx=0.013ms rx=0.013ms stage1-head=6.179ms total=11.791ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.494ms tx=0.013ms rx=0.015ms stage1-head=8.768ms total=17.311ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.447ms tx=0.013ms rx=0.015ms stage1-head=8.726ms total=17.225ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.425ms tx=0.013ms rx=0.015ms stage1-head=8.760ms total=17.235ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.424ms tx=0.012ms rx=0.013ms stage1-head=8.720ms total=17.191ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.436ms tx=0.016ms rx=0.017ms stage1-head=8.676ms total=17.166ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.386ms tx=0.013ms rx=0.014ms stage1-head=8.764ms total=17.200ms
[spec-pp-anatomy] t=2 reverse=0.015ms stage0=8.501ms tx=0.014ms rx=0.015ms stage1-head=8.846ms total=17.402ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.498ms tx=0.014ms rx=0.015ms stage1-head=8.762ms total=17.310ms
[spec-pp-anatomy] t=2 reverse=0.015ms stage0=8.478ms tx=0.013ms rx=0.015ms stage1-head=8.763ms total=17.292ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.471ms tx=0.012ms rx=0.012ms stage1-head=8.825ms total=17.340ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.519ms tx=0.013ms rx=0.014ms stage1-head=8.811ms total=17.379ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.444ms tx=0.014ms rx=0.015ms stage1-head=8.759ms total=17.253ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.461ms tx=0.014ms rx=0.014ms stage1-head=8.825ms total=17.335ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.442ms tx=0.013ms rx=0.014ms stage1-head=8.759ms total=17.251ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.524ms tx=0.014ms rx=0.015ms stage1-head=8.712ms total=17.285ms
[spec-stats] rounds=16 full_accept=16 len_hist=[0, 16] per_slot=[16/16=1.000] total=16/16=1.000 tok_per_round=2.000
[spec-phase] draft=11.4ms (4.0%) verify-issue=271.4ms (95.0%) verify-wait=0.4ms (0.1%) commit-host=2.4ms (0.8%) rounds=16
[spec-anatomy] per-round draft=0.715ms pp-verify=16.964ms verify-accept=0.024ms commit-rollback=0.140ms other=0.008ms rounds=16
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.370ms tx=0.014ms rx=0.015ms stage1-head=8.696ms total=17.121ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.385ms tx=0.014ms rx=0.015ms stage1-head=8.723ms total=17.160ms
[spec-pp-anatomy] t=2 reverse=0.016ms stage0=8.463ms tx=0.015ms rx=0.017ms stage1-head=8.774ms total=17.293ms
[spec-pp-anatomy] t=2 reverse=0.021ms stage0=8.428ms tx=0.014ms rx=0.014ms stage1-head=8.702ms total=17.187ms
[spec-pp-anatomy] t=2 reverse=0.015ms stage0=8.423ms tx=0.013ms rx=0.014ms stage1-head=8.730ms total=17.204ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.449ms tx=0.013ms rx=0.014ms stage1-head=8.684ms total=17.180ms
[spec-pp-anatomy] t=2 reverse=0.015ms stage0=8.465ms tx=0.013ms rx=0.014ms stage1-head=8.688ms total=17.203ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.440ms tx=0.014ms rx=0.014ms stage1-head=8.685ms total=17.175ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.448ms tx=0.014ms rx=0.014ms stage1-head=8.697ms total=17.194ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.437ms tx=0.014ms rx=0.015ms stage1-head=8.687ms total=17.176ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.425ms tx=0.012ms rx=0.013ms stage1-head=8.679ms total=17.152ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.465ms tx=0.013ms rx=0.013ms stage1-head=8.713ms total=17.224ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.463ms tx=0.014ms rx=0.014ms stage1-head=8.669ms total=17.180ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.452ms tx=0.014ms rx=0.015ms stage1-head=8.750ms total=17.253ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.399ms tx=0.013ms rx=0.014ms stage1-head=8.725ms total=17.172ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.464ms tx=0.013ms rx=0.014ms stage1-head=8.723ms total=17.236ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.418ms tx=0.012ms rx=0.012ms stage1-head=8.717ms total=17.180ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.397ms tx=0.013ms rx=0.014ms stage1-head=8.759ms total=17.205ms
[spec-stats] rounds=18 full_accept=14 len_hist=[0, 18] per_slot=[14/18=0.778] total=14/18=0.778 tok_per_round=1.778
[spec-phase] draft=12.7ms (3.9%) verify-issue=309.9ms (95.1%) verify-wait=0.4ms (0.1%) commit-host=2.8ms (0.9%) rounds=18
[spec-anatomy] per-round draft=0.707ms pp-verify=17.214ms verify-accept=0.024ms commit-rollback=0.147ms other=0.007ms rounds=18
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.445ms tx=0.013ms rx=0.014ms stage1-head=8.761ms total=17.257ms
[spec-pp-anatomy] t=2 reverse=0.023ms stage0=8.442ms tx=0.015ms rx=0.015ms stage1-head=8.779ms total=17.284ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.443ms tx=0.013ms rx=0.014ms stage1-head=8.741ms total=17.232ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.430ms tx=0.014ms rx=0.014ms stage1-head=8.690ms total=17.169ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.424ms tx=0.014ms rx=0.014ms stage1-head=8.714ms total=17.187ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.458ms tx=0.013ms rx=0.014ms stage1-head=8.755ms total=17.261ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.447ms tx=0.014ms rx=0.015ms stage1-head=8.711ms total=17.208ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.442ms tx=0.013ms rx=0.015ms stage1-head=8.719ms total=17.211ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.483ms tx=0.012ms rx=0.012ms stage1-head=8.708ms total=17.238ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.414ms tx=0.012ms rx=0.012ms stage1-head=8.702ms total=17.162ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.455ms tx=0.012ms rx=0.013ms stage1-head=8.723ms total=17.226ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.452ms tx=0.013ms rx=0.013ms stage1-head=8.687ms total=17.188ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.438ms tx=0.012ms rx=0.013ms stage1-head=8.740ms total=17.224ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.428ms tx=0.013ms rx=0.014ms stage1-head=8.699ms total=17.175ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.421ms tx=0.013ms rx=0.014ms stage1-head=8.745ms total=17.215ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.410ms tx=0.013ms rx=0.024ms stage1-head=8.703ms total=17.173ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.412ms tx=0.012ms rx=0.014ms stage1-head=8.689ms total=17.149ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.412ms tx=0.014ms rx=0.014ms stage1-head=8.720ms total=17.182ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.477ms tx=0.013ms rx=0.014ms stage1-head=8.705ms total=17.232ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.443ms tx=0.012ms rx=0.013ms stage1-head=8.676ms total=17.166ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.477ms tx=0.013ms rx=0.014ms stage1-head=8.748ms total=17.274ms
[spec-pp-anatomy] t=2 reverse=0.016ms stage0=8.437ms tx=0.014ms rx=0.014ms stage1-head=8.710ms total=17.199ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.464ms tx=0.014ms rx=0.014ms stage1-head=8.723ms total=17.236ms
[spec-stats] rounds=23 full_accept=10 len_hist=[0, 23] per_slot=[10/23=0.435] total=10/23=0.435 tok_per_round=1.435
[spec-phase] draft=16.1ms (3.9%) verify-issue=396.3ms (95.0%) verify-wait=0.5ms (0.1%) commit-host=4.0ms (1.0%) rounds=23
[spec-anatomy] per-round draft=0.702ms pp-verify=17.230ms verify-accept=0.024ms commit-rollback=0.168ms other=0.007ms rounds=23
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.454ms tx=0.014ms rx=0.014ms stage1-head=8.713ms total=17.218ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.450ms tx=0.012ms rx=0.013ms stage1-head=8.750ms total=17.248ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.519ms tx=0.014ms rx=0.015ms stage1-head=8.733ms total=17.301ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.450ms tx=0.014ms rx=0.014ms stage1-head=8.715ms total=17.213ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.444ms tx=0.013ms rx=0.017ms stage1-head=8.754ms total=17.249ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.461ms tx=0.014ms rx=0.014ms stage1-head=8.708ms total=17.219ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.476ms tx=0.014ms rx=0.020ms stage1-head=8.726ms total=17.258ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.453ms tx=0.014ms rx=0.015ms stage1-head=8.759ms total=17.261ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.503ms tx=0.013ms rx=0.012ms stage1-head=8.709ms total=17.259ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.482ms tx=0.013ms rx=0.015ms stage1-head=8.681ms total=17.213ms
[spec-pp-anatomy] t=2 reverse=0.015ms stage0=8.455ms tx=0.014ms rx=0.014ms stage1-head=8.687ms total=17.193ms
[spec-pp-anatomy] t=2 reverse=0.012ms stage0=8.450ms tx=0.014ms rx=0.014ms stage1-head=8.652ms total=17.150ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.548ms tx=0.014ms rx=0.015ms stage1-head=8.706ms total=17.306ms
[spec-pp-anatomy] t=2 reverse=0.014ms stage0=8.467ms tx=0.014ms rx=0.014ms stage1-head=8.730ms total=17.248ms
[spec-pp-anatomy] t=2 reverse=0.011ms stage0=8.480ms tx=0.014ms rx=0.015ms stage1-head=8.742ms total=17.271ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.472ms tx=0.014ms rx=0.014ms stage1-head=8.745ms total=17.269ms
[spec-pp-anatomy] t=2 reverse=0.013ms stage0=8.583ms tx=0.014ms rx=0.014ms stage1-head=8.675ms total=17.306ms
[spec-stats] rounds=17 full_accept=14 len_hist=[0, 17] per_slot=[14/17=0.824] total=14/17=0.824 tok_per_round=1.824
[spec-phase] draft=11.9ms (3.9%) verify-issue=293.5ms (95.2%) verify-wait=0.4ms (0.1%) commit-host=2.6ms (0.8%) rounds=17
[spec-anatomy] per-round draft=0.700ms pp-verify=17.266ms verify-accept=0.024ms commit-rollback=0.147ms other=0.007ms rounds=17
