0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 30, 345 MHz, 48.57 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 30, 735 MHz, 49.60 W
