timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 17:07:48.808, 60, 20.78 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/26 17:07:49.062, 60, 20.78 W, 180 MHz, 405 MHz, 24 MiB, 0 %
2026/09/26 17:07:49.312, 61, 27.57 W, 180 MHz, 405 MHz, 1460 MiB, 1 %
2026/09/26 17:07:49.562, 61, 27.57 W, 180 MHz, 405 MHz, 2388 MiB, 1 %
2026/09/26 17:07:49.812, 61, 63.24 W, 2625 MHz, 13365 MHz, 3444 MiB, 16 %
2026/09/26 17:07:50.062, 61, 63.24 W, 2625 MHz, 13365 MHz, 4500 MiB, 16 %
2026/09/26 17:07:50.312, 61, 92.16 W, 2625 MHz, 13365 MHz, 5588 MiB, 15 %
2026/09/26 17:07:50.562, 61, 92.16 W, 2625 MHz, 13365 MHz, 6676 MiB, 15 %
2026/09/26 17:07:50.812, 60, 91.68 W, 2625 MHz, 13365 MHz, 7732 MiB, 16 %
2026/09/26 17:07:51.062, 60, 91.68 W, 2625 MHz, 13365 MHz, 8788 MiB, 16 %
2026/09/26 17:07:51.312, 60, 91.36 W, 2625 MHz, 13365 MHz, 9876 MiB, 15 %
2026/09/26 17:07:51.564, 60, 91.36 W, 2625 MHz, 13365 MHz, 10964 MiB, 15 %
2026/09/26 17:07:51.814, 60, 91.20 W, 2625 MHz, 13365 MHz, 12020 MiB, 16 %
2026/09/26 17:07:52.064, 60, 91.20 W, 2625 MHz, 13365 MHz, 13108 MiB, 16 %
2026/09/26 17:07:52.314, 60, 90.99 W, 2625 MHz, 13365 MHz, 14164 MiB, 15 %
2026/09/26 17:07:52.564, 60, 90.99 W, 2625 MHz, 13365 MHz, 14740 MiB, 15 %
2026/09/26 17:07:52.814, 60, 90.25 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:07:53.064, 60, 90.25 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:07:53.314, 59, 88.38 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
