timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:16:11.803, 26 %, 10304 MiB, 93.21 W, 2812 MHz, 50
2026/09/13 18:16:12.054, 26 %, 10304 MiB, 93.21 W, 2812 MHz, 50
2026/09/13 18:16:12.304, 74 %, 10304 MiB, 118.38 W, 2910 MHz, 56
2026/09/13 18:16:12.554, 74 %, 10304 MiB, 118.38 W, 2910 MHz, 56
2026/09/13 18:16:12.804, 99 %, 10592 MiB, 261.35 W, 2902 MHz, 58
2026/09/13 18:16:13.054, 99 %, 10592 MiB, 261.35 W, 2902 MHz, 58
2026/09/13 18:16:13.304, 95 %, 10592 MiB, 408.40 W, 2887 MHz, 60
2026/09/13 18:16:13.554, 95 %, 10592 MiB, 408.40 W, 2887 MHz, 60
2026/09/13 18:16:13.805, 0 %, 2 MiB, 372.21 W, 2910 MHz, 53
2026/09/13 18:16:14.055, 0 %, 544 MiB, 372.21 W, 2910 MHz, 53
2026/09/13 18:16:14.305, 0 %, 544 MiB, 240.56 W, 2917 MHz, 51
2026/09/13 18:16:14.555, 0 %, 2944 MiB, 240.56 W, 2917 MHz, 51
2026/09/13 18:16:14.805, 28 %, 5504 MiB, 97.23 W, 2917 MHz, 51
2026/09/13 18:16:15.056, 28 %, 10304 MiB, 97.23 W, 2917 MHz, 51
2026/09/13 18:16:15.306, 52 %, 10304 MiB, 99.52 W, 2917 MHz, 51
2026/09/13 18:16:15.556, 52 %, 10304 MiB, 99.52 W, 2917 MHz, 51
2026/09/13 18:16:15.806, 99 %, 10304 MiB, 161.66 W, 2902 MHz, 57
2026/09/13 18:16:16.056, 99 %, 10304 MiB, 161.66 W, 2902 MHz, 57
2026/09/13 18:16:16.306, 99 %, 10592 MiB, 315.53 W, 2902 MHz, 58
2026/09/13 18:16:16.556, 99 %, 10592 MiB, 315.53 W, 2902 MHz, 58
2026/09/13 18:16:16.807, 99 %, 10592 MiB, 376.04 W, 2887 MHz, 60
2026/09/13 18:16:17.057, 99 %, 10592 MiB, 376.04 W, 2887 MHz, 60
2026/09/13 18:16:17.307, 0 %, 2 MiB, 331.53 W, 2902 MHz, 53
2026/09/13 18:16:17.557, 0 %, 2 MiB, 331.53 W, 2902 MHz, 53
2026/09/13 18:16:17.807, 0 %, 544 MiB, 214.92 W, 2917 MHz, 51
2026/09/13 18:16:18.057, 0 %, 544 MiB, 214.92 W, 2917 MHz, 51
2026/09/13 18:16:18.307, 0 %, 2720 MiB, 96.14 W, 2917 MHz, 51
2026/09/13 18:16:18.558, 0 %, 5312 MiB, 96.14 W, 2917 MHz, 51
2026/09/13 18:16:18.808, 26 %, 10304 MiB, 94.46 W, 2917 MHz, 51
2026/09/13 18:16:19.058, 26 %, 10304 MiB, 94.46 W, 2917 MHz, 51
2026/09/13 18:16:19.308, 4 %, 10304 MiB, 98.29 W, 2692 MHz, 50
2026/09/13 18:16:19.558, 4 %, 10304 MiB, 98.29 W, 2692 MHz, 50
2026/09/13 18:16:19.808, 99 %, 10304 MiB, 228.33 W, 2902 MHz, 58
2026/09/13 18:16:20.058, 99 %, 10592 MiB, 228.33 W, 2902 MHz, 58
2026/09/13 18:16:20.309, 24 %, 10592 MiB, 319.56 W, 2902 MHz, 57
2026/09/13 18:16:20.559, 24 %, 10592 MiB, 319.56 W, 2902 MHz, 57
2026/09/13 18:16:20.809, 94 %, 10592 MiB, 377.33 W, 2887 MHz, 61
2026/09/13 18:16:21.059, 94 %, 2 MiB, 377.33 W, 2887 MHz, 61
2026/09/13 18:16:21.336, 0 %, 544 MiB, 330.76 W, 2910 MHz, 52
2026/09/13 18:16:21.586, 0 %, 544 MiB, 330.76 W, 2910 MHz, 52
2026/09/13 18:16:21.836, 0 %, 2272 MiB, 174.89 W, 2917 MHz, 51
2026/09/13 18:16:22.086, 0 %, 4768 MiB, 174.89 W, 2917 MHz, 51
2026/09/13 18:16:22.336, 27 %, 8000 MiB, 97.72 W, 2917 MHz, 51
2026/09/13 18:16:22.586, 27 %, 10304 MiB, 97.72 W, 2917 MHz, 51
2026/09/13 18:16:22.837, 9 %, 10304 MiB, 104.31 W, 2917 MHz, 51
2026/09/13 18:16:23.087, 9 %, 10304 MiB, 104.31 W, 2917 MHz, 51
2026/09/13 18:16:23.337, 99 %, 10304 MiB, 240.28 W, 2902 MHz, 58
2026/09/13 18:16:23.587, 99 %, 10592 MiB, 240.28 W, 2902 MHz, 58
2026/09/13 18:16:23.837, 84 %, 10592 MiB, 351.24 W, 2895 MHz, 59
2026/09/13 18:16:24.087, 84 %, 10592 MiB, 351.24 W, 2895 MHz, 59
2026/09/13 18:16:24.337, 95 %, 10592 MiB, 414.96 W, 2887 MHz, 61
2026/09/13 18:16:24.587, 95 %, 2 MiB, 414.96 W, 2887 MHz, 61
2026/09/13 18:16:24.838, 10 %, 2 MiB, 326.16 W, 2910 MHz, 52
2026/09/13 18:16:25.088, 10 %, 544 MiB, 326.16 W, 2910 MHz, 52
2026/09/13 18:16:25.338, 0 %, 544 MiB, 159.03 W, 2917 MHz, 51
2026/09/13 18:16:25.588, 0 %, 2080 MiB, 159.03 W, 2917 MHz, 51
2026/09/13 18:16:25.838, 26 %, 4672 MiB, 96.03 W, 2917 MHz, 51
2026/09/13 18:16:26.089, 26 %, 7168 MiB, 96.03 W, 2917 MHz, 51
2026/09/13 18:16:26.339, 26 %, 10304 MiB, 93.68 W, 2700 MHz, 50
2026/09/13 18:16:26.589, 26 %, 10304 MiB, 93.68 W, 2700 MHz, 50
2026/09/13 18:16:26.839, 84 %, 10304 MiB, 146.50 W, 2790 MHz, 56
2026/09/13 18:16:27.089, 84 %, 10304 MiB, 146.50 W, 2790 MHz, 56
2026/09/13 18:16:27.339, 99 %, 10592 MiB, 306.80 W, 2902 MHz, 59
2026/09/13 18:16:27.589, 99 %, 10592 MiB, 306.80 W, 2902 MHz, 59
2026/09/13 18:16:27.839, 98 %, 10592 MiB, 413.23 W, 2887 MHz, 61
2026/09/13 18:16:28.090, 98 %, 2 MiB, 413.23 W, 2887 MHz, 61
2026/09/13 18:16:28.360, 0 %, 544 MiB, 347.14 W, 2910 MHz, 53
2026/09/13 18:16:28.610, 0 %, 544 MiB, 347.14 W, 2910 MHz, 53
2026/09/13 18:16:28.860, 0 %, 2016 MiB, 178.30 W, 2917 MHz, 51
2026/09/13 18:16:29.110, 0 %, 4544 MiB, 178.30 W, 2917 MHz, 51
2026/09/13 18:16:29.360, 27 %, 7008 MiB, 97.11 W, 2917 MHz, 51
2026/09/13 18:16:29.611, 27 %, 10304 MiB, 102.69 W, 2917 MHz, 51
2026/09/13 18:16:29.861, 39 %, 10304 MiB, 102.69 W, 2917 MHz, 51
2026/09/13 18:16:30.111, 39 %, 10304 MiB, 213.35 W, 2902 MHz, 51
2026/09/13 18:16:30.361, 99 %, 10304 MiB, 213.35 W, 2902 MHz, 58
2026/09/13 18:16:30.611, 89 %, 10592 MiB, 318.29 W, 2902 MHz, 54
2026/09/13 18:16:30.861, 89 %, 10592 MiB, 318.29 W, 2902 MHz, 54
2026/09/13 18:16:31.111, 94 %, 10592 MiB, 375.47 W, 2887 MHz, 61
2026/09/13 18:16:31.362, 94 %, 10592 MiB, 375.47 W, 2887 MHz, 61
2026/09/13 18:16:31.612, 4 %, 2 MiB, 277.65 W, 2910 MHz, 52
2026/09/13 18:16:31.862, 4 %, 2 MiB, 277.65 W, 2910 MHz, 52
2026/09/13 18:16:32.112, 0 %, 544 MiB, 147.88 W, 2917 MHz, 52
2026/09/13 18:16:32.362, 0 %, 544 MiB, 147.88 W, 2917 MHz, 52
2026/09/13 18:16:32.612, 29 %, 2368 MiB, 95.84 W, 2917 MHz, 51
2026/09/13 18:16:32.863, 29 %, 4928 MiB, 95.84 W, 2917 MHz, 51
2026/09/13 18:16:33.113, 26 %, 8256 MiB, 94.18 W, 2700 MHz, 50
2026/09/13 18:16:33.363, 26 %, 10304 MiB, 94.18 W, 2700 MHz, 50
2026/09/13 18:16:33.613, 82 %, 10304 MiB, 141.43 W, 2790 MHz, 56
2026/09/13 18:16:33.863, 82 %, 10304 MiB, 141.43 W, 2790 MHz, 56
2026/09/13 18:16:34.113, 99 %, 10304 MiB, 288.70 W, 2902 MHz, 59
2026/09/13 18:16:34.364, 99 %, 10592 MiB, 288.70 W, 2902 MHz, 59
2026/09/13 18:16:34.614, 98 %, 10592 MiB, 375.20 W, 2887 MHz, 60
2026/09/13 18:16:34.864, 98 %, 10592 MiB, 375.20 W, 2887 MHz, 60
2026/09/13 18:16:35.114, 84 %, 10592 MiB, 359.73 W, 2887 MHz, 57
2026/09/13 18:16:35.364, 84 %, 2 MiB, 359.73 W, 2887 MHz, 57
2026/09/13 18:16:35.641, 0 %, 544 MiB, 254.47 W, 2910 MHz, 52
2026/09/13 18:16:35.892, 0 %, 544 MiB, 254.47 W, 2910 MHz, 52
2026/09/13 18:16:36.142, 0 %, 1888 MiB, 97.36 W, 2917 MHz, 51
2026/09/13 18:16:36.392, 0 %, 4448 MiB, 97.36 W, 2917 MHz, 51
2026/09/13 18:16:36.642, 26 %, 6944 MiB, 93.81 W, 2917 MHz, 51
2026/09/13 18:16:36.892, 26 %, 10304 MiB, 93.81 W, 2917 MHz, 51
2026/09/13 18:16:37.142, 9 %, 10304 MiB, 128.95 W, 2910 MHz, 55
2026/09/13 18:16:37.393, 9 %, 10304 MiB, 128.95 W, 2910 MHz, 55
2026/09/13 18:16:37.643, 99 %, 10304 MiB, 292.54 W, 2902 MHz, 59
2026/09/13 18:16:37.893, 99 %, 10592 MiB, 292.54 W, 2902 MHz, 59
2026/09/13 18:16:38.143, 95 %, 10592 MiB, 413.08 W, 2887 MHz, 61
2026/09/13 18:16:38.393, 95 %, 10592 MiB, 413.08 W, 2887 MHz, 61
2026/09/13 18:16:38.643, 67 %, 10592 MiB, 382.18 W, 2895 MHz, 55
2026/09/13 18:16:38.893, 67 %, 2 MiB, 382.18 W, 2895 MHz, 55
2026/09/13 18:16:39.144, 0 %, 2 MiB, 242.31 W, 2910 MHz, 52
2026/09/13 18:16:39.394, 0 %, 544 MiB, 242.31 W, 2910 MHz, 52
2026/09/13 18:16:39.644, 0 %, 544 MiB, 96.55 W, 2917 MHz, 52
2026/09/13 18:16:39.894, 0 %, 2208 MiB, 96.55 W, 2917 MHz, 52
2026/09/13 18:16:40.144, 27 %, 4704 MiB, 94.73 W, 2917 MHz, 51
2026/09/13 18:16:40.394, 27 %, 7200 MiB, 94.73 W, 2917 MHz, 51
2026/09/13 18:16:40.645, 54 %, 10304 MiB, 100.28 W, 2752 MHz, 51
2026/09/13 18:16:40.895, 54 %, 10304 MiB, 100.28 W, 2752 MHz, 51
2026/09/13 18:16:41.145, 99 %, 10304 MiB, 215.91 W, 2902 MHz, 58
2026/09/13 18:16:41.395, 99 %, 10304 MiB, 215.91 W, 2902 MHz, 58
2026/09/13 18:16:41.645, 98 %, 10592 MiB, 361.25 W, 2902 MHz, 58
2026/09/13 18:16:41.895, 98 %, 10592 MiB, 361.25 W, 2902 MHz, 58
2026/09/13 18:16:42.145, 95 %, 10592 MiB, 418.94 W, 2887 MHz, 61
2026/09/13 18:16:42.396, 95 %, 10592 MiB, 418.94 W, 2887 MHz, 61
2026/09/13 18:16:42.646, 11 %, 21 MiB, 294.89 W, 2910 MHz, 53
2026/09/13 18:16:42.896, 11 %, 544 MiB, 294.89 W, 2910 MHz, 53
2026/09/13 18:16:43.146, 0 %, 1344 MiB, 119.41 W, 2917 MHz, 52
2026/09/13 18:16:43.396, 0 %, 3616 MiB, 119.41 W, 2917 MHz, 52
2026/09/13 18:16:43.647, 27 %, 6112 MiB, 95.13 W, 2917 MHz, 52
2026/09/13 18:16:43.897, 27 %, 10304 MiB, 95.13 W, 2917 MHz, 52
2026/09/13 18:16:44.147, 4 %, 10304 MiB, 106.11 W, 2917 MHz, 51
2026/09/13 18:16:44.397, 4 %, 10304 MiB, 106.11 W, 2917 MHz, 51
2026/09/13 18:16:44.647, 99 %, 10304 MiB, 265.69 W, 2902 MHz, 59
2026/09/13 18:16:44.897, 99 %, 10592 MiB, 265.69 W, 2902 MHz, 59
2026/09/13 18:16:45.147, 20 %, 10592 MiB, 369.29 W, 2902 MHz, 58
2026/09/13 18:16:45.398, 20 %, 10592 MiB, 369.29 W, 2902 MHz, 58
2026/09/13 18:16:45.648, 94 %, 10592 MiB, 385.02 W, 2887 MHz, 62
2026/09/13 18:16:45.898, 94 %, 10592 MiB, 385.02 W, 2887 MHz, 62
2026/09/13 18:16:46.148, 15 %, 2 MiB, 289.92 W, 2910 MHz, 53
2026/09/13 18:16:46.398, 15 %, 2 MiB, 289.92 W, 2910 MHz, 53
2026/09/13 18:16:46.648, 0 %, 544 MiB, 142.59 W, 2917 MHz, 52
2026/09/13 18:16:46.899, 0 %, 544 MiB, 142.59 W, 2917 MHz, 52
2026/09/13 18:16:47.149, 29 %, 2688 MiB, 94.58 W, 2917 MHz, 52
2026/09/13 18:16:47.399, 29 %, 5216 MiB, 94.58 W, 2917 MHz, 52
2026/09/13 18:16:47.649, 25 %, 9504 MiB, 93.82 W, 2812 MHz, 51
2026/09/13 18:16:47.899, 25 %, 10304 MiB, 93.82 W, 2812 MHz, 51
2026/09/13 18:16:48.150, 66 %, 10304 MiB, 147.90 W, 2910 MHz, 57
2026/09/13 18:16:48.400, 66 %, 10304 MiB, 147.90 W, 2910 MHz, 57
2026/09/13 18:16:48.650, 99 %, 10304 MiB, 288.96 W, 2902 MHz, 59
2026/09/13 18:16:48.900, 99 %, 10592 MiB, 288.96 W, 2902 MHz, 59
2026/09/13 18:16:49.150, 98 %, 10592 MiB, 378.03 W, 2887 MHz, 60
2026/09/13 18:16:49.400, 98 %, 10592 MiB, 378.03 W, 2887 MHz, 60
2026/09/13 18:16:49.650, 66 %, 10592 MiB, 344.68 W, 2895 MHz, 55
2026/09/13 18:16:49.901, 66 %, 2 MiB, 344.68 W, 2895 MHz, 55
2026/09/13 18:16:50.151, 0 %, 544 MiB, 228.20 W, 2910 MHz, 52
2026/09/13 18:16:50.401, 0 %, 544 MiB, 228.20 W, 2910 MHz, 52
2026/09/13 18:16:50.651, 10 %, 2432 MiB, 97.39 W, 2917 MHz, 52
2026/09/13 18:16:50.901, 10 %, 4960 MiB, 97.39 W, 2917 MHz, 52
2026/09/13 18:16:51.151, 26 %, 8128 MiB, 93.93 W, 2917 MHz, 52
2026/09/13 18:16:51.402, 26 %, 10304 MiB, 93.93 W, 2917 MHz, 52
2026/09/13 18:16:51.652, 43 %, 10304 MiB, 143.94 W, 2910 MHz, 57
2026/09/13 18:16:51.902, 43 %, 10304 MiB, 143.94 W, 2910 MHz, 57
2026/09/13 18:16:52.152, 99 %, 10304 MiB, 285.55 W, 2902 MHz, 59
2026/09/13 18:16:52.402, 99 %, 10592 MiB, 285.55 W, 2902 MHz, 59
2026/09/13 18:16:52.652, 95 %, 10592 MiB, 413.61 W, 2887 MHz, 62
2026/09/13 18:16:52.902, 95 %, 10592 MiB, 413.61 W, 2887 MHz, 62
2026/09/13 18:16:53.153, 0 %, 10592 MiB, 353.40 W, 2902 MHz, 54
2026/09/13 18:16:53.403, 0 %, 2 MiB, 353.40 W, 2902 MHz, 54
2026/09/13 18:16:53.653, 0 %, 2 MiB, 196.30 W, 2917 MHz, 52
2026/09/13 18:16:53.903, 0 %, 544 MiB, 196.30 W, 2917 MHz, 52
2026/09/13 18:16:54.154, 0 %, 544 MiB, 97.18 W, 2917 MHz, 52
2026/09/13 18:16:54.404, 0 %, 3232 MiB, 97.18 W, 2917 MHz, 52
2026/09/13 18:16:54.654, 27 %, 5728 MiB, 95.21 W, 2917 MHz, 52
2026/09/13 18:16:54.904, 27 %, 10304 MiB, 95.21 W, 2917 MHz, 52
2026/09/13 18:16:55.154, 4 %, 10304 MiB, 100.74 W, 2820 MHz, 52
2026/09/13 18:16:55.404, 4 %, 10304 MiB, 100.74 W, 2820 MHz, 52
2026/09/13 18:16:55.655, 99 %, 10304 MiB, 257.86 W, 2902 MHz, 59
2026/09/13 18:16:55.905, 99 %, 10304 MiB, 257.86 W, 2902 MHz, 59
2026/09/13 18:16:56.155, 94 %, 10592 MiB, 388.01 W, 2865 MHz, 62
2026/09/13 18:16:56.405, 94 %, 10592 MiB, 388.01 W, 2865 MHz, 62
2026/09/13 18:16:56.655, 95 %, 10592 MiB, 420.72 W, 2887 MHz, 60
2026/09/13 18:16:56.905, 95 %, 2 MiB, 420.72 W, 2887 MHz, 60
2026/09/13 18:16:57.161, 0 %, 544 MiB, 258.50 W, 2910 MHz, 53
2026/09/13 18:16:57.411, 0 %, 544 MiB, 258.50 W, 2910 MHz, 53
2026/09/13 18:16:57.661, 0 %, 1984 MiB, 116.99 W, 2917 MHz, 52
2026/09/13 18:16:57.911, 0 %, 4544 MiB, 116.99 W, 2917 MHz, 52
2026/09/13 18:16:58.161, 26 %, 7008 MiB, 93.81 W, 2917 MHz, 52
2026/09/13 18:16:58.412, 26 %, 10304 MiB, 93.81 W, 2917 MHz, 52
2026/09/13 18:16:58.662, 1 %, 10304 MiB, 139.12 W, 2880 MHz, 58
2026/09/13 18:16:58.912, 1 %, 10304 MiB, 139.12 W, 2880 MHz, 58
2026/09/13 18:16:59.162, 99 %, 10304 MiB, 283.65 W, 2902 MHz, 60
2026/09/13 18:16:59.412, 99 %, 10592 MiB, 283.65 W, 2902 MHz, 60
2026/09/13 18:16:59.662, 54 %, 10592 MiB, 393.52 W, 2865 MHz, 61
2026/09/13 18:16:59.913, 54 %, 10592 MiB, 393.52 W, 2865 MHz, 61
2026/09/13 18:17:00.163, 94 %, 10592 MiB, 380.06 W, 2887 MHz, 60
2026/09/13 18:17:00.413, 94 %, 2 MiB, 380.06 W, 2887 MHz, 60
2026/09/13 18:17:00.663, 0 %, 2 MiB, 267.56 W, 2910 MHz, 53
2026/09/13 18:17:00.913, 0 %, 508 MiB, 267.56 W, 2910 MHz, 53
2026/09/13 18:17:01.164, 0 %, 544 MiB, 115.80 W, 2917 MHz, 52
2026/09/13 18:17:01.414, 0 %, 1472 MiB, 115.80 W, 2917 MHz, 52
2026/09/13 18:17:01.664, 28 %, 4096 MiB, 94.86 W, 2917 MHz, 52
2026/09/13 18:17:01.915, 28 %, 6560 MiB, 94.86 W, 2917 MHz, 52
2026/09/13 18:17:02.165, 50 %, 10304 MiB, 100.62 W, 2737 MHz, 52
2026/09/13 18:17:02.415, 50 %, 10304 MiB, 100.62 W, 2737 MHz, 52
2026/09/13 18:17:02.665, 99 %, 10304 MiB, 200.19 W, 2895 MHz, 59
2026/09/13 18:17:02.915, 99 %, 10304 MiB, 200.19 W, 2895 MHz, 59
2026/09/13 18:17:03.165, 99 %, 10592 MiB, 335.00 W, 2902 MHz, 60
2026/09/13 18:17:03.416, 99 %, 10592 MiB, 335.00 W, 2902 MHz, 60
2026/09/13 18:17:03.666, 80 %, 10592 MiB, 391.64 W, 2887 MHz, 62
2026/09/13 18:17:03.916, 80 %, 10592 MiB, 391.64 W, 2887 MHz, 62
2026/09/13 18:17:04.166, 0 %, 2 MiB, 311.42 W, 2910 MHz, 54
2026/09/13 18:17:04.436, 0 %, 544 MiB, 311.42 W, 2910 MHz, 54
2026/09/13 18:17:04.686, 0 %, 544 MiB, 172.70 W, 2910 MHz, 53
2026/09/13 18:17:04.936, 0 %, 2016 MiB, 172.70 W, 2910 MHz, 53
2026/09/13 18:17:05.186, 27 %, 4608 MiB, 97.38 W, 2917 MHz, 52
2026/09/13 18:17:05.436, 27 %, 7104 MiB, 97.38 W, 2917 MHz, 52
2026/09/13 18:17:05.686, 66 %, 10304 MiB, 103.97 W, 2910 MHz, 53
2026/09/13 18:17:05.937, 66 %, 10304 MiB, 103.97 W, 2910 MHz, 53
2026/09/13 18:17:06.187, 99 %, 10304 MiB, 203.93 W, 2902 MHz, 59
2026/09/13 18:17:06.437, 99 %, 10304 MiB, 203.93 W, 2902 MHz, 59
2026/09/13 18:17:06.687, 99 %, 10592 MiB, 343.05 W, 2902 MHz, 60
2026/09/13 18:17:06.937, 99 %, 10592 MiB, 343.05 W, 2902 MHz, 60
2026/09/13 18:17:07.187, 96 %, 10592 MiB, 433.66 W, 2887 MHz, 63
2026/09/13 18:17:07.437, 96 %, 10592 MiB, 433.66 W, 2887 MHz, 63
2026/09/13 18:17:07.688, 18 %, 2 MiB, 304.90 W, 2910 MHz, 53
2026/09/13 18:17:07.938, 18 %, 4 MiB, 304.90 W, 2910 MHz, 53
2026/09/13 18:17:08.188, 1 %, 544 MiB, 119.55 W, 2910 MHz, 53
2026/09/13 18:17:08.438, 1 %, 544 MiB, 119.55 W, 2910 MHz, 53
2026/09/13 18:17:08.689, 34 %, 3360 MiB, 95.33 W, 2910 MHz, 52
2026/09/13 18:17:08.939, 34 %, 5856 MiB, 95.33 W, 2910 MHz, 52
2026/09/13 18:17:09.189, 26 %, 10304 MiB, 98.41 W, 2722 MHz, 52
2026/09/13 18:17:09.439, 26 %, 10432 MiB, 98.41 W, 2722 MHz, 52
2026/09/13 18:17:09.689, 98 %, 10432 MiB, 167.30 W, 2767 MHz, 59
2026/09/13 18:17:09.939, 98 %, 10432 MiB, 167.30 W, 2767 MHz, 59
2026/09/13 18:17:10.190, 99 %, 10432 MiB, 309.03 W, 2902 MHz, 60
2026/09/13 18:17:10.440, 99 %, 10688 MiB, 309.03 W, 2902 MHz, 60
2026/09/13 18:17:10.690, 87 %, 10688 MiB, 422.73 W, 2880 MHz, 62
2026/09/13 18:17:10.940, 87 %, 10688 MiB, 422.73 W, 2880 MHz, 62
2026/09/13 18:17:11.190, 0 %, 2 MiB, 351.22 W, 2902 MHz, 55
2026/09/13 18:17:11.460, 0 %, 544 MiB, 351.22 W, 2902 MHz, 55
2026/09/13 18:17:11.711, 0 %, 544 MiB, 187.42 W, 2910 MHz, 53
2026/09/13 18:17:11.961, 0 %, 2272 MiB, 187.42 W, 2910 MHz, 53
2026/09/13 18:17:12.211, 27 %, 4768 MiB, 97.55 W, 2917 MHz, 52
2026/09/13 18:17:12.461, 27 %, 8000 MiB, 97.55 W, 2917 MHz, 52
2026/09/13 18:17:12.711, 61 %, 10304 MiB, 104.15 W, 2910 MHz, 53
2026/09/13 18:17:12.961, 61 %, 10432 MiB, 104.15 W, 2910 MHz, 53
2026/09/13 18:17:13.212, 99 %, 10432 MiB, 212.29 W, 2895 MHz, 59
2026/09/13 18:17:13.462, 99 %, 10432 MiB, 212.29 W, 2895 MHz, 59
2026/09/13 18:17:13.712, 99 %, 10592 MiB, 340.97 W, 2902 MHz, 60
2026/09/13 18:17:13.962, 99 %, 10688 MiB, 340.97 W, 2902 MHz, 60
2026/09/13 18:17:14.212, 80 %, 10688 MiB, 389.53 W, 2887 MHz, 62
2026/09/13 18:17:14.462, 80 %, 10688 MiB, 389.53 W, 2887 MHz, 62
2026/09/13 18:17:14.712, 0 %, 2 MiB, 314.33 W, 2902 MHz, 55
2026/09/13 18:17:14.975, 0 %, 2 MiB, 314.33 W, 2902 MHz, 55
2026/09/13 18:17:15.225, 0 %, 542 MiB, 187.20 W, 2910 MHz, 53
2026/09/13 18:17:15.475, 0 %, 544 MiB, 187.20 W, 2910 MHz, 53
2026/09/13 18:17:15.725, 0 %, 1696 MiB, 97.27 W, 2910 MHz, 52
2026/09/13 18:17:15.975, 0 %, 4288 MiB, 97.27 W, 2910 MHz, 52
2026/09/13 18:17:16.225, 26 %, 6816 MiB, 95.43 W, 2917 MHz, 52
2026/09/13 18:17:16.476, 26 %, 10304 MiB, 95.43 W, 2917 MHz, 52
2026/09/13 18:17:16.726, 12 %, 10304 MiB, 99.90 W, 2782 MHz, 52
2026/09/13 18:17:16.976, 12 %, 10304 MiB, 99.90 W, 2782 MHz, 52
2026/09/13 18:17:17.226, 99 %, 10304 MiB, 261.59 W, 2902 MHz, 60
2026/09/13 18:17:17.476, 99 %, 10592 MiB, 261.59 W, 2902 MHz, 60
2026/09/13 18:17:17.726, 83 %, 10592 MiB, 377.77 W, 2895 MHz, 58
2026/09/13 18:17:17.976, 83 %, 10592 MiB, 377.77 W, 2895 MHz, 58
2026/09/13 18:17:18.227, 51 %, 10592 MiB, 374.28 W, 2887 MHz, 62
2026/09/13 18:17:18.477, 51 %, 2 MiB, 374.28 W, 2887 MHz, 62
2026/09/13 18:17:18.727, 0 %, 544 MiB, 265.55 W, 2910 MHz, 54
2026/09/13 18:17:18.977, 0 %, 544 MiB, 265.55 W, 2910 MHz, 54
2026/09/13 18:17:19.227, 27 %, 2464 MiB, 116.78 W, 2910 MHz, 53
2026/09/13 18:17:19.477, 27 %, 4992 MiB, 116.78 W, 2910 MHz, 53
2026/09/13 18:17:19.728, 26 %, 8448 MiB, 93.95 W, 2910 MHz, 52
2026/09/13 18:17:19.978, 26 %, 10304 MiB, 93.95 W, 2910 MHz, 52
2026/09/13 18:17:20.228, 61 %, 10304 MiB, 119.19 W, 2707 MHz, 57
2026/09/13 18:17:20.478, 61 %, 10304 MiB, 119.19 W, 2707 MHz, 57
2026/09/13 18:17:20.728, 99 %, 10304 MiB, 263.43 W, 2902 MHz, 60
2026/09/13 18:17:20.978, 99 %, 10592 MiB, 263.43 W, 2902 MHz, 60
2026/09/13 18:17:21.228, 95 %, 10592 MiB, 404.82 W, 2880 MHz, 62
2026/09/13 18:17:21.479, 95 %, 10592 MiB, 404.82 W, 2880 MHz, 62
2026/09/13 18:17:21.729, 0 %, 2 MiB, 358.33 W, 2902 MHz, 55
2026/09/13 18:17:21.989, 0 %, 2 MiB, 358.33 W, 2902 MHz, 55
2026/09/13 18:17:22.239, 0 %, 38 MiB, 197.09 W, 2910 MHz, 53
2026/09/13 18:17:22.489, 0 %, 544 MiB, 197.09 W, 2910 MHz, 53
2026/09/13 18:17:22.739, 0 %, 1440 MiB, 97.33 W, 2910 MHz, 53
2026/09/13 18:17:22.989, 0 %, 4032 MiB, 97.33 W, 2910 MHz, 53
2026/09/13 18:17:23.240, 26 %, 6528 MiB, 95.84 W, 2917 MHz, 52
2026/09/13 18:17:23.490, 26 %, 10304 MiB, 95.84 W, 2917 MHz, 52
2026/09/13 18:17:23.740, 0 %, 10304 MiB, 95.28 W, 2572 MHz, 52
2026/09/13 18:17:23.990, 0 %, 10304 MiB, 95.28 W, 2572 MHz, 52
2026/09/13 18:17:24.240, 99 %, 10304 MiB, 234.46 W, 2902 MHz, 60
2026/09/13 18:17:24.490, 99 %, 10592 MiB, 234.46 W, 2902 MHz, 60
2026/09/13 18:17:24.741, 93 %, 10592 MiB, 381.21 W, 2880 MHz, 62
2026/09/13 18:17:24.991, 93 %, 10592 MiB, 381.21 W, 2880 MHz, 62
2026/09/13 18:17:25.241, 70 %, 10592 MiB, 425.30 W, 2880 MHz, 63
2026/09/13 18:17:25.491, 70 %, 2 MiB, 425.30 W, 2880 MHz, 63
2026/09/13 18:17:25.741, 1 %, 544 MiB, 264.57 W, 2910 MHz, 54
2026/09/13 18:17:25.991, 1 %, 544 MiB, 264.57 W, 2910 MHz, 54
2026/09/13 18:17:26.241, 32 %, 2752 MiB, 124.17 W, 2910 MHz, 53
2026/09/13 18:17:26.492, 32 %, 5312 MiB, 124.17 W, 2910 MHz, 53
2026/09/13 18:17:26.742, 26 %, 10304 MiB, 95.45 W, 2910 MHz, 53
2026/09/13 18:17:26.992, 26 %, 10304 MiB, 95.45 W, 2910 MHz, 53
2026/09/13 18:17:27.242, 94 %, 10304 MiB, 134.77 W, 2782 MHz, 58
2026/09/13 18:17:27.492, 94 %, 10304 MiB, 134.77 W, 2782 MHz, 58
2026/09/13 18:17:27.742, 99 %, 10304 MiB, 298.30 W, 2902 MHz, 60
