timestamp, uuid, memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/21 10:37:35.441, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 0, 97250, 0, 34.74, 32
2026/09/21 10:37:35.701, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 22, 97229, 0, 34.74, 32
2026/09/21 10:37:35.956, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 8, 42.50, 33
2026/09/21 10:37:36.206, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 0, 50.49, 33
2026/09/21 10:37:36.456, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 1, 73.86, 33
2026/09/21 10:37:36.706, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 16, 83.96, 34
2026/09/21 10:37:36.956, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 99.24, 33
2026/09/21 10:37:37.206, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 99.22, 33
2026/09/21 10:37:37.456, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 99.13, 33
2026/09/21 10:37:37.706, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.08, 33
2026/09/21 10:37:37.957, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.72, 33
2026/09/21 10:37:38.207, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.73, 33
2026/09/21 10:37:38.457, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.73, 33
2026/09/21 10:37:38.707, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.93, 33
2026/09/21 10:37:38.957, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.99, 33
2026/09/21 10:37:39.207, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.77, 33
2026/09/21 10:37:39.457, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.45, 33
2026/09/21 10:37:39.707, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.25, 33
2026/09/21 10:37:39.957, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.25, 33
2026/09/21 10:37:40.207, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.25, 33
2026/09/21 10:37:40.457, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.25, 33
2026/09/21 10:37:40.707, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:40.958, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:41.208, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:41.458, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:41.708, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.09, 34
2026/09/21 10:37:41.958, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.03, 34
2026/09/21 10:37:42.208, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.98, 34
2026/09/21 10:37:42.458, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.96, 34
2026/09/21 10:37:42.708, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.95, 34
2026/09/21 10:37:42.958, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.95, 34
2026/09/21 10:37:43.208, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.95, 34
2026/09/21 10:37:43.458, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.95, 34
2026/09/21 10:37:43.708, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:43.959, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:44.209, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:44.459, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:44.709, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:44.959, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:45.209, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:45.459, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:45.709, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:45.959, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:46.209, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:46.459, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:46.710, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:46.960, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:47.210, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:47.460, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.69, 34
2026/09/21 10:37:47.710, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:47.960, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:48.210, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
2026/09/21 10:37:48.460, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.84, 34
