timestamp, power.draw [W], clocks.current.sm [MHz], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/04 20:11:52.991, 455.28 W, 2850 MHz, 50, 100 %, 29716 MiB
2026/08/04 20:11:53.991, 455.02 W, 2850 MHz, 50, 100 %, 29716 MiB
2026/08/04 20:11:54.991, 454.69 W, 2850 MHz, 50, 100 %, 29716 MiB
2026/08/04 20:11:55.991, 455.71 W, 2850 MHz, 51, 100 %, 29716 MiB
2026/08/04 20:11:56.992, 455.12 W, 2850 MHz, 51, 100 %, 29716 MiB
2026/08/04 20:11:57.992, 456.50 W, 2850 MHz, 51, 100 %, 29716 MiB
2026/08/04 20:11:58.992, 456.74 W, 2850 MHz, 51, 100 %, 29716 MiB
2026/08/04 20:11:59.992, 444.38 W, 2850 MHz, 51, 100 %, 29716 MiB
2026/08/04 20:12:00.992, 457.82 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:01.992, 457.72 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:02.992, 457.31 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:03.993, 458.01 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:04.993, 457.60 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:05.993, 458.53 W, 2850 MHz, 52, 100 %, 29716 MiB
2026/08/04 20:12:06.993, 458.17 W, 2850 MHz, 53, 100 %, 29716 MiB
2026/08/04 20:12:07.993, 458.07 W, 2850 MHz, 53, 100 %, 29716 MiB
2026/08/04 20:12:08.993, 458.98 W, 2850 MHz, 53, 100 %, 29716 MiB
2026/08/04 20:12:09.994, 459.56 W, 2850 MHz, 53, 100 %, 29716 MiB
2026/08/04 20:12:10.994, 472.46 W, 2820 MHz, 56, 100 %, 33396 MiB
2026/08/04 20:12:11.994, 548.25 W, 2820 MHz, 57, 100 %, 33396 MiB
2026/08/04 20:12:12.994, 548.14 W, 2820 MHz, 57, 100 %, 33396 MiB
2026/08/04 20:12:13.994, 541.42 W, 2827 MHz, 57, 100 %, 33396 MiB
2026/08/04 20:12:14.994, 551.34 W, 2820 MHz, 58, 100 %, 33396 MiB
2026/08/04 20:12:15.996, 551.57 W, 2820 MHz, 58, 100 %, 33396 MiB
2026/08/04 20:12:16.996, 551.98 W, 2820 MHz, 58, 100 %, 33396 MiB
2026/08/04 20:12:17.997, 543.96 W, 2820 MHz, 58, 100 %, 33396 MiB
2026/08/04 20:12:18.997, 552.77 W, 2820 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:19.997, 553.46 W, 2820 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:20.997, 546.24 W, 2820 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:21.997, 554.89 W, 2820 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:22.997, 554.78 W, 2820 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:23.997, 547.07 W, 2827 MHz, 59, 100 %, 33396 MiB
2026/08/04 20:12:24.998, 555.79 W, 2820 MHz, 60, 100 %, 33396 MiB
2026/08/04 20:12:25.998, 555.79 W, 2820 MHz, 60, 99 %, 33396 MiB
2026/08/04 20:12:26.999, 554.63 W, 2820 MHz, 60, 99 %, 33396 MiB
2026/08/04 20:12:27.999, 545.72 W, 2820 MHz, 60, 100 %, 33396 MiB
2026/08/04 20:12:28.999, 556.23 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:29.999, 556.66 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:30.999, 549.23 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:32.000, 557.56 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:33.000, 557.55 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:34.000, 550.20 W, 2827 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:35.000, 558.70 W, 2820 MHz, 61, 100 %, 33396 MiB
2026/08/04 20:12:36.000, 557.24 W, 2820 MHz, 61, 99 %, 33396 MiB
2026/08/04 20:12:37.001, 556.64 W, 2820 MHz, 62, 99 %, 37620 MiB
2026/08/04 20:12:38.001, 479.24 W, 2820 MHz, 61, 100 %, 37620 MiB
2026/08/04 20:12:39.001, 557.33 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:40.001, 558.57 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:41.001, 559.19 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:42.001, 559.58 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:43.002, 559.36 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:44.002, 559.53 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:12:45.002, 546.11 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:46.002, 559.88 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:47.002, 560.89 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:48.002, 561.11 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:49.002, 560.88 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:50.003, 561.13 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:51.003, 546.32 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:52.003, 560.87 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:53.003, 561.25 W, 2820 MHz, 63, 100 %, 37620 MiB
2026/08/04 20:12:54.003, 560.36 W, 2820 MHz, 63, 99 %, 37620 MiB
2026/08/04 20:12:55.003, 561.05 W, 2820 MHz, 63, 99 %, 37620 MiB
2026/08/04 20:12:56.004, 561.47 W, 2820 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:12:57.005, 562.59 W, 2820 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:12:58.005, 546.84 W, 2820 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:12:59.005, 561.58 W, 2805 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:00.005, 561.12 W, 2805 MHz, 64, 99 %, 37620 MiB
2026/08/04 20:13:01.006, 561.81 W, 2812 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:02.006, 562.09 W, 2812 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:03.006, 562.17 W, 2805 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:04.006, 547.47 W, 2805 MHz, 63, 84 %, 37620 MiB
2026/08/04 20:13:05.006, 553.69 W, 2812 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:06.006, 564.79 W, 2805 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:07.007, 564.08 W, 2812 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:08.007, 564.68 W, 2805 MHz, 64, 100 %, 37620 MiB
2026/08/04 20:13:09.007, 564.87 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:10.007, 562.18 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:11.007, 550.35 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:12.007, 564.79 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:13.008, 564.72 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:14.008, 564.38 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:15.008, 565.38 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:16.008, 565.79 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:17.008, 549.84 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:18.008, 565.12 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:19.009, 565.96 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:20.009, 566.44 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:21.009, 565.83 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:22.009, 565.44 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:23.010, 566.00 W, 2805 MHz, 65, 99 %, 37620 MiB
2026/08/04 20:13:24.010, 551.42 W, 2812 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:25.010, 566.54 W, 2805 MHz, 65, 100 %, 37620 MiB
2026/08/04 20:13:26.010, 567.42 W, 2812 MHz, 66, 100 %, 37620 MiB
2026/08/04 20:13:27.010, 567.42 W, 2812 MHz, 66, 100 %, 37620 MiB
2026/08/04 20:13:28.010, 567.56 W, 2805 MHz, 66, 100 %, 37620 MiB
2026/08/04 20:13:29.011, 568.04 W, 2812 MHz, 66, 100 %, 37620 MiB
2026/08/04 20:13:30.011, 532.96 W, 2820 MHz, 62, 100 %, 37620 MiB
2026/08/04 20:13:31.011, 504.37 W, 2805 MHz, 65, 100 %, 46036 MiB
2026/08/04 20:13:32.011, 566.82 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:33.011, 566.67 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:34.011, 566.85 W, 2812 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:35.012, 567.98 W, 2805 MHz, 66, 99 %, 46036 MiB
2026/08/04 20:13:36.012, 567.70 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:37.012, 568.37 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:38.012, 568.14 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:39.012, 569.69 W, 2812 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:40.013, 569.32 W, 2812 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:41.013, 569.03 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:42.013, 568.73 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:43.013, 568.76 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:44.013, 540.67 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:45.013, 568.63 W, 2812 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:46.013, 568.78 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:47.013, 569.48 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:48.014, 569.79 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:49.014, 569.90 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:50.014, 570.03 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:13:51.014, 569.76 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:13:52.014, 569.94 W, 2805 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:53.014, 570.23 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:13:54.015, 570.75 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:13:55.015, 570.19 W, 2805 MHz, 67, 99 %, 46036 MiB
2026/08/04 20:13:56.015, 570.18 W, 2812 MHz, 67, 99 %, 46036 MiB
2026/08/04 20:13:57.015, 539.48 W, 2820 MHz, 66, 100 %, 46036 MiB
2026/08/04 20:13:58.015, 568.71 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:13:59.016, 569.87 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:00.016, 570.67 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:01.016, 570.34 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:02.016, 570.99 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:03.016, 571.51 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:04.016, 571.77 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:05.017, 571.61 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:06.017, 571.46 W, 2812 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:07.017, 571.67 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:08.017, 572.04 W, 2812 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:09.017, 572.01 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:10.018, 542.63 W, 2812 MHz, 64, 59 %, 46036 MiB
2026/08/04 20:14:11.018, 546.63 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:12.018, 570.06 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:13.018, 571.15 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:14.018, 571.50 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:15.018, 571.88 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:16.018, 572.26 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:17.018, 572.16 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:18.019, 572.10 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:19.019, 571.99 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:20.019, 571.91 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:21.019, 572.40 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:22.019, 572.61 W, 2805 MHz, 67, 99 %, 46036 MiB
2026/08/04 20:14:23.019, 573.27 W, 2812 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:24.020, 539.91 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:25.020, 570.31 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:26.020, 571.66 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:27.020, 571.77 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:28.020, 572.01 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:29.020, 572.78 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:30.021, 572.56 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:31.021, 572.94 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:32.021, 573.03 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:33.021, 572.45 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:34.021, 572.12 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:35.022, 572.60 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:36.022, 571.95 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:14:37.022, 537.61 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:38.022, 569.71 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:39.022, 571.48 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:40.022, 571.67 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:41.023, 572.35 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:42.023, 571.75 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:43.023, 572.41 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:44.024, 572.70 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:45.024, 571.95 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:46.024, 571.53 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:14:47.024, 571.27 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:14:48.025, 571.65 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:14:49.025, 572.44 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:50.025, 543.46 W, 2805 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:14:51.025, 571.32 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:52.025, 571.49 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:53.025, 572.46 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:54.025, 572.01 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:55.026, 572.31 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:56.026, 572.91 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:57.026, 573.26 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:58.026, 573.16 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:14:59.026, 572.87 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:00.026, 573.03 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:01.027, 572.96 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:02.027, 572.86 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:03.027, 541.28 W, 2820 MHz, 67, 100 %, 46036 MiB
2026/08/04 20:15:04.027, 570.84 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:05.037, 571.44 W, 2805 MHz, 68, 100 %, 46595 MiB
2026/08/04 20:15:06.037, 572.63 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:07.037, 573.55 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:08.038, 573.19 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:09.038, 572.74 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:15:10.038, 571.42 W, 2805 MHz, 68, 99 %, 46036 MiB
2026/08/04 20:15:11.038, 572.15 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:12.038, 572.66 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:13.039, 572.58 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:14.039, 572.57 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:15.039, 573.83 W, 2805 MHz, 68, 100 %, 46036 MiB
2026/08/04 20:15:16.039, 523.64 W, 2812 MHz, 61, 0 %, 2 MiB
2026/08/04 20:15:17.126, 125.38 W, 2857 MHz, 57, 0 %, 2 MiB
2026/08/04 20:15:18.126, 124.13 W, 2857 MHz, 57, 0 %, 2 MiB
2026/08/04 20:15:19.127, 98.11 W, 1980 MHz, 55, 0 %, 2 MiB
2026/08/04 20:15:20.127, 70.37 W, 2617 MHz, 54, 26 %, 3892 MiB
2026/08/04 20:15:21.127, 98.07 W, 2632 MHz, 53, 26 %, 16660 MiB
2026/08/04 20:15:22.127, 107.11 W, 2632 MHz, 55, 64 %, 52532 MiB
2026/08/04 20:15:23.127, 156.46 W, 2865 MHz, 53, 0 %, 52532 MiB
2026/08/04 20:15:24.128, 292.71 W, 2850 MHz, 57, 100 %, 55124 MiB
2026/08/04 20:15:25.128, 414.64 W, 2850 MHz, 58, 100 %, 55124 MiB
2026/08/04 20:15:26.128, 414.82 W, 2850 MHz, 58, 100 %, 55124 MiB
2026/08/04 20:15:27.128, 413.78 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:28.128, 415.12 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:29.128, 415.46 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:30.129, 412.01 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:31.129, 415.29 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:32.129, 413.92 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:33.129, 415.39 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:34.129, 415.24 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:35.129, 404.54 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:36.132, 415.80 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:37.132, 414.66 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:38.132, 412.97 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:39.132, 414.49 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:40.133, 414.62 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:41.133, 413.30 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:42.133, 414.81 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:43.133, 413.29 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:44.133, 414.65 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:45.133, 414.48 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:46.134, 404.33 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:47.134, 414.65 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:48.134, 414.50 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:49.134, 413.58 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:50.134, 414.51 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:51.134, 413.65 W, 2850 MHz, 58, 98 %, 55668 MiB
2026/08/04 20:15:52.135, 414.11 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:53.135, 414.63 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:54.135, 413.83 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:15:55.135, 414.85 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:15:56.135, 414.70 W, 2850 MHz, 58, 100 %, 55668 MiB
2026/08/04 20:15:57.135, 403.14 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:15:58.135, 413.89 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:15:59.136, 414.34 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:00.136, 413.71 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:01.136, 414.51 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:02.136, 413.72 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:03.136, 414.06 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:04.136, 413.90 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:05.137, 412.77 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:06.137, 413.51 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:07.137, 413.70 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:08.137, 400.94 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:09.137, 414.00 W, 2850 MHz, 57, 100 %, 55668 MiB
2026/08/04 20:16:10.137, 413.47 W, 2850 MHz, 57, 100 %, 55668 MiB
