timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 13:10:09.433, 66, 119.37 W, 2835 MHz, 14001 MHz, 2 MiB, 0 %
2026/09/25 13:10:09.686, 66, 119.37 W, 2835 MHz, 14001 MHz, 596 MiB, 0 %
2026/09/25 13:10:09.936, 66, 119.37 W, 2835 MHz, 14001 MHz, 1556 MiB, 0 %
2026/09/25 13:10:10.186, 64, 113.21 W, 2730 MHz, 13365 MHz, 2580 MiB, 12 %
2026/09/25 13:10:10.436, 64, 113.21 W, 2730 MHz, 13365 MHz, 3604 MiB, 12 %
2026/09/25 13:10:10.686, 64, 102.99 W, 2617 MHz, 13365 MHz, 4628 MiB, 12 %
2026/09/25 13:10:10.936, 64, 102.99 W, 2617 MHz, 13365 MHz, 5556 MiB, 12 %
2026/09/25 13:10:11.186, 64, 96.32 W, 2617 MHz, 13365 MHz, 6452 MiB, 11 %
2026/09/25 13:10:11.436, 64, 96.32 W, 2617 MHz, 13365 MHz, 7412 MiB, 11 %
2026/09/25 13:10:11.686, 63, 95.74 W, 2617 MHz, 13365 MHz, 8340 MiB, 11 %
2026/09/25 13:10:11.936, 63, 95.74 W, 2617 MHz, 13365 MHz, 9268 MiB, 11 %
2026/09/25 13:10:12.187, 63, 95.40 W, 2617 MHz, 13365 MHz, 10196 MiB, 10 %
2026/09/25 13:10:12.437, 63, 95.40 W, 2617 MHz, 13365 MHz, 11092 MiB, 10 %
2026/09/25 13:10:12.687, 63, 94.97 W, 2617 MHz, 13365 MHz, 12020 MiB, 10 %
2026/09/25 13:10:12.937, 63, 94.97 W, 2617 MHz, 13365 MHz, 12948 MiB, 10 %
2026/09/25 13:10:13.187, 63, 94.62 W, 2617 MHz, 13365 MHz, 13908 MiB, 11 %
2026/09/25 13:10:13.437, 63, 94.62 W, 2617 MHz, 13365 MHz, 14740 MiB, 11 %
2026/09/25 13:10:13.687, 62, 93.89 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:13.937, 62, 93.89 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:14.187, 62, 92.24 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:14.437, 62, 92.24 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:14.687, 62, 91.21 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:14.937, 62, 91.21 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:15.187, 62, 91.21 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:15.438, 62, 91.21 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:15.688, 62, 89.49 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:15.938, 62, 89.49 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:16.188, 62, 89.49 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:16.438, 62, 89.49 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:16.688, 61, 89.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:16.938, 61, 89.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:17.188, 61, 89.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:17.438, 61, 89.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:17.688, 61, 88.43 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:17.938, 61, 88.43 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:18.189, 61, 88.43 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:18.439, 61, 88.43 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:18.689, 60, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:18.939, 60, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:19.189, 60, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:19.439, 60, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:19.689, 60, 86.37 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:19.940, 60, 86.37 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:20.190, 60, 86.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:20.441, 60, 86.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:20.691, 59, 86.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:20.942, 59, 86.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:21.192, 59, 86.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:21.443, 59, 86.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 13:10:21.693, 59, 97.16 W, 2610 MHz, 13365 MHz, 15892 MiB, 21 %
2026/09/25 13:10:21.943, 59, 97.16 W, 2610 MHz, 13365 MHz, 15892 MiB, 21 %
2026/09/25 13:10:22.193, 67, 210.73 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:22.444, 67, 210.73 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:22.694, 67, 432.49 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:22.944, 67, 432.49 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:23.194, 68, 469.86 W, 2835 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:23.444, 68, 469.86 W, 2835 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 13:10:23.694, 68, 479.61 W, 2835 MHz, 13365 MHz, 16212 MiB, 100 %
2026/09/25 13:10:23.944, 68, 479.61 W, 2835 MHz, 13365 MHz, 16532 MiB, 100 %
2026/09/25 13:10:24.194, 68, 463.43 W, 2820 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/25 13:10:24.444, 68, 463.43 W, 2820 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/25 13:10:24.694, 68, 447.65 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:24.944, 68, 447.65 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:25.194, 69, 466.43 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:25.445, 69, 466.43 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:25.695, 69, 488.20 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:25.945, 69, 488.20 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:26.195, 69, 474.98 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:26.445, 69, 474.98 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:26.695, 68, 458.08 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:26.945, 68, 458.08 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:27.195, 69, 469.60 W, 2835 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:27.445, 69, 469.60 W, 2835 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:27.695, 70, 487.68 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:27.945, 70, 487.68 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 13:10:28.195, 69, 457.50 W, 2820 MHz, 13365 MHz, 17140 MiB, 94 %
2026/09/25 13:10:28.446, 69, 457.50 W, 2820 MHz, 13365 MHz, 17140 MiB, 94 %
2026/09/25 13:10:28.696, 69, 443.69 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:28.946, 69, 443.69 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:29.196, 70, 454.77 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:29.446, 70, 454.77 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:29.696, 70, 487.19 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:29.946, 70, 487.19 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:30.196, 69, 480.02 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:30.446, 69, 480.02 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:30.696, 69, 460.87 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:30.946, 69, 460.87 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:31.197, 70, 469.14 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:31.447, 70, 469.14 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:31.697, 70, 488.15 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:31.947, 70, 488.15 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:32.197, 70, 474.43 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:32.447, 70, 474.43 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:32.697, 69, 456.68 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:32.947, 69, 456.68 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:33.197, 70, 458.02 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:33.447, 70, 458.02 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:33.697, 70, 483.02 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:33.947, 70, 483.02 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:34.198, 70, 482.47 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:34.448, 70, 482.47 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:34.698, 70, 463.50 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:34.948, 70, 463.50 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:35.198, 71, 466.91 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:35.448, 71, 466.91 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:35.698, 71, 484.14 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:35.948, 71, 484.14 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:36.198, 70, 480.98 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:36.448, 70, 480.98 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:36.699, 70, 459.00 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:36.949, 70, 459.00 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:37.199, 71, 454.80 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:37.449, 71, 454.80 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:37.699, 71, 476.38 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:37.949, 71, 476.38 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:38.199, 71, 483.24 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:38.449, 71, 483.24 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:38.699, 70, 467.22 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:38.949, 70, 467.22 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:39.199, 71, 464.82 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:39.450, 71, 464.82 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:39.700, 71, 477.47 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:39.950, 71, 477.47 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:40.200, 71, 484.70 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:40.450, 71, 484.70 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:40.700, 71, 460.29 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:40.950, 71, 460.29 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:41.200, 70, 452.86 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:41.450, 70, 452.86 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:41.700, 71, 471.83 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:41.950, 71, 471.83 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:42.201, 71, 484.67 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:42.451, 71, 484.67 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:42.701, 71, 473.83 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:42.951, 71, 473.83 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:43.201, 71, 460.95 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:43.451, 71, 460.95 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:43.701, 72, 474.04 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 13:10:43.951, 72, 474.04 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
