Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
32.4,78123487,60,1302058.1,1241591.0,936313,1816530,233903.1,"void mmq_iq_experts_kernel<(int)128, (bool)1>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
13.6,32781168,30,1092705.6,1071576.0,990905,1278935,81271.6,"void mmq_iq_experts_kernel<(int)128, (bool)0>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
5.3,12734018,30,424467.3,424909.0,419773,429597,2540.9,qmatvec_gemm_q4_0
5.1,12231171,480,25481.6,25440.0,24864,26400,275.3,router_gemv_f32
3.5,8414529,480,17530.3,17504.0,16032,18496,263.7,moe_gate_up_gelu8_dev_q8
3.4,8310533,480,17313.6,17312.0,16960,17824,141.2,moe_down8_fma_dev_q8_w8r2
2.9,6873641,400,17184.1,17152.0,16896,17760,124.7,fa_decode_vec_q_rows_v4_w_sp
2.8,6870413,60,114506.9,114415.0,112863,116703,774.5,"void mul_mat_q_q4_0<(int)128, (bool)1, (bool)0>(const char *, const char *, const int *, float *, int, int, int, int, int, int)"
2.3,5502263,17,323662.5,323614.0,322941,324733,508.5,qmatvec_q6_K_mmvq
2.1,5134613,25,205384.5,205662.0,199903,208479,2300.1,fa_prefill_w_bf16_p1h2
1.7,4142204,960,4314.8,4224.0,3296,7904,1119.8,qmatvec_q4_0_mmvq_rp
1.6,3750949,400,9377.4,9408.0,9120,9631,136.1,fa_decode_combine_rows_w_q8_1
1.5,3709027,5,741805.4,741370.0,719962,765210,19098.8,fa_prefill_bf16_hd512_sp16h2
1.5,3563588,560,6363.6,6080.0,5824,8672,701.5,qmatvec_q4_0_mmvq_fused2_rp
1.5,3498218,480,7288.0,7264.0,6432,8352,403.3,moe_router_topk_scaled_f32
1.3,3149964,510,6176.4,3648.0,3328,47168,10020.2,rms_norm2x_f32
1.3,3136262,557,5630.6,3488.0,3168,25248,6233.7,rms_norm_f32
1.3,3068191,400,7670.5,7583.0,7231,8799,288.2,qmatvec_q4_0_mmvq_fused3_rp
1.2,2922898,75,38972.0,31104.0,29439,56608,12119.5,nvjet_hss_128x224_64x4_2x1_v_bz_coopA_TNT
1.1,2740050,510,5372.6,3488.0,3264,36384,7583.2,add_rms_norm_f32
1.0,2460148,35,70289.9,54752.0,54111,114079,25243.2,nvjet_hss_256x152_64x4_1x2_h_bz_coopA_TNT
1.0,2363404,480,4923.8,4928.0,4704,5280,101.0,add_rms_norm3_q8z_f32
1.0,2356051,1007,2339.7,1760.0,1695,21568,3321.9,quantize_q8_1
1.0,2317806,80,28972.6,28896.0,28576,29696,273.4,fa_decode_combine_rows_dc_q8_1
0.9,2170220,30,72340.7,72383.0,70208,74367,933.7,moe_pairs_scatter
0.8,1885944,30,62864.8,68416.0,35008,68608,12665.2,append_quantize_kv_q8_0_q5_1_rows
0.7,1583864,80,19798.3,19792.0,19552,20032,103.5,fa_decode_vec_q_rows_v4_512_tb
0.6,1557588,480,3245.0,3168.0,3040,4000,162.8,rms_norm_qkv_rope_append_dc_f32
0.6,1549042,30,51634.7,47311.0,46495,74367,10170.9,rope_neox2_bf16e_f32
0.6,1518419,30,50614.0,50559.0,49375,52703,820.3,moe_pairs_gelu_mul
0.6,1401652,30,46721.7,46655.5,46144,47456,383.4,add_rms_norm3_f32
0.6,1360411,30,45347.0,44384.0,43360,51296,2388.5,rms_norm_qkv_w4b_f32
0.6,1359057,464,2929.0,2912.0,2847,3200,64.8,add_scale_rms_norm_q8_1
0.5,1294033,115,11252.5,11168.0,6848,29888,4338.2,memra_f16_cvt_kernel
0.5,1257524,510,2465.7,1376.0,1311,19840,4231.8,gelu_tanh_mul_f32
0.4,1060027,60,17667.1,17888.0,11136,24576,6330.5,"quantize_mmq_q8_1_d4_kernel(const float *, void *, long, long, long, int)"
0.4,881272,46,19158.1,28191.5,1280,29344,12992.9,add_scale_f32
0.2,581309,30,19377.0,19360.0,18784,20128,329.9,sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x64x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas
0.2,563868,496,1136.8,1120.0,1088,1344,32.0,inc_i32
0.1,341949,30,11398.3,11392.0,11232,11552,67.5,moe_router_topk_f32
0.1,337824,30,11260.8,11168.0,10976,11904,257.1,"quantize_mmq_q8_1_d4_q4_0(const float *, void *, long, long, long, int)"
0.0,89088,5,17817.6,17536.0,17216,18496,563.1,nvjet_hss_128x112_64x7_1x2_h_bz_TNT
0.0,44480,16,2780.0,2752.0,2720,2944,78.3,rms_norm_q8_1
0.0,41631,16,2601.9,2592.0,2496,2752,60.3,argmax_partial_f32
0.0,41312,16,2582.0,2560.0,2432,2784,103.0,embed_gather_u32
0.0,34528,1,34528.0,34528.0,34528,34528,0.0,embed_gather_u32_t
0.0,32928,17,1936.9,1216.0,1184,13408,2956.1,scale_f32
0.0,26912,16,1682.0,1664.0,1632,1824,57.2,argmax_final_f32
0.0,2016,1,2016.0,2016.0,2016,2016,0.0,softcap_f32
