Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
11.7,277417152,15840,17513.7,17504.0,15552,19647,272.0,moe_gate_up_gelu8_dev_q8
11.5,272488631,15840,17202.6,17184.0,16543,17920,145.6,moe_down8_fma_dev_q8_w8r2
9.6,227047451,13200,17200.6,17184.0,16800,17920,128.5,fa_decode_vec_q_rows_v4_w_sp
7.2,171217138,529,323661.9,323646.0,322238,326142,660.0,qmatvec_q6_K_mmvq
5.8,136603282,31680,4312.0,4320.0,3264,8224,1112.9,qmatvec_q4_0_mmvq_rp
5.3,124323810,13200,9418.5,9439.0,9023,9984,142.2,fa_decode_combine_rows_w_q8_1
5.0,117765024,18480,6372.6,6080.0,5728,8832,690.3,qmatvec_q4_0_mmvq_fused2_rp
4.9,114928593,15840,7255.6,7232.0,6144,8768,398.4,moe_router_topk_scaled_f32
4.3,101287651,13200,7673.3,7584.0,7104,9183,295.2,qmatvec_q4_0_mmvq_fused3_rp
3.7,87249642,2640,33049.1,33280.0,28512,37887,2379.1,fa_decode_combine_rows_dc_q8_1
3.3,78138912,60,1302315.2,1240358.5,940889,1823794,234341.5,"void mmq_iq_experts_kernel<(int)128, (bool)1>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
3.3,78006458,15840,4924.7,4928.0,4672,5504,99.8,add_rms_norm3_q8z_f32
2.5,60204036,15840,3800.8,3808.0,3552,4384,83.5,router_gemv_f32_w8
2.5,59783416,15870,3767.1,3648.0,3328,47840,1867.3,rms_norm2x_f32
2.5,58323345,16429,3550.0,3456.0,3167,25408,1209.3,rms_norm_f32
2.4,57325427,32239,1778.1,1760.0,1632,65151,693.1,quantize_q8_1
2.4,57061633,2640,21614.3,19935.0,19551,26880,2801.0,fa_decode_vec_q_rows_v4_512_tb
2.4,56133548,15870,3537.1,3456.0,3232,36287,1401.9,add_rms_norm_f32
2.2,51483414,15840,3250.2,3168.0,3040,88767,1096.0,rms_norm_qkv_rope_append_dc_f32
1.9,44873742,15312,2930.6,2912.0,2815,4288,67.1,add_scale_rms_norm_q8_1
1.4,32756368,30,1091878.9,1068488.0,993209,1279543,80929.5,"void mmq_iq_experts_kernel<(int)128, (bool)0>(const unsigned long long *, int, int, const int *, const int *, const int *, const int *, const int *, float *, int, int, int, int, long, int)"
1.0,23780689,15870,1498.5,1376.0,1280,20128,839.1,gelu_tanh_mul_f32
0.8,18622373,16368,1137.7,1120.0,1087,1568,35.6,inc_i32
0.5,12769154,30,425638.5,426333.0,419357,428540,2333.9,qmatvec_gemm_q4_0
0.3,6856844,60,114280.7,114272.0,112351,116063,712.4,"void mul_mat_q_q4_0<(int)128, (bool)1, (bool)0>(const char *, const char *, const int *, float *, int, int, int, int, int, int)"
0.2,5135610,25,205424.4,206270.0,201183,208223,2215.9,fa_prefill_w_bf16_p1h2
0.2,3677990,5,735598.0,742843.0,710107,745435,14923.4,fa_prefill_bf16_hd512_sp16h2
0.1,2914892,75,38865.2,31072.0,29408,56384,12084.8,nvjet_hss_128x224_64x4_2x1_v_bz_coopA_TNT
0.1,2455214,35,70149.0,54623.0,54048,113984,25180.9,nvjet_hss_256x152_64x4_1x2_h_bz_coopA_TNT
0.1,2172847,30,72428.2,72383.0,71295,74015,747.1,moe_pairs_scatter
0.1,1886645,30,62888.2,68415.0,35040,68800,12661.5,append_quantize_kv_q8_0_q5_1_rows
0.1,1671797,558,2996.1,1312.0,1280,29215,6130.7,add_scale_f32
0.1,1548051,30,51601.7,47279.0,46559,74687,10326.1,rope_neox2_bf16e_f32
0.1,1521588,30,50719.6,50607.0,49312,52096,689.7,moe_pairs_gelu_mul
0.1,1468406,528,2781.1,2752.0,2688,3072,70.1,rms_norm_q8_1
0.1,1397590,30,46586.3,46527.5,45919,47199,350.7,add_rms_norm3_f32
0.1,1381400,528,2616.3,2592.0,2528,3104,66.8,argmax_partial_f32
0.1,1371863,528,2598.2,2560.0,2304,3168,116.8,embed_gather_u32
0.1,1366773,30,45559.1,44656.0,43648,51711,2601.1,rms_norm_qkv_w4b_f32
0.1,1295572,115,11265.8,11232.0,6848,30144,4392.9,memra_f16_cvt_kernel
0.0,1058490,60,17641.5,17936.0,11072,24575,6279.7,"quantize_mmq_q8_1_d4_kernel(const float *, void *, long, long, long, int)"
0.0,883803,528,1673.9,1664.0,1632,1920,37.3,argmax_final_f32
0.0,672210,529,1270.7,1248.0,1184,13439,531.9,scale_f32
0.0,581659,30,19388.6,19328.0,18879,19968,287.1,sm90_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x64x32_warpgroupsize1x1x1_execute_segment_k_off_kernel__5x_cublas
0.0,339292,30,11309.7,11296.0,11168,11424,65.9,moe_router_topk_f32
0.0,338367,30,11278.9,11200.0,10816,12512,356.5,"quantize_mmq_q8_1_d4_q4_0(const float *, void *, long, long, long, int)"
0.0,89183,5,17836.6,17952.0,17440,18272,343.8,nvjet_hss_128x112_64x7_1x2_h_bz_TNT
0.0,34368,1,34368.0,34368.0,34368,34368,0.0,embed_gather_u32_t
0.0,2112,1,2112.0,2112.0,2112,2112,0.0,softcap_f32
