Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
57.6,1016665216,201200,5053.0,2430.0,2130,5938864,80210.0,cudaLaunchKernel
30.2,533759327,192,2779996.5,9920.0,6570,8797121,3932841.8,cuMemcpyDtoHAsync_v2
10.7,188841032,49492,3815.6,2980.0,2650,65360,4048.3,cuMemcpyDtoDAsync_v2
0.9,15034569,201200,74.7,70.0,60,11940,114.7,cuKernelGetName
0.6,10383377,5760,1802.7,1730.0,1530,13900,652.0,cuMemcpyHtoDAsync_v2
0.0,856270,450,1902.8,2015.0,1020,9930,851.2,cuStreamSynchronize
0.0,217169,64,3393.3,3070.0,2690,10690,1273.1,cuMemcpyPeerAsync
0.0,136370,64,2130.8,1980.0,1710,7020,765.7,cuStreamWaitEvent
0.0,71220,898,79.3,80.0,60,370,18.7,cuCtxSetCurrent
0.0,64060,64,1000.9,890.0,580,7580,852.6,cuEventRecord
0.0,5540,1,5540.0,5540.0,5540,5540,0.0,cuCtxSynchronize
0.0,3380,1,3380.0,3380.0,3380,3380,0.0,cuProfilerStart
0.0,330,1,330.0,330.0,330,330,0.0,cuProfilerStop
