name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W]
NVIDIA GeForce RTX 5090 Laptop GPU, 24463 MiB, 15 MiB, 23970 MiB, 63, 15.86 W
