11:30:26.661	4341	4	run-gen-p68	5643.348	5638354	Tctl=67250,
11:30:26.923	4341	4	run-gen-p68	5724.171	5724934	Tctl=66500,
11:30:27.184	4341	4	run-gen-p68	5716.947	5722434	Tctl=65750,
11:30:27.445	4341	4	run-gen-p68	5721.120	5726943	Tctl=65125,
11:30:27.704	4341	4	run-gen-p68	5722.250	5726000	Tctl=64375,
11:30:27.964	4341	4	run-gen-p68	5722.077	5722077	Tctl=63750,
11:30:28.224	4341	4	run-gen-p68	5722.431	5721289	Tctl=63125,
11:30:28.485	4341	4	run-gen-p68	5724.085	5725124	Tctl=62500,
11:30:28.746	4341	4	run-gen-p68	5718.506	5720316	Tctl=61875,
11:30:29.007	4341	4	run-gen-p68	5665.780	5674171	Tctl=61500,
11:30:29.269	4341	4	run-gen-p68	5724.734	5726425	Tctl=61500,
11:30:29.529	4341	4	run-gen-p68	5725.034	5724528	Tctl=61250,
11:30:29.790	4341	4	run-gen-p68	5722.526	5723187	Tctl=61125,
11:30:30.050	4341	4	run-gen-p68	5714.836	5714836	Tctl=60500,
11:30:30.312	4341	4	run-gen-p68	5727.262	5724546	Tctl=59875,
11:30:30.573	4341	4	run-gen-p68	5721.586	5725862	Tctl=59250,
11:30:30.834	4341	4	run-gen-p68	5719.309	5719787	Tctl=59500,
11:30:31.094	4341	4	run-gen-p68	5720.081	5720081	Tctl=59250,
11:30:31.353	4341	4	run-gen-p68	5723.690	5725614	Tctl=59000,
11:30:31.614	4839	4	run-gen-p68	5719.601	5723200	Tctl=58875,
11:30:31.874	4839	4	run-gen-p68	5724.236	5725587	Tctl=58375,
11:30:32.135	4839	4	run-gen-p68	5717.553	5724611	Tctl=58000,
11:30:32.395	4839	4	run-gen-p68	5723.210	5720386	Tctl=57500,
11:30:32.656	4839	4	run-gen-p68	5726.759	5725602	Tctl=57125,
11:30:32.916	4839	4	run-gen-p68	5723.452	5723452	Tctl=56750,
11:30:33.177	4839	4	run-gen-p68	5725.899	5719900	Tctl=56375,
11:30:33.439	4839	4	run-gen-p68	5717.986	5716135	Tctl=56000,
11:30:33.700	4839	4	run-gen-p68	5729.966	5724915	Tctl=55750,
11:30:33.962	4839	4	run-gen-p68	5722.063	5719539	Tctl=55375,
11:30:34.222	4839	4	run-gen-p68	5726.019	5726583	Tctl=55000,
11:30:34.482	4839	4	run-gen-p68	5724.385	5725617	Tctl=54750,
11:30:34.743	4839	4	run-gen-p68	5724.398	5726445	Tctl=54500,
11:30:35.005	4839	4	run-gen-p68	5724.254	5726083	Tctl=54125,
11:30:35.265	4839	4	run-gen-p68	5721.910	5723644	Tctl=53875,
11:30:35.525	4839	4	run-gen-p68	5724.467	5719717	Tctl=53625,
11:30:35.785	4839	4	run-gen-p68	5725.258	5720328	Tctl=53375,
11:30:36.045	4839	4	run-gen-p68	5719.281	5726380	Tctl=53125,
11:30:36.307	4839	4	run-gen-p68	5725.871	5725413	Tctl=52875,
11:30:36.567	4839	4	run-gen-p68	5727.293	5721056	Tctl=52750,
11:30:36.828	4839	4	run-gen-p68	5724.735	5720983	Tctl=52500,
11:30:37.089	4839	4	run-gen-p68	5725.536	5725527	Tctl=52250,
11:30:37.349	4839	4	run-gen-p68	5720.560	5720560	Tctl=52125,
11:30:37.610	4839	4	run-gen-p68	5723.104	5725148	Tctl=51875,
11:30:37.870	4839	4	run-gen-p68	5718.245	5718245	Tctl=51750,
11:30:38.131	4839	4	run-gen-p68	5720.754	5718610	Tctl=51500,
11:30:38.391	4839	4	run-gen-p68	5727.245	5727245	Tctl=51375,
11:30:38.649	4839	4	run-gen-p68	5723.615	5720862	Tctl=51250,
11:30:38.908	4839	3	run-gen-p68	5615.740	5615740	Tctl=51625,
11:30:39.167	4839	6	run-gen-p68	5544.272	5544272	Tctl=53000,
11:30:39.426	4839	2	run-gen-p68	5551.102	5551102	Tctl=54375,
11:30:39.686	4839	1	run-gen-p68	4494.690	5551602	Tctl=55500,
11:30:39.948	4839	1	run-gen-p68	5594.784	5594784	Tctl=57000,
11:30:40.208	4839	1	run-gen-p68	5718.356	5718371	Tctl=58500,
11:30:40.470	4839	1	run-gen-p68	5706.709	5700430	Tctl=59375,
11:30:40.731	4839	1	run-gen-p68	5698.672	5700907	Tctl=60000,
11:30:40.992	4839	1	run-gen-p68	5705.248	5702941	Tctl=60375,
11:30:41.254	4839	1	run-gen-p68	5704.406	5713444	Tctl=60500,
11:30:41.515	4839	1	run-gen-p68	5714.449	5717320	Tctl=60625,
11:30:41.775	4839	6	run-gen-p68	5657.349	5659423	Tctl=61125,
11:30:42.035	4839	0	run-gen-p68	5603.632	5602146	Tctl=61000,
11:30:42.295	4839	0	run-gen-p68	5598.142	5595669	Tctl=60750,
11:30:42.555	4839	6	run-gen-p68	5590.053	5590489	Tctl=60750,
11:30:42.816	4839	6	run-gen-p68	5588.939	5589228	Tctl=60625,
11:30:43.077	4839	4	run-gen-p68	5701.586	5698003	Tctl=60500,
11:30:43.338	4839	4	run-gen-p68	5718.858	5718858	Tctl=60250,
11:30:43.598	4839	4	run-gen-p68	5722.954	5715051	Tctl=60000,
11:30:43.859	4839	4	run-gen-p68	5721.867	5722412	Tctl=59750,
11:30:44.119	4839	4	run-gen-p68	5717.875	5715975	Tctl=59500,
11:30:44.379	4839	4	run-gen-p68	5718.473	5721258	Tctl=59000,
11:30:44.639	4839	4	run-gen-p68	5719.507	5720058	Tctl=58500,
11:30:44.899	4839	4	run-gen-p68	5721.850	5721334	Tctl=58125,
11:30:45.158	4839	4	run-gen-p68	5717.862	5719119	Tctl=57750,
11:30:45.418	4839	4	run-gen-p68	5720.002	5718323	Tctl=57375,
11:30:45.679	4839	4	run-gen-p68	5717.342	5718921	Tctl=57000,
11:30:45.940	4839	4	run-gen-p68	5683.284	5669462	Tctl=57500,
11:30:46.200	4839	4	run-gen-p68	5651.340	5653963	Tctl=60000,
11:30:46.461	4839	4	run-gen-p68	5672.371	5668638	Tctl=61125,
11:30:46.723	7092	1	run-gen-p68	5715.428	5719668	Tctl=60750,
11:30:46.984	7092	1	run-gen-p68	5718.243	5718243	Tctl=60375,
11:30:47.244	7092	1	run-gen-p68	5720.427	5720427	Tctl=59875,
11:30:47.505	7092	1	run-gen-p68	5717.617	5717186	Tctl=59375,
11:30:47.764	7092	1	run-gen-p68	5720.625	5717810	Tctl=59000,
11:30:48.025	7092	1	run-gen-p68	5718.484	5718578	Tctl=58500,
11:30:48.286	7092	1	run-gen-p68	5716.480	5718134	Tctl=58125,
11:30:48.547	7092	1	run-gen-p68	5718.562	5715741	Tctl=57750,
11:30:48.804	7092	1	run-gen-p68	5718.114	5718114	Tctl=57375,
11:30:49.065	7092	1	run-gen-p68	5719.208	5720146	Tctl=57000,
11:30:49.325	7092	1	run-gen-p68	5719.064	5721874	Tctl=57875,
11:30:49.587	7092	1	run-gen-p68	5711.377	5722239	Tctl=57875,
11:30:49.847	7092	1	run-gen-p68	5716.116	5716790	Tctl=58250,
11:30:50.108	7092	1	run-gen-p68	5723.634	5723634	Tctl=57875,
11:30:50.370	7092	1	run-gen-p68	5717.382	5736204	Tctl=57375,
