11:30:27.408	4341	run-gen-p68	1	20	18
11:30:28.413	4341	run-gen-p68	1	23	20
11:30:29.420	4341	run-gen-p68	1	27	21
11:30:30.425	4341	run-gen-p68	1	29	21
11:30:31.431	4839	run-gen-p68	1	1	0
11:30:32.436	4839	run-gen-p68	2	20	15
11:30:33.442	4839	run-gen-p68	2	21	15
11:30:34.448	4839	run-gen-p68	2	24	15
11:30:35.453	4839	run-gen-p68	2	29	15
11:30:36.459	4839	run-gen-p68	2	31	15
11:30:37.465	4839	run-gen-p68	2	35	15
11:30:38.471	4839	run-gen-p68	2	37	15
11:30:39.476	4839	run-gen-p68	54	384	337
11:30:40.481	4839	run-gen-p68	83	586	518
11:30:41.487	4839	run-gen-p68	83	589	518
11:30:42.493	4839	run-gen-p68	96	16363	16302
11:30:43.499	4839	run-gen-p68	105	26816	26737
11:30:44.504	4839	run-gen-p68	105	26862	26781
11:30:45.510	4839	run-gen-p68	105	27044	26962
11:30:46.516	4839	run-gen-p68	105	27154	26962
11:30:47.520	7092	run-gen-p68	4	21	15
11:30:48.525	7092	run-gen-p68	4	23	16
11:30:49.531	7092	run-gen-p68	6	28	18
11:30:50.538	7092	run-gen-p68	6	33	19
11:30:51.543	7092	run-gen-p68	6	50	34
11:30:52.549	7619	run-gen-p68	1	18	14
11:30:53.555	7619	run-gen-p68	1	19	14
11:30:54.561	7619	run-gen-p68	1	22	14
11:30:55.565	7619	run-gen-p68	1	26	14
11:30:56.572	7619	run-gen-p68	1	27	14
11:30:57.577	7619	run-gen-p68	1	29	14
11:30:58.584	7619	run-gen-p68	1	31	14
11:30:59.590	7619	run-gen-p68	39	291	256
11:31:00.595	7619	run-gen-p68	79	559	501
11:31:01.601	7619	run-gen-p68	79	561	501
11:31:02.605	7619	run-gen-p68	88	15036	14992
11:31:03.610	7619	run-gen-p68	109	27576	27508
11:31:04.616	7619	run-gen-p68	111	27585	27512
11:31:05.622	7619	run-gen-p68	115	27685	27512
11:31:06.628	9759	run-gen-p68	5	23	16
11:31:07.634	9759	run-gen-p68	5	25	17
11:31:08.639	9759	run-gen-p68	5	26	17
11:31:09.644	9759	run-gen-p68	5	28	17
11:31:10.650	9759	run-gen-p68	5	47	34
11:31:11.656	10268	run-gen-p68	5	25	18
11:31:12.662	10268	run-gen-p68	10	31	18
11:31:13.668	10268	run-gen-p68	17	41	18
11:31:14.675	10268	run-gen-p68	21	50	18
11:31:15.681	10268	run-gen-p68	25	57	18
11:31:16.686	10268	run-gen-p68	25	59	18
11:31:17.693	10268	run-gen-p68	25	61	18
11:31:18.699	10268	run-gen-p68	74	317	253
11:31:19.705	10268	run-gen-p68	122	574	491
11:31:20.712	10268	run-gen-p68	122	576	491
11:31:21.719	10268	run-gen-p68	124	12119	12042
11:31:22.724	10268	run-gen-p68	134	25967	25879
11:31:23.729	10268	run-gen-p68	134	25994	25904
11:31:24.735	10268	run-gen-p68	134	26175	26083
11:31:25.742	10268	run-gen-p68	135	26271	26083
11:31:26.747	12510	run-gen-p68	0	16	14
11:31:27.753	12510	run-gen-p68	0	17	14
11:31:28.759	12510	run-gen-p68	0	22	17
11:31:29.765	12510	run-gen-p68	0	25	17
11:31:30.770	12510	run-gen-p68	0	41	32
11:31:31.774	13019	run-gen-p68	5	21	14
11:31:32.780	13019	run-gen-p68	5	21	14
11:31:33.786	13019	run-gen-p68	5	23	14
11:31:34.792	13019	run-gen-p68	5	26	14
11:31:35.798	13019	run-gen-p68	5	28	14
11:31:36.804	13019	run-gen-p68	5	30	14
11:31:37.810	13019	run-gen-p68	5	33	14
11:31:38.814	13019	run-gen-p68	50	299	264
11:31:39.820	13019	run-gen-p68	98	570	514
11:31:40.826	13019	run-gen-p68	98	572	514
11:31:41.832	13019	run-gen-p68	108	13542	13500
11:31:42.838	13019	run-gen-p68	124	26736	26667
11:31:43.843	13019	run-gen-p68	124	26742	26672
11:31:44.850	13019	run-gen-p68	128	26842	26672
11:31:45.855	15158	run-gen-p68	4	22	16
11:31:46.861	15158	run-gen-p68	4	28	20
11:31:47.867	15158	run-gen-p68	4	31	21
11:31:48.873	15158	run-gen-p68	4	32	21
11:31:49.878	15158	run-gen-p68	5	48	34
11:31:50.883	15667	run-gen-p68	1	20	15
11:31:51.889	15667	run-gen-p68	1	21	15
11:31:52.894	15667	run-gen-p68	1	23	15
11:31:53.901	15667	run-gen-p68	1	25	15
11:31:54.907	15667	run-gen-p68	1	29	15
11:31:55.913	15667	run-gen-p68	1	33	15
11:31:56.918	15667	run-gen-p68	1	36	15
11:31:57.923	15667	run-gen-p68	1	306	283
11:31:58.930	15667	run-gen-p68	10	550	524
11:31:59.936	15667	run-gen-p68	10	551	524
11:32:00.942	15667	run-gen-p68	17	13193	13179
11:32:01.948	15667	run-gen-p68	28	26305	26271
11:32:02.954	15667	run-gen-p68	28	26332	26297
11:32:03.959	15667	run-gen-p68	28	26333	26297
11:32:04.963	15667	run-gen-p68	35	26425	26297
11:32:05.969	17909	run-gen-p68	7	24	16
11:32:06.975	17909	run-gen-p68	7	25	16
11:32:07.981	17909	run-gen-p68	8	27	17
11:32:08.988	17909	run-gen-p68	8	28	17
11:32:09.993	17909	run-gen-p68	8	48	35
11:32:10.998	18418	run-gen-p68	1	16	14
11:32:12.003	18418	run-gen-p68	1	17	14
11:32:13.009	18418	run-gen-p68	1	19	14
11:32:14.016	18418	run-gen-p68	1	21	14
11:32:15.021	18418	run-gen-p68	1	24	14
11:32:16.026	18418	run-gen-p68	1	26	14
11:32:17.032	18418	run-gen-p68	1	27	14
11:32:18.037	18418	run-gen-p68	43	285	256
11:32:19.041	18418	run-gen-p68	88	538	490
11:32:20.047	18418	run-gen-p68	90	543	490
11:32:21.054	18418	run-gen-p68	98	15794	15757
11:32:22.060	18418	run-gen-p68	105	27953	27892
11:32:23.067	18418	run-gen-p68	105	27959	27896
11:32:24.073	18418	run-gen-p68	105	28053	27896
