2026/08/12 02:36:11.874, 0, 26, P8, 31.15, 180, 405, 1, 0
2026/08/12 02:36:11.896, 1, 27, P8, 30.60, 180, 405, 0, 0
2026/08/12 02:36:12.121, 0, 27, P0, 33.86, 180, 12481, 23, 0
2026/08/12 02:36:12.121, 1, 27, P8, 31.42, 180, 405, 0, 0
2026/08/12 02:36:12.322, 0, 33, P0, 58.49, 1395, 12481, 1443, 54
2026/08/12 02:36:12.322, 1, 27, P8, 31.48, 180, 405, 0, 0
2026/08/12 02:36:12.522, 0, 39, P0, 110.61, 2400, 12481, 1443, 100
2026/08/12 02:36:12.522, 1, 27, P8, 31.50, 180, 405, 0, 0
2026/08/12 02:36:12.722, 0, 39, P0, 149.08, 2385, 12481, 1443, 100
2026/08/12 02:36:12.722, 1, 27, P8, 32.81, 180, 405, 0, 0
2026/08/12 02:36:12.922, 0, 41, P0, 322.48, 2385, 12481, 1443, 100
2026/08/12 02:36:12.922, 1, 27, P8, 32.65, 180, 405, 0, 0
2026/08/12 02:36:13.122, 0, 40, P0, 425.34, 2385, 12481, 1443, 100
2026/08/12 02:36:13.122, 1, 27, P8, 32.58, 180, 405, 0, 0
2026/08/12 02:36:13.322, 0, 41, P0, 486.55, 2385, 12481, 1443, 100
2026/08/12 02:36:13.322, 1, 27, P8, 32.58, 180, 405, 0, 0
2026/08/12 02:36:13.522, 0, 41, P0, 485.97, 2385, 12481, 1443, 100
2026/08/12 02:36:13.522, 1, 27, P8, 32.58, 180, 405, 0, 0
2026/08/12 02:36:13.722, 0, 42, P0, 487.81, 2392, 12481, 1443, 100
2026/08/12 02:36:13.722, 1, 27, P8, 32.58, 180, 405, 0, 0
2026/08/12 02:36:13.922, 0, 42, P0, 488.29, 2392, 12481, 1443, 100
2026/08/12 02:36:13.922, 1, 27, P8, 32.58, 180, 405, 0, 0
