epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790276274816,73,559.93,2722,18228,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276275066,74,461.20,2805,18228,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276275316,74,461.20,2805,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276275566,78,437.12,2730,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276275816,78,437.12,2730,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276276066,79,523.89,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276276316,79,523.89,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276276566,79,523.89,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276276816,79,523.89,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276277066,80,568.51,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276277316,80,568.51,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276277566,80,569.14,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276277816,80,569.14,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276278066,80,569.67,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276278316,80,569.67,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276278566,81,570.25,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276278816,81,570.25,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276279066,81,570.80,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276279316,81,570.80,2670,24500,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276279566,79,549.17,2677,24852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276279816,79,549.17,2677,25556,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276280066,80,520.38,2662,25844,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276280316,80,520.38,2662,26516,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276280566,81,519.06,2655,26964,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276280816,81,519.06,2655,27572,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276281066,79,519.06,2655,28340,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276281316,79,519.06,2655,28372,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276281566,74,453.14,2752,28788,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276281816,74,453.14,2752,28852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790276282066,77,419.43,2805,28884,0,0,0,0,0,0,0,0,0,0,0,0,0
