2026/08/08 17:12:20.565, 0, 34, 2415, 88.95, 0, 0, 46001
2026/08/08 17:12:20.572, 1, 34, 2325, 86.08, 0, 0, 56339
2026/08/08 17:12:21.605, 0, 42, 2392, 297.16, 83, 71, 46897
2026/08/08 17:12:21.622, 1, 36, 2332, 209.12, 0, 0, 57043
2026/08/08 17:12:22.658, 0, 44, 2400, 384.30, 80, 68, 46929
2026/08/08 17:12:22.665, 1, 46, 2400, 436.99, 83, 70, 57075
2026/08/08 17:12:23.708, 0, 43, 2407, 382.88, 82, 71, 46929
2026/08/08 17:12:23.721, 1, 46, 2407, 412.72, 85, 72, 57075
2026/08/08 17:12:24.760, 0, 43, 2400, 340.37, 44, 21, 46961
2026/08/08 17:12:24.768, 1, 47, 2422, 405.91, 83, 68, 57107
2026/08/08 17:12:25.807, 0, 45, 2415, 370.03, 87, 74, 46961
2026/08/08 17:12:25.816, 1, 45, 2422, 401.74, 84, 72, 57107
2026/08/08 17:12:26.853, 0, 39, 2400, 140.20, 41, 22, 48049
2026/08/08 17:12:26.862, 1, 41, 2422, 356.65, 12, 8, 58227
2026/08/08 17:12:27.898, 0, 44, 2400, 355.20, 86, 63, 48081
2026/08/08 17:12:27.908, 1, 46, 2422, 350.05, 85, 62, 58259
2026/08/08 17:12:28.944, 0, 44, 2407, 303.02, 88, 59, 48081
2026/08/08 17:12:28.954, 1, 42, 2362, 317.10, 86, 65, 58259
2026/08/08 17:12:29.993, 0, 45, 2415, 324.66, 65, 40, 48081
2026/08/08 17:12:30.002, 1, 46, 2422, 365.00, 85, 50, 58259
2026/08/08 17:12:31.040, 0, 45, 2407, 295.76, 86, 62, 48081
2026/08/08 17:12:31.048, 1, 46, 2422, 318.48, 85, 51, 58259
2026/08/08 17:12:32.085, 0, 42, 2407, 280.18, 22, 9, 48081
2026/08/08 17:12:32.095, 1, 48, 2422, 355.02, 86, 52, 58259
2026/08/08 17:12:33.130, 0, 45, 2415, 338.77, 65, 39, 48081
2026/08/08 17:12:33.140, 1, 47, 2422, 337.72, 86, 51, 58259
2026/08/08 17:12:34.177, 0, 45, 2422, 286.58, 87, 59, 48081
2026/08/08 17:12:34.186, 1, 46, 2370, 314.39, 43, 31, 58259
2026/08/08 17:12:35.223, 0, 43, 2415, 316.32, 61, 38, 48081
2026/08/08 17:12:35.234, 1, 47, 2422, 369.91, 86, 59, 58259
2026/08/08 17:12:36.272, 0, 46, 2415, 286.50, 83, 60, 48081
2026/08/08 17:12:36.278, 1, 47, 2422, 318.08, 86, 64, 58259
2026/08/08 17:12:37.311, 0, 40, 2407, 277.37, 0, 0, 48081
2026/08/08 17:12:37.317, 1, 48, 2422, 363.57, 86, 60, 58259
2026/08/08 17:12:38.353, 0, 43, 2415, 333.62, 63, 45, 48081
2026/08/08 17:12:38.363, 1, 48, 2422, 319.69, 87, 51, 58259
2026/08/08 17:12:39.402, 0, 45, 2392, 281.95, 86, 63, 48081
2026/08/08 17:12:39.411, 1, 44, 2407, 313.47, 49, 25, 58259
2026/08/08 17:12:40.447, 0, 45, 2415, 318.42, 85, 60, 48081
2026/08/08 17:12:40.454, 1, 49, 2422, 364.96, 85, 53, 58259
2026/08/08 17:12:41.490, 0, 46, 2415, 283.59, 79, 50, 48081
2026/08/08 17:12:41.500, 1, 48, 2415, 312.28, 85, 49, 58259
2026/08/08 17:12:42.538, 0, 42, 2422, 288.08, 16, 12, 48081
2026/08/08 17:12:42.545, 1, 49, 2422, 366.83, 86, 61, 58259
2026/08/08 17:12:43.582, 0, 46, 2415, 306.99, 64, 46, 48081
2026/08/08 17:12:43.590, 1, 48, 2422, 312.21, 86, 63, 58259
2026/08/08 17:12:44.627, 0, 46, 2400, 281.40, 87, 53, 48081
2026/08/08 17:12:44.636, 1, 47, 2422, 328.05, 45, 27, 58515
2026/08/08 17:12:45.670, 0, 44, 2422, 321.61, 87, 62, 48081
2026/08/08 17:12:45.681, 1, 49, 2422, 361.07, 86, 56, 58515
2026/08/08 17:12:46.719, 0, 44, 2422, 273.34, 67, 49, 48081
2026/08/08 17:12:46.729, 1, 49, 2407, 311.74, 85, 63, 58515
2026/08/08 17:12:47.768, 0, 47, 2415, 304.16, 86, 60, 48081
2026/08/08 17:12:47.775, 1, 50, 2422, 367.00, 86, 49, 58515
2026/08/08 17:12:48.814, 0, 47, 2415, 297.38, 86, 56, 48081
2026/08/08 17:12:48.823, 1, 49, 2422, 314.26, 85, 52, 58515
2026/08/08 17:12:49.861, 0, 45, 2407, 262.80, 67, 35, 48081
2026/08/08 17:12:49.872, 1, 47, 2422, 333.72, 35, 21, 58515
2026/08/08 17:12:50.908, 0, 44, 2415, 320.32, 65, 46, 48081
2026/08/08 17:12:50.919, 1, 50, 2422, 349.88, 86, 62, 58515
2026/08/08 17:12:51.958, 0, 47, 2422, 280.93, 88, 56, 48081
2026/08/08 17:12:51.967, 1, 49, 2422, 311.02, 86, 64, 58515
2026/08/08 17:12:53.004, 0, 47, 2422, 308.66, 86, 60, 48081
2026/08/08 17:12:53.015, 1, 50, 2422, 368.83, 85, 54, 58515
2026/08/08 17:12:54.054, 0, 48, 2415, 277.91, 85, 61, 48081
2026/08/08 17:12:54.063, 1, 50, 2422, 308.89, 85, 49, 58515
2026/08/08 17:12:55.101, 0, 43, 2422, 260.56, 20, 6, 48081
2026/08/08 17:12:55.110, 1, 49, 2422, 354.44, 74, 42, 58515
2026/08/08 17:12:56.144, 0, 47, 2422, 307.08, 60, 36, 49361
2026/08/08 17:12:56.155, 1, 50, 2422, 294.50, 86, 63, 59571
