2026/08/08 17:08:55.847, 0, 30, 2407, 87.27, 0, 0, 46001
2026/08/08 17:08:55.855, 1, 31, 2325, 84.30, 0, 0, 56339
2026/08/08 17:08:56.888, 0, 43, 2385, 322.89, 86, 74, 46897
2026/08/08 17:08:56.901, 1, 32, 2325, 205.24, 0, 0, 57043
2026/08/08 17:08:57.938, 0, 42, 2385, 407.85, 85, 73, 46929
2026/08/08 17:08:57.946, 1, 42, 2332, 448.03, 84, 72, 57075
2026/08/08 17:08:58.989, 0, 44, 2385, 411.94, 85, 74, 46929
2026/08/08 17:08:59.003, 1, 44, 2332, 447.80, 83, 71, 57075
2026/08/08 17:09:00.040, 0, 41, 2392, 356.03, 48, 23, 46961
2026/08/08 17:09:00.056, 1, 44, 2362, 439.51, 81, 66, 57107
2026/08/08 17:09:01.098, 0, 44, 2392, 408.15, 86, 74, 46961
2026/08/08 17:09:01.107, 1, 43, 2385, 423.48, 81, 69, 57107
2026/08/08 17:09:02.150, 0, 37, 2400, 137.26, 43, 21, 49393
2026/08/08 17:09:02.158, 1, 42, 2355, 377.29, 18, 12, 59539
2026/08/08 17:09:03.193, 0, 37, 2392, 277.69, 0, 0, 49393
2026/08/08 17:09:03.200, 1, 42, 2317, 261.87, 78, 61, 59635
2026/08/08 17:09:04.238, 0, 43, 2385, 313.91, 87, 63, 49649
2026/08/08 17:09:04.248, 1, 44, 2355, 339.19, 87, 52, 59955
2026/08/08 17:09:05.286, 0, 38, 2392, 307.14, 19, 5, 49649
2026/08/08 17:09:05.297, 1, 45, 2407, 377.47, 76, 43, 59955
2026/08/08 17:09:06.332, 0, 43, 2400, 366.41, 61, 37, 49649
2026/08/08 17:09:06.342, 1, 45, 2392, 348.46, 85, 49, 59955
2026/08/08 17:09:07.383, 0, 44, 2392, 304.68, 86, 63, 49649
2026/08/08 17:09:07.393, 1, 40, 2317, 317.38, 42, 20, 59955
2026/08/08 17:09:08.434, 0, 45, 2392, 359.34, 87, 62, 49649
2026/08/08 17:09:08.440, 1, 44, 2422, 371.69, 86, 60, 59955
2026/08/08 17:09:09.475, 0, 44, 2407, 301.31, 57, 33, 49649
2026/08/08 17:09:09.486, 1, 45, 2362, 318.49, 86, 50, 59955
2026/08/08 17:09:10.522, 0, 41, 2400, 326.17, 50, 36, 49649
2026/08/08 17:09:10.529, 1, 45, 2422, 362.87, 87, 57, 59955
2026/08/08 17:09:11.565, 0, 45, 2415, 297.04, 56, 34, 49969
2026/08/08 17:09:11.576, 1, 45, 2325, 280.32, 84, 50, 60307
2026/08/08 17:09:12.613, 0, 41, 2407, 320.05, 42, 31, 49969
2026/08/08 17:09:12.619, 1, 47, 2422, 362.64, 86, 54, 60307
2026/08/08 17:09:13.657, 0, 44, 2415, 314.80, 60, 36, 49969
2026/08/08 17:09:13.667, 1, 46, 2422, 313.57, 86, 62, 60307
2026/08/08 17:09:14.706, 0, 44, 2385, 275.97, 89, 49, 49969
2026/08/08 17:09:14.717, 1, 41, 2407, 330.11, 12, 6, 60307
2026/08/08 17:09:15.754, 0, 45, 2415, 334.17, 86, 61, 49969
2026/08/08 17:09:15.765, 1, 47, 2422, 348.02, 86, 51, 60307
2026/08/08 17:09:16.803, 0, 45, 2407, 290.09, 87, 59, 49969
2026/08/08 17:09:16.812, 1, 45, 2347, 309.02, 69, 49, 60307
2026/08/08 17:09:17.851, 0, 44, 2415, 323.58, 63, 40, 49969
2026/08/08 17:09:17.861, 1, 46, 2422, 366.93, 85, 59, 60307
2026/08/08 17:09:18.902, 0, 45, 2385, 256.96, 87, 60, 50289
2026/08/08 17:09:18.911, 1, 45, 2377, 265.74, 68, 49, 60627
2026/08/08 17:09:19.948, 0, 45, 2407, 320.18, 61, 39, 50289
2026/08/08 17:09:19.958, 1, 48, 2422, 369.96, 85, 60, 60627
2026/08/08 17:09:20.995, 0, 45, 2415, 285.46, 83, 61, 50289
2026/08/08 17:09:21.002, 1, 47, 2422, 311.02, 83, 59, 60627
2026/08/08 17:09:22.037, 0, 40, 2407, 277.86, 0, 0, 50289
2026/08/08 17:09:22.045, 1, 47, 2422, 361.20, 75, 42, 60627
2026/08/08 17:09:23.082, 0, 46, 2415, 335.20, 60, 37, 50289
2026/08/08 17:09:23.094, 1, 47, 2422, 319.53, 86, 50, 60627
2026/08/08 17:09:24.133, 0, 45, 2392, 278.14, 86, 63, 50289
2026/08/08 17:09:24.142, 1, 46, 2422, 308.55, 84, 49, 60627
2026/08/08 17:09:25.178, 0, 46, 2415, 329.20, 86, 60, 50289
2026/08/08 17:09:25.188, 1, 48, 2422, 365.66, 86, 62, 60627
2026/08/08 17:09:26.225, 0, 46, 2400, 257.20, 85, 64, 50929
2026/08/08 17:09:26.235, 1, 46, 2355, 271.07, 86, 51, 61299
2026/08/08 17:09:27.271, 0, 46, 2407, 325.48, 86, 62, 50929
2026/08/08 17:09:27.280, 1, 48, 2422, 371.45, 86, 63, 61299
2026/08/08 17:09:28.317, 0, 47, 2422, 289.23, 57, 35, 50929
2026/08/08 17:09:28.327, 1, 48, 2415, 317.52, 85, 51, 61299
2026/08/08 17:09:29.364, 0, 43, 2415, 289.80, 43, 31, 50929
2026/08/08 17:09:29.371, 1, 48, 2422, 370.96, 86, 59, 61299
2026/08/08 17:09:30.407, 0, 46, 2415, 318.36, 86, 61, 50929
2026/08/08 17:09:30.415, 1, 48, 2422, 310.53, 85, 62, 61299
2026/08/08 17:09:31.451, 0, 45, 2407, 277.52, 88, 48, 50929
2026/08/08 17:09:31.462, 1, 47, 2400, 332.19, 88, 51, 61299
2026/08/08 17:09:32.499, 0, 46, 2415, 323.65, 66, 40, 50929
2026/08/08 17:09:32.511, 1, 49, 2422, 358.11, 86, 50, 61299
2026/08/08 17:09:33.548, 0, 47, 2422, 274.95, 86, 64, 50929
2026/08/08 17:09:33.557, 1, 47, 2407, 306.67, 85, 50, 61299
2026/08/08 17:09:34.595, 0, 46, 2415, 320.40, 77, 55, 50929
2026/08/08 17:09:34.603, 1, 48, 2422, 368.63, 86, 60, 61299
2026/08/08 17:09:35.643, 0, 46, 2415, 288.40, 60, 36, 50929
2026/08/08 17:09:35.654, 1, 50, 2422, 314.90, 86, 62, 61299
2026/08/08 17:09:36.692, 0, 45, 2392, 265.71, 82, 44, 50929
2026/08/08 17:09:36.701, 1, 44, 2422, 333.31, 15, 7, 61299
2026/08/08 17:09:37.739, 0, 46, 2422, 332.42, 86, 61, 50929
2026/08/08 17:09:37.747, 1, 49, 2422, 347.09, 86, 50, 61299
2026/08/08 17:09:38.786, 0, 47, 2422, 279.53, 87, 64, 50929
2026/08/08 17:09:38.796, 1, 48, 2422, 306.85, 76, 55, 61555
2026/08/08 17:09:39.834, 0, 47, 2415, 311.28, 63, 39, 50929
2026/08/08 17:09:39.845, 1, 50, 2422, 370.42, 86, 60, 61555
2026/08/08 17:09:40.884, 0, 47, 2400, 244.77, 88, 60, 51569
2026/08/08 17:09:40.895, 1, 48, 2400, 258.70, 44, 31, 61971
2026/08/08 17:09:41.935, 0, 44, 2422, 308.69, 62, 39, 51569
2026/08/08 17:09:41.945, 1, 50, 2422, 369.81, 87, 58, 61971
2026/08/08 17:09:42.984, 0, 45, 2415, 278.21, 67, 49, 51569
2026/08/08 17:09:42.994, 1, 50, 2422, 318.00, 85, 64, 61971
2026/08/08 17:09:44.034, 0, 42, 2415, 264.93, 0, 0, 51569
2026/08/08 17:09:44.044, 1, 50, 2422, 360.74, 86, 61, 61971
2026/08/08 17:09:45.080, 0, 47, 2415, 327.51, 83, 53, 51569
2026/08/08 17:09:45.093, 1, 49, 2422, 325.46, 87, 52, 61971
2026/08/08 17:09:46.134, 0, 46, 2407, 271.94, 85, 62, 51569
2026/08/08 17:09:46.146, 1, 45, 2422, 312.03, 59, 43, 61971
2026/08/08 17:09:47.186, 0, 45, 2422, 306.90, 61, 38, 51569
2026/08/08 17:09:47.198, 1, 52, 2422, 373.23, 86, 52, 61971
2026/08/08 17:09:48.239, 0, 47, 2422, 275.89, 71, 44, 51569
2026/08/08 17:09:48.250, 1, 49, 2422, 309.36, 86, 64, 61971
2026/08/08 17:09:49.287, 0, 42, 2422, 269.94, 0, 0, 51569
2026/08/08 17:09:49.295, 1, 50, 2422, 367.08, 86, 61, 61971
2026/08/08 17:09:50.335, 0, 45, 2422, 318.21, 70, 50, 51569
2026/08/08 17:09:50.345, 1, 50, 2422, 316.78, 87, 51, 61971
2026/08/08 17:09:51.386, 0, 47, 2392, 272.95, 86, 64, 51569
2026/08/08 17:09:51.395, 1, 48, 2422, 318.73, 85, 46, 61971
2026/08/08 17:09:52.431, 0, 47, 2422, 314.57, 73, 44, 51569
2026/08/08 17:09:52.440, 1, 51, 2422, 366.10, 86, 50, 61971
2026/08/08 17:09:53.480, 0, 47, 2422, 270.42, 57, 35, 51569
2026/08/08 17:09:53.492, 1, 51, 2422, 313.58, 86, 51, 62227
2026/08/08 17:09:54.529, 0, 44, 2422, 291.93, 57, 41, 51569
2026/08/08 17:09:54.536, 1, 51, 2422, 366.73, 87, 62, 62227
2026/08/08 17:09:55.574, 0, 48, 2422, 260.43, 56, 35, 52209
2026/08/08 17:09:55.584, 1, 51, 2422, 254.19, 85, 56, 62643
2026/08/08 17:09:56.621, 0, 47, 2422, 305.36, 86, 62, 52209
2026/08/08 17:09:56.627, 1, 51, 2422, 364.77, 86, 62, 62643
2026/08/08 17:09:57.665, 0, 46, 2422, 290.74, 57, 35, 52209
2026/08/08 17:09:57.674, 1, 50, 2422, 316.77, 86, 63, 62643
2026/08/08 17:09:58.714, 0, 46, 2400, 259.69, 86, 46, 52209
2026/08/08 17:09:58.724, 1, 46, 2422, 332.60, 12, 6, 62643
2026/08/08 17:09:59.761, 0, 47, 2422, 317.04, 86, 60, 52209
2026/08/08 17:09:59.771, 1, 51, 2422, 349.75, 86, 51, 62643
2026/08/08 17:10:00.808, 0, 47, 2422, 278.93, 87, 64, 52209
2026/08/08 17:10:00.819, 1, 50, 2422, 310.90, 85, 63, 62643
2026/08/08 17:10:01.860, 0, 47, 2422, 301.57, 61, 39, 52209
2026/08/08 17:10:01.869, 1, 51, 2422, 370.66, 85, 60, 62643
2026/08/08 17:10:02.907, 0, 45, 2422, 276.31, 61, 45, 52209
2026/08/08 17:10:02.918, 1, 51, 2422, 310.85, 85, 62, 62643
2026/08/08 17:10:03.957, 0, 42, 2407, 263.92, 0, 0, 52209
2026/08/08 17:10:03.966, 1, 47, 2422, 349.89, 40, 19, 62643
2026/08/08 17:10:05.001, 0, 47, 2422, 322.48, 86, 62, 52209
2026/08/08 17:10:05.013, 1, 51, 2422, 339.52, 86, 61, 62643
2026/08/08 17:10:06.051, 0, 47, 2407, 267.14, 86, 62, 52209
2026/08/08 17:10:06.060, 1, 48, 2422, 305.05, 51, 37, 62643
2026/08/08 17:10:07.101, 0, 45, 2422, 305.32, 62, 38, 52209
2026/08/08 17:10:07.113, 1, 51, 2422, 375.06, 86, 57, 62643
2026/08/08 17:10:08.151, 0, 47, 2422, 280.87, 73, 47, 52209
2026/08/08 17:10:08.160, 1, 51, 2422, 310.16, 87, 62, 62899
2026/08/08 17:10:09.198, 0, 43, 2415, 270.33, 0, 0, 52209
2026/08/08 17:10:09.204, 1, 51, 2422, 367.75, 86, 61, 62899
2026/08/08 17:10:10.243, 0, 47, 2422, 288.01, 61, 38, 53489
2026/08/08 17:10:10.252, 1, 50, 2422, 264.77, 85, 64, 63955
2026/08/08 17:10:11.288, 0, 43, 2422, 268.89, 0, 0, 53489
2026/08/08 17:10:11.295, 1, 51, 2422, 368.73, 86, 61, 63955
2026/08/08 17:10:12.333, 0, 47, 2422, 311.85, 85, 62, 53489
2026/08/08 17:10:12.342, 1, 51, 2422, 312.09, 86, 62, 63955
2026/08/08 17:10:13.383, 0, 47, 2400, 273.81, 86, 63, 53489
2026/08/08 17:10:13.392, 1, 48, 2422, 321.45, 75, 42, 63955
2026/08/08 17:10:14.427, 0, 47, 2422, 315.41, 87, 58, 53489
2026/08/08 17:10:14.439, 1, 51, 2422, 371.82, 86, 53, 63955
2026/08/08 17:10:15.479, 0, 45, 2422, 274.19, 79, 52, 53489
2026/08/08 17:10:15.491, 1, 51, 2422, 316.39, 85, 50, 63955
2026/08/08 17:10:16.529, 0, 43, 2422, 279.46, 15, 10, 53489
2026/08/08 17:10:16.535, 1, 51, 2422, 367.99, 85, 49, 63955
2026/08/08 17:10:17.571, 0, 48, 2422, 310.56, 58, 40, 53489
2026/08/08 17:10:17.578, 1, 51, 2422, 317.42, 86, 62, 63955
2026/08/08 17:10:18.617, 0, 47, 2400, 271.04, 88, 54, 53489
2026/08/08 17:10:18.626, 1, 48, 2422, 329.51, 39, 23, 63955
2026/08/08 17:10:19.662, 0, 45, 2422, 310.17, 62, 39, 53489
2026/08/08 17:10:19.671, 1, 52, 2422, 356.07, 86, 53, 63955
2026/08/08 17:10:20.707, 0, 46, 2422, 266.16, 71, 53, 53489
2026/08/08 17:10:20.720, 1, 50, 2422, 313.93, 86, 64, 63955
2026/08/08 17:10:21.758, 0, 47, 2422, 305.14, 87, 61, 53489
2026/08/08 17:10:21.764, 1, 52, 2422, 371.20, 87, 52, 63955
2026/08/08 17:10:22.803, 0, 47, 2422, 294.21, 86, 56, 53489
2026/08/08 17:10:22.814, 1, 52, 2422, 315.30, 85, 52, 63955
2026/08/08 17:10:23.853, 0, 46, 2407, 261.37, 76, 41, 53489
2026/08/08 17:10:23.863, 1, 49, 2422, 336.40, 50, 29, 63955
2026/08/08 17:10:24.903, 0, 45, 2422, 313.37, 59, 36, 53489
2026/08/08 17:10:24.914, 1, 53, 2422, 350.04, 84, 52, 63955
2026/08/08 17:10:25.953, 0, 48, 2422, 280.31, 86, 55, 53489
2026/08/08 17:10:25.963, 1, 50, 2422, 305.55, 86, 62, 63955
2026/08/08 17:10:27.004, 0, 48, 2422, 310.96, 86, 61, 53489
2026/08/08 17:10:27.017, 1, 52, 2422, 368.59, 84, 56, 63955
2026/08/08 17:10:28.054, 0, 48, 2422, 279.64, 86, 62, 53489
2026/08/08 17:10:28.063, 1, 52, 2422, 310.18, 85, 51, 64243
2026/08/08 17:10:29.099, 0, 46, 2422, 265.96, 40, 19, 53489
2026/08/08 17:10:29.108, 1, 49, 2422, 349.31, 67, 37, 64243
2026/08/08 17:10:30.143, 0, 48, 2422, 320.66, 76, 48, 53489
2026/08/08 17:10:30.154, 1, 51, 2422, 344.07, 86, 62, 64243
2026/08/08 17:10:31.194, 0, 48, 2422, 274.87, 86, 55, 53489
2026/08/08 17:10:31.205, 1, 50, 2422, 313.24, 49, 36, 64243
2026/08/08 17:10:32.244, 0, 45, 2422, 307.02, 62, 39, 53489
2026/08/08 17:10:32.254, 1, 51, 2422, 374.18, 85, 54, 64243
2026/08/08 17:10:33.291, 0, 48, 2422, 275.67, 86, 61, 53489
2026/08/08 17:10:33.300, 1, 52, 2422, 306.73, 86, 64, 64243
2026/08/08 17:10:34.336, 0, 43, 2422, 266.10, 0, 0, 53489
2026/08/08 17:10:34.342, 1, 52, 2422, 368.70, 86, 50, 64243
2026/08/08 17:10:35.381, 0, 47, 2422, 321.61, 60, 37, 53489
2026/08/08 17:10:35.393, 1, 52, 2422, 316.42, 86, 49, 64243
2026/08/08 17:10:36.429, 0, 48, 2415, 269.00, 85, 63, 53489
2026/08/08 17:10:36.438, 1, 50, 2422, 318.37, 87, 51, 64243
2026/08/08 17:10:37.471, 0, 48, 2422, 312.99, 87, 61, 53489
2026/08/08 17:10:37.481, 1, 52, 2422, 374.72, 85, 61, 64243
2026/08/08 17:10:38.517, 0, 46, 2407, 219.96, 89, 50, 54769
2026/08/08 17:10:38.527, 1, 46, 2415, 271.72, 0, 0, 65267
2026/08/08 17:10:39.564, 0, 48, 2422, 317.91, 86, 63, 54769
2026/08/08 17:10:39.575, 1, 51, 2422, 351.46, 86, 51, 65299
2026/08/08 17:10:40.613, 0, 48, 2422, 270.99, 87, 63, 54769
2026/08/08 17:10:40.623, 1, 51, 2422, 309.07, 85, 62, 65299
2026/08/08 17:10:41.659, 0, 47, 2422, 304.76, 68, 41, 54769
2026/08/08 17:10:41.668, 1, 51, 2422, 373.36, 87, 62, 65299
2026/08/08 17:10:42.703, 0, 47, 2422, 277.64, 59, 36, 54769
2026/08/08 17:10:42.715, 1, 52, 2422, 317.00, 87, 53, 65299
2026/08/08 17:10:43.751, 0, 46, 2407, 264.49, 31, 14, 54769
2026/08/08 17:10:43.760, 1, 51, 2422, 340.94, 7, 4, 65299
2026/08/08 17:10:44.798, 0, 47, 2422, 318.01, 75, 54, 54769
2026/08/08 17:10:44.806, 1, 52, 2422, 351.42, 86, 63, 65299
2026/08/08 17:10:45.844, 0, 49, 2422, 283.93, 87, 58, 54769
2026/08/08 17:10:45.854, 1, 50, 2422, 312.87, 85, 64, 65299
2026/08/08 17:10:46.892, 0, 48, 2422, 305.12, 86, 61, 54769
2026/08/08 17:10:46.903, 1, 52, 2422, 374.11, 86, 60, 65299
2026/08/08 17:10:47.940, 0, 48, 2422, 265.57, 86, 62, 54769
2026/08/08 17:10:47.949, 1, 52, 2422, 314.32, 87, 51, 65299
2026/08/08 17:10:48.985, 0, 46, 2422, 263.74, 32, 14, 54769
2026/08/08 17:10:48.995, 1, 51, 2422, 358.28, 74, 43, 65299
2026/08/08 17:10:50.028, 0, 48, 2422, 318.41, 69, 43, 54769
2026/08/08 17:10:50.038, 1, 52, 2422, 341.19, 86, 51, 65299
2026/08/08 17:10:51.075, 0, 48, 2415, 270.32, 86, 56, 54769
2026/08/08 17:10:51.087, 1, 50, 2422, 313.46, 40, 30, 65299
