2026/08/12 23:51:23.165, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P8, 27, 32.54, 600.00, 180, 405, 0, 97252, 0
2026/08/12 23:51:23.444, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P8, 27, 32.54, 600.00, 180, 405, 3, 97249, 0
2026/08/12 23:51:23.709, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 28, 42.19, 600.00, 1417, 12481, 595, 96658, 1
2026/08/12 23:51:23.959, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 28, 46.79, 600.00, 2325, 12481, 595, 96658, 0
2026/08/12 23:51:24.210, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 28, 68.23, 600.00, 2325, 12481, 1811, 95442, 19
2026/08/12 23:51:24.460, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 71.41, 600.00, 2325, 12481, 3667, 93586, 15
2026/08/12 23:51:24.710, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 87.49, 600.00, 2325, 12481, 5555, 91698, 16
2026/08/12 23:51:24.961, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 88.49, 600.00, 2325, 12481, 8211, 89042, 16
2026/08/12 23:51:25.211, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 94.46, 600.00, 2325, 12481, 9587, 87666, 0
2026/08/12 23:51:25.462, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 93.47, 600.00, 2325, 12481, 9587, 87666, 0
2026/08/12 23:51:25.712, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 92.29, 600.00, 2325, 12481, 9587, 87666, 0
2026/08/12 23:51:25.963, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 91.41, 600.00, 2325, 12481, 9587, 87666, 0
2026/08/12 23:51:26.214, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 85.26, 600.00, 2325, 12481, 9587, 87666, 0
2026/08/12 23:51:26.464, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 88.82, 600.00, 2325, 12481, 10178, 87075, 2
2026/08/12 23:51:26.715, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 88.77, 600.00, 2325, 12481, 10178, 87075, 0
2026/08/12 23:51:26.965, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 88.86, 600.00, 2325, 12481, 10978, 86275, 0
2026/08/12 23:51:27.215, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 89.51, 600.00, 2325, 12481, 12674, 84579, 15
2026/08/12 23:51:27.466, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 87.29, 600.00, 2325, 12481, 14562, 82691, 15
2026/08/12 23:51:27.716, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 88.68, 600.00, 2325, 12481, 16418, 80835, 16
2026/08/12 23:51:27.967, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 30, 95.07, 600.00, 2325, 12481, 19170, 78083, 15
2026/08/12 23:51:28.217, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 93.89, 600.00, 2325, 12481, 19170, 78083, 0
2026/08/12 23:51:28.468, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 92.86, 600.00, 2325, 12481, 19170, 78083, 0
2026/08/12 23:51:28.718, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 91.48, 600.00, 2325, 12481, 19170, 78083, 0
2026/08/12 23:51:28.968, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 85.27, 600.00, 2325, 12481, 19170, 78083, 0
2026/08/12 23:51:29.219, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 85.27, 600.00, 2325, 12481, 19170, 78083, 0
2026/08/12 23:51:29.469, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 29, 91.02, 600.00, 2325, 12481, 20994, 76259, 0
2026/08/12 23:51:29.719, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 44, 235.73, 600.00, 2302, 12481, 21154, 76099, 100
2026/08/12 23:51:29.970, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 46, 330.41, 600.00, 2407, 12481, 21154, 76099, 100
2026/08/12 23:51:30.220, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 32, 277.43, 600.00, 2340, 12481, 21154, 76099, 4
2026/08/12 23:51:30.471, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 31, 329.69, 600.00, 2325, 12481, 21154, 76099, 3
2026/08/12 23:51:30.721, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 35, 208.61, 600.00, 2325, 12481, 21154, 76099, 3
2026/08/12 23:51:30.972, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 36, 159.17, 600.00, 2310, 12481, 21154, 76099, 95
2026/08/12 23:51:31.223, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 45, 249.30, 600.00, 2302, 12481, 21538, 75715, 99
2026/08/12 23:51:31.473, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 45, 345.87, 600.00, 2385, 12481, 21538, 75715, 100
2026/08/12 23:51:31.724, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 35, 391.68, 600.00, 2385, 12481, 21538, 75715, 59
2026/08/12 23:51:31.974, 1, GPU-2b4cf166-fd33-f161-8536-ca04bc72280c, P0, 33, 346.47, 600.00, 2325, 12481, 21538, 75715, 5
