timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, memory.used [MiB], utilization.gpu [%]
2026/09/22 22:48:08.797, 0, P0, 2242 MHz, 14001 MHz, 171.50 W, [N/A], 78, 9753 MiB, 100 %
2026/09/22 22:48:09.799, 0, P0, 2107 MHz, 14001 MHz, 172.32 W, [N/A], 78, 9753 MiB, 100 %
2026/09/22 22:48:10.801, 0, P0, 2107 MHz, 14001 MHz, 172.15 W, [N/A], 78, 9753 MiB, 99 %
2026/09/22 22:48:11.804, 0, P0, 2220 MHz, 14001 MHz, 171.82 W, [N/A], 78, 9753 MiB, 100 %
2026/09/22 22:48:12.806, 0, P0, 2107 MHz, 14001 MHz, 172.30 W, [N/A], 78, 9753 MiB, 100 %
2026/09/22 22:48:13.808, 0, P0, 2115 MHz, 14001 MHz, 171.77 W, [N/A], 78, 9753 MiB, 99 %
2026/09/22 22:48:14.809, 0, P0, 2025 MHz, 14001 MHz, 172.32 W, [N/A], 82, 9753 MiB, 100 %
2026/09/22 22:48:15.810, 0, P0, 2242 MHz, 14001 MHz, 171.65 W, [N/A], 79, 9753 MiB, 100 %
2026/09/22 22:48:16.812, 0, P0, 2107 MHz, 14001 MHz, 171.99 W, [N/A], 78, 9753 MiB, 100 %
2026/09/22 22:48:17.814, 0, P0, 2100 MHz, 14001 MHz, 172.11 W, [N/A], 78, 9753 MiB, 99 %
2026/09/22 22:48:18.816, 0, P0, 2205 MHz, 14001 MHz, 171.93 W, [N/A], 79, 9753 MiB, 99 %
2026/09/22 22:48:19.818, 0, P0, 2100 MHz, 14001 MHz, 171.89 W, [N/A], 79, 9753 MiB, 100 %
2026/09/22 22:48:20.820, 0, P0, 2077 MHz, 14001 MHz, 172.16 W, [N/A], 79, 9753 MiB, 100 %
2026/09/22 22:48:21.821, 0, P0, 2025 MHz, 14001 MHz, 172.53 W, [N/A], 83, 9753 MiB, 100 %
2026/09/22 22:48:22.822, 0, P0, 2227 MHz, 14001 MHz, 171.51 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:23.825, 0, P0, 2100 MHz, 14001 MHz, 172.41 W, [N/A], 79, 9753 MiB, 100 %
2026/09/22 22:48:24.827, 0, P0, 2092 MHz, 14001 MHz, 171.88 W, [N/A], 79, 9753 MiB, 99 %
2026/09/22 22:48:25.828, 0, P0, 2190 MHz, 14001 MHz, 171.94 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:26.830, 0, P0, 2085 MHz, 14001 MHz, 171.91 W, [N/A], 79, 9753 MiB, 99 %
2026/09/22 22:48:27.833, 0, P0, 2085 MHz, 14001 MHz, 172.10 W, [N/A], 80, 9753 MiB, 99 %
2026/09/22 22:48:28.835, 0, P0, 2025 MHz, 14001 MHz, 172.51 W, [N/A], 83, 9753 MiB, 100 %
2026/09/22 22:48:29.836, 0, P0, 2220 MHz, 14001 MHz, 171.53 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:30.838, 0, P0, 2092 MHz, 14001 MHz, 172.38 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:31.840, 0, P0, 2092 MHz, 14001 MHz, 172.17 W, [N/A], 80, 9753 MiB, 99 %
2026/09/22 22:48:32.841, 0, P0, 2190 MHz, 14001 MHz, 172.01 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:33.844, 0, P0, 2092 MHz, 14001 MHz, 171.92 W, [N/A], 80, 9753 MiB, 100 %
2026/09/22 22:48:34.846, 0, P0, 2092 MHz, 14001 MHz, 171.73 W, [N/A], 80, 9753 MiB, 98 %
2026/09/22 22:48:35.847, 0, P0, 1582 MHz, 14001 MHz, 71.99 W, [N/A], 73, 15 MiB, 0 %
2026/09/22 22:48:36.848, 0, P0, 1582 MHz, 14001 MHz, 32.26 W, [N/A], 72, 3385 MiB, 37 %
2026/09/22 22:48:37.849, 0, P0, 1792 MHz, 14001 MHz, 39.23 W, [N/A], 72, 6585 MiB, 0 %
2026/09/22 22:48:38.850, 0, P0, 2272 MHz, 14001 MHz, 96.69 W, [N/A], 78, 7257 MiB, 100 %
2026/09/22 22:48:39.852, 0, P0, 2175 MHz, 14001 MHz, 171.63 W, [N/A], 79, 7257 MiB, 99 %
2026/09/22 22:48:40.854, 0, P0, 2152 MHz, 14001 MHz, 172.69 W, [N/A], 79, 7257 MiB, 100 %
2026/09/22 22:48:41.858, 0, P0, 2265 MHz, 14001 MHz, 171.40 W, [N/A], 79, 7513 MiB, 100 %
2026/09/22 22:48:42.860, 0, P0, 2122 MHz, 14001 MHz, 172.55 W, [N/A], 79, 7513 MiB, 100 %
2026/09/22 22:48:43.862, 0, P0, 2115 MHz, 14001 MHz, 172.03 W, [N/A], 79, 7513 MiB, 100 %
2026/09/22 22:48:44.865, 0, P0, 2197 MHz, 14001 MHz, 172.01 W, [N/A], 80, 7513 MiB, 100 %
2026/09/22 22:48:45.867, 0, P0, 2092 MHz, 14001 MHz, 172.37 W, [N/A], 79, 7513 MiB, 100 %
2026/09/22 22:48:46.869, 0, P0, 2092 MHz, 14001 MHz, 172.13 W, [N/A], 80, 7513 MiB, 100 %
2026/09/22 22:48:47.871, 0, P0, 2272 MHz, 14001 MHz, 171.25 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:48.873, 0, P0, 2092 MHz, 14001 MHz, 171.78 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:49.875, 0, P0, 2070 MHz, 14001 MHz, 172.38 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:50.877, 0, P0, 2160 MHz, 14001 MHz, 171.73 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:51.879, 0, P0, 2070 MHz, 14001 MHz, 172.13 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:52.881, 0, P0, 2062 MHz, 14001 MHz, 172.15 W, [N/A], 80, 7641 MiB, 100 %
2026/09/22 22:48:53.883, 0, P0, 2227 MHz, 14001 MHz, 170.58 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:54.885, 0, P0, 2070 MHz, 14001 MHz, 171.93 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:55.887, 0, P0, 2055 MHz, 14001 MHz, 172.50 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:56.889, 0, P0, 2145 MHz, 14001 MHz, 171.75 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:57.892, 0, P0, 2047 MHz, 14001 MHz, 172.17 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:58.894, 0, P0, 2040 MHz, 14001 MHz, 172.07 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:48:59.896, 0, P0, 2220 MHz, 14001 MHz, 170.30 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:00.907, 0, P0, 2040 MHz, 14001 MHz, 172.00 W, [N/A], 81, 7641 MiB, 99 %
2026/09/22 22:49:01.910, 0, P0, 2032 MHz, 14001 MHz, 172.14 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:49:02.912, 0, P0, 2122 MHz, 14001 MHz, 172.00 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:49:03.914, 0, P0, 2032 MHz, 14001 MHz, 172.02 W, [N/A], 81, 7641 MiB, 99 %
2026/09/22 22:49:04.916, 0, P0, 2040 MHz, 14001 MHz, 172.11 W, [N/A], 81, 7641 MiB, 99 %
2026/09/22 22:49:05.918, 0, P0, 2197 MHz, 14001 MHz, 170.56 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:06.920, 0, P0, 1995 MHz, 14001 MHz, 172.61 W, [N/A], 81, 7641 MiB, 100 %
2026/09/22 22:49:07.922, 0, P0, 2010 MHz, 14001 MHz, 172.02 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:08.924, 0, P0, 2145 MHz, 14001 MHz, 169.30 W, [N/A], 82, 7641 MiB, 83 %
2026/09/22 22:49:09.926, 0, P0, 1905 MHz, 14001 MHz, 172.13 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:10.928, 0, P0, 1957 MHz, 14001 MHz, 172.28 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:11.931, 0, P0, 2085 MHz, 14001 MHz, 171.97 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:12.932, 0, P0, 1995 MHz, 14001 MHz, 172.08 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:13.935, 0, P0, 1995 MHz, 14001 MHz, 172.10 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:14.939, 0, P0, 2137 MHz, 14001 MHz, 170.08 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:15.941, 0, P0, 1920 MHz, 14001 MHz, 173.33 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:16.943, 0, P0, 1950 MHz, 14001 MHz, 172.38 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:17.946, 0, P0, 2107 MHz, 14001 MHz, 171.84 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:18.948, 0, P0, 1995 MHz, 14001 MHz, 172.16 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:19.950, 0, P0, 2040 MHz, 14001 MHz, 171.92 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:20.953, 0, P0, 2100 MHz, 14001 MHz, 169.00 W, [N/A], 83, 7641 MiB, 97 %
2026/09/22 22:49:21.954, 0, P0, 1905 MHz, 14001 MHz, 172.61 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:22.956, 0, P0, 1942 MHz, 14001 MHz, 172.04 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:23.958, 0, P0, 2092 MHz, 14001 MHz, 171.83 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:24.960, 0, P0, 1972 MHz, 14001 MHz, 172.01 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:25.962, 0, P0, 1995 MHz, 14001 MHz, 172.11 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:26.964, 0, P0, 2130 MHz, 14001 MHz, 168.80 W, [N/A], 84, 7641 MiB, 78 %
2026/09/22 22:49:27.966, 0, P0, 1927 MHz, 14001 MHz, 170.26 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:28.968, 0, P0, 1942 MHz, 14001 MHz, 171.86 W, [N/A], 82, 7641 MiB, 99 %
2026/09/22 22:49:29.970, 0, P0, 2077 MHz, 14001 MHz, 171.46 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:30.972, 0, P0, 1972 MHz, 14001 MHz, 172.14 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:31.974, 0, P0, 1987 MHz, 14001 MHz, 171.96 W, [N/A], 83, 7641 MiB, 100 %
2026/09/22 22:49:32.977, 0, P0, 2107 MHz, 14001 MHz, 167.76 W, [N/A], 82, 7641 MiB, 78 %
2026/09/22 22:49:33.978, 0, P0, 1942 MHz, 14001 MHz, 170.25 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:34.980, 0, P0, 1965 MHz, 14001 MHz, 172.48 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:35.982, 0, P0, 2062 MHz, 14001 MHz, 171.26 W, [N/A], 83, 7641 MiB, 100 %
2026/09/22 22:49:36.984, 0, P0, 1957 MHz, 14001 MHz, 172.01 W, [N/A], 83, 7641 MiB, 100 %
2026/09/22 22:49:37.986, 0, P0, 1987 MHz, 14001 MHz, 171.88 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:38.988, 0, P0, 2010 MHz, 14001 MHz, 160.06 W, [N/A], 82, 7641 MiB, 70 %
2026/09/22 22:49:39.990, 0, P0, 1875 MHz, 14001 MHz, 171.02 W, [N/A], 82, 7641 MiB, 100 %
2026/09/22 22:49:40.992, 0, P0, 1905 MHz, 14001 MHz, 171.20 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:41.994, 0, P0, 1950 MHz, 14001 MHz, 171.38 W, [N/A], 83, 7641 MiB, 98 %
2026/09/22 22:49:42.996, 0, P0, 2062 MHz, 14001 MHz, 170.63 W, [N/A], 83, 7641 MiB, 100 %
2026/09/22 22:49:43.998, 0, P0, 2040 MHz, 14001 MHz, 172.09 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:45.000, 0, P0, 2047 MHz, 14001 MHz, 171.50 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:46.002, 0, P0, 2085 MHz, 14001 MHz, 171.52 W, [N/A], 83, 7641 MiB, 100 %
2026/09/22 22:49:47.004, 0, P0, 2062 MHz, 14001 MHz, 171.26 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:48.006, 0, P0, 2040 MHz, 14001 MHz, 171.49 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:49.008, 0, P0, 2107 MHz, 14001 MHz, 171.36 W, [N/A], 83, 7641 MiB, 99 %
2026/09/22 22:49:50.010, 0, P0, 2070 MHz, 14001 MHz, 171.90 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:51.011, 0, P0, 2070 MHz, 14001 MHz, 171.61 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:52.013, 0, P0, 2107 MHz, 14001 MHz, 171.43 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:49:53.015, 0, P0, 2070 MHz, 14001 MHz, 171.41 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:54.017, 0, P0, 2055 MHz, 14001 MHz, 171.68 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:55.019, 0, P0, 2100 MHz, 14001 MHz, 171.47 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:49:56.021, 0, P0, 2047 MHz, 14001 MHz, 171.56 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:57.023, 0, P0, 2040 MHz, 14001 MHz, 171.73 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:58.025, 0, P0, 2085 MHz, 14001 MHz, 171.64 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:49:59.027, 0, P0, 2040 MHz, 14001 MHz, 171.46 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:00.029, 0, P0, 2040 MHz, 14001 MHz, 171.57 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:01.031, 0, P0, 2092 MHz, 14001 MHz, 171.35 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:02.033, 0, P0, 2032 MHz, 14001 MHz, 171.29 W, [N/A], 84, 7641 MiB, 97 %
2026/09/22 22:50:03.035, 0, P0, 2032 MHz, 14001 MHz, 171.86 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:04.037, 0, P0, 2077 MHz, 14001 MHz, 171.75 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:05.039, 0, P0, 2040 MHz, 14001 MHz, 171.54 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:06.041, 0, P0, 2025 MHz, 14001 MHz, 171.58 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:07.043, 0, P0, 2100 MHz, 14001 MHz, 171.43 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:08.045, 0, P0, 2032 MHz, 14001 MHz, 171.38 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:09.047, 0, P0, 2025 MHz, 14001 MHz, 171.76 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:10.049, 0, P0, 2115 MHz, 14001 MHz, 171.77 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:11.051, 0, P0, 2047 MHz, 14001 MHz, 171.48 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:12.053, 0, P0, 2047 MHz, 14001 MHz, 171.77 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:13.055, 0, P0, 2107 MHz, 14001 MHz, 171.59 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:14.057, 0, P0, 2047 MHz, 14001 MHz, 171.54 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:15.059, 0, P0, 2040 MHz, 14001 MHz, 171.71 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:16.061, 0, P0, 2122 MHz, 14001 MHz, 171.57 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:17.063, 0, P0, 2055 MHz, 14001 MHz, 171.51 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:18.065, 0, P0, 2040 MHz, 14001 MHz, 171.88 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:19.067, 0, P0, 2107 MHz, 14001 MHz, 171.81 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:20.069, 0, P0, 2040 MHz, 14001 MHz, 171.60 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:21.071, 0, P0, 2040 MHz, 14001 MHz, 171.80 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:22.075, 0, P0, 2122 MHz, 14001 MHz, 171.54 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:23.077, 0, P0, 2047 MHz, 14001 MHz, 171.54 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:24.079, 0, P0, 2032 MHz, 14001 MHz, 171.73 W, [N/A], 85, 7641 MiB, 100 %
2026/09/22 22:50:25.081, 0, P0, 2107 MHz, 14001 MHz, 171.99 W, [N/A], 85, 7641 MiB, 99 %
2026/09/22 22:50:26.083, 0, P0, 2032 MHz, 14001 MHz, 171.64 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:27.086, 0, P0, 2025 MHz, 14001 MHz, 171.73 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:28.088, 0, P0, 2122 MHz, 14001 MHz, 171.46 W, [N/A], 85, 7641 MiB, 99 %
2026/09/22 22:50:29.090, 0, P0, 2025 MHz, 14001 MHz, 171.91 W, [N/A], 85, 7641 MiB, 100 %
2026/09/22 22:50:30.092, 0, P0, 2025 MHz, 14001 MHz, 171.60 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:31.094, 0, P0, 2107 MHz, 14001 MHz, 171.37 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:32.096, 0, P0, 2025 MHz, 14001 MHz, 171.48 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:33.098, 0, P0, 2025 MHz, 14001 MHz, 171.80 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:34.100, 0, P0, 2122 MHz, 14001 MHz, 171.48 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:35.102, 0, P0, 2040 MHz, 14001 MHz, 171.94 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:36.105, 0, P0, 2032 MHz, 14001 MHz, 171.52 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:37.106, 0, P0, 2115 MHz, 14001 MHz, 171.45 W, [N/A], 84, 7641 MiB, 99 %
2026/09/22 22:50:38.109, 0, P0, 2025 MHz, 14001 MHz, 171.48 W, [N/A], 84, 7641 MiB, 100 %
2026/09/22 22:50:39.111, 0, P0, 2025 MHz, 14001 MHz, 171.61 W, [N/A], 85, 15 MiB, 100 %
2026/09/22 22:50:40.111, 0, P0, 1590 MHz, 14001 MHz, 49.40 W, [N/A], 77, 33 MiB, 0 %
2026/09/22 22:50:41.114, 0, P0, 1597 MHz, 14001 MHz, 34.69 W, [N/A], 76, 4153 MiB, 25 %
2026/09/22 22:50:42.115, 0, P0, 1777 MHz, 14001 MHz, 40.65 W, [N/A], 76, 6585 MiB, 0 %
2026/09/22 22:50:43.116, 0, P0, 1590 MHz, 14001 MHz, 38.96 W, [N/A], 75, 6585 MiB, 0 %
2026/09/22 22:50:44.116, 0, P0, 1590 MHz, 14001 MHz, 32.06 W, [N/A], 74, 7257 MiB, 0 %
2026/09/22 22:50:45.118, 0, P0, 2250 MHz, 14001 MHz, 136.36 W, [N/A], 82, 7257 MiB, 100 %
2026/09/22 22:50:46.120, 0, P0, 2137 MHz, 14001 MHz, 172.87 W, [N/A], 82, 7257 MiB, 100 %
2026/09/22 22:50:47.122, 0, P0, 2122 MHz, 14001 MHz, 171.43 W, [N/A], 82, 7353 MiB, 100 %
2026/09/22 22:50:48.124, 0, P0, 2272 MHz, 14001 MHz, 170.82 W, [N/A], 83, 7513 MiB, 100 %
2026/09/22 22:50:49.126, 0, P0, 2100 MHz, 14001 MHz, 171.88 W, [N/A], 83, 7513 MiB, 100 %
2026/09/22 22:50:50.128, 0, P0, 2077 MHz, 14001 MHz, 172.19 W, [N/A], 83, 7513 MiB, 100 %
2026/09/22 22:50:51.130, 0, P0, 2152 MHz, 14001 MHz, 172.01 W, [N/A], 83, 7513 MiB, 100 %
2026/09/22 22:50:52.132, 0, P0, 2040 MHz, 14001 MHz, 171.69 W, [N/A], 83, 7513 MiB, 100 %
