timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:43:33.840, 0 %, 3360 MiB, 118.38 W, 2917 MHz, 52
2026/09/13 18:43:34.090, 25 %, 5792 MiB, 95.09 W, 2917 MHz, 52
2026/09/13 18:43:34.340, 25 %, 10304 MiB, 95.09 W, 2917 MHz, 52
2026/09/13 18:43:34.590, 0 %, 10304 MiB, 102.58 W, 2910 MHz, 52
2026/09/13 18:43:34.840, 0 %, 10304 MiB, 102.58 W, 2910 MHz, 52
2026/09/13 18:43:35.090, 99 %, 10304 MiB, 252.92 W, 2902 MHz, 59
2026/09/13 18:43:35.340, 99 %, 10304 MiB, 252.92 W, 2902 MHz, 59
2026/09/13 18:43:35.591, 97 %, 10304 MiB, 414.56 W, 2902 MHz, 62
2026/09/13 18:43:35.841, 97 %, 10304 MiB, 414.56 W, 2902 MHz, 62
2026/09/13 18:43:36.091, 19 %, 10304 MiB, 421.87 W, 2880 MHz, 58
2026/09/13 18:43:36.341, 19 %, 2 MiB, 421.87 W, 2880 MHz, 58
2026/09/13 18:43:36.591, 1 %, 544 MiB, 273.63 W, 2910 MHz, 53
2026/09/13 18:43:36.841, 1 %, 544 MiB, 273.63 W, 2910 MHz, 53
2026/09/13 18:43:37.092, 37 %, 2272 MiB, 97.25 W, 2910 MHz, 52
2026/09/13 18:43:37.342, 37 %, 4768 MiB, 97.25 W, 2910 MHz, 52
2026/09/13 18:43:37.592, 25 %, 7200 MiB, 94.48 W, 2917 MHz, 52
2026/09/13 18:43:37.842, 25 %, 10304 MiB, 94.48 W, 2917 MHz, 52
2026/09/13 18:43:38.092, 96 %, 10304 MiB, 136.54 W, 2917 MHz, 58
2026/09/13 18:43:38.342, 96 %, 10304 MiB, 136.54 W, 2917 MHz, 58
2026/09/13 18:43:38.593, 99 %, 10304 MiB, 280.84 W, 2902 MHz, 60
2026/09/13 18:43:38.843, 99 %, 10304 MiB, 280.84 W, 2902 MHz, 60
2026/09/13 18:43:39.093, 98 %, 10304 MiB, 433.19 W, 2880 MHz, 62
2026/09/13 18:43:39.343, 98 %, 10304 MiB, 433.19 W, 2880 MHz, 62
2026/09/13 18:43:39.593, 0 %, 10304 MiB, 377.06 W, 2880 MHz, 55
2026/09/13 18:43:39.843, 0 %, 21 MiB, 377.06 W, 2880 MHz, 55
2026/09/13 18:43:40.093, 0 %, 544 MiB, 227.46 W, 2910 MHz, 53
2026/09/13 18:43:40.344, 0 %, 1344 MiB, 227.46 W, 2910 MHz, 53
2026/09/13 18:43:40.594, 27 %, 3616 MiB, 98.41 W, 2910 MHz, 52
2026/09/13 18:43:40.844, 27 %, 6048 MiB, 98.41 W, 2910 MHz, 52
2026/09/13 18:43:41.094, 63 %, 10304 MiB, 104.48 W, 2917 MHz, 54
2026/09/13 18:43:41.344, 63 %, 10400 MiB, 104.48 W, 2917 MHz, 54
2026/09/13 18:43:41.595, 99 %, 10400 MiB, 181.96 W, 2865 MHz, 59
2026/09/13 18:43:41.845, 99 %, 10400 MiB, 181.96 W, 2865 MHz, 59
2026/09/13 18:43:42.095, 99 %, 10400 MiB, 320.48 W, 2902 MHz, 60
2026/09/13 18:43:42.345, 99 %, 10400 MiB, 320.48 W, 2902 MHz, 60
2026/09/13 18:43:42.595, 98 %, 10400 MiB, 434.42 W, 2835 MHz, 63
2026/09/13 18:43:42.845, 98 %, 10400 MiB, 434.42 W, 2835 MHz, 63
2026/09/13 18:43:43.095, 0 %, 2 MiB, 346.10 W, 2895 MHz, 54
2026/09/13 18:43:43.346, 0 %, 544 MiB, 346.10 W, 2895 MHz, 54
2026/09/13 18:43:43.596, 0 %, 544 MiB, 160.97 W, 2910 MHz, 53
2026/09/13 18:43:43.846, 0 %, 2400 MiB, 160.97 W, 2910 MHz, 53
2026/09/13 18:43:44.096, 27 %, 4928 MiB, 97.27 W, 2910 MHz, 52
2026/09/13 18:43:44.346, 27 %, 8000 MiB, 97.27 W, 2910 MHz, 52
2026/09/13 18:43:44.596, 4 %, 10304 MiB, 102.73 W, 2917 MHz, 52
2026/09/13 18:43:44.847, 4 %, 10400 MiB, 102.73 W, 2917 MHz, 52
2026/09/13 18:43:45.097, 99 %, 10400 MiB, 223.13 W, 2842 MHz, 59
2026/09/13 18:43:45.347, 99 %, 10400 MiB, 223.13 W, 2842 MHz, 59
2026/09/13 18:43:45.597, 99 %, 10400 MiB, 378.00 W, 2902 MHz, 60
2026/09/13 18:43:45.847, 99 %, 10400 MiB, 378.00 W, 2902 MHz, 60
2026/09/13 18:43:46.097, 98 %, 10400 MiB, 440.47 W, 2872 MHz, 63
2026/09/13 18:43:46.347, 98 %, 10400 MiB, 440.47 W, 2872 MHz, 63
2026/09/13 18:43:46.598, 0 %, 36 MiB, 308.18 W, 2910 MHz, 53
2026/09/13 18:43:46.848, 0 %, 544 MiB, 308.18 W, 2910 MHz, 53
2026/09/13 18:43:47.098, 0 %, 1344 MiB, 143.76 W, 2910 MHz, 52
2026/09/13 18:43:47.348, 0 %, 3744 MiB, 143.76 W, 2910 MHz, 52
2026/09/13 18:43:47.598, 25 %, 6176 MiB, 95.26 W, 2910 MHz, 52
2026/09/13 18:43:47.849, 25 %, 10304 MiB, 95.26 W, 2910 MHz, 52
2026/09/13 18:43:48.099, 0 %, 10304 MiB, 101.25 W, 2910 MHz, 52
2026/09/13 18:43:48.349, 0 %, 10304 MiB, 101.25 W, 2910 MHz, 52
2026/09/13 18:43:48.599, 99 %, 10304 MiB, 250.39 W, 2902 MHz, 59
2026/09/13 18:43:48.849, 99 %, 10304 MiB, 250.39 W, 2902 MHz, 59
2026/09/13 18:43:49.099, 97 %, 10304 MiB, 375.54 W, 2902 MHz, 61
2026/09/13 18:43:49.349, 97 %, 10304 MiB, 375.54 W, 2902 MHz, 61
2026/09/13 18:43:49.599, 91 %, 10304 MiB, 433.74 W, 2887 MHz, 63
2026/09/13 18:43:49.850, 91 %, 2 MiB, 433.74 W, 2887 MHz, 63
2026/09/13 18:43:50.133, 0 %, 544 MiB, 291.37 W, 2910 MHz, 54
2026/09/13 18:43:50.383, 0 %, 544 MiB, 291.37 W, 2910 MHz, 54
2026/09/13 18:43:50.633, 0 %, 1824 MiB, 98.24 W, 2910 MHz, 52
2026/09/13 18:43:50.883, 0 %, 4320 MiB, 98.24 W, 2910 MHz, 52
2026/09/13 18:43:51.133, 25 %, 6720 MiB, 95.39 W, 2910 MHz, 52
2026/09/13 18:43:51.384, 25 %, 10304 MiB, 95.39 W, 2910 MHz, 52
2026/09/13 18:43:51.634, 9 %, 10304 MiB, 103.41 W, 2910 MHz, 52
2026/09/13 18:43:51.884, 9 %, 10304 MiB, 103.41 W, 2910 MHz, 52
2026/09/13 18:43:52.134, 99 %, 10304 MiB, 260.76 W, 2902 MHz, 60
2026/09/13 18:43:52.384, 99 %, 10304 MiB, 260.76 W, 2902 MHz, 60
2026/09/13 18:43:52.634, 97 %, 10304 MiB, 385.79 W, 2902 MHz, 62
2026/09/13 18:43:52.884, 97 %, 10304 MiB, 385.79 W, 2902 MHz, 62
2026/09/13 18:43:53.135, 66 %, 10304 MiB, 427.44 W, 2887 MHz, 63
2026/09/13 18:43:53.385, 66 %, 2 MiB, 427.44 W, 2887 MHz, 63
2026/09/13 18:43:53.635, 0 %, 544 MiB, 267.31 W, 2910 MHz, 54
2026/09/13 18:43:53.885, 0 %, 544 MiB, 267.31 W, 2910 MHz, 54
2026/09/13 18:43:54.136, 8 %, 2080 MiB, 122.11 W, 2910 MHz, 53
2026/09/13 18:43:54.386, 8 %, 4576 MiB, 122.11 W, 2910 MHz, 53
2026/09/13 18:43:54.636, 25 %, 6944 MiB, 94.20 W, 2910 MHz, 52
2026/09/13 18:43:54.886, 25 %, 10304 MiB, 94.20 W, 2910 MHz, 52
2026/09/13 18:43:55.136, 30 %, 10304 MiB, 108.89 W, 2910 MHz, 52
2026/09/13 18:43:55.386, 30 %, 10304 MiB, 108.89 W, 2910 MHz, 52
2026/09/13 18:43:55.637, 99 %, 10304 MiB, 252.27 W, 2902 MHz, 60
2026/09/13 18:43:55.887, 99 %, 10304 MiB, 252.27 W, 2902 MHz, 60
2026/09/13 18:43:56.137, 97 %, 10304 MiB, 393.36 W, 2895 MHz, 62
2026/09/13 18:43:56.387, 97 %, 10304 MiB, 393.36 W, 2895 MHz, 62
2026/09/13 18:43:56.637, 0 %, 10304 MiB, 387.24 W, 2880 MHz, 56
2026/09/13 18:43:56.888, 0 %, 21 MiB, 387.24 W, 2880 MHz, 56
2026/09/13 18:43:57.138, 0 %, 544 MiB, 243.62 W, 2910 MHz, 53
2026/09/13 18:43:57.388, 0 %, 1344 MiB, 243.62 W, 2910 MHz, 53
2026/09/13 18:43:57.638, 27 %, 3552 MiB, 97.56 W, 2910 MHz, 53
2026/09/13 18:43:57.888, 27 %, 6016 MiB, 97.56 W, 2910 MHz, 53
2026/09/13 18:43:58.139, 37 %, 10304 MiB, 95.93 W, 2917 MHz, 52
2026/09/13 18:43:58.389, 37 %, 10304 MiB, 95.93 W, 2917 MHz, 52
2026/09/13 18:43:58.639, 99 %, 10304 MiB, 154.61 W, 2910 MHz, 58
2026/09/13 18:43:58.889, 99 %, 10304 MiB, 154.61 W, 2910 MHz, 58
2026/09/13 18:43:59.139, 99 %, 10304 MiB, 313.76 W, 2902 MHz, 60
2026/09/13 18:43:59.389, 99 %, 10304 MiB, 313.76 W, 2902 MHz, 60
2026/09/13 18:43:59.639, 97 %, 10304 MiB, 423.70 W, 2887 MHz, 62
2026/09/13 18:43:59.890, 97 %, 10304 MiB, 423.70 W, 2887 MHz, 62
2026/09/13 18:44:00.140, 0 %, 2 MiB, 336.66 W, 2895 MHz, 54
2026/09/13 18:44:00.390, 0 %, 544 MiB, 336.66 W, 2895 MHz, 54
2026/09/13 18:44:00.640, 0 %, 544 MiB, 195.65 W, 2910 MHz, 53
2026/09/13 18:44:00.890, 0 %, 2336 MiB, 195.65 W, 2910 MHz, 53
2026/09/13 18:44:01.141, 27 %, 4832 MiB, 97.39 W, 2910 MHz, 53
2026/09/13 18:44:01.391, 27 %, 8000 MiB, 97.39 W, 2910 MHz, 53
2026/09/13 18:44:01.641, 31 %, 10304 MiB, 104.06 W, 2910 MHz, 53
2026/09/13 18:44:01.891, 31 %, 10304 MiB, 104.06 W, 2910 MHz, 53
2026/09/13 18:44:02.141, 99 %, 10304 MiB, 196.10 W, 2902 MHz, 59
2026/09/13 18:44:02.391, 99 %, 10304 MiB, 196.10 W, 2902 MHz, 59
2026/09/13 18:44:02.641, 99 %, 10304 MiB, 346.54 W, 2902 MHz, 60
2026/09/13 18:44:02.891, 99 %, 10304 MiB, 346.54 W, 2902 MHz, 60
2026/09/13 18:44:03.142, 98 %, 10304 MiB, 429.33 W, 2887 MHz, 63
2026/09/13 18:44:03.392, 98 %, 10301 MiB, 429.33 W, 2887 MHz, 63
2026/09/13 18:44:03.642, 7 %, 542 MiB, 305.62 W, 2910 MHz, 54
2026/09/13 18:44:03.892, 7 %, 544 MiB, 305.62 W, 2910 MHz, 54
2026/09/13 18:44:04.142, 0 %, 1632 MiB, 151.44 W, 2910 MHz, 53
2026/09/13 18:44:04.392, 0 %, 4192 MiB, 151.44 W, 2910 MHz, 53
2026/09/13 18:44:04.643, 25 %, 6592 MiB, 96.09 W, 2910 MHz, 52
2026/09/13 18:44:04.893, 25 %, 10304 MiB, 96.09 W, 2910 MHz, 52
2026/09/13 18:44:05.143, 0 %, 10304 MiB, 102.44 W, 2910 MHz, 52
2026/09/13 18:44:05.393, 0 %, 10304 MiB, 102.44 W, 2910 MHz, 52
2026/09/13 18:44:05.643, 99 %, 10304 MiB, 237.01 W, 2902 MHz, 60
2026/09/13 18:44:05.893, 99 %, 10304 MiB, 237.01 W, 2902 MHz, 60
2026/09/13 18:44:06.143, 97 %, 10304 MiB, 376.65 W, 2902 MHz, 62
2026/09/13 18:44:06.394, 97 %, 10304 MiB, 376.65 W, 2902 MHz, 62
2026/09/13 18:44:06.644, 0 %, 10304 MiB, 394.75 W, 2872 MHz, 57
2026/09/13 18:44:06.894, 0 %, 21 MiB, 394.75 W, 2872 MHz, 57
2026/09/13 18:44:07.144, 0 %, 544 MiB, 254.09 W, 2910 MHz, 53
2026/09/13 18:44:07.394, 0 %, 1344 MiB, 254.09 W, 2910 MHz, 53
2026/09/13 18:44:07.645, 27 %, 3584 MiB, 97.58 W, 2910 MHz, 53
2026/09/13 18:44:07.895, 27 %, 6048 MiB, 97.58 W, 2910 MHz, 53
2026/09/13 18:44:08.145, 32 %, 10304 MiB, 94.87 W, 2910 MHz, 52
2026/09/13 18:44:08.395, 32 %, 10304 MiB, 94.87 W, 2910 MHz, 52
2026/09/13 18:44:08.645, 99 %, 10304 MiB, 152.58 W, 2910 MHz, 58
2026/09/13 18:44:08.895, 99 %, 10304 MiB, 152.58 W, 2910 MHz, 58
2026/09/13 18:44:09.145, 99 %, 10304 MiB, 293.92 W, 2902 MHz, 60
2026/09/13 18:44:09.396, 99 %, 10304 MiB, 293.92 W, 2902 MHz, 60
2026/09/13 18:44:09.646, 97 %, 10304 MiB, 425.33 W, 2887 MHz, 62
2026/09/13 18:44:09.896, 97 %, 10304 MiB, 425.33 W, 2887 MHz, 62
2026/09/13 18:44:10.146, 0 %, 2 MiB, 343.65 W, 2895 MHz, 54
2026/09/13 18:44:10.396, 0 %, 544 MiB, 343.65 W, 2895 MHz, 54
2026/09/13 18:44:10.646, 0 %, 544 MiB, 202.32 W, 2910 MHz, 53
2026/09/13 18:44:10.896, 0 %, 2336 MiB, 202.32 W, 2910 MHz, 53
2026/09/13 18:44:11.147, 27 %, 4864 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:44:11.397, 27 %, 8000 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:44:11.647, 34 %, 10304 MiB, 104.41 W, 2910 MHz, 53
2026/09/13 18:44:11.897, 34 %, 10304 MiB, 104.41 W, 2910 MHz, 53
2026/09/13 18:44:12.147, 99 %, 10304 MiB, 186.60 W, 2902 MHz, 59
2026/09/13 18:44:12.397, 99 %, 10304 MiB, 186.60 W, 2902 MHz, 59
2026/09/13 18:44:12.647, 99 %, 10304 MiB, 346.19 W, 2902 MHz, 60
2026/09/13 18:44:12.897, 99 %, 10304 MiB, 346.19 W, 2902 MHz, 60
2026/09/13 18:44:13.148, 98 %, 10304 MiB, 429.43 W, 2880 MHz, 63
2026/09/13 18:44:13.398, 98 %, 10304 MiB, 429.43 W, 2880 MHz, 63
2026/09/13 18:44:13.648, 17 %, 22 MiB, 303.90 W, 2910 MHz, 54
2026/09/13 18:44:13.898, 17 %, 544 MiB, 303.90 W, 2910 MHz, 54
2026/09/13 18:44:14.148, 0 %, 1344 MiB, 129.13 W, 2910 MHz, 53
2026/09/13 18:44:14.398, 0 %, 3680 MiB, 129.13 W, 2910 MHz, 53
2026/09/13 18:44:14.649, 26 %, 6112 MiB, 95.73 W, 2910 MHz, 53
2026/09/13 18:44:14.899, 26 %, 10304 MiB, 95.73 W, 2910 MHz, 53
2026/09/13 18:44:15.149, 4 %, 10304 MiB, 103.18 W, 2910 MHz, 53
2026/09/13 18:44:15.399, 4 %, 10304 MiB, 103.18 W, 2910 MHz, 53
2026/09/13 18:44:15.649, 99 %, 10304 MiB, 236.60 W, 2902 MHz, 60
2026/09/13 18:44:15.899, 99 %, 10304 MiB, 236.60 W, 2902 MHz, 60
2026/09/13 18:44:16.150, 97 %, 10304 MiB, 388.80 W, 2902 MHz, 61
2026/09/13 18:44:16.400, 97 %, 10304 MiB, 388.80 W, 2902 MHz, 61
2026/09/13 18:44:16.650, 9 %, 10304 MiB, 405.63 W, 2872 MHz, 58
2026/09/13 18:44:16.900, 9 %, 2 MiB, 405.63 W, 2872 MHz, 58
2026/09/13 18:44:17.163, 1 %, 544 MiB, 264.58 W, 2910 MHz, 54
2026/09/13 18:44:17.414, 1 %, 544 MiB, 264.58 W, 2910 MHz, 54
2026/09/13 18:44:17.664, 42 %, 3168 MiB, 98.12 W, 2910 MHz, 53
2026/09/13 18:44:17.914, 42 %, 5632 MiB, 98.12 W, 2910 MHz, 53
2026/09/13 18:44:18.164, 25 %, 10304 MiB, 95.25 W, 2910 MHz, 53
2026/09/13 18:44:18.414, 25 %, 10304 MiB, 95.25 W, 2910 MHz, 53
2026/09/13 18:44:18.665, 98 %, 10304 MiB, 133.70 W, 2910 MHz, 57
2026/09/13 18:44:18.915, 98 %, 10304 MiB, 133.70 W, 2910 MHz, 57
2026/09/13 18:44:19.165, 99 %, 10304 MiB, 276.63 W, 2902 MHz, 60
2026/09/13 18:44:19.415, 99 %, 10304 MiB, 276.63 W, 2902 MHz, 60
2026/09/13 18:44:19.665, 97 %, 10304 MiB, 419.23 W, 2895 MHz, 62
2026/09/13 18:44:19.915, 97 %, 10304 MiB, 419.23 W, 2895 MHz, 62
2026/09/13 18:44:20.165, 0 %, 2 MiB, 346.87 W, 2895 MHz, 55
2026/09/13 18:44:20.415, 0 %, 544 MiB, 346.87 W, 2895 MHz, 55
2026/09/13 18:44:20.666, 0 %, 544 MiB, 206.90 W, 2910 MHz, 53
2026/09/13 18:44:20.916, 0 %, 2432 MiB, 206.90 W, 2910 MHz, 53
2026/09/13 18:44:21.166, 27 %, 4928 MiB, 97.13 W, 2910 MHz, 53
2026/09/13 18:44:21.416, 27 %, 8000 MiB, 97.13 W, 2910 MHz, 53
2026/09/13 18:44:21.666, 46 %, 10304 MiB, 103.78 W, 2910 MHz, 54
2026/09/13 18:44:21.916, 46 %, 10304 MiB, 103.78 W, 2910 MHz, 54
2026/09/13 18:44:22.167, 99 %, 10304 MiB, 189.97 W, 2910 MHz, 59
2026/09/13 18:44:22.417, 99 %, 10304 MiB, 189.97 W, 2910 MHz, 59
2026/09/13 18:44:22.667, 99 %, 10304 MiB, 341.49 W, 2902 MHz, 60
2026/09/13 18:44:22.917, 99 %, 10304 MiB, 341.49 W, 2902 MHz, 60
2026/09/13 18:44:23.167, 97 %, 10304 MiB, 427.35 W, 2887 MHz, 63
2026/09/13 18:44:23.417, 97 %, 10304 MiB, 427.35 W, 2887 MHz, 63
2026/09/13 18:44:23.667, 17 %, 36 MiB, 322.20 W, 2902 MHz, 54
2026/09/13 18:44:23.917, 17 %, 544 MiB, 322.20 W, 2902 MHz, 54
2026/09/13 18:44:24.168, 0 %, 1344 MiB, 141.16 W, 2910 MHz, 53
2026/09/13 18:44:24.418, 0 %, 3680 MiB, 141.16 W, 2910 MHz, 53
2026/09/13 18:44:24.668, 26 %, 6080 MiB, 97.65 W, 2910 MHz, 53
2026/09/13 18:44:24.918, 26 %, 10304 MiB, 97.65 W, 2910 MHz, 53
2026/09/13 18:44:25.168, 4 %, 10304 MiB, 103.83 W, 2910 MHz, 53
2026/09/13 18:44:25.419, 4 %, 10304 MiB, 103.83 W, 2910 MHz, 53
2026/09/13 18:44:25.669, 99 %, 10304 MiB, 228.16 W, 2902 MHz, 60
2026/09/13 18:44:25.919, 99 %, 10304 MiB, 228.16 W, 2902 MHz, 60
2026/09/13 18:44:26.169, 97 %, 10304 MiB, 353.47 W, 2902 MHz, 62
2026/09/13 18:44:26.419, 97 %, 10304 MiB, 353.47 W, 2902 MHz, 62
2026/09/13 18:44:26.669, 94 %, 10304 MiB, 433.58 W, 2880 MHz, 63
2026/09/13 18:44:26.919, 94 %, 2 MiB, 433.58 W, 2880 MHz, 63
2026/09/13 18:44:27.169, 0 %, 544 MiB, 277.88 W, 2910 MHz, 54
2026/09/13 18:44:27.420, 0 %, 544 MiB, 277.88 W, 2910 MHz, 54
2026/09/13 18:44:27.670, 20 %, 2624 MiB, 132.18 W, 2910 MHz, 53
2026/09/13 18:44:27.920, 20 %, 5088 MiB, 132.18 W, 2910 MHz, 53
2026/09/13 18:44:28.170, 25 %, 8608 MiB, 94.70 W, 2910 MHz, 53
2026/09/13 18:44:28.420, 25 %, 10304 MiB, 94.70 W, 2910 MHz, 53
2026/09/13 18:44:28.670, 49 %, 10304 MiB, 114.51 W, 2902 MHz, 54
2026/09/13 18:44:28.920, 49 %, 10304 MiB, 114.51 W, 2902 MHz, 54
2026/09/13 18:44:29.171, 99 %, 10304 MiB, 274.92 W, 2902 MHz, 60
2026/09/13 18:44:29.421, 99 %, 10304 MiB, 274.92 W, 2902 MHz, 60
2026/09/13 18:44:29.671, 97 %, 10304 MiB, 400.28 W, 2895 MHz, 62
2026/09/13 18:44:29.921, 97 %, 10304 MiB, 400.28 W, 2895 MHz, 62
2026/09/13 18:44:30.171, 0 %, 2 MiB, 379.00 W, 2880 MHz, 56
2026/09/13 18:44:30.446, 0 %, 544 MiB, 379.00 W, 2880 MHz, 56
2026/09/13 18:44:30.696, 0 %, 544 MiB, 213.22 W, 2910 MHz, 53
2026/09/13 18:44:30.946, 0 %, 2080 MiB, 213.22 W, 2910 MHz, 53
2026/09/13 18:44:31.196, 26 %, 4608 MiB, 97.36 W, 2910 MHz, 53
2026/09/13 18:44:31.446, 26 %, 7008 MiB, 97.36 W, 2910 MHz, 53
2026/09/13 18:44:31.696, 64 %, 10304 MiB, 103.73 W, 2910 MHz, 54
2026/09/13 18:44:31.947, 64 %, 10304 MiB, 103.73 W, 2910 MHz, 54
2026/09/13 18:44:32.197, 99 %, 10304 MiB, 169.68 W, 2902 MHz, 59
2026/09/13 18:44:32.447, 99 %, 10304 MiB, 169.68 W, 2902 MHz, 59
2026/09/13 18:44:32.697, 99 %, 10304 MiB, 309.82 W, 2902 MHz, 61
2026/09/13 18:44:32.947, 99 %, 10304 MiB, 309.82 W, 2902 MHz, 61
2026/09/13 18:44:33.197, 97 %, 10304 MiB, 426.23 W, 2880 MHz, 63
2026/09/13 18:44:33.447, 97 %, 10304 MiB, 426.23 W, 2880 MHz, 63
2026/09/13 18:44:33.697, 17 %, 510 MiB, 321.46 W, 2895 MHz, 54
2026/09/13 18:44:33.948, 17 %, 544 MiB, 321.46 W, 2895 MHz, 54
2026/09/13 18:44:34.198, 0 %, 1440 MiB, 151.55 W, 2910 MHz, 53
2026/09/13 18:44:34.448, 0 %, 3904 MiB, 151.55 W, 2910 MHz, 53
2026/09/13 18:44:34.698, 26 %, 6304 MiB, 97.72 W, 2910 MHz, 53
2026/09/13 18:44:34.948, 26 %, 10304 MiB, 97.72 W, 2910 MHz, 53
2026/09/13 18:44:35.198, 4 %, 10304 MiB, 103.06 W, 2917 MHz, 53
2026/09/13 18:44:35.449, 4 %, 10304 MiB, 103.06 W, 2917 MHz, 53
2026/09/13 18:44:35.699, 99 %, 10304 MiB, 219.93 W, 2902 MHz, 60
2026/09/13 18:44:35.949, 99 %, 10304 MiB, 219.93 W, 2902 MHz, 60
2026/09/13 18:44:36.199, 97 %, 10304 MiB, 370.66 W, 2902 MHz, 61
2026/09/13 18:44:36.449, 97 %, 10304 MiB, 370.66 W, 2902 MHz, 61
2026/09/13 18:44:36.699, 75 %, 10304 MiB, 426.11 W, 2887 MHz, 63
2026/09/13 18:44:36.949, 75 %, 2 MiB, 426.11 W, 2887 MHz, 63
2026/09/13 18:44:37.201, 0 %, 544 MiB, 282.29 W, 2910 MHz, 54
2026/09/13 18:44:37.452, 0 %, 544 MiB, 282.29 W, 2910 MHz, 54
2026/09/13 18:44:37.702, 11 %, 2784 MiB, 125.21 W, 2910 MHz, 53
2026/09/13 18:44:37.952, 11 %, 5280 MiB, 125.21 W, 2910 MHz, 53
2026/09/13 18:44:38.202, 25 %, 10304 MiB, 94.15 W, 2910 MHz, 53
2026/09/13 18:44:38.452, 25 %, 10304 MiB, 94.15 W, 2910 MHz, 53
2026/09/13 18:44:38.702, 40 %, 10304 MiB, 111.17 W, 2910 MHz, 53
2026/09/13 18:44:38.953, 40 %, 10304 MiB, 111.17 W, 2910 MHz, 53
2026/09/13 18:44:39.203, 99 %, 10304 MiB, 255.40 W, 2902 MHz, 60
2026/09/13 18:44:39.453, 99 %, 10304 MiB, 255.40 W, 2902 MHz, 60
2026/09/13 18:44:39.703, 97 %, 10304 MiB, 396.65 W, 2895 MHz, 62
2026/09/13 18:44:39.953, 97 %, 10304 MiB, 396.65 W, 2895 MHz, 62
2026/09/13 18:44:40.203, 0 %, 2 MiB, 375.13 W, 2872 MHz, 56
2026/09/13 18:44:40.453, 0 %, 544 MiB, 375.13 W, 2872 MHz, 56
2026/09/13 18:44:40.704, 0 %, 544 MiB, 214.07 W, 2910 MHz, 54
2026/09/13 18:44:40.954, 0 %, 2176 MiB, 214.07 W, 2910 MHz, 54
2026/09/13 18:44:41.204, 27 %, 4704 MiB, 97.77 W, 2910 MHz, 53
2026/09/13 18:44:41.454, 27 %, 7104 MiB, 97.77 W, 2910 MHz, 53
2026/09/13 18:44:41.704, 65 %, 10304 MiB, 104.11 W, 2910 MHz, 55
2026/09/13 18:44:41.954, 65 %, 10400 MiB, 104.11 W, 2910 MHz, 55
2026/09/13 18:44:42.205, 99 %, 10400 MiB, 174.15 W, 2872 MHz, 60
2026/09/13 18:44:42.455, 99 %, 10400 MiB, 174.15 W, 2872 MHz, 60
2026/09/13 18:44:42.705, 99 %, 10400 MiB, 322.35 W, 2902 MHz, 61
2026/09/13 18:44:42.955, 99 %, 10400 MiB, 322.35 W, 2902 MHz, 61
2026/09/13 18:44:43.205, 98 %, 10400 MiB, 440.58 W, 2850 MHz, 63
2026/09/13 18:44:43.455, 98 %, 10397 MiB, 440.58 W, 2850 MHz, 63
2026/09/13 18:44:43.705, 18 %, 508 MiB, 323.76 W, 2902 MHz, 55
2026/09/13 18:44:43.956, 18 %, 544 MiB, 323.76 W, 2902 MHz, 55
2026/09/13 18:44:44.206, 0 %, 1440 MiB, 141.97 W, 2910 MHz, 53
2026/09/13 18:44:44.456, 0 %, 3936 MiB, 141.97 W, 2910 MHz, 53
2026/09/13 18:44:44.706, 26 %, 6368 MiB, 95.55 W, 2910 MHz, 53
2026/09/13 18:44:44.956, 26 %, 10304 MiB, 95.55 W, 2910 MHz, 53
2026/09/13 18:44:45.207, 4 %, 10400 MiB, 103.11 W, 2910 MHz, 53
2026/09/13 18:44:45.457, 4 %, 10400 MiB, 103.11 W, 2910 MHz, 53
2026/09/13 18:44:45.707, 99 %, 10400 MiB, 237.73 W, 2872 MHz, 60
2026/09/13 18:44:45.957, 99 %, 10400 MiB, 237.73 W, 2872 MHz, 60
2026/09/13 18:44:46.207, 98 %, 10400 MiB, 397.93 W, 2902 MHz, 65
2026/09/13 18:44:46.457, 98 %, 10400 MiB, 397.93 W, 2902 MHz, 65
2026/09/13 18:44:46.707, 45 %, 10400 MiB, 428.76 W, 2872 MHz, 61
2026/09/13 18:44:46.958, 45 %, 21 MiB, 428.76 W, 2872 MHz, 61
2026/09/13 18:44:47.211, 1 %, 544 MiB, 283.99 W, 2910 MHz, 54
2026/09/13 18:44:47.462, 1 %, 544 MiB, 283.99 W, 2910 MHz, 54
2026/09/13 18:44:47.712, 33 %, 3296 MiB, 115.45 W, 2910 MHz, 53
2026/09/13 18:44:47.962, 33 %, 5728 MiB, 115.45 W, 2910 MHz, 53
2026/09/13 18:44:48.212, 25 %, 10304 MiB, 94.63 W, 2910 MHz, 53
2026/09/13 18:44:48.462, 25 %, 10400 MiB, 94.63 W, 2910 MHz, 53
2026/09/13 18:44:48.713, 74 %, 10400 MiB, 130.13 W, 2865 MHz, 60
2026/09/13 18:44:48.963, 74 %, 10400 MiB, 130.13 W, 2865 MHz, 60
2026/09/13 18:44:49.213, 99 %, 10400 MiB, 274.99 W, 2902 MHz, 61
2026/09/13 18:44:49.463, 99 %, 10400 MiB, 274.99 W, 2902 MHz, 61
2026/09/13 18:44:49.713, 98 %, 10400 MiB, 429.50 W, 2865 MHz, 64
