timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], pcie.link.gen.current, pcie.link.width.current
2026/09/19 15:32:18.123, 0, P1, 2550 MHz, 13801 MHz, 66.24 W, 26, 13920 MiB, 3 %, 5, 16
2026/09/19 15:32:18.374, 0, P1, 2550 MHz, 13801 MHz, 66.24 W, 26, 14432 MiB, 3 %, 5, 16
2026/09/19 15:32:18.624, 0, P1, 2550 MHz, 13801 MHz, 93.38 W, 33, 15008 MiB, 80 %, 5, 16
2026/09/19 15:32:18.875, 0, P1, 2550 MHz, 13801 MHz, 93.38 W, 33, 15008 MiB, 80 %, 5, 16
2026/09/19 15:32:19.125, 0, P1, 2940 MHz, 13801 MHz, 278.05 W, 36, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:19.375, 0, P1, 2940 MHz, 13801 MHz, 278.05 W, 36, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:19.626, 0, P1, 2925 MHz, 13801 MHz, 418.37 W, 37, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:19.876, 0, P1, 2925 MHz, 13801 MHz, 418.37 W, 37, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:20.127, 0, P1, 2940 MHz, 13801 MHz, 431.61 W, 38, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:20.377, 0, P1, 2940 MHz, 13801 MHz, 431.61 W, 38, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:20.627, 0, P1, 2940 MHz, 13801 MHz, 445.54 W, 38, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:20.878, 0, P1, 2940 MHz, 13801 MHz, 445.54 W, 38, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:21.128, 0, P1, 2940 MHz, 13801 MHz, 447.88 W, 38, 15008 MiB, 87 %, 5, 16
2026/09/19 15:32:21.379, 0, P1, 2940 MHz, 13801 MHz, 447.88 W, 38, 15008 MiB, 87 %, 5, 16
2026/09/19 15:32:21.629, 0, P1, 2940 MHz, 13801 MHz, 449.45 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:21.879, 0, P1, 2940 MHz, 13801 MHz, 449.45 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:22.130, 0, P1, 2940 MHz, 13801 MHz, 454.42 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:22.380, 0, P1, 2940 MHz, 13801 MHz, 454.42 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:22.630, 0, P1, 2940 MHz, 13801 MHz, 449.38 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:22.881, 0, P1, 2940 MHz, 13801 MHz, 449.38 W, 39, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:23.131, 0, P1, 2940 MHz, 13801 MHz, 449.74 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:23.382, 0, P1, 2940 MHz, 13801 MHz, 449.74 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:23.632, 0, P1, 2940 MHz, 13801 MHz, 454.35 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:23.882, 0, P1, 2940 MHz, 13801 MHz, 454.35 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:24.133, 0, P1, 2940 MHz, 13801 MHz, 455.35 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:24.383, 0, P1, 2940 MHz, 13801 MHz, 455.35 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:24.633, 0, P1, 2940 MHz, 13801 MHz, 455.84 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:24.884, 0, P1, 2940 MHz, 13801 MHz, 455.84 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:25.134, 0, P1, 2940 MHz, 13801 MHz, 452.49 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:25.385, 0, P1, 2940 MHz, 13801 MHz, 452.49 W, 40, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:25.635, 0, P1, 2940 MHz, 13801 MHz, 452.42 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:25.885, 0, P1, 2940 MHz, 13801 MHz, 452.42 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:26.136, 0, P1, 2940 MHz, 13801 MHz, 456.23 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:26.386, 0, P1, 2940 MHz, 13801 MHz, 456.23 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:26.636, 0, P1, 2940 MHz, 13801 MHz, 457.43 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:26.887, 0, P1, 2940 MHz, 13801 MHz, 457.43 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:27.137, 0, P1, 2940 MHz, 13801 MHz, 458.11 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:27.387, 0, P1, 2940 MHz, 13801 MHz, 458.11 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:27.638, 0, P1, 2940 MHz, 13801 MHz, 455.12 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:27.888, 0, P1, 2940 MHz, 13801 MHz, 455.12 W, 41, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:28.139, 0, P1, 2940 MHz, 13801 MHz, 454.94 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:28.389, 0, P1, 2940 MHz, 13801 MHz, 454.94 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:28.639, 0, P1, 2940 MHz, 13801 MHz, 458.04 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:28.890, 0, P1, 2940 MHz, 13801 MHz, 458.04 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:29.140, 0, P1, 2940 MHz, 13801 MHz, 458.55 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:29.390, 0, P1, 2940 MHz, 13801 MHz, 458.55 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:29.641, 0, P1, 2940 MHz, 13801 MHz, 458.66 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:29.891, 0, P1, 2940 MHz, 13801 MHz, 458.66 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:30.142, 0, P1, 2940 MHz, 13801 MHz, 459.14 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:30.392, 0, P1, 2940 MHz, 13801 MHz, 459.14 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:30.642, 0, P1, 2940 MHz, 13801 MHz, 459.58 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:30.893, 0, P1, 2940 MHz, 13801 MHz, 459.58 W, 42, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:31.143, 0, P1, 2940 MHz, 13801 MHz, 460.12 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:31.393, 0, P1, 2940 MHz, 13801 MHz, 460.12 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:31.644, 0, P1, 2940 MHz, 13801 MHz, 460.65 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:31.894, 0, P1, 2940 MHz, 13801 MHz, 460.65 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:32.145, 0, P1, 2940 MHz, 13801 MHz, 460.76 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:32.395, 0, P1, 2940 MHz, 13801 MHz, 460.76 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:32.645, 0, P1, 2940 MHz, 13801 MHz, 461.03 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:32.896, 0, P1, 2940 MHz, 13801 MHz, 461.03 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:33.146, 0, P1, 2940 MHz, 13801 MHz, 461.61 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:33.396, 0, P1, 2940 MHz, 13801 MHz, 461.61 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:33.647, 0, P1, 2940 MHz, 13801 MHz, 462.01 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:33.897, 0, P1, 2940 MHz, 13801 MHz, 462.01 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:34.149, 0, P1, 2940 MHz, 13801 MHz, 462.10 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:34.399, 0, P1, 2940 MHz, 13801 MHz, 462.10 W, 43, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:34.649, 0, P1, 2940 MHz, 13801 MHz, 455.91 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:34.900, 0, P1, 2940 MHz, 13801 MHz, 455.91 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:35.150, 0, P1, 2940 MHz, 13801 MHz, 455.38 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:35.401, 0, P1, 2940 MHz, 13801 MHz, 455.38 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:35.651, 0, P1, 2940 MHz, 13801 MHz, 461.92 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:35.901, 0, P1, 2940 MHz, 13801 MHz, 461.92 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:36.152, 0, P1, 2940 MHz, 13801 MHz, 457.11 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:36.402, 0, P1, 2940 MHz, 13801 MHz, 457.11 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:36.652, 0, P1, 2940 MHz, 13801 MHz, 456.55 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:36.903, 0, P1, 2940 MHz, 13801 MHz, 456.55 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:37.153, 0, P1, 2925 MHz, 13801 MHz, 461.64 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:37.404, 0, P1, 2925 MHz, 13801 MHz, 461.64 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:37.654, 0, P1, 2925 MHz, 13801 MHz, 457.80 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:37.904, 0, P1, 2925 MHz, 13801 MHz, 457.80 W, 44, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:38.155, 0, P1, 2925 MHz, 13801 MHz, 457.19 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:38.405, 0, P1, 2925 MHz, 13801 MHz, 457.19 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:38.656, 0, P1, 2925 MHz, 13801 MHz, 461.49 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:38.906, 0, P1, 2925 MHz, 13801 MHz, 461.49 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:39.156, 0, P1, 2925 MHz, 13801 MHz, 461.93 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:39.407, 0, P1, 2925 MHz, 13801 MHz, 461.93 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:39.657, 0, P1, 2925 MHz, 13801 MHz, 462.12 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:39.907, 0, P1, 2925 MHz, 13801 MHz, 462.12 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:40.158, 0, P1, 2925 MHz, 13801 MHz, 462.33 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:40.408, 0, P1, 2925 MHz, 13801 MHz, 462.33 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:40.659, 0, P1, 2925 MHz, 13801 MHz, 457.95 W, 45, 15008 MiB, 95 %, 5, 16
2026/09/19 15:32:40.909, 0, P1, 2925 MHz, 13801 MHz, 457.95 W, 45, 15008 MiB, 95 %, 5, 16
2026/09/19 15:32:41.159, 0, P1, 2925 MHz, 13801 MHz, 457.73 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:41.410, 0, P1, 2925 MHz, 13801 MHz, 457.73 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:41.660, 0, P1, 2925 MHz, 13801 MHz, 462.42 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:41.910, 0, P1, 2925 MHz, 13801 MHz, 462.42 W, 45, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:42.161, 0, P1, 2925 MHz, 13801 MHz, 461.24 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:42.411, 0, P1, 2925 MHz, 13801 MHz, 461.24 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:42.662, 0, P1, 2925 MHz, 13801 MHz, 459.67 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:42.912, 0, P1, 2925 MHz, 13801 MHz, 459.67 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:43.162, 0, P1, 2925 MHz, 13801 MHz, 459.86 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:43.413, 0, P1, 2925 MHz, 13801 MHz, 459.86 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:43.663, 0, P1, 2925 MHz, 13801 MHz, 459.95 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:43.914, 0, P1, 2925 MHz, 13801 MHz, 459.95 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:44.164, 0, P1, 2925 MHz, 13801 MHz, 460.07 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:44.414, 0, P1, 2925 MHz, 13801 MHz, 460.07 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:44.665, 0, P1, 2925 MHz, 13801 MHz, 460.85 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:44.915, 0, P1, 2925 MHz, 13801 MHz, 460.85 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:45.165, 0, P1, 2925 MHz, 13801 MHz, 461.30 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:45.416, 0, P1, 2925 MHz, 13801 MHz, 461.30 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:45.666, 0, P1, 2925 MHz, 13801 MHz, 461.52 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:45.917, 0, P1, 2925 MHz, 13801 MHz, 461.52 W, 46, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:46.167, 0, P1, 2925 MHz, 13801 MHz, 461.81 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:46.417, 0, P1, 2925 MHz, 13801 MHz, 461.81 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:46.668, 0, P1, 2925 MHz, 13801 MHz, 462.39 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:46.918, 0, P1, 2925 MHz, 13801 MHz, 462.39 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:47.168, 0, P1, 2925 MHz, 13801 MHz, 462.97 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:47.419, 0, P1, 2925 MHz, 13801 MHz, 462.97 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:47.669, 0, P1, 2925 MHz, 13801 MHz, 463.23 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:47.920, 0, P1, 2925 MHz, 13801 MHz, 463.23 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:48.170, 0, P1, 2925 MHz, 13801 MHz, 463.55 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:48.421, 0, P1, 2925 MHz, 13801 MHz, 463.55 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:48.671, 0, P1, 2932 MHz, 13801 MHz, 464.40 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:48.921, 0, P1, 2932 MHz, 13801 MHz, 464.40 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:49.172, 0, P1, 2932 MHz, 13801 MHz, 465.27 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:49.422, 0, P1, 2932 MHz, 13801 MHz, 465.27 W, 47, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:49.672, 0, P1, 2925 MHz, 13801 MHz, 465.89 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:49.923, 0, P1, 2925 MHz, 13801 MHz, 465.89 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:50.173, 0, P1, 2932 MHz, 13801 MHz, 465.64 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:50.424, 0, P1, 2932 MHz, 13801 MHz, 465.64 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:50.674, 0, P1, 2932 MHz, 13801 MHz, 465.32 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:50.924, 0, P1, 2932 MHz, 13801 MHz, 465.32 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:51.175, 0, P1, 2925 MHz, 13801 MHz, 464.93 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:51.425, 0, P1, 2925 MHz, 13801 MHz, 464.93 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:51.676, 0, P1, 2925 MHz, 13801 MHz, 464.35 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:51.926, 0, P1, 2925 MHz, 13801 MHz, 464.35 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:52.176, 0, P1, 2932 MHz, 13801 MHz, 457.20 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:52.427, 0, P1, 2932 MHz, 13801 MHz, 457.20 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:52.677, 0, P1, 2932 MHz, 13801 MHz, 457.88 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:52.927, 0, P1, 2932 MHz, 13801 MHz, 457.88 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:53.178, 0, P1, 2932 MHz, 13801 MHz, 464.43 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:53.428, 0, P1, 2932 MHz, 13801 MHz, 464.43 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:53.679, 0, P1, 2932 MHz, 13801 MHz, 464.98 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:53.929, 0, P1, 2932 MHz, 13801 MHz, 464.98 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:54.179, 0, P1, 2932 MHz, 13801 MHz, 465.07 W, 48, 15008 MiB, 99 %, 5, 16
2026/09/19 15:32:54.430, 0, P1, 2932 MHz, 13801 MHz, 465.07 W, 48, 15008 MiB, 99 %, 5, 16
