#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    03:32:00       0     31     31      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    03:32:00       1     34     31      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    03:32:01       0     53     33      -      0      0      0      0      0      0  12481   2317    595    594      0 
 20260812    03:32:01       1     49     33      -      0      0      0      0      0      0  12481   2370   1043   1042      0 
 20260812    03:32:02       0     88     33      -      4      0      0      0      0      0  12481   2317   3187   3186      0 
 20260812    03:32:02       1     91     33      -      8      0      0      0      0      0  12481   2370   3799   3798      0 
 20260812    03:32:03       0     88     33      -      6      0      0      0      0      0  12481   2325   5683   5682      0 
 20260812    03:32:03       1     91     33      -      9      0      0      0      0      0  12481   2370   6973   6972      0 
 20260812    03:32:04       0     89     33      -      5      0      0      0      0      0  12481   2325   8243   8242      0 
 20260812    03:32:04       1     91     33      -      8      0      0      0      0      0  12481   2370   9731   9730      0 
 20260812    03:32:05       0     88     33      -      7      0      0      0      0      0  12481   2325  10803  10802      0 
 20260812    03:32:05       1     91     33      -      9      0      0      0      0      0  12481   2370  12487  12486      0 
 20260812    03:32:06       0     89     33      -      5      0      0      0      0      0  12481   2317  13363  13362      0 
 20260812    03:32:06       1     91     33      -      8      0      0      0      0      0  12481   2370  15725  15724      0 
 20260812    03:32:07       0     88     34      -      0      0      0      0      0      0  12481   2325  14739  14738      0 
 20260812    03:32:07       1     91     33      -      0      0      0      0      0      0  12481   2370  17455  17454      0 
 20260812    03:32:08       0    358     48      -    100     37      0      0      0      0  12481   2422  19507  19506      0 
 20260812    03:32:08       1    306     41      -     97     40      0      0      0      0  12481   2340  19727  19726      0 
 20260812    03:32:09       0    433     44      -    100     84      0      0      0      0  12481   2415  19507  19506      0 
 20260812    03:32:09       1    367     40      -     98     43      0      0      0      0  12481   2340  19727  19726      0 
 20260812    03:32:10       0    428     49      -    100     32      0      0      0      0  12481   2415  19507  19506      0 
 20260812    03:32:10       1    362     41      -     98     42      0      0      0      0  12481   2340  19919  19918      0 
 20260812    03:32:11       0    436     49      -    100     28      0      0      0      0  12481   2415  19507  19506      0 
