procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 350491940 217532 152295880    0    0    51  8945 1929    0  0  0 100  0  0  0
 2  0      0 348875504 217532 152312028    0    0     0     0 5324 4381  1  3 96  0  0  0
 3  0      0 348511076 217532 152312316    0    0     0     0 5501 2598  2  2 96  0  0  0
 2  0      0 348480296 217532 152312316    0    0     0     0 5702 2646  3  2 96  0  0  0
 2  0      0 348448572 217532 152312316    0    0     0     0 5537 2651  3  2 96  0  0  0
 2  0      0 348419868 217540 152312316    0    0     0    32 5422 2771  2  2 96  0  0  0
 2  0      0 348390840 217540 152312316    0    0     0     0 5387 2661  3  2 96  0  0  0
 0  0      0 348235520 217540 152312320    0    0     0     0 4651 2611  2  2 96  0  0  0
 2  0      0 348190416 217548 152314396    0    0     0     4 4243 3134  3  1 96  0  0  0
 2  0      0 348189400 217548 152314396    0    0     0    32 3657 2899  4  0 96  0  0  0
 2  0      0 348189400 217556 152314388    0    0     0    44 3706 3283  4  0 96  0  0  0
 2  0      0 348187636 217556 152314396    0    0     0     0 3601 2723  4  1 96  0  0  0
 2  0      0 348187636 217556 152314400    0    0     0     0 3681 3559  4  0 96  0  0  0
 2  0      0 348185368 217556 152314400    0    0     0     0 3791 3355  4  0 96  0  0  0
 1  0      0 348193432 217556 152314424    0    0     0     0 2914 2967  2  1 97  0  0  0
 1  0      0 348193208 217564 152314416    0    0     0    28 2079 2101  2  0 98  0  0  0
 1  0      0 348193208 217564 152314416    0    0     0  5492 2134 2468  2  0 98  0  0  0
 1  0      0 348193208 217564 152314416    0    0     0     0 2094 2139  2  1 98  0  0  0
 1  0      0 348194260 217564 152314416    0    0     0     4 2199 2472  2  0 98  0  0  0
 1  0      0 348196560 217564 152314424    0    0     0     0 2124 2563  2  0 98  0  0  0
 1  0      0 348196560 217572 152314416    0    0     0    20 2141 2399  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 348196560 217572 152314416    0    0     0     0 2070 2121  2  1 98  0  0  0
 1  0      0 348198792 217572 152314416    0    0     0     0 2097 2470  2  0 98  0  0  0
 1  0      0 348191676 217572 152314444    0    0     0    56 4170 2977  2  1 97  0  0  0
