0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 32, 180 MHz, 31.07 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 33, 180 MHz, 30.49 W
