timestamp, uuid, memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/23 00:13:14.726, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 0, 97133, 0, 36.47, 32
2026/09/23 00:13:15.058, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 1, 97133, 0, 36.47, 32
2026/09/23 00:13:15.397, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 17, 97116, 0, 36.47, 32
2026/09/23 00:13:15.715, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 17, 97116, 0, 36.48, 32
2026/09/23 00:13:16.010, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 18, 97115, 0, 36.59, 32
2026/09/23 00:13:16.322, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 19, 97114, 0, 36.64, 32
2026/09/23 00:13:16.618, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 48, 97085, 0, 39.52, 33
2026/09/23 00:13:16.896, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 102, 97031, 0, 55.55, 33
2026/09/23 00:13:17.166, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 780, 96353, 7, 70.22, 33
2026/09/23 00:13:17.434, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 846, 96287, 1, 83.69, 33
2026/09/23 00:13:17.702, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 846, 96287, 4, 90.14, 33
2026/09/23 00:13:17.970, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 846, 96287, 0, 90.09, 33
2026/09/23 00:13:18.238, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 848, 96285, 2, 88.03, 33
2026/09/23 00:13:18.506, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 9, 93.77, 34
2026/09/23 00:13:18.774, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 93.71, 34
2026/09/23 00:13:19.042, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 93.68, 34
2026/09/23 00:13:19.310, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 93.30, 34
2026/09/23 00:13:19.578, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.60, 34
2026/09/23 00:13:19.846, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.59, 34
2026/09/23 00:13:20.114, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.59, 34
2026/09/23 00:13:20.382, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.32, 34
2026/09/23 00:13:20.650, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.32, 34
2026/09/23 00:13:20.918, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.43, 34
2026/09/23 00:13:21.186, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.46, 34
2026/09/23 00:13:21.454, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.45, 34
2026/09/23 00:13:21.722, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.45, 34
2026/09/23 00:13:21.990, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.45, 34
2026/09/23 00:13:22.258, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.45, 34
2026/09/23 00:13:22.526, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 86.66, 34
2026/09/23 00:13:22.794, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 86.66, 34
2026/09/23 00:13:23.061, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 86.66, 34
2026/09/23 00:13:23.329, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 86.73, 34
2026/09/23 00:13:23.597, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 86.93, 34
2026/09/23 00:13:23.865, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.09, 34
2026/09/23 00:13:24.133, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.20, 34
2026/09/23 00:13:24.401, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.82, 34
2026/09/23 00:13:24.669, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.82, 34
2026/09/23 00:13:24.937, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.82, 34
2026/09/23 00:13:25.205, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.82, 34
2026/09/23 00:13:25.473, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.63, 34
2026/09/23 00:13:25.741, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.63, 34
2026/09/23 00:13:26.009, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.63, 34
2026/09/23 00:13:26.277, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.63, 34
2026/09/23 00:13:26.545, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.17, 34
2026/09/23 00:13:26.813, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.17, 34
2026/09/23 00:13:27.081, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.17, 34
2026/09/23 00:13:27.348, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.15, 34
2026/09/23 00:13:27.616, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.15, 34
2026/09/23 00:13:27.884, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.15, 34
2026/09/23 00:13:28.154, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.15, 34
2026/09/23 00:13:28.422, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:28.690, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:28.958, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:29.226, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:29.493, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.14, 34
2026/09/23 00:13:29.761, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.14, 34
2026/09/23 00:13:30.029, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.14, 34
2026/09/23 00:13:30.296, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.14, 34
2026/09/23 00:13:30.564, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:30.833, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 34
2026/09/23 00:13:31.100, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 88.12, 35
2026/09/23 00:13:31.368, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.87, 35
2026/09/23 00:13:31.636, GPU-7edaf141-7bed-7e99-10d0-fc79d455c842, 944, 96189, 0, 87.87, 35
