2026/08/10 02:42:56.049, 0, 32, 2407, 88.33, 46001, 0
2026/08/10 02:42:56.054, 1, 32, 2325, 85.08, 56339, 0
2026/08/10 02:42:56.310, 0, 36, 2407, 98.17, 46353, 48
2026/08/10 02:42:56.310, 1, 32, 2325, 85.04, 56339, 0
2026/08/10 02:42:56.560, 0, 38, 2392, 154.64, 46353, 69
2026/08/10 02:42:56.560, 1, 32, 2325, 94.71, 56435, 0
2026/08/10 02:42:56.810, 0, 38, 2392, 178.52, 46417, 0
2026/08/10 02:42:56.810, 1, 37, 2317, 166.71, 56467, 88
2026/08/10 02:42:57.060, 0, 36, 2385, 228.56, 46417, 87
2026/08/10 02:42:57.060, 1, 35, 2317, 184.37, 56499, 0
2026/08/10 02:42:57.310, 0, 39, 2400, 258.25, 46417, 87
2026/08/10 02:42:57.310, 1, 36, 2317, 247.35, 56499, 29
2026/08/10 02:42:57.560, 0, 35, 2385, 232.52, 46417, 0
2026/08/10 02:42:57.560, 1, 39, 2317, 274.96, 56499, 56
2026/08/10 02:42:57.810, 0, 41, 2392, 270.65, 46417, 59
2026/08/10 02:42:57.810, 1, 35, 2317, 246.98, 56499, 68
2026/08/10 02:42:58.060, 0, 34, 2385, 228.58, 46417, 33
2026/08/10 02:42:58.060, 1, 41, 2317, 288.54, 56499, 17
2026/08/10 02:42:58.310, 0, 40, 2385, 263.00, 46417, 72
2026/08/10 02:42:58.310, 1, 35, 2317, 259.16, 56499, 0
2026/08/10 02:42:58.560, 0, 34, 2392, 224.46, 46417, 0
2026/08/10 02:42:58.560, 1, 41, 2317, 290.43, 56499, 88
2026/08/10 02:42:58.811, 0, 36, 2392, 241.26, 46417, 87
2026/08/10 02:42:58.811, 1, 39, 2317, 273.10, 56499, 0
2026/08/10 02:42:59.061, 0, 37, 2392, 238.00, 46417, 0
2026/08/10 02:42:59.061, 1, 41, 2317, 277.32, 56499, 88
2026/08/10 02:42:59.311, 0, 35, 2385, 226.71, 46417, 0
2026/08/10 02:42:59.311, 1, 40, 2325, 282.84, 56499, 64
2026/08/10 02:42:59.561, 0, 39, 2392, 248.88, 46417, 63
2026/08/10 02:42:59.561, 1, 39, 2317, 258.05, 56499, 63
2026/08/10 02:42:59.811, 0, 35, 2385, 227.54, 46417, 30
2026/08/10 02:42:59.811, 1, 41, 2317, 284.19, 56499, 20
2026/08/10 02:43:00.061, 0, 37, 2385, 235.59, 46417, 12
2026/08/10 02:43:00.061, 1, 40, 2310, 265.66, 56499, 87
2026/08/10 02:43:00.311, 0, 37, 2347, 212.41, 46417, 43
2026/08/10 02:43:00.311, 1, 38, 2280, 272.54, 56499, 46
2026/08/10 02:43:00.561, 0, 39, 2347, 214.65, 46417, 49
2026/08/10 02:43:00.561, 1, 39, 2287, 250.20, 56499, 44
2026/08/10 02:43:00.811, 0, 39, 2362, 209.48, 46417, 43
2026/08/10 02:43:00.811, 1, 39, 2302, 244.21, 56499, 46
2026/08/10 02:43:01.061, 0, 38, 2362, 222.12, 46417, 43
2026/08/10 02:43:01.061, 1, 40, 2302, 231.29, 56499, 46
2026/08/10 02:43:01.311, 0, 38, 2362, 232.21, 46417, 43
2026/08/10 02:43:01.311, 1, 40, 2295, 237.98, 56499, 46
2026/08/10 02:43:01.561, 0, 38, 2362, 235.22, 46417, 43
2026/08/10 02:43:01.561, 1, 41, 2295, 242.55, 56499, 45
2026/08/10 02:43:01.811, 0, 38, 2362, 239.24, 46417, 43
2026/08/10 02:43:01.812, 1, 41, 2302, 241.10, 56499, 45
2026/08/10 02:43:02.062, 0, 37, 2362, 240.80, 46417, 43
2026/08/10 02:43:02.062, 1, 40, 2295, 239.43, 56499, 45
2026/08/10 02:43:02.312, 0, 37, 2362, 241.93, 46417, 44
2026/08/10 02:43:02.312, 1, 39, 2302, 237.70, 56499, 45
2026/08/10 02:43:02.562, 0, 38, 2362, 240.40, 46417, 44
2026/08/10 02:43:02.562, 1, 39, 2302, 237.74, 56499, 45
2026/08/10 02:43:02.812, 0, 39, 2362, 239.54, 46417, 44
2026/08/10 02:43:02.812, 1, 39, 2302, 238.71, 56499, 45
2026/08/10 02:43:03.062, 0, 39, 2362, 240.20, 46417, 44
2026/08/10 02:43:03.062, 1, 39, 2302, 239.11, 56499, 45
2026/08/10 02:43:03.312, 0, 40, 2362, 239.87, 46417, 44
2026/08/10 02:43:03.312, 1, 39, 2295, 239.07, 56499, 45
