2026/08/12 00:58:21.578, 0, P8, 27, 30.10, 600.00, 180, 0, 0
2026/08/12 00:58:21.591, 1, P8, 27, 30.98, 600.00, 180, 0, 0
2026/08/12 00:58:21.853, 0, P8, 27, 31.28, 600.00, 180, 3, 0
2026/08/12 00:58:21.901, 1, P8, 27, 30.98, 600.00, 180, 1, 0
2026/08/12 00:58:22.152, 0, P8, 27, 31.49, 600.00, 180, 22, 0
2026/08/12 00:58:22.153, 1, P0, 28, 37.34, 600.00, 180, 595, 0
2026/08/12 00:58:22.404, 0, P0, 28, 37.88, 600.00, 1087, 627, 1
2026/08/12 00:58:22.405, 1, P0, 28, 42.74, 600.00, 1657, 661, 0
2026/08/12 00:58:22.655, 0, P0, 28, 58.86, 600.00, 2415, 691, 0
2026/08/12 00:58:22.655, 1, P0, 29, 65.84, 600.00, 2325, 789, 1
2026/08/12 00:58:22.905, 0, P0, 28, 70.69, 600.00, 2415, 755, 3
2026/08/12 00:58:22.906, 1, P0, 29, 68.83, 600.00, 2325, 789, 3
2026/08/12 00:58:23.156, 0, P0, 28, 86.89, 600.00, 2415, 1043, 2
2026/08/12 00:58:23.156, 1, P0, 29, 85.14, 600.00, 2325, 1045, 2
2026/08/12 00:58:23.407, 0, P0, 28, 87.68, 600.00, 2415, 1045, 2
2026/08/12 00:58:23.407, 1, P0, 29, 85.00, 600.00, 2325, 1047, 2
2026/08/12 00:58:23.657, 0, P0, 28, 87.71, 600.00, 2415, 1047, 2
2026/08/12 00:58:23.658, 1, P0, 29, 85.00, 600.00, 2325, 1049, 0
2026/08/12 00:58:23.908, 0, P0, 28, 88.61, 600.00, 2415, 3385, 44
2026/08/12 00:58:23.908, 1, P0, 29, 85.01, 600.00, 2325, 1051, 0
2026/08/12 00:58:24.158, 0, P0, 28, 88.46, 600.00, 2415, 3385, 0
2026/08/12 00:58:24.159, 1, P0, 29, 84.82, 600.00, 2325, 1051, 0
2026/08/12 00:58:24.409, 0, P0, 28, 88.49, 600.00, 2415, 3387, 0
2026/08/12 00:58:24.409, 1, P0, 29, 84.86, 600.00, 2325, 1053, 2
2026/08/12 00:58:24.659, 0, P0, 29, 89.57, 600.00, 2415, 5757, 2
2026/08/12 00:58:24.660, 1, P0, 29, 84.85, 600.00, 2325, 1055, 0
2026/08/12 00:58:24.910, 0, P0, 29, 88.62, 600.00, 2415, 5759, 2
2026/08/12 00:58:24.910, 1, P0, 29, 84.84, 600.00, 2325, 1057, 0
2026/08/12 00:58:25.161, 0, P0, 29, 88.62, 600.00, 2415, 7295, 0
2026/08/12 00:58:25.161, 1, P0, 29, 84.90, 600.00, 2325, 1057, 0
2026/08/12 00:58:25.411, 0, P0, 29, 89.58, 600.00, 2415, 8129, 36
2026/08/12 00:58:25.412, 1, P0, 29, 84.98, 600.00, 2325, 1059, 0
2026/08/12 00:58:25.662, 0, P0, 29, 88.50, 600.00, 2415, 8131, 2
2026/08/12 00:58:25.729, 1, P0, 29, 85.01, 600.00, 2325, 1061, 2
