0, NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition, 0 MiB, 33, 2310 MHz, 78.16 W
1, NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition, 0 MiB, 32, 2332 MHz, 74.48 W
