0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 33, 180 MHz, 36.02 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 33, 180 MHz, 47.90 W
