2026-09-22T04:27:26.23798695Z | 1413 MiB, 22572 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;
2026-09-22T04:27:27.75066449Z | 2572 MiB, 21412 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 1154 MiB;
2026-09-22T04:27:28.128672785Z | 3852 MiB, 20132 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 2466 MiB;
2026-09-22T04:27:29.181924839Z | 5292 MiB, 18692 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 3906 MiB;
2026-09-22T04:27:30.239093548Z | 6796 MiB, 17188 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 5474 MiB;
2026-09-22T04:27:31.302315254Z | 8396 MiB, 15588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 7010 MiB;
2026-09-22T04:27:32.366957541Z | 9356 MiB, 14628 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 7938 MiB;
2026-09-22T04:27:33.423198072Z | 10572 MiB, 13412 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 9154 MiB;
2026-09-22T04:27:34.483452825Z | 11948 MiB, 12036 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 10530 MiB;
2026-09-22T04:27:35.536931531Z | 12780 MiB, 11204 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 11394 MiB;
2026-09-22T04:27:36.595672011Z | 13964 MiB, 10020 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;307463, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 12546 MiB;
