timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], memory.used [MiB]
2026/08/03 11:04:12.962, 0, 33, 2400 MHz, 64.59 W, 27072 MiB
2026/08/03 11:04:12.962, 1, 30, 180 MHz, 20.58 W, 26528 MiB
2026/08/03 11:04:13.963, 0, 33, 2400 MHz, 64.51 W, 27072 MiB
2026/08/03 11:04:13.963, 1, 30, 180 MHz, 19.64 W, 26528 MiB
2026/08/03 11:04:14.963, 0, 33, 2400 MHz, 64.50 W, 27072 MiB
2026/08/03 11:04:14.963, 1, 30, 180 MHz, 20.40 W, 26528 MiB
2026/08/03 11:04:15.963, 0, 33, 2400 MHz, 66.43 W, 27072 MiB
2026/08/03 11:04:15.964, 1, 30, 180 MHz, 17.94 W, 26528 MiB
2026/08/03 11:04:16.964, 0, 32, 412 MHz, 40.43 W, 27072 MiB
2026/08/03 11:04:16.964, 1, 30, 180 MHz, 16.84 W, 26528 MiB
2026/08/03 11:04:17.964, 0, 32, 382 MHz, 32.05 W, 27072 MiB
2026/08/03 11:04:17.965, 1, 30, 180 MHz, 15.72 W, 26528 MiB
2026/08/03 11:04:18.965, 0, 32, 217 MHz, 25.77 W, 27072 MiB
2026/08/03 11:04:18.965, 1, 30, 180 MHz, 15.61 W, 26528 MiB
2026/08/03 11:04:19.965, 0, 32, 180 MHz, 23.41 W, 27072 MiB
2026/08/03 11:04:19.965, 1, 30, 180 MHz, 15.60 W, 26528 MiB
2026/08/03 11:04:20.966, 0, 32, 180 MHz, 21.91 W, 27072 MiB
2026/08/03 11:04:20.966, 1, 30, 180 MHz, 15.58 W, 26528 MiB
2026/08/03 11:04:21.966, 0, 32, 180 MHz, 22.53 W, 27072 MiB
2026/08/03 11:04:21.966, 1, 30, 180 MHz, 17.54 W, 26528 MiB
2026/08/03 11:04:22.967, 0, 32, 180 MHz, 23.23 W, 27072 MiB
2026/08/03 11:04:22.967, 1, 30, 180 MHz, 18.78 W, 26528 MiB
2026/08/03 11:04:23.967, 0, 32, 180 MHz, 23.29 W, 27072 MiB
2026/08/03 11:04:23.967, 1, 30, 180 MHz, 18.91 W, 26528 MiB
2026/08/03 11:04:24.967, 0, 32, 180 MHz, 23.15 W, 27072 MiB
2026/08/03 11:04:24.968, 1, 30, 180 MHz, 18.92 W, 26528 MiB
2026/08/03 11:04:25.968, 0, 32, 180 MHz, 23.12 W, 27072 MiB
2026/08/03 11:04:25.968, 1, 30, 180 MHz, 18.78 W, 26528 MiB
2026/08/03 11:04:26.968, 0, 32, 180 MHz, 23.14 W, 27072 MiB
2026/08/03 11:04:26.968, 1, 30, 180 MHz, 19.00 W, 26528 MiB
2026/08/03 11:04:27.969, 0, 32, 180 MHz, 22.62 W, 27072 MiB
2026/08/03 11:04:27.969, 1, 30, 180 MHz, 19.36 W, 26528 MiB
2026/08/03 11:04:28.969, 0, 32, 180 MHz, 22.39 W, 27072 MiB
2026/08/03 11:04:28.969, 1, 30, 180 MHz, 18.74 W, 26528 MiB
2026/08/03 11:04:29.969, 0, 32, 180 MHz, 22.67 W, 27072 MiB
2026/08/03 11:04:29.970, 1, 30, 180 MHz, 18.08 W, 26528 MiB
2026/08/03 11:04:30.970, 0, 31, 180 MHz, 22.58 W, 27072 MiB
2026/08/03 11:04:30.970, 1, 30, 180 MHz, 18.04 W, 26528 MiB
2026/08/03 11:04:31.970, 0, 32, 180 MHz, 22.69 W, 27072 MiB
2026/08/03 11:04:31.971, 1, 30, 180 MHz, 18.05 W, 26528 MiB
2026/08/03 11:04:32.971, 0, 31, 180 MHz, 22.84 W, 27072 MiB
2026/08/03 11:04:32.971, 1, 30, 180 MHz, 18.73 W, 26528 MiB
2026/08/03 11:04:33.971, 0, 31, 180 MHz, 22.89 W, 27072 MiB
2026/08/03 11:04:33.972, 1, 30, 180 MHz, 17.82 W, 26528 MiB
2026/08/03 11:04:34.972, 0, 31, 180 MHz, 22.49 W, 27072 MiB
2026/08/03 11:04:34.972, 1, 30, 180 MHz, 17.81 W, 26528 MiB
2026/08/03 11:04:35.972, 0, 31, 180 MHz, 22.49 W, 27072 MiB
2026/08/03 11:04:35.972, 1, 30, 180 MHz, 17.68 W, 26528 MiB
2026/08/03 11:04:36.973, 0, 31, 180 MHz, 23.89 W, 27072 MiB
2026/08/03 11:04:36.973, 1, 30, 180 MHz, 17.73 W, 26528 MiB
2026/08/03 11:04:37.973, 0, 31, 180 MHz, 23.97 W, 27072 MiB
2026/08/03 11:04:37.973, 1, 30, 180 MHz, 18.11 W, 26528 MiB
2026/08/03 11:04:38.973, 0, 31, 180 MHz, 23.61 W, 27072 MiB
2026/08/03 11:04:38.974, 1, 30, 180 MHz, 19.33 W, 26528 MiB
2026/08/03 11:04:39.974, 0, 31, 172 MHz, 23.55 W, 27072 MiB
2026/08/03 11:04:39.974, 1, 30, 180 MHz, 22.33 W, 26528 MiB
2026/08/03 11:04:40.974, 0, 31, 180 MHz, 24.93 W, 27072 MiB
2026/08/03 11:04:40.975, 1, 30, 180 MHz, 22.97 W, 26528 MiB
2026/08/03 11:04:41.975, 0, 31, 180 MHz, 24.36 W, 27072 MiB
2026/08/03 11:04:41.975, 1, 30, 172 MHz, 22.31 W, 26528 MiB
2026/08/03 11:04:42.975, 0, 31, 180 MHz, 23.67 W, 27072 MiB
2026/08/03 11:04:42.976, 1, 30, 180 MHz, 21.50 W, 26528 MiB
2026/08/03 11:04:43.976, 0, 31, 180 MHz, 25.07 W, 27072 MiB
2026/08/03 11:04:43.976, 1, 30, 180 MHz, 21.53 W, 26528 MiB
2026/08/03 11:04:44.976, 0, 31, 180 MHz, 23.82 W, 27072 MiB
2026/08/03 11:04:44.976, 1, 30, 180 MHz, 21.76 W, 26528 MiB
2026/08/03 11:04:45.977, 0, 31, 180 MHz, 23.62 W, 27072 MiB
2026/08/03 11:04:45.977, 1, 30, 180 MHz, 20.88 W, 26528 MiB
2026/08/03 11:04:46.977, 0, 31, 180 MHz, 23.05 W, 27072 MiB
2026/08/03 11:04:46.977, 1, 30, 180 MHz, 20.67 W, 26528 MiB
2026/08/03 11:04:47.978, 0, 31, 180 MHz, 22.91 W, 27072 MiB
2026/08/03 11:04:47.978, 1, 30, 180 MHz, 20.14 W, 26528 MiB
2026/08/03 11:04:48.978, 0, 31, 180 MHz, 22.87 W, 27072 MiB
2026/08/03 11:04:48.978, 1, 30, 172 MHz, 19.85 W, 26528 MiB
2026/08/03 11:04:49.979, 0, 31, 180 MHz, 22.84 W, 27072 MiB
2026/08/03 11:04:49.979, 1, 30, 180 MHz, 20.45 W, 26528 MiB
2026/08/03 11:04:50.979, 0, 31, 180 MHz, 22.86 W, 27072 MiB
2026/08/03 11:04:50.979, 1, 30, 180 MHz, 20.53 W, 26528 MiB
2026/08/03 11:04:51.979, 0, 31, 180 MHz, 22.68 W, 27072 MiB
2026/08/03 11:04:51.980, 1, 30, 180 MHz, 20.31 W, 26528 MiB
2026/08/03 11:04:52.980, 0, 31, 180 MHz, 22.90 W, 27072 MiB
2026/08/03 11:04:52.980, 1, 30, 180 MHz, 20.23 W, 26528 MiB
2026/08/03 11:04:53.980, 0, 31, 180 MHz, 23.21 W, 27072 MiB
2026/08/03 11:04:53.980, 1, 30, 180 MHz, 20.07 W, 26528 MiB
2026/08/03 11:04:54.981, 0, 31, 180 MHz, 23.29 W, 27072 MiB
2026/08/03 11:04:54.981, 1, 30, 180 MHz, 20.22 W, 26528 MiB
2026/08/03 11:04:55.981, 0, 31, 180 MHz, 23.46 W, 27072 MiB
2026/08/03 11:04:55.981, 1, 30, 180 MHz, 20.19 W, 26528 MiB
2026/08/03 11:04:56.981, 0, 31, 180 MHz, 23.47 W, 27072 MiB
2026/08/03 11:04:56.982, 1, 30, 180 MHz, 19.91 W, 26528 MiB
2026/08/03 11:04:57.982, 0, 31, 180 MHz, 22.90 W, 27072 MiB
2026/08/03 11:04:57.982, 1, 30, 180 MHz, 19.95 W, 26528 MiB
2026/08/03 11:04:58.982, 0, 32, 1755 MHz, 31.28 W, 28864 MiB
2026/08/03 11:04:58.983, 1, 30, 180 MHz, 19.93 W, 26528 MiB
2026/08/03 11:04:59.983, 0, 32, 2400 MHz, 65.55 W, 29120 MiB
2026/08/03 11:04:59.983, 1, 30, 180 MHz, 19.63 W, 26528 MiB
2026/08/03 11:05:00.983, 0, 40, 2910 MHz, 348.32 W, 31232 MiB
2026/08/03 11:05:00.983, 1, 30, 2400 MHz, 36.07 W, 29920 MiB
2026/08/03 11:05:01.984, 0, 41, 2910 MHz, 438.77 W, 31232 MiB
2026/08/03 11:05:01.984, 1, 39, 2572 MHz, 201.21 W, 30272 MiB
2026/08/03 11:05:02.984, 0, 42, 2910 MHz, 439.58 W, 31232 MiB
2026/08/03 11:05:02.984, 1, 39, 2850 MHz, 433.06 W, 30272 MiB
2026/08/03 11:05:03.985, 0, 41, 2917 MHz, 426.76 W, 31232 MiB
2026/08/03 11:05:03.985, 1, 40, 2850 MHz, 428.60 W, 30272 MiB
2026/08/03 11:05:04.985, 0, 41, 2917 MHz, 416.20 W, 31232 MiB
2026/08/03 11:05:04.985, 1, 38, 2850 MHz, 417.79 W, 31136 MiB
2026/08/03 11:05:05.985, 0, 41, 2917 MHz, 416.82 W, 31232 MiB
2026/08/03 11:05:05.986, 1, 40, 2857 MHz, 420.25 W, 31136 MiB
2026/08/03 11:05:06.986, 0, 42, 2917 MHz, 415.51 W, 31232 MiB
2026/08/03 11:05:06.986, 1, 41, 2857 MHz, 430.50 W, 31136 MiB
2026/08/03 11:05:07.986, 0, 42, 2917 MHz, 417.16 W, 31232 MiB
2026/08/03 11:05:07.986, 1, 41, 2857 MHz, 425.84 W, 31136 MiB
2026/08/03 11:05:08.987, 0, 42, 2917 MHz, 414.87 W, 31232 MiB
2026/08/03 11:05:08.987, 1, 40, 2865 MHz, 403.83 W, 31136 MiB
2026/08/03 11:05:09.987, 0, 43, 2925 MHz, 417.30 W, 31232 MiB
2026/08/03 11:05:09.987, 1, 41, 2865 MHz, 405.95 W, 31136 MiB
2026/08/03 11:05:10.988, 0, 43, 2925 MHz, 417.52 W, 31232 MiB
2026/08/03 11:05:10.988, 1, 41, 2865 MHz, 405.54 W, 31136 MiB
2026/08/03 11:05:11.988, 0, 43, 2925 MHz, 416.42 W, 31232 MiB
2026/08/03 11:05:11.988, 1, 41, 2865 MHz, 406.93 W, 31136 MiB
2026/08/03 11:05:12.988, 0, 44, 2925 MHz, 418.16 W, 31232 MiB
2026/08/03 11:05:12.989, 1, 42, 2865 MHz, 406.65 W, 31136 MiB
2026/08/03 11:05:13.989, 0, 43, 2925 MHz, 416.65 W, 31232 MiB
2026/08/03 11:05:13.989, 1, 42, 2865 MHz, 405.33 W, 31136 MiB
2026/08/03 11:05:14.989, 0, 44, 2910 MHz, 418.65 W, 31232 MiB
2026/08/03 11:05:14.990, 1, 42, 2865 MHz, 407.30 W, 31136 MiB
2026/08/03 11:05:15.990, 0, 44, 2910 MHz, 418.61 W, 31232 MiB
2026/08/03 11:05:15.990, 1, 42, 2865 MHz, 406.06 W, 31136 MiB
2026/08/03 11:05:16.990, 0, 45, 2910 MHz, 417.26 W, 31232 MiB
2026/08/03 11:05:16.990, 1, 43, 2865 MHz, 408.24 W, 31136 MiB
2026/08/03 11:05:17.990, 0, 45, 2910 MHz, 418.80 W, 31232 MiB
2026/08/03 11:05:17.991, 1, 43, 2865 MHz, 408.07 W, 31136 MiB
2026/08/03 11:05:18.991, 0, 45, 2910 MHz, 419.18 W, 31232 MiB
2026/08/03 11:05:18.991, 1, 43, 2865 MHz, 406.27 W, 31136 MiB
2026/08/03 11:05:19.991, 0, 45, 2910 MHz, 417.75 W, 31232 MiB
2026/08/03 11:05:19.992, 1, 43, 2865 MHz, 409.40 W, 31136 MiB
2026/08/03 11:05:20.992, 0, 46, 2910 MHz, 419.47 W, 31232 MiB
2026/08/03 11:05:20.992, 1, 44, 2865 MHz, 409.40 W, 31136 MiB
2026/08/03 11:05:21.992, 0, 46, 2910 MHz, 418.21 W, 31232 MiB
2026/08/03 11:05:21.993, 1, 44, 2865 MHz, 407.26 W, 31136 MiB
2026/08/03 11:05:22.993, 0, 46, 2910 MHz, 420.37 W, 31232 MiB
2026/08/03 11:05:22.993, 1, 44, 2865 MHz, 409.63 W, 31136 MiB
2026/08/03 11:05:23.993, 0, 47, 2910 MHz, 420.29 W, 31232 MiB
2026/08/03 11:05:23.993, 1, 44, 2850 MHz, 407.93 W, 31136 MiB
2026/08/03 11:05:24.994, 0, 47, 2910 MHz, 418.86 W, 31232 MiB
2026/08/03 11:05:24.994, 1, 45, 2850 MHz, 410.46 W, 31136 MiB
2026/08/03 11:05:25.994, 0, 47, 2910 MHz, 420.82 W, 31232 MiB
2026/08/03 11:05:25.994, 1, 45, 2850 MHz, 410.21 W, 31136 MiB
2026/08/03 11:05:26.995, 0, 47, 2910 MHz, 416.18 W, 31232 MiB
2026/08/03 11:05:26.995, 1, 45, 2850 MHz, 406.97 W, 31136 MiB
2026/08/03 11:05:27.995, 0, 47, 2917 MHz, 421.51 W, 31232 MiB
2026/08/03 11:05:27.995, 1, 45, 2850 MHz, 410.56 W, 31136 MiB
2026/08/03 11:05:28.995, 0, 48, 2917 MHz, 420.98 W, 31232 MiB
2026/08/03 11:05:28.996, 1, 46, 2850 MHz, 410.35 W, 31136 MiB
2026/08/03 11:05:29.996, 0, 48, 2910 MHz, 419.17 W, 31232 MiB
2026/08/03 11:05:29.996, 1, 46, 2850 MHz, 408.30 W, 31136 MiB
2026/08/03 11:05:30.996, 0, 48, 2917 MHz, 422.57 W, 31232 MiB
2026/08/03 11:05:30.997, 1, 46, 2850 MHz, 411.53 W, 31136 MiB
2026/08/03 11:05:31.997, 0, 49, 2917 MHz, 423.00 W, 31232 MiB
2026/08/03 11:05:31.997, 1, 46, 2850 MHz, 409.37 W, 31136 MiB
2026/08/03 11:05:32.997, 0, 49, 2917 MHz, 421.66 W, 31232 MiB
2026/08/03 11:05:32.998, 1, 47, 2850 MHz, 411.94 W, 31136 MiB
2026/08/03 11:05:33.998, 0, 49, 2917 MHz, 423.55 W, 31232 MiB
2026/08/03 11:05:33.998, 1, 47, 2850 MHz, 412.80 W, 31136 MiB
2026/08/03 11:05:34.998, 0, 49, 2917 MHz, 422.54 W, 31232 MiB
2026/08/03 11:05:34.998, 1, 47, 2850 MHz, 411.23 W, 31136 MiB
2026/08/03 11:05:35.998, 0, 49, 2917 MHz, 424.27 W, 31232 MiB
2026/08/03 11:05:35.999, 1, 47, 2850 MHz, 413.17 W, 31136 MiB
2026/08/03 11:05:36.999, 0, 50, 2917 MHz, 424.13 W, 31232 MiB
2026/08/03 11:05:36.999, 1, 47, 2850 MHz, 411.55 W, 31136 MiB
2026/08/03 11:05:37.999, 0, 50, 2917 MHz, 423.22 W, 31232 MiB
2026/08/03 11:05:37.999, 1, 48, 2850 MHz, 412.68 W, 31136 MiB
2026/08/03 11:05:38.999, 0, 50, 2917 MHz, 425.40 W, 31232 MiB
2026/08/03 11:05:38.999, 1, 48, 2850 MHz, 413.32 W, 31136 MiB
2026/08/03 11:05:40.000, 0, 50, 2917 MHz, 424.71 W, 31232 MiB
2026/08/03 11:05:40.000, 1, 48, 2850 MHz, 411.91 W, 31136 MiB
2026/08/03 11:05:41.000, 0, 51, 2917 MHz, 424.98 W, 31232 MiB
2026/08/03 11:05:41.000, 1, 48, 2850 MHz, 413.75 W, 31136 MiB
2026/08/03 11:05:42.000, 0, 51, 2917 MHz, 425.78 W, 31232 MiB
2026/08/03 11:05:42.000, 1, 48, 2850 MHz, 414.26 W, 31136 MiB
2026/08/03 11:05:43.001, 0, 51, 2917 MHz, 424.12 W, 31232 MiB
2026/08/03 11:05:43.001, 1, 49, 2850 MHz, 413.66 W, 31136 MiB
2026/08/03 11:05:44.001, 0, 51, 2917 MHz, 425.83 W, 31232 MiB
2026/08/03 11:05:44.001, 1, 49, 2850 MHz, 415.50 W, 31136 MiB
2026/08/03 11:05:45.001, 0, 51, 2917 MHz, 425.98 W, 31232 MiB
2026/08/03 11:05:45.001, 1, 49, 2850 MHz, 414.39 W, 31136 MiB
2026/08/03 11:05:46.002, 0, 52, 2917 MHz, 424.94 W, 31232 MiB
2026/08/03 11:05:46.002, 1, 49, 2850 MHz, 416.11 W, 31136 MiB
2026/08/03 11:05:47.002, 0, 52, 2917 MHz, 426.58 W, 31232 MiB
2026/08/03 11:05:47.002, 1, 49, 2850 MHz, 416.24 W, 31136 MiB
2026/08/03 11:05:48.002, 0, 52, 2917 MHz, 425.36 W, 31232 MiB
2026/08/03 11:05:48.002, 1, 50, 2850 MHz, 415.55 W, 31136 MiB
2026/08/03 11:05:49.003, 0, 52, 2917 MHz, 427.19 W, 31232 MiB
2026/08/03 11:05:49.003, 1, 50, 2850 MHz, 416.87 W, 31136 MiB
2026/08/03 11:05:50.003, 0, 52, 2917 MHz, 427.16 W, 31232 MiB
2026/08/03 11:05:50.005, 1, 50, 2850 MHz, 415.54 W, 31136 MiB
2026/08/03 11:05:51.005, 0, 53, 2917 MHz, 426.67 W, 31232 MiB
2026/08/03 11:05:51.005, 1, 50, 2850 MHz, 416.54 W, 31136 MiB
2026/08/03 11:05:52.005, 0, 53, 2917 MHz, 428.92 W, 31232 MiB
2026/08/03 11:05:52.006, 1, 50, 2850 MHz, 418.12 W, 31136 MiB
2026/08/03 11:05:53.006, 0, 53, 2917 MHz, 427.82 W, 31232 MiB
2026/08/03 11:05:53.006, 1, 46, 2872 MHz, 299.83 W, 31136 MiB
2026/08/03 11:05:54.006, 0, 53, 2917 MHz, 387.83 W, 31232 MiB
2026/08/03 11:05:54.006, 1, 50, 2850 MHz, 249.09 W, 31136 MiB
2026/08/03 11:05:55.006, 0, 53, 2917 MHz, 426.88 W, 31232 MiB
2026/08/03 11:05:55.007, 1, 51, 2850 MHz, 415.95 W, 31136 MiB
2026/08/03 11:05:56.007, 0, 54, 2902 MHz, 426.75 W, 31232 MiB
2026/08/03 11:05:56.007, 1, 51, 2850 MHz, 416.11 W, 31136 MiB
2026/08/03 11:05:57.007, 0, 54, 2902 MHz, 425.81 W, 31232 MiB
2026/08/03 11:05:57.007, 1, 51, 2850 MHz, 414.73 W, 31136 MiB
2026/08/03 11:05:58.007, 0, 54, 2902 MHz, 427.29 W, 31232 MiB
2026/08/03 11:05:58.008, 1, 51, 2850 MHz, 416.76 W, 31136 MiB
2026/08/03 11:05:59.008, 0, 54, 2902 MHz, 425.62 W, 31232 MiB
2026/08/03 11:05:59.008, 1, 51, 2850 MHz, 415.91 W, 31136 MiB
2026/08/03 11:06:00.008, 0, 54, 2902 MHz, 427.52 W, 31232 MiB
2026/08/03 11:06:00.008, 1, 52, 2850 MHz, 417.49 W, 31136 MiB
2026/08/03 11:06:01.008, 0, 54, 2902 MHz, 428.22 W, 31232 MiB
2026/08/03 11:06:01.009, 1, 52, 2850 MHz, 417.52 W, 31136 MiB
2026/08/03 11:06:02.009, 0, 55, 2902 MHz, 427.12 W, 31232 MiB
2026/08/03 11:06:02.009, 1, 52, 2850 MHz, 416.82 W, 31136 MiB
2026/08/03 11:06:03.009, 0, 55, 2902 MHz, 428.90 W, 31232 MiB
2026/08/03 11:06:03.009, 1, 52, 2850 MHz, 417.80 W, 31136 MiB
2026/08/03 11:06:04.009, 0, 55, 2902 MHz, 427.70 W, 31232 MiB
2026/08/03 11:06:04.010, 1, 52, 2850 MHz, 417.08 W, 31136 MiB
2026/08/03 11:06:05.010, 0, 55, 2902 MHz, 429.10 W, 31232 MiB
2026/08/03 11:06:05.010, 1, 53, 2850 MHz, 418.97 W, 31136 MiB
2026/08/03 11:06:06.010, 0, 55, 2902 MHz, 429.31 W, 31232 MiB
2026/08/03 11:06:06.010, 1, 53, 2850 MHz, 419.54 W, 31136 MiB
2026/08/03 11:06:07.010, 0, 55, 2902 MHz, 427.65 W, 31232 MiB
2026/08/03 11:06:07.011, 1, 53, 2850 MHz, 417.45 W, 31136 MiB
2026/08/03 11:06:08.011, 0, 56, 2902 MHz, 429.88 W, 31232 MiB
2026/08/03 11:06:08.011, 1, 53, 2850 MHz, 419.05 W, 31136 MiB
2026/08/03 11:06:09.011, 0, 56, 2902 MHz, 430.52 W, 31232 MiB
2026/08/03 11:06:09.011, 1, 53, 2842 MHz, 419.08 W, 31136 MiB
2026/08/03 11:06:10.011, 0, 56, 2902 MHz, 429.51 W, 31232 MiB
2026/08/03 11:06:10.012, 1, 53, 2842 MHz, 417.76 W, 31136 MiB
2026/08/03 11:06:11.012, 0, 56, 2902 MHz, 431.16 W, 31232 MiB
2026/08/03 11:06:11.012, 1, 53, 2842 MHz, 419.68 W, 31136 MiB
2026/08/03 11:06:12.012, 0, 56, 2902 MHz, 429.78 W, 31232 MiB
2026/08/03 11:06:12.012, 1, 54, 2842 MHz, 418.37 W, 31136 MiB
2026/08/03 11:06:13.012, 0, 56, 2902 MHz, 431.20 W, 31232 MiB
2026/08/03 11:06:13.013, 1, 54, 2842 MHz, 420.25 W, 31136 MiB
2026/08/03 11:06:14.013, 0, 57, 2902 MHz, 431.29 W, 31232 MiB
2026/08/03 11:06:14.013, 1, 54, 2842 MHz, 420.45 W, 31136 MiB
2026/08/03 11:06:15.013, 0, 57, 2902 MHz, 430.30 W, 31232 MiB
2026/08/03 11:06:15.013, 1, 54, 2842 MHz, 420.12 W, 31136 MiB
2026/08/03 11:06:16.013, 0, 57, 2902 MHz, 431.95 W, 31232 MiB
2026/08/03 11:06:16.014, 1, 54, 2842 MHz, 421.55 W, 31136 MiB
2026/08/03 11:06:17.014, 0, 56, 2902 MHz, 430.71 W, 31232 MiB
2026/08/03 11:06:17.014, 1, 54, 2842 MHz, 421.27 W, 31136 MiB
2026/08/03 11:06:18.014, 0, 57, 2902 MHz, 430.84 W, 31232 MiB
2026/08/03 11:06:18.014, 1, 55, 2842 MHz, 419.22 W, 31136 MiB
2026/08/03 11:06:19.014, 0, 57, 2902 MHz, 432.30 W, 31232 MiB
2026/08/03 11:06:19.014, 1, 55, 2842 MHz, 421.37 W, 31136 MiB
2026/08/03 11:06:20.015, 0, 57, 2902 MHz, 431.30 W, 31232 MiB
2026/08/03 11:06:20.015, 1, 55, 2842 MHz, 417.24 W, 31136 MiB
2026/08/03 11:06:21.015, 0, 58, 2902 MHz, 432.85 W, 31232 MiB
2026/08/03 11:06:21.015, 1, 55, 2842 MHz, 421.77 W, 31136 MiB
