timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 12:28:09.109, 48, 18.57 W, 180 MHz, 810 MHz, 2 MiB, 0 %
2026/09/26 12:28:09.362, 48, 18.57 W, 180 MHz, 810 MHz, 596 MiB, 0 %
2026/09/26 12:28:09.613, 48, 18.57 W, 180 MHz, 810 MHz, 1460 MiB, 0 %
2026/09/26 12:28:09.863, 48, 28.86 W, 180 MHz, 810 MHz, 2516 MiB, 24 %
2026/09/26 12:28:10.113, 48, 28.86 W, 180 MHz, 810 MHz, 3604 MiB, 24 %
2026/09/26 12:28:10.363, 48, 53.83 W, 2625 MHz, 13365 MHz, 4660 MiB, 15 %
2026/09/26 12:28:10.613, 48, 53.83 W, 2625 MHz, 13365 MHz, 5780 MiB, 15 %
2026/09/26 12:28:10.864, 48, 83.21 W, 2625 MHz, 13365 MHz, 6868 MiB, 14 %
2026/09/26 12:28:11.114, 48, 83.21 W, 2625 MHz, 13365 MHz, 7924 MiB, 14 %
2026/09/26 12:28:11.364, 48, 83.22 W, 2625 MHz, 13365 MHz, 9012 MiB, 15 %
2026/09/26 12:28:11.614, 48, 83.22 W, 2625 MHz, 13365 MHz, 10100 MiB, 15 %
2026/09/26 12:28:11.864, 48, 83.25 W, 2625 MHz, 13365 MHz, 11156 MiB, 15 %
2026/09/26 12:28:12.115, 48, 83.25 W, 2625 MHz, 13365 MHz, 12212 MiB, 15 %
2026/09/26 12:28:12.365, 48, 83.03 W, 2625 MHz, 13365 MHz, 13332 MiB, 13 %
2026/09/26 12:28:12.615, 48, 83.03 W, 2625 MHz, 13365 MHz, 14388 MiB, 13 %
2026/09/26 12:28:12.865, 48, 82.98 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 12:28:13.115, 48, 82.98 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 12:28:13.366, 48, 81.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:13.616, 48, 81.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:13.866, 48, 80.38 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:14.116, 48, 80.38 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:14.366, 48, 80.38 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:14.616, 48, 80.38 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:14.866, 48, 78.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:15.117, 48, 78.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:15.367, 48, 78.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:15.617, 48, 78.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:15.867, 47, 78.96 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:16.117, 47, 78.96 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:16.367, 47, 78.96 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:16.617, 47, 78.96 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:16.867, 47, 78.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:17.118, 47, 78.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:17.368, 47, 78.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:17.618, 47, 78.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:17.868, 47, 78.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:18.118, 47, 78.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:18.368, 47, 78.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:18.618, 47, 78.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:18.869, 47, 78.90 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:19.119, 47, 78.90 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 12:28:19.369, 47, 78.96 W, 2610 MHz, 13365 MHz, 19572 MiB, 0 %
2026/09/26 12:28:19.619, 47, 78.96 W, 2610 MHz, 13365 MHz, 19572 MiB, 0 %
2026/09/26 12:28:19.869, 61, 251.18 W, 2722 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 12:28:20.119, 61, 251.18 W, 2722 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 12:28:20.369, 63, 512.27 W, 2700 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 12:28:20.619, 63, 512.27 W, 2700 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:20.870, 58, 585.67 W, 2730 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 12:28:21.120, 58, 585.67 W, 2730 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 12:28:21.370, 63, 577.58 W, 2700 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:21.620, 63, 577.58 W, 2700 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:21.870, 64, 594.45 W, 2692 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:22.120, 64, 594.45 W, 2692 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:22.370, 55, 510.46 W, 2820 MHz, 13365 MHz, 20148 MiB, 98 %
2026/09/26 12:28:22.620, 55, 510.46 W, 2820 MHz, 13365 MHz, 20148 MiB, 98 %
2026/09/26 12:28:22.870, 57, 434.10 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:23.120, 57, 434.10 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:23.370, 57, 404.54 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:23.621, 57, 404.54 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:23.871, 58, 440.92 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:24.121, 58, 440.92 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:24.371, 58, 452.46 W, 2835 MHz, 13365 MHz, 20148 MiB, 94 %
2026/09/26 12:28:24.621, 58, 452.46 W, 2835 MHz, 13365 MHz, 20148 MiB, 94 %
2026/09/26 12:28:24.871, 53, 405.23 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:25.121, 53, 405.23 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:25.371, 57, 355.41 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:25.622, 57, 355.41 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:25.872, 58, 393.07 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:26.122, 58, 393.07 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:26.372, 59, 442.36 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:26.622, 59, 442.36 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:26.872, 59, 450.57 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:27.122, 59, 450.57 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:27.372, 58, 438.78 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:27.622, 58, 438.78 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:27.873, 59, 436.81 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:28.123, 59, 436.81 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:28.373, 59, 451.40 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:28.623, 59, 451.40 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:28.873, 59, 451.78 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:29.123, 59, 451.78 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:29.373, 59, 418.22 W, 2827 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 12:28:29.623, 59, 418.22 W, 2827 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 12:28:29.874, 59, 402.34 W, 2835 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 12:28:30.124, 59, 402.34 W, 2835 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 12:28:30.374, 60, 431.56 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:30.624, 60, 431.56 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:30.874, 60, 451.45 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:31.124, 60, 451.45 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:31.374, 60, 443.76 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:31.624, 60, 443.76 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:31.874, 60, 437.48 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:32.124, 60, 437.48 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:32.375, 61, 448.54 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:32.625, 61, 448.54 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:32.875, 60, 454.51 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:33.125, 60, 454.51 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:33.375, 60, 424.71 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:33.625, 60, 424.71 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:33.875, 60, 402.98 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:34.126, 60, 402.98 W, 2835 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 12:28:34.376, 61, 429.57 W, 2842 MHz, 13365 MHz, 20148 MiB, 100 %
