timestamp, uuid, memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/20 01:04:15.180, GPU-c2a89142-c177-b92a-1366-d58822694f0a, 0, 97252, 0, 34.08, 28
2026/09/20 01:04:15.189, GPU-554f7aeb-578c-187f-4f29-af06f2170507, 0, 97252, 0, 35.08, 27
2026/09/20 01:04:15.449, GPU-c2a89142-c177-b92a-1366-d58822694f0a, 3, 97249, 0, 34.08, 28
2026/09/20 01:04:15.452, GPU-554f7aeb-578c-187f-4f29-af06f2170507, 1, 97252, 0, 35.08, 27
2026/09/20 01:04:15.702, GPU-c2a89142-c177-b92a-1366-d58822694f0a, 627, 96626, 0, 41.41, 29
2026/09/20 01:04:15.702, GPU-554f7aeb-578c-187f-4f29-af06f2170507, 595, 96658, 0, 35.25, 27
2026/09/20 01:04:15.952, GPU-c2a89142-c177-b92a-1366-d58822694f0a, 0, 97252, 0, 47.16, 30
2026/09/20 01:04:15.953, GPU-554f7aeb-578c-187f-4f29-af06f2170507, 0, 97252, 1, 47.26, 28
