Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
13.3,67553782,78,866074.1,804090.0,606652,2359535,287366.1,"void moe_kq_sk128v_kernel<(int)6>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
10.1,51387407,250,205549.6,52111.5,40352,1055929,199874.1,"void mul_mat_q_q8_0<(int)128, (bool)0>(const char *, const int *, float *, int, int, int, int, int, int)"
7.0,35423679,78,454149.7,421133.0,364766,2191984,220882.3,"void moe_kq_sktail_kernel<(int)6>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
6.5,33189227,39,851005.8,867258.0,640284,971833,71112.6,"void moe_kq_sk128v_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
6.3,32195012,2400,13414.6,4256.0,1600,1949682,43944.0,qmatvec_q8_0_mmvq_fused2
4.0,20528198,40,513205.0,440348.0,407901,1885458,284749.2,router_gemv_f32_w8_batch
3.7,18696502,30,623216.7,626843.5,597243,633275,10314.4,gdn_chunk_state_f32
3.2,16363304,10,1636330.4,1288102.5,1229047,3299240,754807.1,fa_prefill_bf16kv_pp
3.1,15716753,960,16371.6,15711.0,14080,497949,15585.5,moe_gate_up_silu8_dev_q8_v
2.9,14951609,1920,7787.3,7743.5,2624,13984,4944.3,qmatvec_q8_0_mmvq
2.9,14854907,39,380895.1,374878.0,328190,526908,43956.2,"void moe_kq_sktail_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
2.8,14072506,40,351812.7,321853.5,316414,836218,99275.8,rows_permute_f32
2.6,13191587,30,439719.6,284686.0,272094,1957554,434797.6,ssm_conv1d_gdn_state_f32
2.4,12391589,25,495663.6,493468.0,492828,536444,8630.3,qmatvec_q6_K_mmvq
2.1,10589143,30,352971.4,354782.0,337118,358910,5826.7,gdn_chunk_output_f32
1.7,8580324,80,107254.1,98575.0,63455,152127,41119.0,"gather_act_f16_kernel(const float *, const int *, __half *, float *, int, int)"
1.6,8355517,4165,2006.1,1344.0,1152,48384,5312.7,quantize_q8_1
1.6,8070504,960,8406.8,8160.0,7423,12288,898.4,moe_down8_fma_dev_q8_w8h2v
1.4,7238827,60,120647.1,105759.5,53759,1606133,216746.7,l2_norm_pp_v2_f32
1.4,6916078,40,172902.0,172495.0,166879,180478,3677.6,moe_pairs_scatter
1.2,6341840,30,211394.7,212414.5,200063,216415,4197.6,gdn_chunk_attn_f32
1.2,6129396,960,6384.8,5440.0,4896,846234,27135.4,add_rms_norm_f32
1.2,6083155,240,25346.5,25312.0,24544,26336,343.2,qmatvec_q8_0_mmvq_fused3
1.2,5976434,60,99607.2,100447.0,91967,103775,2714.4,qmatvec_q8_0_dp4a
1.1,5819356,1000,5819.4,4352.0,4128,138495,7408.4,moe_router_topk_f32
1.1,5518072,40,137951.8,137551.0,135935,145983,1901.6,moe_pairs_silu_mul
1.0,5181758,240,21590.7,21312.0,20608,23424,734.4,fa_decode_combine_f32
1.0,5063964,30,168798.8,168847.0,164351,174367,1718.1,gdn_chunk_solve32_f32
0.9,4757153,1000,4757.2,1184.0,1024,1368150,44504.0,add_scaled_rows_f32
0.8,4037971,605,6674.3,1600.0,1472,279646,17134.2,rms_norm_f32
0.8,3958949,720,5498.5,4064.0,3648,1023672,37998.5,gdn_scan_s128
0.8,3933893,960,4097.8,4064.0,3712,7680,247.0,router_gemv_f32_w8
0.7,3716706,240,15486.3,15136.0,14592,17664,790.2,fa_decode_vec_q_v4
0.7,3698664,250,14794.7,10176.0,2528,26592,8164.5,"quantize_mmq_q8_1_d4_q8_0(const float *, void *, long, long, long, int)"
0.7,3603333,30,120111.1,120431.5,115743,122175,1628.3,gated_rmsnorm_f32
0.7,3493884,936,3732.8,2272.0,2112,1347606,43973.0,add_rms_norm_q8_1
0.6,3212617,3,1070872.3,1064120.0,1034745,1113752,39934.0,"void moe_kq_sk128v_kernel<(int)2>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
0.5,2678924,104,25758.9,25536.0,1152,243102,25218.9,add_f32
0.4,2117887,250,8471.5,1504.0,1440,175583,34062.3,q_gate_split_f32
0.4,1809654,1000,1809.7,1600.0,1408,7712,1092.9,sigmoid_dot_rows_f32
0.3,1666612,3,555537.3,542620.0,539868,584124,24795.0,"void moe_kq_sktail_kernel<(int)2>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
0.3,1522122,250,6088.5,960.0,927,129311,25004.6,mul_f32
0.3,1499666,1000,1499.7,1312.0,1184,5792,823.4,silu_mul_f32
0.3,1425494,280,5091.1,1023.5,960,111455,20294.3,sigmoid_f32
