timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 15:05:31.338, 62, 27.86 W, 180 MHz, 810 MHz, 2 MiB, 0 %
2026/09/25 15:05:31.593, 62, 27.86 W, 180 MHz, 810 MHz, 23 MiB, 0 %
2026/09/25 15:05:31.843, 61, 20.55 W, 180 MHz, 810 MHz, 596 MiB, 0 %
2026/09/25 15:05:32.093, 61, 20.55 W, 180 MHz, 810 MHz, 2132 MiB, 0 %
2026/09/25 15:05:32.343, 62, 52.78 W, 2625 MHz, 13365 MHz, 3156 MiB, 12 %
2026/09/25 15:05:32.593, 62, 52.78 W, 2625 MHz, 13365 MHz, 4116 MiB, 12 %
2026/09/25 15:05:32.844, 62, 93.30 W, 2617 MHz, 13365 MHz, 5076 MiB, 12 %
2026/09/25 15:05:33.094, 62, 93.30 W, 2617 MHz, 13365 MHz, 5972 MiB, 12 %
2026/09/25 15:05:33.344, 62, 92.55 W, 2625 MHz, 13365 MHz, 6868 MiB, 10 %
2026/09/25 15:05:33.594, 62, 92.55 W, 2625 MHz, 13365 MHz, 7796 MiB, 10 %
2026/09/25 15:05:33.845, 62, 92.29 W, 2617 MHz, 13365 MHz, 8692 MiB, 10 %
2026/09/25 15:05:34.095, 62, 92.29 W, 2617 MHz, 13365 MHz, 9556 MiB, 10 %
2026/09/25 15:05:34.345, 62, 92.15 W, 2617 MHz, 13365 MHz, 10484 MiB, 11 %
2026/09/25 15:05:34.595, 62, 92.15 W, 2617 MHz, 13365 MHz, 11412 MiB, 11 %
2026/09/25 15:05:34.845, 62, 92.06 W, 2617 MHz, 13365 MHz, 12308 MiB, 10 %
2026/09/25 15:05:35.096, 62, 92.06 W, 2617 MHz, 13365 MHz, 13204 MiB, 10 %
2026/09/25 15:05:35.346, 61, 91.90 W, 2617 MHz, 13365 MHz, 14100 MiB, 10 %
2026/09/25 15:05:35.596, 61, 91.90 W, 2617 MHz, 13365 MHz, 14740 MiB, 10 %
2026/09/25 15:05:35.846, 61, 91.37 W, 2617 MHz, 13365 MHz, 14740 MiB, 4 %
2026/09/25 15:05:36.096, 61, 91.37 W, 2617 MHz, 13365 MHz, 14740 MiB, 4 %
2026/09/25 15:05:36.346, 61, 89.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:36.596, 61, 89.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:36.847, 61, 88.28 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:37.097, 61, 88.28 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:37.347, 61, 88.28 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:37.597, 61, 88.28 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:37.847, 60, 87.11 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:38.097, 60, 87.11 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:38.347, 60, 87.11 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:38.597, 60, 87.11 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:38.848, 60, 86.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:39.098, 60, 86.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:39.348, 60, 86.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:39.598, 60, 86.32 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:39.848, 60, 85.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:40.098, 60, 85.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:40.348, 60, 85.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:40.599, 60, 85.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:40.849, 59, 85.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:41.099, 59, 85.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:41.349, 59, 85.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:41.599, 59, 85.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:41.850, 59, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:42.100, 59, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:42.350, 59, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:42.601, 59, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:42.852, 59, 84.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:43.102, 59, 84.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:43.352, 59, 84.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 15:05:43.603, 59, 84.71 W, 2610 MHz, 13365 MHz, 16052 MiB, 0 %
2026/09/25 15:05:43.853, 64, 107.89 W, 2745 MHz, 13365 MHz, 16820 MiB, 90 %
2026/09/25 15:05:44.103, 64, 107.89 W, 2745 MHz, 13365 MHz, 16820 MiB, 90 %
2026/09/25 15:05:44.353, 66, 214.79 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:44.603, 66, 214.79 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:44.853, 67, 418.26 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:45.103, 67, 418.26 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:45.353, 68, 460.00 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:45.603, 68, 460.00 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:45.854, 68, 474.36 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:46.104, 68, 474.36 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 15:05:46.354, 68, 478.54 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:46.604, 68, 478.54 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:46.854, 68, 456.48 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:47.104, 68, 456.48 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:47.354, 69, 455.72 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:47.604, 69, 455.72 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:47.854, 69, 478.09 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:48.104, 69, 478.09 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:48.354, 69, 480.25 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:48.605, 69, 480.25 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:48.855, 68, 466.10 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 15:05:49.105, 68, 466.10 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
