name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W], pstate
NVIDIA GeForce RTX 5090 Laptop GPU, 24463 MiB, 15 MiB, 23970 MiB, 62, 30.62 W, P0
