rewrite	surface	implementation	plan_sha256	eligible	blockers	operations	receipt
carried-prime.v1	carried-prime	carried-prime-batch	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	KimiDeltaNet,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp	Embedding,RmsNorm,KimiDeltaNet,RecurrentState,DenseMlp,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,OutputProjection	pending
decode-eager.v1	decode-eager	native-eager	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	KimiDeltaNet,RecurrentState,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp	Embedding,RmsNorm,KimiDeltaNet,RecurrentState,DenseMlp,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,OutputProjection	pending
decode-batch.v1	decode-batch	decode-batch	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	KimiDeltaNet,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState	Embedding,RmsNorm,KimiDeltaNet,RecurrentState,DenseMlp,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,OutputProjection	pending
decode-graph.v1	decode-graph	decode-cuda-graph	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	KimiDeltaNet,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState	Embedding,RmsNorm,KimiDeltaNet,RecurrentState,DenseMlp,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,OutputProjection	pending
mtp-spec.v1	mtp-spec	mtp-spec	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	LatentMlaAttention,SparseIndex,LatentKvState,SwiGluPreClampedActivation,KimiDeltaNet,HyperConnections	Embedding,Mtp,MtpFusion,RmsNorm,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,SwiGluPreClampedActivation,SerialResidual,MtpHead,OutputProjection,KimiDeltaNet,RecurrentState,DenseMlp,HyperConnections	pending
pipeline.v1	pipeline	pipeline-state-transport	326c94d378a0a9fb762909c3c78b473c7e2143d570a94954a583fcdfaf41ac26	false	VisionPatchEmbedding,VisionBidirectionalAttention,VisionMlp,VisionProjection,KimiDeltaNet,RecurrentState,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState	Embedding,RmsNorm,KimiDeltaNet,RecurrentState,DenseMlp,SwiGluPreClampedActivation,HyperConnections,LatentMlaAttention,SparseIndex,LatentKvState,MoeMlp,SigmoidRouter,SharedMlp,OutputProjection	pending
