procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351051612 187352 149609440    0    0     0   140 2716 5686  2  0 98  0  0  0
 1  0      0 351051612 187352 149609448    0    0     0    64 2555 5448  2  0 98  0  0  0
 1  0      0 351045084 187360 149609648    0    0     0     0 4755 4089  1  1 98  0  0  0
 2  0      0 351044860 187360 149609652    0    0     0     0 2310 4567  2  1 98  0  0  0
 1  0      0 351044860 187360 149609652    0    0     0     0 2357 4485  2  1 98  0  0  0
 1  0      0 351039856 187368 149609648    0    0     0   108 2704 4330  2  1 98  0  0  0
 1  0      0 351034588 187368 149609652    0    0     0     0 4346 5181  2  1 98  0  0  0
 1  0      0 351033788 187368 149609668    0    0     0    12 2450 5191  2  0 98  0  0  0
 1  0      0 351033788 187368 149609668    0    0     0  4032 2561 5934  2  0 98  0  0  0
 1  0      0 351029784 187368 149609668    0    0     0     0 3788 4726  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351032284 187376 149609752    0    0     0    44 2360 4470  2  1 98  0  0  0
 2  0      0 351032312 187376 149609756    0    0     0    28 2467 4321  1  1 98  0  0  0
 1  0      0 351026912 187376 149609764    0    0     0     0 4652 5331  2  1 98  0  0  0
 2  0      0 351028764 187376 149609764    0    0     0     0 2337 4211  1  1 98  0  0  0
 1  0      0 351030424 187376 149609764    0    0     0     0 2344 4934  2  0 98  0  0  0
 1  0      0 351030424 187384 149609760    0    0     0    24 2548 5654  2  0 98  0  0  0
 1  0      0 351030384 187388 149609824    0    0     0   160 4268 5702  1  0 98  0  0  0
 1  0      0 351030384 187388 149609824    0    0     0     0 2439 5812  2  0 98  0  0  0
 1  0      0 351029104 187388 149609932    0    0     0  3044 2486 6241  2  0 98  0  0  0
 1  0      0 351029104 187388 149609932    0    0     0     0 2621 8385  2  0 98  0  0  0
 1  0      0 351042172 187396 149609992    0    0     0    60 3900 6887  2  0 98  0  0  0
 1  0      0 351041948 187396 149609996    0    0     0   160 2600 6795  2  0 98  0  0  0
 1  0      0 351041948 187396 149609996    0    0     0     0 2573 6381  2  0 98  0  0  0
 1  0      0 351028228 187404 149610076    0    0     0     0 4429 9145  2  0 98  0  0  0
 2  0      0 351006700 187404 149610196    0    0     0     0 4493 8162  4  1 96  0  0  0
 2  0      0 351008524 187424 149610188    0    0     0   144 4403 9148  4  1 96  0  0  0
 4  0      0 351004528 187424 149610204    0    0     0   132 5203 8949  4  1 95  0  0  0
 2  0      0 350998720 187424 149610200    0    0     0     4 6276 10755  4  1 95  0  0  0
 2  0      0 351007608 187424 149610196    0    0     0     0 4861 11802  4  1 96  0  0  0
 1  0      0 351007608 187424 149610196    0    0     0     0 2444 4223  2  1 98  0  0  0
 1  0      0 351009832 187424 149610196    0    0     0     0 2451 4168  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351009924 187432 149610200    0    0     0    32 2517 4794  2  0 98  0  0  0
 1  0      0 351013024 187432 149610200    0    0     0     0 2707 5730  2  0 98  0  0  0
 1  0      0 351015780 187432 149610200    0    0     0     0 2600 5559  2  0 98  0  0  0
 2  0      0 351029976 187432 149610200    0    0     0     0 5402 8377  2  0 98  0  0  0
 2  0      0 351027536 187432 149610360    0    0     0     0 5434 7050  4  1 96  0  0  0
 2  0      0 351027724 187440 149610364    0    0     0   304 4272 9228  4  1 96  0  0  0
 2  0      0 351027724 187440 149610372    0    0     0     0 4255 8289  4  1 96  0  0  0
 2  0      0 351027472 187440 149610372    0    0     0     0 4450 10156  4  1 96  0  0  0
 1  0      0 351027472 187440 149610372    0    0     0     0 4738 11154  3  1 96  0  0  0
 1  0      0 351027472 187440 149610372    0    0     0     0 2592 4335  2  1 98  0  0  0
 1  0      0 351027472 187452 149610368    0    0     0   108 2522 4149  2  1 98  0  0  0
 1  0      0 351040264 187452 149610376    0    0     0     0 4409 5715  2  0 98  0  0  0
 1  0      0 351040040 187452 149610380    0    0     0    12 2591 5563  2  0 98  0  0  0
 1  0      0 351040040 187452 149610376    0    0     0  4172 2646 5462  2  0 98  0  0  0
 1  0      0 351042256 187460 149610600    0    0     0     0 5492 7145  2  0 98  0  0  0
 1  0      0 351042256 187472 149610600    0    0     0   232 2250 2389  2  1 98  0  0  0
 1  0      0 351042688 187472 149610700    0    0     0     0 2341 4494  2  1 98  0  0  0
 3  0      0 351041680 187472 149610700    0    0     0     0 3971 5230  2  1 98  0  0  0
 1  0      0 351036024 187472 149610708    0    0     0     0 2818 4509  2  1 98  0  0  0
 1  0      0 351035800 187472 149610708    0    0     0     0 2454 4206  2  1 98  0  0  0
 1  0      0 351035800 187480 149610708    0    0     0    28 2431 4024  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351035800 187480 149610708    0    0     0    56 2558 4323  2  1 98  0  0  0
 1  0      0 351035576 187480 149610716    0    0     0     0 2536 4625  2  0 98  0  0  0
 1  0      0 351035576 187480 149610716    0    0     0     0 2720 5421  2  0 98  0  0  0
 1  0      0 351041768 187480 149610716    0    0     0     0 4052 6408  2  0 98  0  0  0
 0  0      0 351041768 187488 149610720    0    0     0    28 3029 5021  2  0 98  0  0  0
 1  0      0 351052372 187504 149610816    0    0     0   276 3643 3839  1  1 98  0  0  0
 1  0      0 351053308 187504 149610816    0    0     0     0 2375 4353  2  0 98  0  0  0
 1  0      0 351055156 187504 149610816    0    0     0  3420 2438 4258  2  1 98  0  0  0
 4  0      0 351050200 187504 149610816    0    0     0     0 4353 5411  2  1 98  0  0  0
 1  0      0 351049500 187512 149610944    0    0     0    56 2469 4180  2  1 98  0  0  0
 1  0      0 351049500 187512 149610948    0    0     0     0 2337 3974  2  0 98  0  0  0
 1  0      0 351049500 187512 149610948    0    0     0     0 2365 4280  2  1 98  0  0  0
 1  0      0 351049500 187512 149610948    0    0     0     0 2448 4550  2  0 98  0  0  0
 1  0      0 351053520 187512 149610948    0    0     0     0 2748 5655  2  0 98  0  0  0
 1  0      0 351053520 187520 149610948    0    0     0    12 2486 5443  2  0 98  0  0  0
 1  0      0 351055900 187528 149611060    0    0     0   156 4042 5734  2  0 98  0  0  0
 1  0      0 351046256 187528 149611168    0    0     0     0 3438 6415  2  0 98  0  0  0
 1  0      0 351047544 187528 149611172    0    0     0     0 2721 6723  2  0 98  0  0  0
 1  0      0 351051620 187528 149611172    0    0     0     0 4732 7257  2  0 98  0  0  0
 1  0      0 351054012 187540 149611172    0    0     0    72 2510 7364  2  0 98  0  0  0
 1  0      0 351054516 187540 149611172    0    0     0   108 2876 9827  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351059060 187540 149611284    0    0     0     0 3712 6277  2  0 98  0  0  0
 1  0      0 351060112 187540 149611288    0    0     0     0 2531 6749  2  0 98  0  0  0
 1  0      0 351062592 187540 149611288    0    0     0     0 2564 6267  2  0 98  0  0  0
 1  0      0 351062352 187552 149611288    0    0     0    44 2695 6960  2  0 98  0  0  0
 1  0      0 351062128 187556 149611284    0    0     0   288 3924 10527  2  0 98  0  0  0
 1  0      0 351058044 187564 149611656    0    0     0     0 5717 5735  1  1 98  0  0  0
 1  0      0 351058044 187564 149611664    0    0     0    16 2352 3703  2  1 98  0  0  0
 1  0      0 351057820 187564 149611664    0    0     0  3620 2456 4425  2  1 98  0  0  0
 1  0      0 351057820 187572 149611668    0    0     0    72 2397 4301  2  0 98  0  0  0
 1  0      0 351057820 187572 149611668    0    0     0     0 2392 4074  2  0 98  0  0  0
 1  0      0 351057820 187572 149611668    0    0     0     0 2322 4156  2  0 98  0  0  0
 1  0      0 351056844 187572 149611672    0    0     0     0 4118 4801  2  1 98  0  0  0
 1  0      0 351056608 187572 149611676    0    0     0     0 2752 4465  2  1 98  0  0  0
 1  0      0 351056608 187580 149611676    0    0     0    12 2529 5562  2  0 98  0  0  0
 1  0      0 351056608 187580 149611676    0    0     0   100 2457 5261  2  0 98  0  0  0
 1  0      0 351056608 187580 149611680    0    0     0    24 2485 5358  2  0 98  0  0  0
 1  0      0 351069464 187580 149611764    0    0     0     0 3647 4941  1  0 98  0  0  0
 1  0      0 351068904 187580 149611780    0    0     0     0 2319 3389  2  1 98  0  0  0
 1  0      0 351068664 187600 149611788    0    0     0   132 2444 4562  2  0 98  0  0  0
 1  0      0 351068876 187600 149611796    0    0     0     0 2476 4272  2  1 98  0  0  0
 1  0      0 351068876 187600 149611796    0    0     0     0 2540 4368  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351068876 187600 149611804    0    0     0     0 2462 3975  2  1 98  0  0  0
 1  0      0 351068876 187600 149611804    0    0     0  2768 2442 4291  2  1 98  0  0  0
 2  0      0 351061068 187608 149611808    0    0     0    12 3568 4625  2  1 98  0  0  0
 1  0      0 351049980 187608 149611812    0    0     0     4 4448 6207  2  0 97  0  0  0
 1  0      0 351050640 187612 149611808    0    0     0   236 2859 5677  2  0 98  0  0  0
 1  0      0 351050640 187612 149611808    0    0     0     0 2596 5303  2  0 98  0  0  0
 1  0      0 351060204 187620 149611808    0    0     0     0 4806 5820  1  0 98  0  0  0
 1  0      0 351042496 187632 149612036    0    0     0    76 2572 6196  2  0 98  0  0  0
 1  0      0 351042496 187632 149612036    0    0     0     0 2628 6591  2  0 98  0  0  0
 1  0      0 351042496 187632 149612036    0    0     0   100 2470 6105  2  0 98  0  0  0
 1  0      0 351042496 187632 149612036    0    0     0     0 2720 8512  2  0 98  0  0  0
 1  0      0 351055504 187632 149612040    0    0     0     0 4266 9653  2  0 98  0  0  0
 1  0      0 351057172 187640 149612124    0    0     0    60 2491 5897  2  0 98  0  0  0
 1  0      0 351062160 187640 149612128    0    0     0    92 2605 6595  2  0 98  0  0  0
 1  0      0 351061472 187640 149612128    0    0     0   164 2652 6266  2  0 98  0  0  0
 1  0      0 351064080 187640 149612128    0    0     0     0 2656 8221  2  0 98  0  0  0
 1  0      0 351064096 187640 149612128    0    0     0     0 4058 9119  2  0 98  0  0  0
 2  0      0 351039932 187652 149612372    0    0     0    72 5190 7870  3  1 96  0  0  0
 2  0      0 351041700 187652 149612376    0    0     0     0 4474 9308  4  1 96  0  0  0
 2  0      0 351043672 187652 149612380    0    0     0    56 4161 8693  4  1 96  0  0  0
 2  0      0 351048648 187652 149612384    0    0     0     0 4069 9453  4  1 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 351054344 187652 149612384    0    0     0    12 4706 12110  4  1 96  0  0  0
 1  0      0 351056536 187660 149612384    0    0     0  3180 3275 4760  2  0 98  0  0  0
 1  0      0 351056620 187660 149612384    0    0     0     0 2401 4119  2  1 98  0  0  0
 1  0      0 351056620 187660 149612384    0    0     0     0 2568 4734  2  0 98  0  0  0
 1  0      0 351056620 187660 149612388    0    0     0     0 2697 5607  2  0 98  0  0  0
 1  0      0 351056620 187660 149612388    0    0     0     0 2590 5531  2  0 98  0  0  0
 1  0      0 351078796 187668 149612380    0    0     0    12 3549 5544  2  0 98  0  0  0
 2  0      0 351055028 187672 149612568    0    0     0    20 5120 7915  4  1 96  0  0  0
 2  0      0 351054776 187692 149612568    0    0     0  1636 4513 9036  4  1 96  0  0  0
 3  0      0 351054776 187692 149612568    0    0     0     0 4365 8700  4  1 96  0  0  0
 2  0      0 351060612 187692 149612568    0    0     0     0 4705 9901  4  1 96  0  0  0
 2  0      0 351058580 187708 149612556    0    0     0    72 5655 12492  4  1 96  0  0  0
 1  0      0 351059428 187720 149612592    0    0     0    72 5699 5767  2  1 98  0  0  0
 1  0      0 351042544 187724 149612580    0    0     0    36 3080 4610  2  1 98  0  0  0
 1  0      0 351043452 187724 149612580    0    0     0     0 2656 4773  2  0 98  0  0  0
 1  0      0 351045848 187724 149612588    0    0     0     0 2690 5434  2  0 98  0  0  0
 1  0      0 351056012 187736 149612576    0    0     0  2068 2680 5302  2  0 98  0  0  0
 1  0      0 351059100 187736 149612592    0    0     0     0 4969 6075  2  0 98  0  0  0
 1  0      0 351045180 187736 149612920    0    0     0   236 3080 3719  2  1 98  0  0  0
 1  0      0 351045836 187736 149612920    0    0     0     0 2402 4494  2  1 98  0  0  0
 1  0      0 351046692 187736 149612924    0    0     0     0 2439 4461  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 351046692 187744 149612916    0    0     0    64 2423 4187  1  1 98  0  0  0
 1  0      0 351046692 187744 149612916    0    0     0     0 2370 4164  2  1 98  0  0  0
 1  0      0 351046692 187744 149612928    0    0     0     0 2470 5435  2  0 98  0  0  0
 1  0      0 351045600 187744 149612936    0    0     0   100 4420 6407  2  0 98  0  0  0
 1  0      0 351056560 187744 149613044    0    0     0     0 3750 4591  2  0 98  0  0  0
 1  0      0 351056308 187752 149613040    0    0     0    52 2370 4209  2  1 98  0  0  0
 1  0      0 351056308 187752 149613048    0    0     0   104 2397 4427  2  1 98  0  0  0
 1  0      0 351056084 187752 149613048    0    0     0     0 2372 4261  2  1 98  0  0  0
 1  0      0 351056084 187752 149613056    0    0     0   200 2445 4278  1  1 98  0  0  0
 1  0      0 351048980 187752 149613056    0    0     0     0 4347 5836  2  0 98  0  0  0
 1  0      0 351049596 187760 149613184    0    0     0    28 2476 5675  2  0 98  0  0  0
 1  0      0 351060500 187768 149613308    0    0     0     0 4536 5703  1  0 98  0  0  0
 1  0      0 351060840 187768 149613392    0    0     0     0 2606 6036  2  0 98  0  0  0
 1  0      0 351060840 187768 149613392    0    0     0     0 2492 6193  2  0 98  0  0  0
 1  0      0 351060840 187768 149613392    0    0     0     0 2644 8580  2  0 98  0  0  0
 1  0      0 351063976 187776 149613472    0    0     0    52 3821 6194  2  0 98  0  0  0
 1  0      0 351063976 187776 149613476    0    0     0     0 2638 6842  2  0 98  0  0  0
 1  0      0 351063976 187776 149613476    0    0     0     0 2445 6298  2  0 98  0  0  0
 0  0      0 351063976 187776 149613476    0    0     0   192 2826 8585  2  0 98  0  0  0
 2  0      0 351044968 187780 149613732    0    0     0     0 5131 6880  3  1 97  0  0  0
 3  0      0 351046724 187788 149613728    0    0     0  4108 4025 8872  4  1 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 351048396 187788 149613740    0    0     0     0 4351 9341  4  1 96  0  0  0
 1  0      0 351048900 187800 149613744    0    0     0   112 4147 8815  3  1 97  0  0  0
 1  0      0 351048900 187804 149613748    0    0     0    20 2533 4148  2  1 98  0  0  0
 1  0      0 351049000 187804 149613748    0    0     0     0 2641 5296  2  0 98  0  0  0
 1  0      0 351011792 187816 149613760    0    0     0    36 5242 6832  2  0 97  0  0  0
 2  0      0 351007544 187820 149613920    0    0     0     0 4579 6265  2  0 97  0  0  0
 2  0      0 351009020 187820 149613928    0    0     0     0 4184 8537  4  1 96  0  0  0
 2  0      0 351010744 187820 149613936    0    0     0   336 4285 8483  4  1 96  0  0  0
 1  0      0 351012180 187820 149613936    0    0     0     0 4864 11592  4  1 96  0  0  0
 1  0      0 351013384 187828 149613936    0    0     0    64 2499 4188  2  1 98  0  0  0
 1  0      0 351013820 187828 149613936    0    0     0     0 2559 4711  2  0 98  0  0  0
 4  0      0 351017364 187828 149613936    0    0     0     0 2654 5799  2  0 98  0  0  0
 1  0      0 351019908 187828 149613936    0    0     0    12 5754 6199  2  0 98  0  0  0
 1  0      0 351043888 187832 149613960    0    0     0     0 3302 3791  2  0 98  0  0  0
 1  0      0 351042948 187840 149614220    0    0     0    60 2373 4360  2  1 98  0  0  0
 1  0      0 351043408 187840 149614220    0    0     0  3096 2429 4256  2  1 98  0  0  0
 1  0      0 351043408 187840 149614220    0    0     0     0 2326 3933  2  1 98  0  0  0
 2  0      0 351043184 187840 149614224    0    0     0    92 2430 5197  2  0 98  0  0  0
 1  0      0 351045388 187840 149614304    0    0     0     0 3047 4606  2  0 98  0  0  0
