2026/08/13 05:44:43.428, P0, 57, 1200, 27.16, 49, 1
2026/08/13 05:44:43.531, P0, 57, 1200, 27.16, 63, 1
2026/08/13 05:44:43.634, P0, 57, 1200, 27.16, 342, 1
2026/08/13 05:44:43.734, P0, 57, 1200, 29.12, 344, 2
2026/08/13 05:44:43.834, P0, 57, 1200, 29.12, 344, 2
2026/08/13 05:44:43.934, P0, 57, 1200, 29.12, 792, 2
2026/08/13 05:44:44.034, P0, 57, 1200, 29.12, 1176, 2
2026/08/13 05:44:44.135, P0, 57, 1200, 29.12, 1592, 2
2026/08/13 05:44:44.244, P0, 57, 1200, 29.50, 1978, 15
2026/08/13 05:44:44.356, P0, 57, 1200, 29.50, 2362, 15
2026/08/13 05:44:44.456, P0, 57, 1200, 29.50, 2714, 15
2026/08/13 05:44:44.556, P0, 57, 1200, 29.50, 2780, 15
2026/08/13 05:44:44.657, P0, 57, 1200, 29.50, 3164, 15
2026/08/13 05:44:44.763, P0, 57, 1200, 27.34, 3548, 16
2026/08/13 05:44:44.871, P0, 57, 1200, 27.34, 3934, 16
2026/08/13 05:44:44.982, P0, 57, 1200, 27.34, 4350, 16
2026/08/13 05:44:45.090, P0, 57, 1200, 27.34, 4734, 16
2026/08/13 05:44:45.209, P0, 57, 1200, 27.34, 5120, 16
2026/08/13 05:44:45.327, P0, 57, 1200, 27.60, 5536, 14
2026/08/13 05:44:45.443, P0, 57, 1200, 27.60, 5920, 14
2026/08/13 05:44:45.543, P0, 57, 1200, 27.60, 6306, 14
2026/08/13 05:44:45.643, P0, 57, 1200, 27.60, 6722, 14
2026/08/13 05:44:45.743, P0, 57, 1192, 27.72, 7106, 15
2026/08/13 05:44:45.852, P0, 57, 1192, 27.72, 7492, 15
2026/08/13 05:44:45.966, P0, 57, 1192, 27.72, 7908, 15
2026/08/13 05:44:46.080, P0, 57, 1192, 27.72, 8292, 15
2026/08/13 05:44:46.181, P0, 57, 1192, 27.72, 8678, 15
2026/08/13 05:44:46.288, P0, 57, 1200, 27.68, 9094, 11
2026/08/13 05:44:46.401, P0, 57, 1200, 27.68, 9478, 11
2026/08/13 05:44:46.515, P0, 57, 1200, 27.68, 9864, 11
2026/08/13 05:44:46.633, P0, 57, 1200, 27.68, 10248, 11
2026/08/13 05:44:46.733, P0, 57, 1192, 27.67, 10632, 16
