llama_print_build_info: build = 1 (c730697)
llama_print_build_info: built with GNU 11.4.0 for Linux x86_64
llama_quantize: quantizing 'gguf-official/Ornith-1.5-35B-BF16.gguf' to 'Ornith-1.5-35B-A3B-NVFP4-MTP.gguf' as NVFP4
llama_model_loader: loaded meta data with 43 key-value pairs and 753 tensors from gguf-official/Ornith-1.5-35B-BF16.gguf (version GGUF V3 (latest))
llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.
llama_model_loader: - kv   0:                       general.architecture str              = qwen35moe
llama_model_loader: - kv   1:                               general.type str              = model
llama_model_loader: - kv   2:                     general.sampling.top_k i32              = 20
llama_model_loader: - kv   3:                     general.sampling.top_p f32              = 0.950000
llama_model_loader: - kv   4:                      general.sampling.temp f32              = 1.000000
llama_model_loader: - kv   5:                               general.name str              = Ornith-1.5-35B
llama_model_loader: - kv   6:                            general.version str              = 4000
llama_model_loader: - kv   7:                           general.finetune str              = 35b
llama_model_loader: - kv   8:                         general.size_label str              = 256x2.6B
llama_model_loader: - kv   9:                      qwen35moe.block_count u32              = 41
llama_model_loader: - kv  10:                   qwen35moe.context_length u32              = 262144
llama_model_loader: - kv  11:                 qwen35moe.embedding_length u32              = 2048
llama_model_loader: - kv  12:             qwen35moe.attention.head_count u32              = 16
llama_model_loader: - kv  13:          qwen35moe.attention.head_count_kv u32              = 2
llama_model_loader: - kv  14:          qwen35moe.rope.dimension_sections arr[i32,4]       = [11, 11, 10, 0]
llama_model_loader: - kv  15:                   qwen35moe.rope.freq_base f32              = 10000000.000000
llama_model_loader: - kv  16: qwen35moe.attention.layer_norm_rms_epsilon f32              = 0.000001
llama_model_loader: - kv  17:                     qwen35moe.expert_count u32              = 256
llama_model_loader: - kv  18:                qwen35moe.expert_used_count u32              = 8
llama_model_loader: - kv  19:             qwen35moe.attention.key_length u32              = 256
llama_model_loader: - kv  20:           qwen35moe.attention.value_length u32              = 256
llama_model_loader: - kv  21:                          general.file_type u32              = 32
llama_model_loader: - kv  22:       qwen35moe.expert_feed_forward_length u32              = 512
llama_model_loader: - kv  23: qwen35moe.expert_shared_feed_forward_length u32              = 512
llama_model_loader: - kv  24:             qwen35moe.nextn_predict_layers u32              = 1
llama_model_loader: - kv  25:                  qwen35moe.ssm.conv_kernel u32              = 4
llama_model_loader: - kv  26:                   qwen35moe.ssm.state_size u32              = 128
llama_model_loader: - kv  27:                  qwen35moe.ssm.group_count u32              = 16
llama_model_loader: - kv  28:               qwen35moe.ssm.time_step_rank u32              = 32
llama_model_loader: - kv  29:                   qwen35moe.ssm.inner_size u32              = 4096
llama_model_loader: - kv  30:          qwen35moe.full_attention_interval u32              = 4
llama_model_loader: - kv  31:             qwen35moe.rope.dimension_count u32              = 64
llama_model_loader: - kv  32:               general.quantization_version u32              = 2
llama_model_loader: - kv  33:                       tokenizer.ggml.model str              = gpt2
llama_model_loader: - kv  34:                         tokenizer.ggml.pre str              = qwen35
llama_model_loader: - kv  35:                      tokenizer.ggml.tokens arr[str,248320]  = ["!", "\"", "#", "$", "%", "&", "'", ...
llama_model_loader: - kv  36:                  tokenizer.ggml.token_type arr[i32,248320]  = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...
llama_model_loader: - kv  37:                      tokenizer.ggml.merges arr[str,247587]  = ["Ġ Ġ", "ĠĠ ĠĠ", "i n", "Ġ t",...
[  22/ 753] blk.0.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  23/ 753] blk.1.attn_gate.weight               - [  2048,   4096,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  24/ 753] blk.1.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  25/ 753] blk.1.attn_qkv.weight                - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[  26/ 753] blk.1.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  27/ 753] blk.1.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  28/ 753] blk.1.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  29/ 753] blk.1.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[  30/ 753] blk.1.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  31/ 753] blk.1.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  32/ 753] blk.1.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  33/ 753] blk.1.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  34/ 753] blk.1.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  35/ 753] blk.1.ssm_a                          - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  36/ 753] blk.1.ssm_alpha.weight               - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  37/ 753] blk.1.ssm_beta.weight                - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  38/ 753] blk.1.ssm_conv1d.weight              - [     4,   8192,      1,      1], type =    f32, size =    0.125 MiB
[  39/ 753] blk.1.ssm_dt.bias                    - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  40/ 753] blk.1.ssm_norm.weight                - [   128,      1,      1,      1], type =    f32, size =    0.000 MiB
[  41/ 753] blk.1.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  42/ 753] blk.2.attn_gate.weight               - [  2048,   4096,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  43/ 753] blk.2.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  44/ 753] blk.2.attn_qkv.weight                - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[  45/ 753] blk.2.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  46/ 753] blk.2.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  47/ 753] blk.2.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  48/ 753] blk.2.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[  49/ 753] blk.2.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  50/ 753] blk.2.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  51/ 753] blk.2.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  52/ 753] blk.2.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  53/ 753] blk.2.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  54/ 753] blk.2.ssm_a                          - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  55/ 753] blk.2.ssm_alpha.weight               - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  56/ 753] blk.2.ssm_beta.weight                - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  57/ 753] blk.2.ssm_conv1d.weight              - [     4,   8192,      1,      1], type =    f32, size =    0.125 MiB
[  58/ 753] blk.2.ssm_dt.bias                    - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  59/ 753] blk.2.ssm_norm.weight                - [   128,      1,      1,      1], type =    f32, size =    0.000 MiB
[  60/ 753] blk.2.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  61/ 753] blk.3.attn_k.weight                  - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  62/ 753] blk.3.attn_k_norm.weight             - [   256,      1,      1,      1], type =    f32, size =    0.001 MiB
[  63/ 753] blk.3.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  64/ 753] blk.3.attn_output.weight             - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  65/ 753] blk.3.attn_q.weight                  - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[  66/ 753] blk.3.attn_q_norm.weight             - [   256,      1,      1,      1], type =    f32, size =    0.001 MiB
[  67/ 753] blk.3.attn_v.weight                  - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  68/ 753] blk.3.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  69/ 753] blk.3.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  70/ 753] blk.3.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  71/ 753] blk.3.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[  72/ 753] blk.3.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  73/ 753] blk.3.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  74/ 753] blk.3.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  75/ 753] blk.3.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  76/ 753] blk.3.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  77/ 753] blk.4.attn_gate.weight               - [  2048,   4096,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  78/ 753] blk.4.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  79/ 753] blk.4.attn_qkv.weight                - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[  80/ 753] blk.4.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  81/ 753] blk.4.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  82/ 753] blk.4.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  83/ 753] blk.4.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[  84/ 753] blk.4.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  85/ 753] blk.4.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  86/ 753] blk.4.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[  87/ 753] blk.4.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[  88/ 753] blk.4.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  89/ 753] blk.4.ssm_a                          - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  90/ 753] blk.4.ssm_alpha.weight               - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  91/ 753] blk.4.ssm_beta.weight                - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[  92/ 753] blk.4.ssm_conv1d.weight              - [     4,   8192,      1,      1], type =    f32, size =    0.125 MiB
[  93/ 753] blk.4.ssm_dt.bias                    - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[  94/ 753] blk.4.ssm_norm.weight                - [   128,      1,      1,      1], type =    f32, size =    0.000 MiB
[  95/ 753] blk.4.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  96/ 753] blk.5.attn_gate.weight               - [  2048,   4096,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[  97/ 753] blk.5.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[  98/ 753] blk.5.attn_qkv.weight                - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[  99/ 753] blk.5.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 100/ 753] blk.5.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 101/ 753] blk.5.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 102/ 753] blk.5.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[ 103/ 753] blk.5.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 104/ 753] blk.5.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 105/ 753] blk.5.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 106/ 753] blk.5.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 107/ 753] blk.5.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 108/ 753] blk.5.ssm_a                          - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 109/ 753] blk.5.ssm_alpha.weight               - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[ 110/ 753] blk.5.ssm_beta.weight                - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[ 111/ 753] blk.5.ssm_conv1d.weight              - [     4,   8192,      1,      1], type =    f32, size =    0.125 MiB
[ 112/ 753] blk.5.ssm_dt.bias                    - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 113/ 753] blk.5.ssm_norm.weight                - [   128,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 114/ 753] blk.5.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[ 115/ 753] blk.6.attn_gate.weight               - [  2048,   4096,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[ 116/ 753] blk.6.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 117/ 753] blk.6.attn_qkv.weight                - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[ 118/ 753] blk.6.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 119/ 753] blk.6.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 120/ 753] blk.6.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 121/ 753] blk.6.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[ 122/ 753] blk.6.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 123/ 753] blk.6.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 124/ 753] blk.6.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 125/ 753] blk.6.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 126/ 753] blk.6.post_attention_norm.weight     - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 127/ 753] blk.6.ssm_a                          - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 128/ 753] blk.6.ssm_alpha.weight               - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[ 129/ 753] blk.6.ssm_beta.weight                - [  2048,     32,      1,      1], type =   bf16, converting to nvfp4 .. size =     0.12 MiB ->     0.04 MiB
[ 130/ 753] blk.6.ssm_conv1d.weight              - [     4,   8192,      1,      1], type =    f32, size =    0.125 MiB
[ 131/ 753] blk.6.ssm_dt.bias                    - [    32,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 132/ 753] blk.6.ssm_norm.weight                - [   128,      1,      1,      1], type =    f32, size =    0.000 MiB
[ 133/ 753] blk.6.ssm_out.weight                 - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[ 134/ 753] blk.7.attn_k.weight                  - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 135/ 753] blk.7.attn_k_norm.weight             - [   256,      1,      1,      1], type =    f32, size =    0.001 MiB
[ 136/ 753] blk.7.attn_norm.weight               - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 137/ 753] blk.7.attn_output.weight             - [  4096,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =    16.00 MiB ->     4.50 MiB
[ 138/ 753] blk.7.attn_q.weight                  - [  2048,   8192,      1,      1], type =   bf16, converting to nvfp4 .. size =    32.00 MiB ->     9.00 MiB
[ 139/ 753] blk.7.attn_q_norm.weight             - [   256,      1,      1,      1], type =    f32, size =    0.001 MiB
[ 140/ 753] blk.7.attn_v.weight                  - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 141/ 753] blk.7.ffn_down_exps.weight           - [   512,   2048,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 142/ 753] blk.7.ffn_down_shexp.weight          - [   512,   2048,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 143/ 753] blk.7.ffn_gate_exps.weight           - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 144/ 753] blk.7.ffn_gate_inp.weight            - [  2048,    256,      1,      1], type =    f32, size =    2.000 MiB
[ 145/ 753] blk.7.ffn_gate_inp_shexp.weight      - [  2048,      1,      1,      1], type =    f32, size =    0.008 MiB
[ 146/ 753] blk.7.ffn_gate_shexp.weight          - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
[ 147/ 753] blk.7.ffn_up_exps.weight             - [  2048,    512,    256,      1], type =   bf16, converting to nvfp4 .. size =   512.00 MiB ->   144.00 MiB
[ 148/ 753] blk.7.ffn_up_shexp.weight            - [  2048,    512,      1,      1], type =   bf16, converting to nvfp4 .. size =     2.00 MiB ->     0.56 MiB
