# qwen4exp_real_gate	label=m11-ladder-thinkon	binary_sha256=acd01bd59269907617545d0731671bf9055805f8430fca700f02b0c4a34aa52c	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: Some(1), pmin: 0.3, defer: false, defer_guard_sync: false, prefill_chunk: None, wide_ring: None }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# defer-ab k=6 draft_head_rows=248320 pmin=0.3 adapt=Some(1): host vs deferred round readback, interleaved, fresh states per arm per rep
rep	arm	tokens	ms_per_token	tok_per_s	accept_rate	mean_accept_len	chain_ms_per_round	verify_ms_per_round	guard_stops	zero_draft
0	host	256	12.76	78.38	0.609	1.94	2.10	21.61	36	27
0	defer	256	12.89	77.61	0.609	1.94	2.29	21.64	36	27
0	defer-gsync	256	12.76	78.37	0.609	1.94	2.09	21.64	36	27
1	host	256	12.77	78.29	0.609	1.94	2.11	21.65	36	27
1	defer	256	12.85	77.80	0.609	1.94	2.32	21.60	36	27
1	defer-gsync	256	12.70	78.74	0.609	1.94	2.10	21.52	36	27
2	host	256	12.74	78.52	0.609	1.94	2.11	21.58	36	27
2	defer	256	12.86	77.73	0.609	1.94	2.31	21.62	36	27
2	defer-gsync	256	12.73	78.54	0.609	1.94	2.09	21.57	36	27
3	host	256	12.83	77.94	0.609	1.94	2.10	21.75	36	27
3	defer-gsync	256	12.78	78.22	0.609	1.94	2.07	21.64	36	27
4	host	256	12.89	77.58	0.609	1.94	2.07	21.82	36	27
4	defer-gsync	256	12.81	78.04	0.609	1.94	2.06	21.69	36	27
# arm host	reps=5	median_ms=12.773	spread_abs_ms=0.155	spread_rel=1.2115%	mean_ms=12.798	tok_per_s=78.29
# arm defer	reps=3	median_ms=12.865	spread_abs_ms=0.032	spread_rel=0.2506%	mean_ms=12.868	tok_per_s=77.73
# arm defer-gsync	reps=5	median_ms=12.760	spread_abs_ms=0.114	spread_rel=0.8944%	mean_ms=12.758	tok_per_s=78.37
# escalation	pair=host-vs-defer-gsync	rule=b	reps 3->5	spread_rel_host=0.2958%	spread_rel_arm=0.4714%	verdict_ms=0.027	pooled_spread_ms=0.049
# speedup_defer_over_host	0.9929	(decision medians)
# identity	PASS
