name, compute_cap, memory.total [MiB], power.limit [W], power.max_limit [W], power.default_limit [W], enforced.power.limit [W], driver_version
NVIDIA GeForce RTX 5090 Laptop GPU, 12.0, 24463 MiB, [N/A], 175.00 W, 95.00 W, 175.00 W, 595.84
