11:09:10.700	o1-refi-r1	1019 ms
11:10:02.970	o1-di-r1	1093 ms
11:11:01.294	o1-dci-r1	1038 ms
11:12:00.098	o1-refi-r2	1029 ms
11:12:52.272	o1-di-r2	1038 ms
11:13:50.743	o1-dci-r2	1031 ms
11:14:49.482	o1-refi-r3	1047 ms
11:15:42.060	o1-di-r3	1027 ms
11:16:40.956	o1-dci-r3	1026 ms
11:17:38.274	o1-refi-r4	1028 ms
11:18:30.415	o1-di-r4	1028 ms
11:19:29.374	o1-dci-r4	1032 ms
11:20:27.573	o2-dci-r1	1020 ms
11:21:25.170	o2-di-r1	1025 ms
11:22:22.643	o2-refi-r1	1014 ms
11:23:15.391	o2-dci-r2	1033 ms
11:24:13.280	o2-di-r2	1024 ms
11:25:10.321	o2-refi-r2	1021 ms
11:26:03.465	o2-dci-r3	1043 ms
11:27:01.231	o2-di-r3	1021 ms
11:27:58.542	o2-refi-r3	1028 ms
11:28:50.556	o2-dci-r4	1032 ms
11:29:47.964	o2-di-r4	1055 ms
11:30:45.100	o2-refi-r4	1029 ms
