# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0    606    607      0      0      0 
    0     28     51      -      0      0      0      0      0      0  14001   1590      0      0    608    609      0      0      0 
    0     27     51      -      0      0      0      0      0      0  14001   1590      0      0    608    609      0      0      1 
    0     27     52      -      0      0      0      0      0      0  14001   1590      0      0    608    609      0      0      0 
    0     27     52      -      0      0      0      0      0      0  14001   1590      0      0    608    609      0      0      1 
    0     27     53      -      0      0      0      0      0      0  14001   1597      0      0    608    609      0      0      0 
    0     27     53      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      2 
    0     27     53      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      2 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      2 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      2 
    0     28     56      -      0      0      0      0      0      0  14001   1597      0      0   1120   1121      0      4     12 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   1216   1217      0      0      2 
    0     28     56      -      2      0      0      0      0      0  14001   1590      0      0   1312   1313      0      6      1 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   1440   1441      0      0      2 
    0     28     56      -      1      0      0      0      0      0  14001   1597      0      0   1504   1505      0   2050      0 
    0     28     56      -      1      0      0      0      0      0  14001   1590      0      0   1600   1601      0      0    164 
    0     28     56      -      0      0      0      0      0      0  14001   1597      0      0   1696   1697      0      0      0 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   1792   1793      0      6      1 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   1888   1889      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2016   2017      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2112   2113      0      0      2 
    0     27     56      -      1      0      0      0      0      0  14001   1590      0      0   2208   2209      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1597      0      0   2304   2305      0      0      2 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2400   2401      0      0     21 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2496   2497      0    235      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2560   2561      0   1883      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   2656   2657      0      0    164 
