# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   6944   6945      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   7040   7041      0      0     11 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   7136   7137      0      0     21 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   7232   7233      0    235      0 
    0     28     58      -      1      0      0      0      0      0  14001   1590      0      0   7296   7297      0      0    164 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   7392   7393      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   7488   7489      0      0      1 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   7584   7585      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   7680   7681      0      0      2 
    0     28     57      -      1      0      0      0      0      0  14001   1590      0      0   7776   7777      0      2      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   7872   7873      0      0      2 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   7968   7969      0      0     31 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8064   8065      0    353      2 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8160   8161      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8224   8225      0      0    166 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8320   8321      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8416   8417      0      0      2 
    0     28     57      -      1      0      0      0      0      0  14001   1590      0      0   8512   8513      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8608   8609      0      0      2 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   8704   8705      0      0      0 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   8800   8801      0      0     22 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   8864   8865      0      0      0 
    0     27     56      -      1      0      0      0      0      0  14001   1590      0      0   8960   8961      0      9      2 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9056   9057      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9152   9153      0      0      2 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9248   9249      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      4      0 
    0     27     56      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      1 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      1 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     18     54      -      0      0      0      0      0      0    810    180      0      0   9280   9281      0      0     10 
    0     10     54      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      9     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0     10     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      9     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      9     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0     10 
    0     32     51      -      8      0      0      0      0      0  14001   1612      0      0  23552  23553      0   8441    444 
    0    103     57      -     60      4      0      0      0      0  14001   2595      0      0  23552  23553      0   2000    737 
    0    104     56      -     45      3      0      0      0      0  14001   2542      0      0  23552  23553      0   5847    611 
    0     87     59      -     54      3      0      0      0      0  14001   2542      0      0  23552  23553      0   8656    684 
    0     80     55      -     33      2      0      0      0      0  14001   2482      0      0  23552  23553      0   8509    784 
    0     74     56      -     43      3      0      0      0      0  14001   2362      0      0  23552  23553      0   9420    773 
    0     73     56      -     40      2      0      0      0      0  14001   2460      0      0  23552  23553      0   8624    885 
    0     71     57      -     42      3      0      0      0      0  14001   2407      0      0  23552  23553      0   5779    599 
    0     64     55      -     41      2      0      0      0      0  14001   2392      0      0  23552  23553      0  10148    761 
    0     66     55      -     37      2      0      0      0      0  14001   2377      0      0  23552  23553      0   8125    877 
    0     61     55      -     36      2      0      0      0      0  14001   2190      0      0  23552  23553      0   5901    663 
    0     58     55      -     36      2      0      0      0      0  14001   2355      0      0  23552  23553      0   6184    481 
    0     57     55      -     37      2      0      0      0      0  14001   2220      0      0  23552  23553      0   7452    921 
    0     58     55      -     10      4      0      0      0      0  14001   1972      0      0  23552  23553      0     49     10 
    0     59     56      -     13      4      0      0      0      0  14001   2002      0      0  23552  23553      0     37     13 
    0     59     56      -     12      4      0      0      0      0  14001   1965      0      0  23552  23553      0     26     18 
    0     57     56      -     10      3      0      0      0      0  14001   1965      0      0  23552  23553      0     42     27 
    0     66     57      -     23      6      0      0      0      0  14001   1980      0      0  23552  23553      0     35     20 
    0     70     59      -     32      7      0      0      0      0  14001   2175      0      0  23552  23553      0     34     18 
    0     69     57      -     19      6      0      0      0      0  14001   2130      0      0  23552  23553      0     64     19 
    0     77     59      -     27      7      0      0      0      0  14001   2242      0      0  23552  23553      0     28     13 
    0     68     58      -     19      5      0      0      0      0  14001   2032      0      0  23552  23553      0    106     10 
    0     78     60      -     36      9      0      0      0      0  14001   2190      0      0  23552  23553      0     35     20 
    0     72     60      -     25      8      0      0      0      0  14001   2212      0      0  23552  23553      0     45     25 
    0     78     61      -     25      9      0      0      0      0  14001   2137      0      0  23552  23553      0     43     22 
    0     56     57      -      2      0      0      0      0      0  14001   1747      0      0  23552  23553      0    600     53 
    0     34     57      -      2      0      0      0      0      0  14001   1792      0      0  23552  23553      0    286     26 
    0     34     56      -      2      0      0      0      0      0  14001   1747      0      0  23552  23553      0    218     24 
    0     34     56      -      2      0      0      0      0      0  14001   1800      0      0  23552  23553      0    274     56 
    0     32     56      -      2      0      0      0      0      0  14001   1762      0      0  23552  23553      0    601     24 
    0     34     56      -      2      0      0      0      0      0  14001   1740      0      0  23552  23553      0   1047     83 
    0     35     56      -      7      1      0      0      0      0  14001   1785      0      0  23552  23553      0    275     24 
    0     33     56      -      3      0      0      0      0      0  14001   1747      0      0  23552  23553      0    273     37 
    0     33     56      -      2      0      0      0      0      0  14001   1740      0      0  23552  23553      0    757     53 
    0     35     56      -      1      0      0      0      0      0  14001   1807      0      0  23552  23553      0    273     36 
    0     35     56      -      3      0      0      0      0      0  14001   1792      0      0  23552  23553      0    275     25 
    0     34     56      -      6      0      0      0      0      0  14001   1747      0      0  23552  23553      0    218     31 
    0     34     56      -      4      0      0      0      0      0  14001   1777      0      0  23552  23553      0    218     24 
    0     34     56      -      2      0      0      0      0      0  14001   1740      0      0  23552  23553      0    218     31 
    0     34     55      -      2      0      0      0      0      0  14001   1747      0      0  23552  23553      0    274     53 
    0     32     55      -      4      0      0      0      0      0  14001   1770      0      0  23552  23553      0    224     36 
    0     34     55      -      2      0      0      0      0      0  14001   1747      0      0  23552  23553      0    218     81 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     33     55      -      3      0      0      0      0      0  14001   1755      0      0  23552  23553      0    218     19 
    0     32     55      -      2      0      0      0      0      0  14001   1740      0      0  23552  23553      0    218     81 
    0     34     55      -      1      0      0      0      0      0  14001   1785      0      0  23552  23553      0    272     19 
    0     32     55      -      4      0      0      0      0      0  14001   1770      0      0  23552  23553      0    243     48 
    0     33     55      -      4      0      0      0      0      0  14001   1770      0      0  23552  23553      0    273     24 
    0     33     55      -      2      0      0      0      0      0  14001   1747      0      0  23552  23553      0    218     81 
    0     34     56      -      6      0      0      0      0      0  14001   1762      0      0  23552  23553      0    547     24 
    0     32     56      -      6      0      0      0      0      0  14001   1762      0      0  23552  23553      0    884     82 
    0     34     56      -      1      0      0      0      0      0  14001   1807      0      0  23552  23553      0    601     24 
    0     33     56      -      3      0      0      0      0      0  14001   1777      0      0  23552  23553      0    227     21 
    0     33     55      -      3      0      0      0      0      0  14001   1725      0      0  23552  23553      0   2063     24 
    0     34     56      -      7      0      0      0      0      0  14001   1770      0      0  23552  23553      0    316     24 
    0     33     56      -      5      0      0      0      0      0  14001   1762      0      0  23552  23553      0    252     51 
    0     33     55      -      2      0      0      0      0      0  14001   1740      0      0  23552  23553      0    227    110 
    0     33     56      -      2      0      0      0      0      0  14001   1755      0      0  23552  23553      0    273     52 
    0     34     56      -      3      0      0      0      0      0  14001   1762      0      0  23552  23553      0    335     21 
    0     34     56      -      2      0      0      0      0      0  14001   1732      0      0  23552  23553      0    928     44 
    0     32     56      -      3      0      0      0      0      0  14001   1747      0      0  23552  23553      0    271     31 
    0     35     56      -      3      0      0      0      0      0  14001   1770      0      0  23552  23553      0    549     24 
    0     34     56      -      3      0      0      0      0      0  14001   1747      0      0  23552  23553      0    928     98 
    0     34     56      -      3      0      0      0      0      0  14001   1747      0      0  23552  23553      0    275     24 
    0     35     56      -      2      0      0      0      0      0  14001   1792      0      0  23552  23553      0    218     38 
    0     34     56      -      3      0      0      0      0      0  14001   1755      0      0  23552  23553      0    273     24 
    0     34     56      -      5      0      0      0      0      0  14001   1770      0      0  23552  23553      0    218     24 
    0     33     56      -      3      0      0      0      0      0  14001   1755      0      0  23552  23553      0    175     44 
    0     33     56      -      4      0      0      0      0      0  14001   1725      0      0  23552  23553      0    221     20 
    0     34     56      -      5      0      0      0      0      0  14001   1747      0      0  23552  23553      0    632     24 
    0     33     56      -      4      0      0      0      0      0  14001   1762      0      0  23552  23553      0    600    169 
    0     34     56      -      4      0      0      0      0      0  14001   1755      0      0  23552  23553      0   1281     22 
    0     34     56      -      4      0      0      0      0      0  14001   1747      0      0  23552  23553      0    285     24 
    0     35     56      -      1      0      0      0      0      0  14001   1777      0      0  23552  23553      0    228     18 
    0     33     56      -      4      0      0      0      0      0  14001   1740      0      0  23552  23553      0    272     25 
    0     34     56      -      6      0      0      0      0      0  14001   1755      0      0  23552  23553      0    939     20 
    0     34     56      -      7      1      0      0      0      0  14001   1762      0      0  23552  23553      0    273     24 
    0     35     56      -      4      0      0      0      0      0  14001   1762      0      0  23552  23553      0    218     36 
    0     35     56      -      4      0      0      0      0      0  14001   1755      0      0  23552  23553      0    409     25 
    0     34     56      -      3      0      0      0      0      0  14001   1732      0      0  23552  23553      0    350     24 
    0     33     56      -      2      0      0      0      0      0  14001   1725      0      0  23552  23553      0    254    190 
    0     33     56      -      3      0      0      0      0      0  14001   1732      0      0  23552  23553      0    275     29 
    0     34     56      -      2      0      0      0      0      0  14001   1717      0      0  23552  23553      0    254    114 
    0     35     56      -      1      0      0      0      0      0  14001   1725      0      0  23552  23553      0    332    112 
    0     36     56      -      9      1      0      0      0      0  14001   1770      0      0  23552  23553      0    285     73 
    0     36     56      -      4      1      0      0      0      0  14001   1762      0      0  23552  23553      0    274     25 
    0     34     56      -      3      0      0      0      0      0  14001   1717      0      0  23552  23553      0    258     20 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     33     56      -      6      0      0      0      0      0  14001   1747      0      0  23552  23553      0    143     35 
    0     34     56      -      6      1      0      0      0      0  14001   1747      0      0  23552  23553      0    266     20 
    0     34     56      -      2      0      0      0      0      0  14001   1710      0      0  23552  23553      0    232     73 
    0     34     56      -      4      0      0      0      0      0  14001   1747      0      0  23552  23553      0    252     21 
    0     33     56      -      3      0      0      0      0      0  14001   1740      0      0  23552  23553      0    296     90 
    0     34     57      -     12      1      0      0      0      0  14001   1785      0      0  23552  23553      0    253     27 
    0     34     56      -      4      0      0      0      0      0  14001   1747      0      0  23552  23553      0   1598     19 
    0     33     56      -      5      0      0      0      0      0  14001   1710      0      0  23552  23553      0    737     22 
    0     32     56      -      3      0      0      0      0      0  14001   1732      0      0  23552  23553      0    276     20 
    0     33     56      -      3      0      0      0      0      0  14001   1725      0      0  23552  23553      0    297     23 
    0     33     56      -      2      0      0      0      0      0  14001   1702      0      0  23552  23553      0   1236     25 
    0     33     56      -      5      0      0      0      0      0  14001   1732      0      0  23552  23553      0    230     22 
    0     33     56      -      3      0      0      0      0      0  14001   1725      0      0  23552  23553      0    266     27 
    0     33     56      -      7      1      0      0      0      0  14001   1770      0      0  23552  23553      0    232     34 
    0     33     56      -      5      0      0      0      0      0  14001   1725      0      0  23552  23553      0    232     23 
    0     34     56      -      7      1      0      0      0      0  14001   1740      0      0  23552  23553      0    253     22 
    0     33     56      -      2      0      0      0      0      0  14001   1717      0      0  23552  23553      0   2697     26 
    0     34     56      -      2      0      0      0      0      0  14001   1710      0      0  23552  23553      0    737     38 
    0     35     56      -      2      0      0      0      0      0  14001   1755      0      0  23552  23553      0    318    120 
    0     33     56      -      3      0      0      0      0      0  14001   1710      0      0  23552  23553      0    264     24 
    0     33     56      -      2      0      0      0      0      0  14001   1702      0      0  23552  23553      0    531     21 
    0     34     56      -      2      0      0      0      0      0  14001   1725      0      0  23552  23553      0    407     22 
    0     32     56      -      2      0      0      0      0      0  14001   1725      0      0  23552  23553      0    218     25 
    0     33     56      -      5      0      0      0      0      0  14001   1770      0      0  23552  23553      0    264     22 
    0     32     56      -      2      0      0      0      0      0  14001   1702      0      0  23552  23553      0    242    115 
    0     34     56      -      5      1      0      0      0      0  14001   1747      0      0  23552  23553      0    297     19 
    0     31     56      -      3      0      0      0      0      0  14001   1710      0      0  23552  23553      0    752     36 
    0     33     56      -      6      0      0      0      0      0  14001   1732      0      0  23552  23553      0    297     91 
    0     32     56      -      2      0      0      0      0      0  14001   1695      0      0  23552  23553      0    285     64 
    0     31     56      -      2      0      0      0      0      0  14001   1710      0      0  23552  23553      0    748     22 
    0     33     56      -      5      0      0      0      0      0  14001   1755      0      0  23552  23553      0    285     38 
    0     31     56      -      1      0      0      0      0      0  14001   1710      0      0  23552  23553      0    253     54 
    0     32     56      -     10      1      0      0      0      0  14001   1747      0      0  23552  23553      0   1235     22 
