# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      1 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      2 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0    312    313      0      0      1 
    0     28     53      -      0      0      0      0      0      0  14001   1597      0      0    608    609      0      0      0 
    0     27     53      -      0      0      0      0      0      0  14001   1597      0      0    608    609      0      0      1 
    0     27     53      -      0      0      0      0      0      0  14001   1597      0      0    608    609      0      0      0 
    0     27     53      -      0      0      0      0      0      0  14001   1590      0      0    608    609      0      0      0 
    0     27     53      -      0      0      0      0      0      0  14001   1597      0      0    608    609      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0     16 
    0     27     54      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      2 
    0     27     54      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      0 
    0     27     54      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0    640    641      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0    640    641      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   1152   1153      0      0     21 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   1248   1249      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   1376   1377      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   1472   1473      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1597      0      0   1536   1537      0    353      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   1632   1633      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1597      0      0   1696   1697      0      0      1 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   1792   1793      0      0      0 
    0     28     56      -      1      0      0      0      0      0  14001   1590      0      0   1888   1889      0      0      1 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   2016   2017      0      0      0 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   2080   2081      0    236      0 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   2144   2145      0      0      0 
    0     28     56      -      0      0      0      0      0      0  14001   1590      0      0   2240   2241      0      0      2 
    0     28     56      -      1      0      0      0      0      0  14001   1590      0      0   2368   2369      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   2432   2433      0      0     32 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   2496   2497      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   2592   2593      0      0      1 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   2656   2657      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   2752   2753      0      0     32 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   2848   2849      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   2912   2913      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   2976   2977      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3072   3073      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3200   3201      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3296   3297      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3360   3361      0      0     21 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3424   3425      0   1884      0 
    0     28     57      -      1      0      0      0      0      0  14001   1590      0      0   3552   3553      0      0      1 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   3648   3649      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   3744   3745      0      0      1 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   3840   3841      0      0      0 
    0     28     58      -      1      0      0      0      0      0  14001   1590      0      0   3936   3937      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4032   4033      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4128   4129      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4224   4225      0      0     31 
    0     28     58      -      1      0      0      0      0      0  14001   1590      0      0   4320   4321      0     13      8 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4384   4385      0      0    178 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4480   4481      0      0     14 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4576   4577      0      0      0 
    0     28     58      -      2      0      0      0      0      0  14001   1590      0      0   4672   4673      0      0      2 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4768   4769      0    235      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4832   4833      0      0    165 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   4928   4929      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1597      0      0   5024   5025      0      0      1 
    0     28     58      -      1      0      0      0      0      0  14001   1590      0      0   5120   5121      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5216   5217      0      0      2 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5312   5313      0    354      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5408   5409      0      0      1 
    0     28     58      -      2      0      0      0      0      0  14001   1590      0      0   5504   5505      0    353      0 
    0     28     58      -      1      0      0      0      0      0  14001   1590      0      0   5600   5601      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5696   5697      0      1     31 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5792   5793      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   5856   5857      0      0    178 
    0     28     57      -      1      0      0      0      0      0  14001   1590      0      0   5952   5953      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6048   6049      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6144   6145      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6240   6241      0      0      1 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6336   6337      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6432   6433      0      0     13 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6528   6529      0    235      0 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   6592   6593      0      0      2 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6688   6689      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   6784   6785      0      0      2 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   6880   6881      0      0      0 
