# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   5600   5601      0    353      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   5696   5697      0      0      0 
    0     27     55      -      2      0      0      0      0      0  14001   1590      0      0   5792   5793      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   5888   5889      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   5984   5985      0    166      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6048   6049      0      0     96 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6144   6145      0      0      0 
    0     27     55      -      1      0      0      0      0      0  14001   1590      0      0   6240   6241      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6336   6337      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6432   6433      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6528   6529      0      0      2 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6624   6625      0     10      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6688   6689      0      0      3 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6784   6785      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6880   6881      0      0      2 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   6976   6977      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   7104   7105      0      0      2 
    0     27     55      -      1      0      0      0      0      0  14001   1590      0      0   7168   7169      0      0      0 
    0     27     55      -      0      0      0      0      0      0  14001   1590      0      0   7264   7265      0    354      1 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7328   7329      0   2050      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7424   7425      0      0      2 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7520   7521      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7616   7617      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7680   7681      0   1883      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7776   7777      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7872   7873      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   7968   7969      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   8064   8065      0    354      0 
    0     27     57      -      0      0      0      0      0      0  14001   1590      0      0   8128   8129      0      0    178 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8224   8225      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   8320   8321      0    236      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   8384   8385      0      0     10 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   8480   8481      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   8544   8545      0    353      1 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   8640   8641      0      0      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   8704   8705      0      0      1 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   8768   8769      0   1884      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   8864   8865      0      0      2 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   8960   8961      0    354      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9056   9057      0      0      2 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9120   9121      0   2051      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9184   9185      0      0      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     59      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     59      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      2 
    0     28     58      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      2 
    0     28     57      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0     10      0 
    0     28     57      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     57      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     57      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     57      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     56      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     20     55      -      0      0      0      0      0      0    810    180      0      0   9280   9281      0      0      0 
    0     15     55      -      0      0      0      0      0      0    810    180      0      0   9280   9281      0      0      0 
    0     10     55      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     55      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     54      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     54      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     54      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     54      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      9     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      9     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     53      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      9     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     52      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      9     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     51      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      2 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      1 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
    0      8     50      -      0      0      0      0      0      0    405    180      0      0   9280   9281      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     27     50      -      0      0      0      0      0      0  14001   1095      0      0   9280   9281      0      0      0 
    0     27     50      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      0 
    0     27     50      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0     13      6 
    0     26     50      -      0      0      0      0      0      0  14001   1597      0      0   9280   9281      0      0      0 
    0     26     50      -      0      0      0      0      0      0  14001   1590      0      0   9280   9281      0      0      2 
    0     26     50      -      0      0      0      0      0      0  14001   1590      0      0  23520  23521      0  10173    776 
    0     96     57      -     61      5      0      0      0      0  14001   2587      0      0  23520  23521      0   5887    687 
    0    105     58      -     64      5      0      0      0      0  14001   2535      0      0  23520  23521      0   6709    822 
    0     85     57      -     55      3      0      0      0      0  14001   2565      0      0  23520  23521      0   7238    697 
    0     83     56      -     43      3      0      0      0      0  14001   2370      0      0  23520  23521      0   5776    613 
    0     73     55      -     34      2      0      0      0      0  14001   2302      0      0  23520  23521      0   9485    683 
    0     73     57      -     44      3      0      0      0      0  14001   2460      0      0  23520  23521      0   8226    735 
    0     72     55      -     45      3      0      0      0      0  14001   2407      0      0  23520  23521      0   7216    420 
    0     64     55      -     40      2      0      0      0      0  14001   2422      0      0  23520  23521      0  10070    841 
    0     66     55      -     35      2      0      0      0      0  14001   2347      0      0  23520  23521      0   8827    839 
    0     63     55      -     28      1      0      0      0      0  14001   2145      0      0  23520  23521      0   9408    459 
    0     57     55      -     32      2      0      0      0      0  14001   2325      0      0  23520  23521      0  10371    827 
    0     57     55      -     27      1      0      0      0      0  14001   2175      0      0  23520  23521      0  11509    710 
    0     59     55      -      7      4      0      0      0      0  14001   1950      0      0  23520  23521      0     34     19 
    0     58     56      -     19      4      0      0      0      0  14001   1950      0      0  23520  23521      0     33     17 
    0     62     57      -     19      5      0      0      0      0  14001   2002      0      0  23520  23521      0     14     13 
    0     58     56      -     16      4      0      0      0      0  14001   1942      0      0  23520  23521      0     53     31 
    0     63     56      -     15      5      0      0      0      0  14001   1920      0      0  23520  23521      0     24     11 
    0     57     56      -     15      5      0      0      0      0  14001   1920      0      0  23520  23521      0     41     39 
    0     65     58      -     27      7      0      0      0      0  14001   2107      0      0  23520  23521      0     35     27 
    0     72     58      -     31      7      0      0      0      0  14001   2010      0      0  23520  23521      0     48     31 
    0     59     56      -      9      2      0      0      0      0  14001   1807      0      0  23520  23521      0     17     32 
    0     50     58      -     23      8      0      0      0      0  14001   2085      0      0  23520  23521      0     60     29 
    0     91     63      -     48     12      0      0      0      0  14001   2317      0      0  23520  23521      0     21     10 
    0     70     59      -     18      4      0      0      0      0  14001   2107      0      0  23520  23521      0     52     23 
    0     78     63      -     39     10      0      0      0      0  14001   2302      0      0  23520  23521      0     36     24 
    0     94     61      -     22      7      0      0      0      0  14001   2175      0      0  23520  23521      0    273     24 
    0     37     57      -      1      0      0      0      0      0  14001   1762      0      0  23520  23521      0    273    107 
    0     35     57      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    275     25 
    0     33     57      -      9      1      0      0      0      0  14001   1792      0      0  23520  23521      0    273     24 
    0     35     57      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    218     24 
    0     35     59      -     12      1      0      0      0      0  14001   1822      0      0  23520  23521      0    283     24 
    0     34     57      -      4      0      0      0      0      0  14001   1762      0      0  23520  23521      0    274     24 
    0     32     57      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    220     24 
    0     34     56      -      4      0      0      0      0      0  14001   1777      0      0  23520  23521      0    272     19 
    0     33     56      -      5      0      0      0      0      0  14001   1762      0      0  23520  23521      0    890     24 
    0     34     56      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    276     20 
    0     36     56      -      2      0      0      0      0      0  14001   1740      0      0  23520  23521      0   1593     61 
    0     37     56      -      2      0      0      0      0      0  14001   1785      0      0  23520  23521      0    274     25 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     37     56      -      2      0      0      0      0      0  14001   1800      0      0  23520  23521      0    272     36 
    0     33     56      -      7      0      0      0      0      0  14001   1777      0      0  23520  23521      0    221     25 
    0     33     56      -      3      0      0      0      0      0  14001   1747      0      0  23520  23521      0   1203    149 
    0     34     56      -     15      1      0      0      0      0  14001   1845      0      0  23520  23521      0    599     21 
    0     34     56      -      6      0      0      0      0      0  14001   1770      0      0  23520  23521      0    933     20 
    0     33     56      -      2      0      0      0      0      0  14001   1747      0      0  23520  23521      0    282     24 
    0     33     57      -      5      0      0      0      0      0  14001   1762      0      0  23520  23521      0   1859     24 
    0     33     56      -      2      0      0      0      0      0  14001   1732      0      0  23520  23521      0    273    134 
    0     32     56      -      4      0      0      0      0      0  14001   1762      0      0  23520  23521      0    599     48 
    0     33     56      -      1      0      0      0      0      0  14001   1792      0      0  23520  23521      0    282     53 
    0     32     56      -      3      0      0      0      0      0  14001   1747      0      0  23520  23521      0    273     19 
    0     34     56      -      2      0      0      0      0      0  14001   1740      0      0  23520  23521      0    599     78 
    0     32     56      -      2      0      0      0      0      0  14001   1747      0      0  23520  23521      0    546     54 
    0     34     56      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    274    134 
    0     34     56      -      7      0      0      0      0      0  14001   1800      0      0  23520  23521      0    274     24 
    0     33     56      -      4      0      0      0      0      0  14001   1755      0      0  23520  23521      0    580     25 
    0     33     56      -      2      0      0      0      0      0  14001   1725      0      0  23520  23521      0    229     22 
    0     33     56      -      2      0      0      0      0      0  14001   1762      0      0  23520  23521      0    252     46 
    0     33     56      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    281     53 
    0     33     56      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    218     24 
    0     35     56      -      6      0      0      0      0      0  14001   1762      0      0  23520  23521      0    555     22 
    0     34     56      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    276     19 
    0     33     56      -      3      0      0      0      0      0  14001   1777      0      0  23520  23521      0    219     36 
    0     36     56      -      4      0      0      0      0      0  14001   1755      0      0  23520  23521      0    607     27 
    0     37     56      -      9      4      0      0      0      0  14001   1792      0      0  23520  23521      0    230     32 
    0     35     56      -      6      2      0      0      0      0  14001   1770      0      0  23520  23521      0    254    112 
    0     36     56      -      2      0      0      0      0      0  14001   1747      0      0  23520  23521      0    604     24 
    0     34     56      -      2      0      0      0      0      0  14001   1770      0      0  23520  23521      0    273     26 
    0     34     56      -      1      0      0      0      0      0  14001   1740      0      0  23520  23521      0    218     24 
    0     34     56      -      6      0      0      0      0      0  14001   1770      0      0  23520  23521      0    297     20 
    0     34     56      -      3      0      0      0      0      0  14001   1747      0      0  23520  23521      0    763     22 
    0     34     56      -      2      0      0      0      0      0  14001   1747      0      0  23520  23521      0    280     25 
    0     34     56      -      4      0      0      0      0      0  14001   1755      0      0  23520  23521      0    275     53 
    0     35     56      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    273     30 
    0     35     56      -      2      0      0      0      0      0  14001   1762      0      0  23520  23521      0    340    188 
    0     36     56      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    252     34 
    0     34     56      -      9      1      0      0      0      0  14001   1762      0      0  23520  23521      0    306    111 
    0     33     56      -      6      0      0      0      0      0  14001   1770      0      0  23520  23521      0    218    147 
    0     36     56      -      2      0      0      0      0      0  14001   1762      0      0  23520  23521      0    549     27 
    0     36     56      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    432     22 
    0     36     56      -      2      0      0      0      0      0  14001   1725      0      0  23520  23521      0   1320     26 
    0     34     56      -      2      0      0      0      0      0  14001   1740      0      0  23520  23521      0    254     23 
    0     33     56      -      4      0      0      0      0      0  14001   1740      0      0  23520  23521      0    273     25 
    0     34     56      -      6      2      0      0      0      0  14001   1732      0      0  23520  23521      0    252     23 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0     36     57      -      7      3      0      0      0      0  14001   1755      0      0  23520  23521      0   2369     25 
    0     34     56      -      4      0      0      0      0      0  14001   1725      0      0  23520  23521      0    287     25 
    0     36     56      -      3      0      0      0      0      0  14001   1725      0      0  23520  23521      0   1144     26 
    0     38     56      -      2      0      0      0      0      0  14001   1755      0      0  23520  23521      0    252     20 
    0     34     57      -      6      0      0      0      0      0  14001   1732      0      0  23520  23521      0    266    123 
    0     35     56      -      2      0      0      0      0      0  14001   1740      0      0  23520  23521      0    286     95 
    0     34     56      -      4      0      0      0      0      0  14001   1725      0      0  23520  23521      0    717    221 
    0     34     56      -      2      0      0      0      0      0  14001   1717      0      0  23520  23521      0    290     22 
    0     34     56      -      1      0      0      0      0      0  14001   1762      0      0  23520  23521      0    198     67 
    0     32     56      -      3      0      0      0      0      0  14001   1717      0      0  23520  23521      0    232     49 
    0     34     56      -      2      0      0      0      0      0  14001   1702      0      0  23520  23521      0    430     25 
    0     34     56      -      4      0      0      0      0      0  14001   1740      0      0  23520  23521      0    294     22 
    0     32     56      -      4      0      0      0      0      0  14001   1702      0      0  23520  23521      0    773     25 
    0     32     56      -      5      0      0      0      0      0  14001   1725      0      0  23520  23521      0   1132     45 
    0     32     56      -      2      0      0      0      0      0  14001   1717      0      0  23520  23521      0    242    183 
    0     34     56      -      6      0      0      0      0      0  14001   1740      0      0  23520  23521      0    262     68 
    0     33     55      -      3      0      0      0      0      0  14001   1702      0      0  23520  23521      0    252     25 
    0     33     56      -      3      0      0      0      0      0  14001   1732      0      0  23520  23521      0    272    144 
    0     34     56      -      2      0      0      0      0      0  14001   1710      0      0  23520  23521      0   1366     23 
    0     32     56      -      2      0      0      0      0      0  14001   1717      0      0  23520  23521      0    773     36 
    0     33     56      -      2      0      0      0      0      0  14001   1710      0      0  23520  23521      0   2059     23 
    0     33     56      -      7      0      0      0      0      0  14001   1755      0      0  23520  23521      0    305     54 
    0     35     56      -      5      0      0      0      0      0  14001   1747      0      0  23520  23521      0    307    159 
    0     34     56      -      6      0      0      0      0      0  14001   1725      0      0  23520  23521      0    834     24 
    0     33     56      -      3      0      0      0      0      0  14001   1710      0      0  23520  23521      0    287     25 
    0     32     56      -      2      0      0      0      0      0  14001   1710      0      0  23520  23521      0   1034     27 
    0     33     56      -      1      0      0      0      0      0  14001   1702      0      0  23520  23521      0    286     20 
    0     31     56      -      4      0      0      0      0      0  14001   1717      0      0  23520  23521      0    232    265 
    0     33     56      -      3      0      0      0      0      0  14001   1755      0      0  23520  23521      0    287     61 
    0     32     55      -      3      0      0      0      0      0  14001   1710      0      0  23520  23521      0    252    106 
    0     34     56      -      7      1      0      0      0      0  14001   1770      0      0  23552  23553      0    264     25 
    0     31     56      -      3      0      0      0      0      0  14001   1725      0      0  23552  23553      0    297     19 
    0     32     55      -      3      0      0      0      0      0  14001   1725      0      0  23552  23553      0    242     22 
