language_model.model.layers.14.self_attn.v_proj.weight	F8_E4M3	1024,4096	844651082	848845386
language_model.model.layers.14.self_attn.v_proj.weight_scale_inv	BF16		24628	24630
language_model.model.layers.15.input_layernorm.weight	BF16	4096	24630	32822
language_model.model.layers.15.mlp.down_proj.activation_scale	BF16		32822	32824
language_model.model.layers.15.mlp.down_proj.weight	F8_E4M3	4096,14336	848845386	907565642
language_model.model.layers.15.mlp.down_proj.weight_scale_inv	BF16		32824	32826
language_model.model.layers.15.mlp.gate_proj.activation_scale	BF16		32826	32828
language_model.model.layers.15.mlp.gate_proj.weight	F8_E4M3	14336,4096	907565642	966285898
language_model.model.layers.15.mlp.gate_proj.weight_scale_inv	BF16		32828	32830
language_model.model.layers.15.mlp.up_proj.activation_scale	BF16		32830	32832
language_model.model.layers.15.mlp.up_proj.weight	F8_E4M3	14336,4096	966285898	1025006154
language_model.model.layers.15.mlp.up_proj.weight_scale_inv	BF16		32832	32834
language_model.model.layers.15.post_attention_layernorm.weight	BF16	4096	32834	41026
language_model.model.layers.15.self_attn.k_proj.activation_scale	BF16		41026	41028
language_model.model.layers.15.self_attn.k_proj.weight	F8_E4M3	1024,4096	1025006154	1029200458
language_model.model.layers.15.self_attn.k_proj.weight_scale_inv	BF16		41028	41030
language_model.model.layers.15.self_attn.o_proj.activation_scale	BF16		41030	41032
language_model.model.layers.15.self_attn.o_proj.weight	F8_E4M3	4096,4096	1029200458	1045977674
language_model.model.layers.15.self_attn.o_proj.weight_scale_inv	BF16		41032	41034
language_model.model.layers.15.self_attn.q_proj.activation_scale	BF16		41034	41036
language_model.model.layers.15.self_attn.q_proj.weight	F8_E4M3	4096,4096	1045977674	1062754890
language_model.model.layers.15.self_attn.q_proj.weight_scale_inv	BF16		41036	41038
language_model.model.layers.15.self_attn.v_proj.activation_scale	BF16		41038	41040
language_model.model.layers.15.self_attn.v_proj.weight	F8_E4M3	1024,4096	1062754890	1066949194
language_model.model.layers.15.self_attn.v_proj.weight_scale_inv	BF16		41040	41042
language_model.model.layers.16.input_layernorm.weight	BF16	4096	41042	49234
language_model.model.layers.16.mlp.down_proj.activation_scale	BF16		49234	49236
language_model.model.layers.16.mlp.down_proj.weight	F8_E4M3	4096,14336	1066949194	1125669450
language_model.model.layers.16.mlp.down_proj.weight_scale_inv	BF16		49236	49238
language_model.model.layers.16.mlp.gate_proj.activation_scale	BF16		49238	49240
language_model.model.layers.16.mlp.gate_proj.weight	F8_E4M3	14336,4096	1125669450	1184389706
language_model.model.layers.16.mlp.gate_proj.weight_scale_inv	BF16		49240	49242
language_model.model.layers.16.mlp.up_proj.activation_scale	BF16		49242	49244
language_model.model.layers.16.mlp.up_proj.weight	F8_E4M3	14336,4096	1184389706	1243109962
language_model.model.layers.16.mlp.up_proj.weight_scale_inv	BF16		49244	49246
language_model.model.layers.16.post_attention_layernorm.weight	BF16	4096	49246	57438
language_model.model.layers.16.self_attn.k_proj.activation_scale	BF16		57438	57440
language_model.model.layers.16.self_attn.k_proj.weight	F8_E4M3	1024,4096	1243109962	1247304266
language_model.model.layers.16.self_attn.k_proj.weight_scale_inv	BF16		57440	57442
language_model.model.layers.16.self_attn.o_proj.activation_scale	BF16		57442	57444
language_model.model.layers.16.self_attn.o_proj.weight	F8_E4M3	4096,4096	1247304266	1264081482
language_model.model.layers.16.self_attn.o_proj.weight_scale_inv	BF16		57444	57446
language_model.model.layers.16.self_attn.q_proj.activation_scale	BF16		57446	57448
language_model.model.layers.16.self_attn.q_proj.weight	F8_E4M3	4096,4096	1264081482	1280858698
language_model.model.layers.16.self_attn.q_proj.weight_scale_inv	BF16		57448	57450
language_model.model.layers.16.self_attn.v_proj.activation_scale	BF16		57450	57452
language_model.model.layers.16.self_attn.v_proj.weight	F8_E4M3	1024,4096	1280858698	1285053002
language_model.model.layers.16.self_attn.v_proj.weight_scale_inv	BF16		57452	57454
language_model.model.layers.17.input_layernorm.weight	BF16	4096	57454	65646
language_model.model.layers.17.mlp.down_proj.activation_scale	BF16		65646	65648
language_model.model.layers.17.mlp.down_proj.weight	F8_E4M3	4096,14336	1285053002	1343773258
language_model.model.layers.17.mlp.down_proj.weight_scale_inv	BF16		65648	65650
language_model.model.layers.17.mlp.gate_proj.activation_scale	BF16		65650	65652
language_model.model.layers.17.mlp.gate_proj.weight	F8_E4M3	14336,4096	1343773258	1402493514
language_model.model.layers.17.mlp.gate_proj.weight_scale_inv	BF16		65652	65654
language_model.model.layers.17.mlp.up_proj.activation_scale	BF16		65654	65656
language_model.model.layers.17.mlp.up_proj.weight	F8_E4M3	14336,4096	1402493514	1461213770
language_model.model.layers.17.mlp.up_proj.weight_scale_inv	BF16		65656	65658
language_model.model.layers.17.post_attention_layernorm.weight	BF16	4096	65658	73850
language_model.model.layers.17.self_attn.k_proj.activation_scale	BF16		73850	73852
language_model.model.layers.17.self_attn.k_proj.weight	F8_E4M3	1024,4096	1461213770	1465408074
language_model.model.layers.17.self_attn.k_proj.weight_scale_inv	BF16		73852	73854
language_model.model.layers.17.self_attn.o_proj.activation_scale	BF16		73854	73856
language_model.model.layers.17.self_attn.o_proj.weight	F8_E4M3	4096,4096	1465408074	1482185290
language_model.model.layers.17.self_attn.o_proj.weight_scale_inv	BF16		73856	73858
language_model.model.layers.17.self_attn.q_proj.activation_scale	BF16		73858	73860
language_model.model.layers.17.self_attn.q_proj.weight	F8_E4M3	4096,4096	1482185290	1498962506
language_model.model.layers.17.self_attn.q_proj.weight_scale_inv	BF16		73860	73862
language_model.model.layers.17.self_attn.v_proj.activation_scale	BF16		73862	73864
language_model.model.layers.17.self_attn.v_proj.weight	F8_E4M3	1024,4096	1498962506	1503156810
language_model.model.layers.17.self_attn.v_proj.weight_scale_inv	BF16		73864	73866
language_model.model.layers.18.input_layernorm.weight	BF16	4096	73866	82058
language_model.model.layers.18.mlp.down_proj.activation_scale	BF16		82058	82060
language_model.model.layers.18.mlp.down_proj.weight	F8_E4M3	4096,14336	1503156810	1561877066
language_model.model.layers.18.mlp.down_proj.weight_scale_inv	BF16		82060	82062
language_model.model.layers.18.mlp.gate_proj.activation_scale	BF16		82062	82064
language_model.model.layers.18.mlp.gate_proj.weight	F8_E4M3	14336,4096	1561877066	1620597322
language_model.model.layers.18.mlp.gate_proj.weight_scale_inv	BF16		82064	82066
language_model.model.layers.18.mlp.up_proj.activation_scale	BF16		82066	82068
language_model.model.layers.18.mlp.up_proj.weight	F8_E4M3	14336,4096	1620597322	1679317578
language_model.model.layers.18.mlp.up_proj.weight_scale_inv	BF16		82068	82070
language_model.model.layers.18.post_attention_layernorm.weight	BF16	4096	82070	90262
language_model.model.layers.18.self_attn.k_proj.activation_scale	BF16		90262	90264
language_model.model.layers.18.self_attn.k_proj.weight	F8_E4M3	1024,4096	1679317578	1683511882
language_model.model.layers.18.self_attn.k_proj.weight_scale_inv	BF16		90264	90266
language_model.model.layers.18.self_attn.o_proj.activation_scale	BF16		90266	90268
language_model.model.layers.18.self_attn.o_proj.weight	F8_E4M3	4096,4096	1683511882	1700289098
language_model.model.layers.18.self_attn.o_proj.weight_scale_inv	BF16		90268	90270
language_model.model.layers.18.self_attn.q_proj.activation_scale	BF16		90270	90272
language_model.model.layers.18.self_attn.q_proj.weight	F8_E4M3	4096,4096	1700289098	1717066314
language_model.model.layers.18.self_attn.q_proj.weight_scale_inv	BF16		90272	90274
language_model.model.layers.18.self_attn.v_proj.activation_scale	BF16		90274	90276
language_model.model.layers.18.self_attn.v_proj.weight	F8_E4M3	1024,4096	1717066314	1721260618
language_model.model.layers.18.self_attn.v_proj.weight_scale_inv	BF16		90276	90278
language_model.model.layers.19.input_layernorm.weight	BF16	4096	90278	98470
language_model.model.layers.19.mlp.down_proj.activation_scale	BF16		98470	98472
language_model.model.layers.19.mlp.down_proj.weight	F8_E4M3	4096,14336	1721260618	1779980874
language_model.model.layers.19.mlp.down_proj.weight_scale_inv	BF16		98472	98474
language_model.model.layers.19.mlp.gate_proj.activation_scale	BF16		98474	98476
language_model.model.layers.19.mlp.gate_proj.weight	F8_E4M3	14336,4096	1779980874	1838701130
language_model.model.layers.19.mlp.gate_proj.weight_scale_inv	BF16		98476	98478
language_model.model.layers.19.mlp.up_proj.activation_scale	BF16		98478	98480
language_model.model.layers.19.mlp.up_proj.weight	F8_E4M3	14336,4096	1838701130	1897421386
language_model.model.layers.19.mlp.up_proj.weight_scale_inv	BF16		98480	98482
language_model.model.layers.19.post_attention_layernorm.weight	BF16	4096	98482	106674
language_model.model.layers.19.self_attn.k_proj.activation_scale	BF16		106674	106676
language_model.model.layers.19.self_attn.k_proj.weight	F8_E4M3	1024,4096	1897421386	1901615690
language_model.model.layers.19.self_attn.k_proj.weight_scale_inv	BF16		106676	106678
language_model.model.layers.19.self_attn.o_proj.activation_scale	BF16		106678	106680
language_model.model.layers.19.self_attn.o_proj.weight	F8_E4M3	4096,4096	1901615690	1918392906
language_model.model.layers.19.self_attn.o_proj.weight_scale_inv	BF16		106680	106682
language_model.model.layers.19.self_attn.q_proj.activation_scale	BF16		106682	106684
language_model.model.layers.19.self_attn.q_proj.weight	F8_E4M3	4096,4096	1918392906	1935170122
language_model.model.layers.19.self_attn.q_proj.weight_scale_inv	BF16		106684	106686
language_model.model.layers.19.self_attn.v_proj.activation_scale	BF16		106686	106688
language_model.model.layers.19.self_attn.v_proj.weight	F8_E4M3	1024,4096	1935170122	1939364426
language_model.model.layers.19.self_attn.v_proj.weight_scale_inv	BF16		106688	106690
language_model.model.layers.2.input_layernorm.weight	BF16	4096	2147573902	2147582094
language_model.model.layers.2.mlp.down_proj.activation_scale	BF16		2147582094	2147582096
language_model.model.layers.2.mlp.down_proj.weight	F8_E4M3	4096,14336	3238224238	3296944494
language_model.model.layers.2.mlp.down_proj.weight_scale_inv	BF16		2147582096	2147582098
language_model.model.layers.2.mlp.gate_proj.activation_scale	BF16		2147582098	2147582100
language_model.model.layers.2.mlp.gate_proj.weight	F8_E4M3	14336,4096	3296944494	3355664750
language_model.model.layers.2.mlp.gate_proj.weight_scale_inv	BF16		2147582100	2147582102
language_model.model.layers.2.mlp.up_proj.activation_scale	BF16		2147582102	2147582104
language_model.model.layers.2.mlp.up_proj.weight	F8_E4M3	14336,4096	3355664750	3414385006
language_model.model.layers.2.mlp.up_proj.weight_scale_inv	BF16		2147582104	2147582106
language_model.model.layers.2.post_attention_layernorm.weight	BF16	4096	2147582106	2147590298
language_model.model.layers.2.self_attn.k_proj.activation_scale	BF16		2147590298	2147590300
language_model.model.layers.2.self_attn.k_proj.weight	F8_E4M3	1024,4096	3414385006	3418579310
language_model.model.layers.2.self_attn.k_proj.weight_scale_inv	BF16		2147590300	2147590302
language_model.model.layers.2.self_attn.o_proj.activation_scale	BF16		2147590302	2147590304
language_model.model.layers.2.self_attn.o_proj.weight	F8_E4M3	4096,4096	3418579310	3435356526
language_model.model.layers.2.self_attn.o_proj.weight_scale_inv	BF16		2147590304	2147590306
language_model.model.layers.2.self_attn.q_proj.activation_scale	BF16		2147590306	2147590308
language_model.model.layers.2.self_attn.q_proj.weight	F8_E4M3	4096,4096	3435356526	3452133742
language_model.model.layers.2.self_attn.q_proj.weight_scale_inv	BF16		2147590308	2147590310
language_model.model.layers.2.self_attn.v_proj.activation_scale	BF16		2147590310	2147590312
language_model.model.layers.2.self_attn.v_proj.weight	F8_E4M3	1024,4096	3452133742	3456328046
language_model.model.layers.2.self_attn.v_proj.weight_scale_inv	BF16		2147590312	2147590314
language_model.model.layers.20.input_layernorm.weight	BF16	4096	106690	114882
language_model.model.layers.20.mlp.down_proj.activation_scale	BF16		114882	114884
language_model.model.layers.20.mlp.down_proj.weight	F8_E4M3	4096,14336	1939364426	1998084682
language_model.model.layers.20.mlp.down_proj.weight_scale_inv	BF16		114884	114886
language_model.model.layers.20.mlp.gate_proj.activation_scale	BF16		114886	114888
language_model.model.layers.20.mlp.gate_proj.weight	F8_E4M3	14336,4096	1998084682	2056804938
language_model.model.layers.20.mlp.gate_proj.weight_scale_inv	BF16		114888	114890
language_model.model.layers.20.mlp.up_proj.activation_scale	BF16		114890	114892
language_model.model.layers.20.mlp.up_proj.weight	F8_E4M3	14336,4096	2056804938	2115525194
language_model.model.layers.20.mlp.up_proj.weight_scale_inv	BF16		114892	114894
language_model.model.layers.20.post_attention_layernorm.weight	BF16	4096	114894	123086
language_model.model.layers.20.self_attn.k_proj.activation_scale	BF16		123086	123088
language_model.model.layers.20.self_attn.k_proj.weight	F8_E4M3	1024,4096	2115525194	2119719498
language_model.model.layers.20.self_attn.k_proj.weight_scale_inv	BF16		123088	123090
language_model.model.layers.20.self_attn.o_proj.activation_scale	BF16		123090	123092
language_model.model.layers.20.self_attn.o_proj.weight	F8_E4M3	4096,4096	2119719498	2136496714
language_model.model.layers.20.self_attn.o_proj.weight_scale_inv	BF16		123092	123094
language_model.model.layers.20.self_attn.q_proj.activation_scale	BF16		123094	123096
language_model.model.layers.20.self_attn.q_proj.weight	F8_E4M3	4096,4096	2136496714	2153273930
language_model.model.layers.20.self_attn.q_proj.weight_scale_inv	BF16		123096	123098
language_model.model.layers.20.self_attn.v_proj.activation_scale	BF16		123098	123100
language_model.model.layers.20.self_attn.v_proj.weight	F8_E4M3	1024,4096	2153273930	2157468234
language_model.model.layers.20.self_attn.v_proj.weight_scale_inv	BF16		123100	123102
language_model.model.layers.21.input_layernorm.weight	BF16	4096	123102	131294
language_model.model.layers.21.mlp.down_proj.activation_scale	BF16		131294	131296
language_model.model.layers.21.mlp.down_proj.weight	F8_E4M3	4096,14336	2157468234	2216188490
language_model.model.layers.21.mlp.down_proj.weight_scale_inv	BF16		131296	131298
language_model.model.layers.21.mlp.gate_proj.activation_scale	BF16		131298	131300
language_model.model.layers.21.mlp.gate_proj.weight	F8_E4M3	14336,4096	2216188490	2274908746
language_model.model.layers.21.mlp.gate_proj.weight_scale_inv	BF16		131300	131302
language_model.model.layers.21.mlp.up_proj.activation_scale	BF16		131302	131304
language_model.model.layers.21.mlp.up_proj.weight	F8_E4M3	14336,4096	2274908746	2333629002
language_model.model.layers.21.mlp.up_proj.weight_scale_inv	BF16		131304	131306
